cell_id,hypothesis_family,feature_family_set,operator_motif,temporal_horizon_class,normalization_scope,residualization_target,turnover_class,regime_fold_target,dry_generated_per_cell,l1_generated_per_cell,l1_strict_replay_per_cell,l1_deep_audit_per_cell,l2_generated_per_cell,l3_generated_per_cell
C0148,H10_range_breakout_failure,P12_liquidity_flow,DecayZScore,H24,cross_symbol_rank,none,medium_turnover,F4_basis_dislocation,512,2048,24,3,4096,8192
C0149,H05_volatility_structure_ex_liquidity_mul,P2_liquidity,TSMeanRank,ensemble_6_12_24_48,cross_symbol_zscore,FundingCore,medium_turnover,F6_cross_symbol_dispersion,512,2048,24,3,4096,8192
C0150,H07_taker_flow_lag_stable,P11_volatility_basis,SafeDivZScore,spread_6_vs_24,same_symbol_zscore,FundingCore_and_Core4,low_turnover,F7_trend_reversal,512,2048,24,3,4096,8192
C0151,H11_regime_conditional_non_may,P12_liquidity_flow,TSStdZScore,spread_6_vs_24,cross_symbol_rank,none,lag_stable,F2_low_liquidity,512,2048,24,3,4096,8192
C0152,H06_liquidity_structure_ex_realized_vol_mul,P1_range_volatility,NegRank,H12,same_symbol_zscore,FundingCore_and_Core4,medium_turnover,F3_high_liquidity_high_vol,512,2048,24,3,4096,8192
C0153,H12_horizon_ensemble_stability,P1_range_volatility,SubRank,mixed_12_48,cross_symbol_zscore,FundingCore,medium_turnover,F5_funding_neutral,512,2048,24,3,4096,8192
C0154,H07_taker_flow_lag_stable,P4_taker_flow,AddZScore,spread_12_vs_48,same_symbol_rank,Core4,lag_stable,F3_high_liquidity_high_vol,512,2048,24,3,4096,8192
C0155,H02_cross_symbol_dispersion_reversal,P6_funding_observable,RollingMinRank,H12,same_symbol_rank,FundingCore_and_Core4,low_turnover,F9_liquidity_shock,512,2048,24,3,4096,8192
C0156,H15_placebo_null_adversarial,P11_volatility_basis,AddZScore,H48,same_symbol_rank,FundingCore_and_Core4,lag_stable,F5_funding_neutral,512,2048,24,3,4096,8192
C0157,H11_regime_conditional_non_may,P10_price_liquidity,AbsZScore,ensemble_6_12_24_48,same_symbol_rank,Core4,low_turnover,F7_trend_reversal,512,2048,24,3,4096,8192
C0158,H12_horizon_ensemble_stability,P3_trade_size,SafeDivZScore,ensemble_6_12_24_48,cross_symbol_rank,FundingCore_and_Core4,low_turnover,F10_volatility_compression,512,2048,24,3,4096,8192
C0159,H06_liquidity_structure_ex_realized_vol_mul,P3_trade_size,TSMeanRank,spread_6_vs_24,same_symbol_rank,FundingCore,low_turnover,F9_liquidity_shock,512,2048,24,3,4096,8192
C0160,H10_range_breakout_failure,P1_range_volatility,NegRank,H24,same_symbol_zscore,Core4,lag_stable,F6_cross_symbol_dispersion,512,2048,24,3,4096,8192
C0161,H07_taker_flow_lag_stable,P7_cross_symbol_relative,TSRankMul,H12,cross_symbol_zscore,none,medium_turnover,F1_high_realized_vol,512,2048,24,3,4096,8192
C0162,H11_regime_conditional_non_may,P11_volatility_basis,AbsZScore,H24,same_symbol_rank,none,low_turnover,F11_cross_symbol_crowding,512,2048,24,3,4096,8192
C0163,H06_liquidity_structure_ex_realized_vol_mul,P7_cross_symbol_relative,TSMeanRank,H12,same_symbol_zscore,none,low_turnover,F2_low_liquidity,512,2048,24,3,4096,8192
C0164,H01_cross_symbol_relative_strength,P14_horizon_spread,ClipRank,H12,cross_symbol_rank,FundingCore_and_Core4,low_turnover,F3_high_liquidity_high_vol,512,2048,24,3,4096,8192
C0165,H00_low_turnover_robust,P13_trade_size_volatility,RollingMaxRank,H24,cross_symbol_zscore,Core4,lag_stable,F2_low_liquidity,512,2048,24,3,4096,8192
C0166,H02_cross_symbol_dispersion_reversal,P1_range_volatility,SafeDivZScore,mixed_6_24,cross_symbol_zscore,FundingCore,lag_stable,F8_low_vol_high_liquidity,512,2048,24,3,4096,8192
C0167,H02_cross_symbol_dispersion_reversal,P7_cross_symbol_relative,RollingMinRank,H72,cross_symbol_rank,FundingCore_and_Core4,lag_stable,F5_funding_neutral,512,2048,24,3,4096,8192
C0168,H03_basis_premium_residual,P1_range_volatility,Rank,H6,same_symbol_rank,FundingCore,low_turnover,F11_cross_symbol_crowding,512,2048,24,3,4096,8192
C0169,H14_open_ast_cem_diversity,P3_trade_size,WinsorZScore,H48,same_symbol_rank,FundingCore,lag_stable,F8_low_vol_high_liquidity,512,2048,24,3,4096,8192
C0170,H10_range_breakout_failure,P0_price_return,TSStdZScore,H12,same_symbol_rank,Core4,medium_turnover,F5_funding_neutral,512,2048,24,3,4096,8192
C0171,H00_low_turnover_robust,P11_volatility_basis,ResidualizeVsCore4,ensemble_6_12_24_48,cross_symbol_rank,FundingCore,medium_turnover,F1_high_realized_vol,512,2048,24,3,4096,8192
C0172,H05_volatility_structure_ex_liquidity_mul,P15_open_ast_diverse,DeltaRank,H12,cross_symbol_zscore,Core4,lag_stable,F10_volatility_compression,512,2048,24,3,4096,8192
C0173,H00_low_turnover_robust,P7_cross_symbol_relative,SubRank,H24,same_symbol_rank,none,medium_turnover,F1_high_realized_vol,512,2048,24,3,4096,8192
C0174,H13_symbol_tier_relative,P0_price_return,Rank,H24,cross_symbol_rank,none,medium_turnover,F6_cross_symbol_dispersion,512,2048,24,3,4096,8192
C0175,H13_symbol_tier_relative,P0_price_return,TSMeanRank,mixed_12_48,same_symbol_rank,none,lag_stable,F5_funding_neutral,512,2048,24,3,4096,8192
C0176,H09_trend_reversal_horizon_mix,P13_trade_size_volatility,ClipRank,H12,same_symbol_zscore,FundingCore_and_Core4,medium_turnover,F7_trend_reversal,512,2048,24,3,4096,8192
C0177,H08_trade_size_microstructure_lite,P6_funding_observable,MulRankZScore,H24,cross_symbol_rank,FundingCore,medium_turnover,F1_high_realized_vol,512,2048,24,3,4096,8192
C0178,H06_liquidity_structure_ex_realized_vol_mul,P4_taker_flow,ResidualizeVsCore4,H6,cross_symbol_zscore,Core4,lag_stable,F1_high_realized_vol,512,2048,24,3,4096,8192
C0179,H10_range_breakout_failure,P5_basis_premium,RollingMaxRank,mixed_6_24,cross_symbol_rank,none,lag_stable,F5_funding_neutral,512,2048,24,3,4096,8192
C0180,H03_basis_premium_residual,P7_cross_symbol_relative,NegRank,H6,same_symbol_zscore,Core4,medium_turnover,F1_high_realized_vol,512,2048,24,3,4096,8192
C0181,H13_symbol_tier_relative,P0_price_return,Rank,mixed_12_48,cross_symbol_zscore,FundingCore_and_Core4,low_turnover,F3_high_liquidity_high_vol,512,2048,24,3,4096,8192
C0182,H04_basis_compression_expansion,P12_liquidity_flow,SmoothInteraction,H48,same_symbol_rank,none,low_turnover,F4_basis_dislocation,512,2048,24,3,4096,8192
C0183,H00_low_turnover_robust,P11_volatility_basis,RollingMaxRank,ensemble_6_12_24_48,same_symbol_rank,FundingCore,low_turnover,F4_basis_dislocation,512,2048,24,3,4096,8192
C0184,H08_trade_size_microstructure_lite,P5_basis_premium,AbsZScore,spread_12_vs_48,cross_symbol_rank,none,low_turnover,F8_low_vol_high_liquidity,512,2048,24,3,4096,8192
C0185,H15_placebo_null_adversarial,P0_price_return,DecayZScore,mixed_6_24,same_symbol_zscore,FundingCore,lag_stable,F3_high_liquidity_high_vol,512,2048,24,3,4096,8192
C0186,H11_regime_conditional_non_may,P6_funding_observable,NegRank,ensemble_6_12_24_48,cross_symbol_zscore,none,low_turnover,F1_high_realized_vol,512,2048,24,3,4096,8192
C0187,H07_taker_flow_lag_stable,P1_range_volatility,AddZScore,mixed_12_48,cross_symbol_rank,none,medium_turnover,F2_low_liquidity,512,2048,24,3,4096,8192
C0188,H02_cross_symbol_dispersion_reversal,P14_horizon_spread,HorizonSpread,ensemble_6_12_24_48,same_symbol_zscore,FundingCore_and_Core4,medium_turnover,F8_low_vol_high_liquidity,512,2048,24,3,4096,8192
C0189,H03_basis_premium_residual,P11_volatility_basis,DecayZScore,ensemble_6_12_24_48,same_symbol_zscore,FundingCore_and_Core4,medium_turnover,F11_cross_symbol_crowding,512,2048,24,3,4096,8192
C0190,H07_taker_flow_lag_stable,P5_basis_premium,HorizonSpread,H6,same_symbol_rank,none,medium_turnover,F8_low_vol_high_liquidity,512,2048,24,3,4096,8192
C0191,H08_trade_size_microstructure_lite,P14_horizon_spread,TSRankMul,mixed_12_48,cross_symbol_zscore,none,low_turnover,F9_liquidity_shock,512,2048,24,3,4096,8192
C0192,H07_taker_flow_lag_stable,P5_basis_premium,Rank,spread_6_vs_24,cross_symbol_rank,FundingCore,low_turnover,F2_low_liquidity,512,2048,24,3,4096,8192
C0193,H09_trend_reversal_horizon_mix,P0_price_return,HorizonSpread,ensemble_6_12_24_48,same_symbol_rank,FundingCore_and_Core4,medium_turnover,F11_cross_symbol_crowding,512,2048,24,3,4096,8192
C0194,H10_range_breakout_failure,P11_volatility_basis,Rank,spread_6_vs_24,same_symbol_zscore,none,lag_stable,F9_liquidity_shock,512,2048,24,3,4096,8192
C0195,H09_trend_reversal_horizon_mix,P7_cross_symbol_relative,CrossSymbolRank,H12,same_symbol_rank,Core4,medium_turnover,F4_basis_dislocation,512,2048,24,3,4096,8192
C0196,H08_trade_size_microstructure_lite,P11_volatility_basis,AbsZScore,H6,same_symbol_zscore,Core4,medium_turnover,F3_high_liquidity_high_vol,512,2048,24,3,4096,8192
C0197,H05_volatility_structure_ex_liquidity_mul,P5_basis_premium,HorizonSpread,ensemble_6_12_24_48,cross_symbol_zscore,FundingCore,medium_turnover,F9_liquidity_shock,512,2048,24,3,4096,8192
C0198,H15_placebo_null_adversarial,P14_horizon_spread,ResidualizeVsFundingCore,H72,cross_symbol_rank,FundingCore,lag_stable,F4_basis_dislocation,512,2048,24,3,4096,8192
C0199,H05_volatility_structure_ex_liquidity_mul,P1_range_volatility,SmoothInteraction,mixed_6_24,cross_symbol_zscore,Core4,medium_turnover,F10_volatility_compression,512,2048,24,3,4096,8192
C0200,H05_volatility_structure_ex_liquidity_mul,P1_range_volatility,MulRankRank,spread_6_vs_24,cross_symbol_zscore,none,low_turnover,F9_liquidity_shock,512,2048,24,3,4096,8192
C0201,H09_trend_reversal_horizon_mix,P6_funding_observable,RollingMaxRank,H6,cross_symbol_rank,none,low_turnover,F2_low_liquidity,512,2048,24,3,4096,8192
C0202,H02_cross_symbol_dispersion_reversal,P4_taker_flow,ResidualizeVsFundingCore,H72,same_symbol_zscore,Core4,medium_turnover,F9_liquidity_shock,512,2048,24,3,4096,8192
C0203,H00_low_turnover_robust,P2_liquidity,SafeDivZScore,H12,same_symbol_rank,Core4,low_turnover,F1_high_realized_vol,512,2048,24,3,4096,8192
C0204,H09_trend_reversal_horizon_mix,P9_price_basis,MulRankRank,H6,same_symbol_rank,FundingCore,lag_stable,F7_trend_reversal,512,2048,24,3,4096,8192
C0205,H09_trend_reversal_horizon_mix,P12_liquidity_flow,TSRankMul,H12,cross_symbol_rank,FundingCore_and_Core4,low_turnover,F4_basis_dislocation,512,2048,24,3,4096,8192
C0206,H02_cross_symbol_dispersion_reversal,P9_price_basis,TSMeanRank,ensemble_6_12_24_48,cross_symbol_rank,FundingCore_and_Core4,medium_turnover,F11_cross_symbol_crowding,512,2048,24,3,4096,8192
C0207,H09_trend_reversal_horizon_mix,P7_cross_symbol_relative,DeltaRank,mixed_6_24,cross_symbol_zscore,none,low_turnover,F0_calendar_blocks,512,2048,24,3,4096,8192
C0208,H15_placebo_null_adversarial,P8_regime_state,ResidualizeVsCore4,H24,cross_symbol_rank,none,medium_turnover,F9_liquidity_shock,512,2048,24,3,4096,8192
C0209,H05_volatility_structure_ex_liquidity_mul,P8_regime_state,NegRank,mixed_12_48,cross_symbol_zscore,FundingCore_and_Core4,lag_stable,F4_basis_dislocation,512,2048,24,3,4096,8192
C0210,H01_cross_symbol_relative_strength,P0_price_return,RegimeMaskNonMay,H6,same_symbol_rank,Core4,medium_turnover,F10_volatility_compression,512,2048,24,3,4096,8192
C0211,H09_trend_reversal_horizon_mix,P7_cross_symbol_relative,RegimeMaskNonMay,H24,cross_symbol_rank,Core4,low_turnover,F10_volatility_compression,512,2048,24,3,4096,8192
C0212,H14_open_ast_cem_diversity,P1_range_volatility,TSMeanRank,mixed_12_48,same_symbol_rank,FundingCore_and_Core4,lag_stable,F6_cross_symbol_dispersion,512,2048,24,3,4096,8192
C0213,H12_horizon_ensemble_stability,P11_volatility_basis,NegRank,H12,cross_symbol_zscore,FundingCore,lag_stable,F10_volatility_compression,512,2048,24,3,4096,8192
C0214,H09_trend_reversal_horizon_mix,P4_taker_flow,SubRank,H24,cross_symbol_zscore,Core4,medium_turnover,F9_liquidity_shock,512,2048,24,3,4096,8192
C0215,H07_taker_flow_lag_stable,P10_price_liquidity,ClipRank,H6,cross_symbol_rank,none,medium_turnover,F2_low_liquidity,512,2048,24,3,4096,8192
C0216,H14_open_ast_cem_diversity,P13_trade_size_volatility,DeltaRank,ensemble_6_12_24_48,same_symbol_zscore,FundingCore_and_Core4,low_turnover,F8_low_vol_high_liquidity,512,2048,24,3,4096,8192
C0217,H03_basis_premium_residual,P7_cross_symbol_relative,ZScore,mixed_6_24,cross_symbol_rank,FundingCore_and_Core4,medium_turnover,F2_low_liquidity,512,2048,24,3,4096,8192
C0218,H15_placebo_null_adversarial,P8_regime_state,WinsorZScore,H72,same_symbol_zscore,FundingCore_and_Core4,low_turnover,F6_cross_symbol_dispersion,512,2048,24,3,4096,8192
C0219,H12_horizon_ensemble_stability,P12_liquidity_flow,AddZScore,H6,cross_symbol_zscore,FundingCore,lag_stable,F8_low_vol_high_liquidity,512,2048,24,3,4096,8192
C0220,H07_taker_flow_lag_stable,P1_range_volatility,MulRankZScore,spread_6_vs_24,same_symbol_rank,Core4,medium_turnover,F11_cross_symbol_crowding,512,2048,24,3,4096,8192
C0221,H03_basis_premium_residual,P11_volatility_basis,TSRankMul,H72,cross_symbol_rank,FundingCore_and_Core4,low_turnover,F6_cross_symbol_dispersion,512,2048,24,3,4096,8192
C0222,H02_cross_symbol_dispersion_reversal,P1_range_volatility,AddZScore,H24,cross_symbol_zscore,Core4,medium_turnover,F0_calendar_blocks,512,2048,24,3,4096,8192
C0223,H15_placebo_null_adversarial,P10_price_liquidity,ResidualizeVsFundingCore,H48,same_symbol_zscore,Core4,low_turnover,F2_low_liquidity,512,2048,24,3,4096,8192
C0224,H07_taker_flow_lag_stable,P5_basis_premium,RollingMaxRank,H12,cross_symbol_rank,none,medium_turnover,F3_high_liquidity_high_vol,512,2048,24,3,4096,8192
C0225,H02_cross_symbol_dispersion_reversal,P6_funding_observable,RollingMinRank,H12,same_symbol_rank,FundingCore_and_Core4,low_turnover,F6_cross_symbol_dispersion,512,2048,24,3,4096,8192
C0226,H02_cross_symbol_dispersion_reversal,P8_regime_state,ClipRank,spread_6_vs_24,cross_symbol_zscore,Core4,medium_turnover,F3_high_liquidity_high_vol,512,2048,24,3,4096,8192
C0227,H11_regime_conditional_non_may,P11_volatility_basis,TSRankMul,H72,same_symbol_zscore,FundingCore_and_Core4,low_turnover,F10_volatility_compression,512,2048,24,3,4096,8192
C0228,H08_trade_size_microstructure_lite,P10_price_liquidity,TSMeanRank,mixed_6_24,same_symbol_rank,FundingCore_and_Core4,medium_turnover,F5_funding_neutral,512,2048,24,3,4096,8192
C0229,H06_liquidity_structure_ex_realized_vol_mul,P10_price_liquidity,AddZScore,ensemble_6_12_24_48,cross_symbol_rank,Core4,low_turnover,F10_volatility_compression,512,2048,24,3,4096,8192
C0230,H11_regime_conditional_non_may,P13_trade_size_volatility,ResidualizeVsFundingCore,spread_6_vs_24,cross_symbol_rank,FundingCore,low_turnover,F1_high_realized_vol,512,2048,24,3,4096,8192
C0231,H05_volatility_structure_ex_liquidity_mul,P8_regime_state,NegRank,H48,same_symbol_zscore,FundingCore_and_Core4,lag_stable,F0_calendar_blocks,512,2048,24,3,4096,8192
C0232,H02_cross_symbol_dispersion_reversal,P8_regime_state,ClipRank,mixed_6_24,cross_symbol_zscore,Core4,medium_turnover,F4_basis_dislocation,512,2048,24,3,4096,8192
C0233,H08_trade_size_microstructure_lite,P6_funding_observable,RollingMinRank,H12,cross_symbol_zscore,FundingCore_and_Core4,low_turnover,F4_basis_dislocation,512,2048,24,3,4096,8192
C0234,H07_taker_flow_lag_stable,P2_liquidity,TSMeanRank,H6,same_symbol_rank,none,lag_stable,F10_volatility_compression,512,2048,24,3,4096,8192
C0235,H03_basis_premium_residual,P0_price_return,TSStdZScore,spread_6_vs_24,cross_symbol_rank,Core4,medium_turnover,F0_calendar_blocks,512,2048,24,3,4096,8192
C0236,H15_placebo_null_adversarial,P9_price_basis,ResidualizeVsFundingCore,spread_6_vs_24,cross_symbol_zscore,Core4,medium_turnover,F11_cross_symbol_crowding,512,2048,24,3,4096,8192
C0237,H07_taker_flow_lag_stable,P7_cross_symbol_relative,ZScore,spread_12_vs_48,same_symbol_rank,FundingCore,lag_stable,F6_cross_symbol_dispersion,512,2048,24,3,4096,8192
C0238,H13_symbol_tier_relative,P3_trade_size,DecayZScore,ensemble_6_12_24_48,cross_symbol_zscore,FundingCore,lag_stable,F4_basis_dislocation,512,2048,24,3,4096,8192
C0239,H13_symbol_tier_relative,P6_funding_observable,CrossSymbolRank,spread_12_vs_48,cross_symbol_rank,none,medium_turnover,F8_low_vol_high_liquidity,512,2048,24,3,4096,8192
C0240,H10_range_breakout_failure,P2_liquidity,AbsZScore,mixed_12_48,cross_symbol_rank,Core4,medium_turnover,F1_high_realized_vol,512,2048,24,3,4096,8192
C0241,H06_liquidity_structure_ex_realized_vol_mul,P14_horizon_spread,HorizonSpread,mixed_6_24,same_symbol_zscore,none,low_turnover,F4_basis_dislocation,512,2048,24,3,4096,8192
C0242,H04_basis_compression_expansion,P14_horizon_spread,DecayZScore,H6,same_symbol_rank,Core4,medium_turnover,F10_volatility_compression,512,2048,24,3,4096,8192
C0243,H04_basis_compression_expansion,P1_range_volatility,ResidualizeVsFundingCore,H6,same_symbol_zscore,FundingCore,low_turnover,F8_low_vol_high_liquidity,512,2048,24,3,4096,8192
C0244,H01_cross_symbol_relative_strength,P6_funding_observable,DeltaRank,H12,cross_symbol_rank,none,lag_stable,F10_volatility_compression,512,2048,24,3,4096,8192
C0245,H01_cross_symbol_relative_strength,P3_trade_size,ZScore,H72,cross_symbol_zscore,Core4,medium_turnover,F5_funding_neutral,512,2048,24,3,4096,8192
C0246,H01_cross_symbol_relative_strength,P14_horizon_spread,SubRank,spread_12_vs_48,same_symbol_rank,Core4,lag_stable,F10_volatility_compression,512,2048,24,3,4096,8192
C0247,H05_volatility_structure_ex_liquidity_mul,P6_funding_observable,ResidualizeVsCore4,spread_6_vs_24,cross_symbol_rank,none,lag_stable,F3_high_liquidity_high_vol,512,2048,24,3,4096,8192
C0248,H11_regime_conditional_non_may,P13_trade_size_volatility,WinsorZScore,ensemble_6_12_24_48,same_symbol_rank,FundingCore_and_Core4,medium_turnover,F4_basis_dislocation,512,2048,24,3,4096,8192
C0249,H10_range_breakout_failure,P15_open_ast_diverse,SubRank,H72,same_symbol_zscore,FundingCore_and_Core4,low_turnover,F1_high_realized_vol,512,2048,24,3,4096,8192
C0250,H03_basis_premium_residual,P9_price_basis,ZScore,H12,same_symbol_zscore,FundingCore,lag_stable,F5_funding_neutral,512,2048,24,3,4096,8192
C0251,H05_volatility_structure_ex_liquidity_mul,P14_horizon_spread,ResidualizeVsCore4,H72,cross_symbol_zscore,none,lag_stable,F7_trend_reversal,512,2048,24,3,4096,8192
C0252,H05_volatility_structure_ex_liquidity_mul,P6_funding_observable,AddZScore,H24,cross_symbol_rank,FundingCore_and_Core4,low_turnover,F2_low_liquidity,512,2048,24,3,4096,8192
C0253,H03_basis_premium_residual,P15_open_ast_diverse,WinsorZScore,H48,same_symbol_rank,none,low_turnover,F0_calendar_blocks,512,2048,24,3,4096,8192
C0254,H12_horizon_ensemble_stability,P2_liquidity,ClipRank,mixed_12_48,cross_symbol_rank,FundingCore_and_Core4,low_turnover,F6_cross_symbol_dispersion,512,2048,24,3,4096,8192
C0255,H01_cross_symbol_relative_strength,P14_horizon_spread,DecayZScore,spread_6_vs_24,same_symbol_rank,FundingCore,medium_turnover,F10_volatility_compression,512,2048,24,3,4096,8192
C0256,H09_trend_reversal_horizon_mix,P12_liquidity_flow,HorizonSpread,H48,same_symbol_rank,Core4,low_turnover,F1_high_realized_vol,512,2048,24,3,4096,8192
C0257,H12_horizon_ensemble_stability,P3_trade_size,ResidualizeVsFundingCore,H6,cross_symbol_zscore,FundingCore_and_Core4,low_turnover,F2_low_liquidity,512,2048,24,3,4096,8192
C0258,H00_low_turnover_robust,P0_price_return,RollingMaxRank,mixed_12_48,same_symbol_rank,FundingCore_and_Core4,lag_stable,F8_low_vol_high_liquidity,512,2048,24,3,4096,8192
C0259,H13_symbol_tier_relative,P6_funding_observable,ResidualizeVsFundingCore,spread_12_vs_48,cross_symbol_rank,Core4,lag_stable,F4_basis_dislocation,512,2048,24,3,4096,8192
C0260,H04_basis_compression_expansion,P6_funding_observable,ZScore,H72,cross_symbol_zscore,Core4,low_turnover,F3_high_liquidity_high_vol,512,2048,24,3,4096,8192
C0261,H04_basis_compression_expansion,P10_price_liquidity,ResidualizeVsFundingCore,mixed_6_24,cross_symbol_zscore,FundingCore,lag_stable,F11_cross_symbol_crowding,512,2048,24,3,4096,8192
C0262,H11_regime_conditional_non_may,P3_trade_size,TSRankMul,spread_6_vs_24,cross_symbol_rank,none,lag_stable,F1_high_realized_vol,512,2048,24,3,4096,8192
C0263,H10_range_breakout_failure,P6_funding_observable,TSMeanRank,ensemble_6_12_24_48,same_symbol_rank,none,low_turnover,F0_calendar_blocks,512,2048,24,3,4096,8192
C0264,H11_regime_conditional_non_may,P1_range_volatility,WinsorZScore,H72,same_symbol_zscore,none,medium_turnover,F11_cross_symbol_crowding,512,2048,24,3,4096,8192
C0265,H03_basis_premium_residual,P7_cross_symbol_relative,TSMeanRank,H12,cross_symbol_zscore,none,medium_turnover,F0_calendar_blocks,512,2048,24,3,4096,8192
C0266,H01_cross_symbol_relative_strength,P12_liquidity_flow,MulRankZScore,spread_6_vs_24,same_symbol_zscore,FundingCore_and_Core4,lag_stable,F8_low_vol_high_liquidity,512,2048,24,3,4096,8192
C0267,H10_range_breakout_failure,P8_regime_state,ResidualizeVsFundingCore,spread_12_vs_48,cross_symbol_zscore,FundingCore_and_Core4,lag_stable,F11_cross_symbol_crowding,512,2048,24,3,4096,8192
C0268,H01_cross_symbol_relative_strength,P13_trade_size_volatility,RegimeMaskNonMay,mixed_6_24,cross_symbol_rank,FundingCore_and_Core4,low_turnover,F8_low_vol_high_liquidity,512,2048,24,3,4096,8192
C0269,H14_open_ast_cem_diversity,P3_trade_size,RollingMinRank,H72,same_symbol_rank,none,low_turnover,F11_cross_symbol_crowding,512,2048,24,3,4096,8192
C0270,H02_cross_symbol_dispersion_reversal,P10_price_liquidity,SmoothInteraction,H12,cross_symbol_rank,none,low_turnover,F1_high_realized_vol,512,2048,24,3,4096,8192
C0271,H03_basis_premium_residual,P5_basis_premium,SafeDivZScore,mixed_6_24,cross_symbol_zscore,FundingCore,lag_stable,F3_high_liquidity_high_vol,512,2048,24,3,4096,8192
C0272,H02_cross_symbol_dispersion_reversal,P8_regime_state,RollingMaxRank,H48,cross_symbol_zscore,FundingCore_and_Core4,low_turnover,F8_low_vol_high_liquidity,512,2048,24,3,4096,8192
C0273,H12_horizon_ensemble_stability,P7_cross_symbol_relative,RollingMaxRank,H12,same_symbol_rank,Core4,medium_turnover,F7_trend_reversal,512,2048,24,3,4096,8192
C0274,H06_liquidity_structure_ex_realized_vol_mul,P4_taker_flow,CrossSymbolRank,spread_6_vs_24,same_symbol_rank,FundingCore_and_Core4,lag_stable,F0_calendar_blocks,512,2048,24,3,4096,8192
C0275,H01_cross_symbol_relative_strength,P11_volatility_basis,DecayZScore,H12,same_symbol_zscore,FundingCore_and_Core4,medium_turnover,F8_low_vol_high_liquidity,512,2048,24,3,4096,8192
C0276,H04_basis_compression_expansion,P8_regime_state,Rank,ensemble_6_12_24_48,cross_symbol_rank,FundingCore,lag_stable,F1_high_realized_vol,512,2048,24,3,4096,8192
C0277,H07_taker_flow_lag_stable,P8_regime_state,RollingMinRank,mixed_6_24,cross_symbol_rank,FundingCore,low_turnover,F4_basis_dislocation,512,2048,24,3,4096,8192
C0278,H05_volatility_structure_ex_liquidity_mul,P6_funding_observable,SafeDivZScore,H72,same_symbol_zscore,FundingCore_and_Core4,medium_turnover,F10_volatility_compression,512,2048,24,3,4096,8192
C0279,H13_symbol_tier_relative,P1_range_volatility,RegimeMaskNonMay,H72,same_symbol_rank,FundingCore,low_turnover,F10_volatility_compression,512,2048,24,3,4096,8192
C0280,H05_volatility_structure_ex_liquidity_mul,P5_basis_premium,Rank,H72,same_symbol_zscore,FundingCore_and_Core4,low_turnover,F8_low_vol_high_liquidity,512,2048,24,3,4096,8192
C0281,H00_low_turnover_robust,P7_cross_symbol_relative,NegRank,H72,cross_symbol_zscore,FundingCore_and_Core4,medium_turnover,F2_low_liquidity,512,2048,24,3,4096,8192
C0282,H14_open_ast_cem_diversity,P1_range_volatility,TSStdZScore,mixed_12_48,same_symbol_zscore,Core4,low_turnover,F1_high_realized_vol,512,2048,24,3,4096,8192
C0283,H15_placebo_null_adversarial,P9_price_basis,SubRank,H12,same_symbol_rank,FundingCore,medium_turnover,F0_calendar_blocks,512,2048,24,3,4096,8192
C0284,H01_cross_symbol_relative_strength,P6_funding_observable,SmoothInteraction,mixed_12_48,cross_symbol_zscore,FundingCore,low_turnover,F0_calendar_blocks,512,2048,24,3,4096,8192
C0285,H15_placebo_null_adversarial,P7_cross_symbol_relative,WinsorZScore,H6,cross_symbol_rank,Core4,medium_turnover,F5_funding_neutral,512,2048,24,3,4096,8192
C0286,H11_regime_conditional_non_may,P7_cross_symbol_relative,TSMeanRank,H48,cross_symbol_zscore,none,low_turnover,F1_high_realized_vol,512,2048,24,3,4096,8192
C0287,H07_taker_flow_lag_stable,P6_funding_observable,SubRank,H12,cross_symbol_rank,FundingCore,low_turnover,F8_low_vol_high_liquidity,512,2048,24,3,4096,8192
C0288,H09_trend_reversal_horizon_mix,P14_horizon_spread,RegimeMaskNonMay,mixed_12_48,cross_symbol_rank,none,low_turnover,F11_cross_symbol_crowding,512,2048,24,3,4096,8192
C0289,H08_trade_size_microstructure_lite,P0_price_return,TSStdZScore,H24,cross_symbol_rank,none,low_turnover,F4_basis_dislocation,512,2048,24,3,4096,8192
C0290,H08_trade_size_microstructure_lite,P5_basis_premium,AbsZScore,H24,same_symbol_rank,none,medium_turnover,F2_low_liquidity,512,2048,24,3,4096,8192
C0291,H02_cross_symbol_dispersion_reversal,P11_volatility_basis,NegRank,H6,cross_symbol_rank,FundingCore_and_Core4,lag_stable,F6_cross_symbol_dispersion,512,2048,24,3,4096,8192
C0292,H12_horizon_ensemble_stability,P11_volatility_basis,TSMeanRank,mixed_6_24,same_symbol_rank,FundingCore_and_Core4,medium_turnover,F0_calendar_blocks,512,2048,24,3,4096,8192
C0293,H04_basis_compression_expansion,P2_liquidity,RegimeMaskNonMay,H12,cross_symbol_rank,FundingCore,low_turnover,F9_liquidity_shock,512,2048,24,3,4096,8192
C0294,H06_liquidity_structure_ex_realized_vol_mul,P8_regime_state,DecayZScore,H6,same_symbol_rank,FundingCore_and_Core4,low_turnover,F10_volatility_compression,512,2048,24,3,4096,8192
C0295,H12_horizon_ensemble_stability,P5_basis_premium,ClipRank,H48,cross_symbol_zscore,FundingCore_and_Core4,low_turnover,F0_calendar_blocks,512,2048,24,3,4096,8192
C0296,H02_cross_symbol_dispersion_reversal,P9_price_basis,ResidualizeVsCore4,H6,same_symbol_zscore,Core4,medium_turnover,F7_trend_reversal,512,2048,24,3,4096,8192
