candidate_id,expression,family,field_families,expression_key,skeleton_key,production_key,operator_signature,horizon_signature
crypto_fg2_10ab481dcd00e036,"Mul(ZScore(Mean(top_long_short_account_ratio_last,48)),Neg(ZScore(Delta(index_close,72))))",positioning_reversal,positioning|price,expr-b86cf5d471dc9567,skeleton-68fcd98ee78740fa,crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::48|72,Delta|Mean|Mul|Neg|ZScore,48|72
crypto_fg2_339d1e58791827cd,"Mul(ZScore(Delta(open_interest_value_last,12)),ZScore(Delta(trade_close,72)))",oi_price_interaction,open_interest|price,expr-eb3e5024a2bafd70,skeleton-c14ad246aa64fd6e,crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::12|72,Delta|Mul|ZScore,12|72
crypto_fg2_16864d6336cb012b,"Mul(Sign(Delta(open_interest_value_last,504)),Rank(Mean(trade_close,336)))",oi_price_interaction,open_interest|price,expr-6bf5449e0ac23375,skeleton-7470f7edcb033b50,crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::336|504,Delta|Mean|Mul|Rank|Sign,336|504
crypto_fg2_34984e7c4669df96,"Mul(Sign(Delta(open_interest_value_last,4)),Rank(Mean(mark_close,8)))",oi_price_interaction,open_interest|price,expr-564b7d0bc5a6d7e3,skeleton-7470f7edcb033b50,crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::4|8,Delta|Mean|Mul|Rank|Sign,4|8
crypto_fg2_e2219192e07de75b,"Mul(Sign(Delta(taker_buy_sell_volume_ratio_mean,336)),ZScore(Delta(trade_quote_volume,336)))",taker_flow_state,liquidity|taker_ratio,expr-23757afb305353d3,skeleton-73a7996ef6b73def,crypto_formula_gen_v2_adapter::taker_flow_state::liquidity|taker_ratio::336,Delta|Mul|Sign|ZScore,336
crypto_fg2_0a6ef06ceb5b3c31,"Mul(ZScore(Delta(index_close,168)),ZScore(Mean(mark_low,8)))",price_volatility_structure,price|volatility,expr-c693f129b0f6e6a3,skeleton-1f835c24e049b69a,crypto_formula_gen_v2_adapter::price_volatility_structure::price|volatility::8|168,Delta|Mean|Mul|ZScore,8|168
crypto_fg2_9ca80562ece038db,"Sub(ZScore(Delta(mark_close,8)),ZScore(Delta(mark_low,8)))",price_volatility_structure,price|volatility,expr-c71b95a6a2c6c923,skeleton-7bb80280bed53044,crypto_formula_gen_v2_adapter::price_volatility_structure::price|volatility::8,Delta|Sub|ZScore,8
crypto_fg2_9b72328834b21ce4,"Sub(ZScore(Mean(open_interest_value_last,504)),Rank(Mean(mark_close,96)))",oi_price_interaction,open_interest|price,expr-609bc05d65964d75,skeleton-d6390c39a14fbd38,crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::96|504,Mean|Rank|Sub|ZScore,96|504
crypto_fg2_5afd7bc199601e89,"Add(ZScore(Delta(taker_buy_sell_volume_ratio_mean,4)),Rank(Mean(trade_count,720)))",taker_flow_state,liquidity|taker_ratio,expr-6e7c55973b8467ff,skeleton-69639e4aa99637a2,crypto_formula_gen_v2_adapter::taker_flow_state::liquidity|taker_ratio::4|720,Add|Delta|Mean|Rank|ZScore,4|720
crypto_fg2_b23d6acd905df587,"Mul(Sign(Delta(taker_buy_sell_volume_ratio_last,336)),ZScore(Delta(taker_buy_quote_volume,168)))",taker_flow_state,liquidity|taker_ratio,expr-184337e1952521e8,skeleton-73a7996ef6b73def,crypto_formula_gen_v2_adapter::taker_flow_state::liquidity|taker_ratio::168|336,Delta|Mul|Sign|ZScore,168|336
crypto_fg2_d757da42f0312527,"Mul(ZScore(Mean(taker_buy_sell_volume_ratio_last,72)),Rank(Mean(trade_volume,504)))",taker_flow_state,liquidity|taker_ratio,expr-7505a8bb385c076c,skeleton-4b7c966f0b1870e8,crypto_formula_gen_v2_adapter::taker_flow_state::liquidity|taker_ratio::72|504,Mean|Mul|Rank|ZScore,72|504
crypto_fg2_f5a533d794731ca5,"Mul(Abs(ZScore(Delta(global_long_short_account_ratio_last,24))),Sign(Delta(mark_close,168)))",positioning_reversal,positioning|price,expr-2a62b64dcdb5f23a,skeleton-c626ba6bf1687861,crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::24|168,Abs|Delta|Mul|Sign|ZScore,24|168
crypto_fg2_6dd3cabf5fb1191e,"Mul(Rank(Mean(taker_buy_quote_volume,720)),ZScore(Delta(mark_high,8)))",liquidity_volatility_guarded,liquidity|volatility,expr-f24a79b390715d1b,skeleton-ded8d0d5aade90e2,crypto_formula_gen_v2_adapter::liquidity_volatility_guarded::liquidity|volatility::8|720,Delta|Mean|Mul|Rank|ZScore,8|720
crypto_fg2_f454beaf31870db5,"Mul(ZScore(Delta(open_interest_value_last,720)),ZScore(Delta(mark_close,48)))",oi_price_interaction,open_interest|price,expr-2c8beab1c63b06f7,skeleton-c14ad246aa64fd6e,crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::48|720,Delta|Mul|ZScore,48|720
crypto_fg2_dcb32c969cd52c96,"Sub(Rank(Delta(open_interest_value_last,12)),Rank(Delta(mark_close,72)))",oi_price_interaction,open_interest|price,expr-3be20435c04c9c87,skeleton-8ad46b9059e6381f,crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::12|72,Delta|Rank|Sub,12|72
crypto_fg2_0c86f132666b7290,"Mul(ZScore(mark_trade_basis_bps),ZScore(Mean(funding_rate,12)))",basis_funding_crowding,basis|funding,expr-ddc32f1634a0c2bc,skeleton-b71bac576de51f5e,crypto_formula_gen_v2_adapter::basis_funding_crowding::basis|funding::12,Mean|Mul|ZScore,12
crypto_fg2_7c8cf2e60b7c340a,"Mul(Sign(Delta(index_close,24)),Abs(ZScore(Mean(mark_high,4))))",price_volatility_structure,price|volatility,expr-70da57014380658e,skeleton-118c1f2487c7c606,crypto_formula_gen_v2_adapter::price_volatility_structure::price|volatility::4|24,Abs|Delta|Mean|Mul|Sign|ZScore,4|24
crypto_fg2_386c01dff88bd8f0,"Sub(Rank(Delta(taker_buy_sell_volume_ratio_mean,72)),ZScore(Delta(trade_count,48)))",taker_flow_state,liquidity|taker_ratio,expr-005cd8a7abaf78b6,skeleton-f0d571410f34225a,crypto_formula_gen_v2_adapter::taker_flow_state::liquidity|taker_ratio::48|72,Delta|Rank|Sub|ZScore,48|72
crypto_fg2_17ab65c021a62a4a,"Sub(Abs(ZScore(Delta(taker_buy_quote_volume,72))),Abs(ZScore(Delta(mark_low,504))))",liquidity_volatility_guarded,liquidity|volatility,expr-0f71bab4a8fb5f44,skeleton-df45a983764233a6,crypto_formula_gen_v2_adapter::liquidity_volatility_guarded::liquidity|volatility::72|504,Abs|Delta|Sub|ZScore,72|504
crypto_fg2_5da8dadcd1d528e3,"Add(ZScore(Delta(top_long_short_account_ratio_last,8)),Neg(Rank(Delta(trade_close,336))))",positioning_reversal,positioning|price,expr-417c24c0606bf4c3,skeleton-ae37e2737f6e97ed,crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::8|336,Add|Delta|Neg|Rank|ZScore,8|336
crypto_fg2_af8746031cf66e32,"Sub(Abs(ZScore(Delta(index_close,24))),Rank(Mean(mark_low,24)))",price_volatility_structure,price|volatility,expr-769405e514f23ba2,skeleton-131162e8b64c3fa4,crypto_formula_gen_v2_adapter::price_volatility_structure::price|volatility::24,Abs|Delta|Mean|Rank|Sub|ZScore,24
crypto_fg2_7035940e742f28d3,"Add(Rank(Delta(trade_count,72)),Neg(ZScore(Delta(trade_high,24))))",liquidity_volatility_guarded,liquidity|volatility,expr-8bfcc5e8b97c1f5d,skeleton-ff8553ca5864e159,crypto_formula_gen_v2_adapter::liquidity_volatility_guarded::liquidity|volatility::24|72,Add|Delta|Neg|Rank|ZScore,24|72
crypto_fg2_e279ae5c14e183d0,"Mul(Rank(Mean(mark_trade_basis_bps,336)),Sign(Delta(funding_rate,504)))",basis_funding_crowding,basis|funding,expr-37cb17b7cee93d4e,skeleton-4c1e1eff7eb11f45,crypto_formula_gen_v2_adapter::basis_funding_crowding::basis|funding::336|504,Delta|Mean|Mul|Rank|Sign,336|504
crypto_fg2_8ec5ed07f9e40f82,"Mul(ZScore(Mean(global_long_short_account_ratio_last,168)),Neg(ZScore(Delta(trade_close,72))))",positioning_reversal,positioning|price,expr-7ef35647f59f2126,skeleton-68fcd98ee78740fa,crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::72|168,Delta|Mean|Mul|Neg|ZScore,72|168
crypto_fg2_e2fba51db2b3edd4,"Sub(Abs(ZScore(Delta(trade_count,720))),Abs(ZScore(Delta(trade_low,96))))",liquidity_volatility_guarded,liquidity|volatility,expr-1af461f9c227638d,skeleton-df45a983764233a6,crypto_formula_gen_v2_adapter::liquidity_volatility_guarded::liquidity|volatility::96|720,Abs|Delta|Sub|ZScore,96|720
crypto_fg2_b71c90d344509a93,"Sub(Rank(Delta(taker_buy_sell_volume_ratio_last,336)),ZScore(Delta(trade_volume,4)))",taker_flow_state,liquidity|taker_ratio,expr-1d18172b9cd22654,skeleton-f0d571410f34225a,crypto_formula_gen_v2_adapter::taker_flow_state::liquidity|taker_ratio::4|336,Delta|Rank|Sub|ZScore,4|336
crypto_fg2_4103c5c61953b979,"Add(ZScore(Delta(open_interest_value_mean,336)),ZScore(Delta(mark_close,48)))",oi_price_interaction,open_interest|price,expr-c948eaedf191836e,skeleton-2e3fa7ca15d43f41,crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::48|336,Add|Delta|ZScore,48|336
crypto_fg2_736c19b7bbc2fe25,"Mul(Sign(Delta(open_interest_value_mean,336)),Rank(Mean(trade_close,72)))",oi_price_interaction,open_interest|price,expr-a863b28e65359231,skeleton-7470f7edcb033b50,crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::72|336,Delta|Mean|Mul|Rank|Sign,72|336
crypto_fg2_fac01a1662718dde,"Sub(Rank(Delta(open_interest_value_mean,48)),Rank(Delta(mark_close,96)))",oi_price_interaction,open_interest|price,expr-f5f5f0fbfcc6bb3b,skeleton-8ad46b9059e6381f,crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::48|96,Delta|Rank|Sub,48|96
crypto_fg2_af0e54306175574a,"Add(ZScore(Delta(top_long_short_position_ratio_mean,72)),Neg(Rank(Delta(trade_close,504))))",positioning_reversal,positioning|price,expr-a1288830a4b2d987,skeleton-ae37e2737f6e97ed,crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::72|504,Add|Delta|Neg|Rank|ZScore,72|504
crypto_fg2_099b1743833bf1c4,"Sub(ZScore(Mean(top_long_short_position_ratio_last,12)),ZScore(Mean(top_long_short_position_ratio_last,168)))",positioning_reversal,positioning|price,expr-f817bca2ccc65b7f,skeleton-7762e3f46e546cc2,crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::12|168,Mean|Sub|ZScore,12|168
crypto_fg2_3c3e8e56d9e1dd6c,"Add(Rank(Delta(index_close,12)),Neg(Rank(Delta(mark_high,8))))",price_volatility_structure,price|volatility,expr-722b435300ae38ae,skeleton-946bd1f4dcc39091,crypto_formula_gen_v2_adapter::price_volatility_structure::price|volatility::8|12,Add|Delta|Neg|Rank,8|12
crypto_fg2_11ea823dbb306163,"Mul(ZScore(Mean(top_long_short_account_ratio_mean,504)),Neg(ZScore(Delta(index_close,8))))",positioning_reversal,positioning|price,expr-2c457931764741d0,skeleton-68fcd98ee78740fa,crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::8|504,Delta|Mean|Mul|Neg|ZScore,8|504
crypto_fg2_147f01b65c14b987,"Add(Rank(Delta(trade_quote_volume,720)),Neg(ZScore(Delta(trade_low,48))))",liquidity_volatility_guarded,liquidity|volatility,expr-76d85f870d600c8f,skeleton-ff8553ca5864e159,crypto_formula_gen_v2_adapter::liquidity_volatility_guarded::liquidity|volatility::48|720,Add|Delta|Neg|Rank|ZScore,48|720
crypto_fg2_d726a9a06003efb0,"Add(Rank(Delta(trade_quote_volume,48)),Neg(ZScore(Delta(mark_low,168))))",liquidity_volatility_guarded,liquidity|volatility,expr-58736db93f8da786,skeleton-ff8553ca5864e159,crypto_formula_gen_v2_adapter::liquidity_volatility_guarded::liquidity|volatility::48|168,Add|Delta|Neg|Rank|ZScore,48|168
crypto_fg2_facc645f694ef56f,"Sub(Rank(Delta(taker_buy_sell_volume_ratio_last,96)),ZScore(Delta(trade_quote_volume,720)))",taker_flow_state,liquidity|taker_ratio,expr-10adb9dfa8bbbc37,skeleton-f0d571410f34225a,crypto_formula_gen_v2_adapter::taker_flow_state::liquidity|taker_ratio::96|720,Delta|Rank|Sub|ZScore,96|720
crypto_fg2_f61fbe0a0480f7ca,"Add(Rank(Delta(trade_close,168)),Neg(Rank(Delta(mark_high,12))))",price_volatility_structure,price|volatility,expr-56bcd22f0be460f7,skeleton-946bd1f4dcc39091,crypto_formula_gen_v2_adapter::price_volatility_structure::price|volatility::12|168,Add|Delta|Neg|Rank,12|168
crypto_fg2_27e9f53f81296e4f,"Sub(ZScore(Mean(open_interest_last,336)),Rank(Mean(index_close,12)))",oi_price_interaction,open_interest|price,expr-a43c8822e309c342,skeleton-d6390c39a14fbd38,crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::12|336,Mean|Rank|Sub|ZScore,12|336
crypto_fg2_767caac1767890d7,"Sub(Rank(Delta(open_interest_last,4)),Rank(Delta(trade_close,504)))",oi_price_interaction,open_interest|price,expr-f055f0e586d41af9,skeleton-8ad46b9059e6381f,crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::4|504,Delta|Rank|Sub,4|504
crypto_fg2_a26f8c57a1ce7c63,"Sub(ZScore(Mean(open_interest_value_last,96)),Rank(Mean(index_close,12)))",oi_price_interaction,open_interest|price,expr-b0e457cd7fa282af,skeleton-d6390c39a14fbd38,crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::12|96,Mean|Rank|Sub|ZScore,12|96
crypto_fg2_39c609a9279db7c8,"Mul(Rank(Mean(trade_quote_volume,4)),ZScore(Delta(mark_low,504)))",liquidity_volatility_guarded,liquidity|volatility,expr-9f90b4d07c391568,skeleton-ded8d0d5aade90e2,crypto_formula_gen_v2_adapter::liquidity_volatility_guarded::liquidity|volatility::4|504,Delta|Mean|Mul|Rank|ZScore,4|504
crypto_fg2_4c9d47b187ce4453,"Mul(Sign(Delta(taker_buy_sell_volume_ratio_last,8)),ZScore(Delta(taker_buy_quote_volume,504)))",taker_flow_state,liquidity|taker_ratio,expr-0447c32447e04efc,skeleton-73a7996ef6b73def,crypto_formula_gen_v2_adapter::taker_flow_state::liquidity|taker_ratio::8|504,Delta|Mul|Sign|ZScore,8|504
crypto_fg2_524e3446b5e6722b,"Mul(Abs(ZScore(Mean(taker_buy_sell_volume_ratio_last,24))),Rank(Delta(trade_volume,504)))",taker_flow_state,liquidity|taker_ratio,expr-aea7ae2666b328ab,skeleton-2ef3c76974d18388,crypto_formula_gen_v2_adapter::taker_flow_state::liquidity|taker_ratio::24|504,Abs|Delta|Mean|Mul|Rank|ZScore,24|504
crypto_fg2_c5d9497b3a982cd1,"Mul(Abs(ZScore(Mean(taker_buy_sell_volume_ratio_mean,168))),Rank(Delta(trade_quote_volume,4)))",taker_flow_state,liquidity|taker_ratio,expr-c581883ddf77e685,skeleton-2ef3c76974d18388,crypto_formula_gen_v2_adapter::taker_flow_state::liquidity|taker_ratio::4|168,Abs|Delta|Mean|Mul|Rank|ZScore,4|168
crypto_fg2_b47e5a9ab904ef2b,"Mul(ZScore(mark_trade_basis_bps),ZScore(Mean(funding_rate,720)))",basis_funding_crowding,basis|funding,expr-2e2f1d2d891b227c,skeleton-b71bac576de51f5e,crypto_formula_gen_v2_adapter::basis_funding_crowding::basis|funding::720,Mean|Mul|ZScore,720
crypto_fg2_390626d2f1b35bc6,"Mul(ZScore(mark_trade_basis_bps),ZScore(Mean(funding_rate,504)))",basis_funding_crowding,basis|funding,expr-a978540487d92d4f,skeleton-b71bac576de51f5e,crypto_formula_gen_v2_adapter::basis_funding_crowding::basis|funding::504,Mean|Mul|ZScore,504
crypto_fg2_0d69c50f748b641b,"Sub(ZScore(Mean(mark_trade_basis_bps,12)),ZScore(Mean(funding_rate,168)))",basis_funding_crowding,basis|funding,expr-cdc1322069fbbcd8,skeleton-7762e3f46e546cc2,crypto_formula_gen_v2_adapter::basis_funding_crowding::basis|funding::12|168,Mean|Sub|ZScore,12|168
crypto_fg2_2acf11a9ee3a0f50,"Sub(Abs(ZScore(Mean(mark_trade_basis_bps,720))),Abs(ZScore(Mean(funding_rate,504))))",basis_funding_crowding,basis|funding,expr-bfe519ae1eeb7e0c,skeleton-746e1c41665c2005,crypto_formula_gen_v2_adapter::basis_funding_crowding::basis|funding::504|720,Abs|Mean|Sub|ZScore,504|720
crypto_fg2_745f3a7d0815e385,"Sub(ZScore(Mean(top_long_short_account_ratio_last,24)),ZScore(Mean(top_long_short_account_ratio_last,504)))",positioning_reversal,positioning|price,expr-f10742bf61ef4809,skeleton-7762e3f46e546cc2,crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::24|504,Mean|Sub|ZScore,24|504
crypto_fg2_1a62727359ea916a,"Add(ZScore(Delta(top_long_short_account_ratio_last,504)),Neg(Rank(Delta(index_close,8))))",positioning_reversal,positioning|price,expr-4e09170f614676a4,skeleton-ae37e2737f6e97ed,crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::8|504,Add|Delta|Neg|Rank|ZScore,8|504
crypto_fg2_24699fab5dcf1e66,"Mul(Rank(Mean(trade_volume,4)),ZScore(Delta(mark_high,504)))",liquidity_volatility_guarded,liquidity|volatility,expr-74e4d7c0c904c4ce,skeleton-ded8d0d5aade90e2,crypto_formula_gen_v2_adapter::liquidity_volatility_guarded::liquidity|volatility::4|504,Delta|Mean|Mul|Rank|ZScore,4|504
crypto_fg2_4fdb8ce78041a66a,"Mul(Sign(Delta(taker_buy_sell_volume_ratio_last,48)),ZScore(Delta(trade_volume,720)))",taker_flow_state,liquidity|taker_ratio,expr-27d2204db1412bfa,skeleton-73a7996ef6b73def,crypto_formula_gen_v2_adapter::taker_flow_state::liquidity|taker_ratio::48|720,Delta|Mul|Sign|ZScore,48|720
crypto_fg2_a5679aebdb8878b3,"Add(Rank(Delta(trade_quote_volume,720)),Neg(ZScore(Delta(mark_high,48))))",liquidity_volatility_guarded,liquidity|volatility,expr-22edda3beb598618,skeleton-ff8553ca5864e159,crypto_formula_gen_v2_adapter::liquidity_volatility_guarded::liquidity|volatility::48|720,Add|Delta|Neg|Rank|ZScore,48|720
crypto_fg2_8e285424c9c60f1a,"Mul(Rank(Mean(open_interest_mean,168)),ZScore(Delta(mark_close,12)))",oi_price_interaction,open_interest|price,expr-7cbcefefa1171cd4,skeleton-ded8d0d5aade90e2,crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::12|168,Delta|Mean|Mul|Rank|ZScore,12|168
crypto_fg2_abec89b4da366378,"Mul(ZScore(Mean(taker_buy_sell_volume_ratio_last,96)),Rank(Mean(trade_volume,24)))",taker_flow_state,liquidity|taker_ratio,expr-33c26df4577c8b45,skeleton-4b7c966f0b1870e8,crypto_formula_gen_v2_adapter::taker_flow_state::liquidity|taker_ratio::24|96,Mean|Mul|Rank|ZScore,24|96
crypto_fg2_cbcd2517baaec602,"Mul(Rank(Mean(premium_close,720)),Sign(Delta(funding_rate,24)))",basis_funding_crowding,basis|funding,expr-25733b24a1c4d225,skeleton-4c1e1eff7eb11f45,crypto_formula_gen_v2_adapter::basis_funding_crowding::basis|funding::24|720,Delta|Mean|Mul|Rank|Sign,24|720
crypto_fg2_ab7a443649661767,"Add(ZScore(Delta(open_interest_value_last,12)),ZScore(Delta(trade_close,72)))",oi_price_interaction,open_interest|price,expr-2a27bfc754a97c90,skeleton-2e3fa7ca15d43f41,crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::12|72,Add|Delta|ZScore,12|72
crypto_fg2_ee8ec9155bb8b0c4,"Mul(Sign(Delta(taker_buy_sell_volume_ratio_last,504)),ZScore(Delta(trade_quote_volume,336)))",taker_flow_state,liquidity|taker_ratio,expr-0e0c79a919f28be6,skeleton-73a7996ef6b73def,crypto_formula_gen_v2_adapter::taker_flow_state::liquidity|taker_ratio::336|504,Delta|Mul|Sign|ZScore,336|504
crypto_fg2_71afa051e89efe97,"Mul(ZScore(Delta(trade_count,336)),Rank(Mean(mark_low,504)))",liquidity_volatility_guarded,liquidity|volatility,expr-4a8e0f39d7758969,skeleton-6f032847c2252b83,crypto_formula_gen_v2_adapter::liquidity_volatility_guarded::liquidity|volatility::336|504,Delta|Mean|Mul|Rank|ZScore,336|504
crypto_fg2_e89066ee57ce943d,"Mul(Abs(ZScore(Mean(taker_buy_sell_volume_ratio_mean,72))),Rank(Delta(trade_count,8)))",taker_flow_state,liquidity|taker_ratio,expr-a9fdc38a508d16ee,skeleton-2ef3c76974d18388,crypto_formula_gen_v2_adapter::taker_flow_state::liquidity|taker_ratio::8|72,Abs|Delta|Mean|Mul|Rank|ZScore,8|72
crypto_fg2_7f27deffa9ee56eb,"Sub(ZScore(Mean(open_interest_value_last,48)),Rank(Mean(mark_close,96)))",oi_price_interaction,open_interest|price,expr-f02385b445cfd7eb,skeleton-d6390c39a14fbd38,crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::48|96,Mean|Rank|Sub|ZScore,48|96
crypto_fg2_dd330db4db2bc050,"Mul(Rank(Mean(open_interest_value_last,48)),ZScore(Delta(mark_close,12)))",oi_price_interaction,open_interest|price,expr-4148fb81104ae785,skeleton-ded8d0d5aade90e2,crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::12|48,Delta|Mean|Mul|Rank|ZScore,12|48
crypto_fg2_3ade2279c5b7071f,"Add(ZScore(Delta(open_interest_mean,72)),ZScore(Delta(mark_close,24)))",oi_price_interaction,open_interest|price,expr-2d0ca4ad1eec46b4,skeleton-2e3fa7ca15d43f41,crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::24|72,Add|Delta|ZScore,24|72
crypto_fg2_6dabc7639d6211d3,"Mul(Sign(Delta(trade_count,24)),Abs(ZScore(Delta(trade_high,12))))",liquidity_volatility_guarded,liquidity|volatility,expr-5e276ef882cbfec1,skeleton-2d041ee3f5fce6d3,crypto_formula_gen_v2_adapter::liquidity_volatility_guarded::liquidity|volatility::12|24,Abs|Delta|Mul|Sign|ZScore,12|24
crypto_fg2_15273ca0fcd9a9ef,"Add(Rank(Delta(premium_close,72)),ZScore(Mean(funding_rate,24)))",basis_funding_crowding,basis|funding,expr-348bf55462a05ae5,skeleton-3b738ce4415cf9b3,crypto_formula_gen_v2_adapter::basis_funding_crowding::basis|funding::24|72,Add|Delta|Mean|Rank|ZScore,24|72
crypto_fg2_fc248bc463c31c73,"Sub(ZScore(Mean(taker_buy_sell_volume_ratio_mean,72)),ZScore(Mean(taker_buy_sell_volume_ratio_mean,24)))",taker_flow_state,liquidity|taker_ratio,expr-6375fe3c01a3b68e,skeleton-7762e3f46e546cc2,crypto_formula_gen_v2_adapter::taker_flow_state::liquidity|taker_ratio::24|72,Mean|Sub|ZScore,24|72
crypto_fg2_1e674ac3c7c46f7c,"Mul(Rank(Mean(mark_index_basis_bps,8)),Sign(Delta(funding_rate,48)))",basis_funding_crowding,basis|funding,expr-bf48c22e4a70f768,skeleton-4c1e1eff7eb11f45,crypto_formula_gen_v2_adapter::basis_funding_crowding::basis|funding::8|48,Delta|Mean|Mul|Rank|Sign,8|48
crypto_fg2_929c946e38fd8d1a,"Sub(Rank(Delta(taker_buy_sell_volume_ratio_last,4)),ZScore(Delta(trade_quote_volume,72)))",taker_flow_state,liquidity|taker_ratio,expr-1747ff3c20088c27,skeleton-f0d571410f34225a,crypto_formula_gen_v2_adapter::taker_flow_state::liquidity|taker_ratio::4|72,Delta|Rank|Sub|ZScore,4|72
crypto_fg2_97b4936d193a615e,"Mul(Sign(Delta(mark_close,96)),Abs(ZScore(Mean(mark_high,168))))",price_volatility_structure,price|volatility,expr-d62b48968d036862,skeleton-118c1f2487c7c606,crypto_formula_gen_v2_adapter::price_volatility_structure::price|volatility::96|168,Abs|Delta|Mean|Mul|Sign|ZScore,96|168
crypto_fg2_cafe746e720f4c08,"Sub(Rank(Delta(open_interest_mean,24)),Rank(Delta(mark_close,48)))",oi_price_interaction,open_interest|price,expr-5e7d26ac6b9499f2,skeleton-8ad46b9059e6381f,crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::24|48,Delta|Rank|Sub,24|48
crypto_fg2_e8d5b85472a904c4,"Mul(ZScore(Delta(taker_buy_quote_volume,24)),Rank(Mean(mark_high,8)))",liquidity_volatility_guarded,liquidity|volatility,expr-56aeed7eece31a8d,skeleton-6f032847c2252b83,crypto_formula_gen_v2_adapter::liquidity_volatility_guarded::liquidity|volatility::8|24,Delta|Mean|Mul|Rank|ZScore,8|24
crypto_fg2_b32541cedba88103,"Mul(Rank(Mean(open_interest_value_mean,336)),ZScore(Delta(index_close,72)))",oi_price_interaction,open_interest|price,expr-aca8588025c4d4f6,skeleton-ded8d0d5aade90e2,crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::72|336,Delta|Mean|Mul|Rank|ZScore,72|336
crypto_fg2_ab84a5076adb44db,"Sub(ZScore(Mean(open_interest_value_mean,504)),Rank(Mean(trade_close,720)))",oi_price_interaction,open_interest|price,expr-aaeb2633a5eede8a,skeleton-d6390c39a14fbd38,crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::504|720,Mean|Rank|Sub|ZScore,504|720
crypto_fg2_807b6f8934b190ff,"Mul(Rank(Mean(mark_index_basis_bps,4)),Sign(Delta(funding_rate,720)))",basis_funding_crowding,basis|funding,expr-0017380db42144b6,skeleton-4c1e1eff7eb11f45,crypto_formula_gen_v2_adapter::basis_funding_crowding::basis|funding::4|720,Delta|Mean|Mul|Rank|Sign,4|720
crypto_fg2_0ad8c98e5201757d,"Add(Rank(Delta(trade_count,168)),Neg(ZScore(Delta(trade_low,24))))",liquidity_volatility_guarded,liquidity|volatility,expr-ffc909ae5bda3834,skeleton-ff8553ca5864e159,crypto_formula_gen_v2_adapter::liquidity_volatility_guarded::liquidity|volatility::24|168,Add|Delta|Neg|Rank|ZScore,24|168
crypto_fg2_baf6e841374fd177,"Add(ZScore(Delta(open_interest_value_last,720)),ZScore(Delta(trade_close,48)))",oi_price_interaction,open_interest|price,expr-b042b8aba7f309b1,skeleton-2e3fa7ca15d43f41,crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::48|720,Add|Delta|ZScore,48|720
crypto_fg2_42e7bfce8caaecba,"Sub(ZScore(Mean(premium_close,72)),ZScore(Mean(funding_rate,96)))",basis_funding_crowding,basis|funding,expr-767b366b0b8388be,skeleton-7762e3f46e546cc2,crypto_formula_gen_v2_adapter::basis_funding_crowding::basis|funding::72|96,Mean|Sub|ZScore,72|96
crypto_fg2_d200abd18af969bc,"Mul(ZScore(Delta(open_interest_value_last,4)),ZScore(Delta(index_close,96)))",oi_price_interaction,open_interest|price,expr-98f0690662d0637e,skeleton-c14ad246aa64fd6e,crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::4|96,Delta|Mul|ZScore,4|96
crypto_fg2_cdd83107a295a30f,"Add(ZScore(Delta(open_interest_value_mean,336)),ZScore(Delta(trade_close,12)))",oi_price_interaction,open_interest|price,expr-1db40ac05af52dc9,skeleton-2e3fa7ca15d43f41,crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::12|336,Add|Delta|ZScore,12|336
