candidate_id,family_id,dataset,motif,primary_field,partner_field,window_h,operator,expression,candidate_role,executes_numeric,primary_field_available,partner_field_available,materialization_preflight_pass
a7ffcore29e_0093,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,large_trade_shock,agg_volume_imbalance,agg_price_range_bps,72,SpreadShortLong,"Sub(ZScore(Mean(agg_volume_imbalance,72)),ZScore(Mean(agg_price_range_bps,288)))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0094,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,large_trade_shock,agg_max_trade_notional,agg_price_range_bps,168,SpreadShortLong,"Sub(ZScore(Mean(agg_max_trade_notional,168)),ZScore(Mean(agg_price_range_bps,336)))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0095,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,large_trade_shock,agg_large_notional_ratio_100k_plus,agg_price_range_bps,4,WinsorZ,"Clip(ZScore(Delta(agg_large_notional_ratio_100k_plus,4)),-3,3)*Sign(Delta(agg_price_range_bps,4))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0096,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_x_dislocation,agg_signed_aggressor_notional,premium_index_bps,8,WinsorZ,"Clip(ZScore(Delta(agg_signed_aggressor_notional,8)),-3,3)*Sign(Delta(premium_index_bps,8))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0097,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_x_dislocation,agg_volume_imbalance,premium_index_bps,24,WinsorZ,"Clip(ZScore(Delta(agg_volume_imbalance,24)),-3,3)*Sign(Delta(premium_index_bps,24))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0098,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_x_dislocation,agg_max_trade_notional,premium_index_bps,72,WinsorZ,"Clip(ZScore(Delta(agg_max_trade_notional,72)),-3,3)*Sign(Delta(premium_index_bps,72))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0099,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_x_dislocation,agg_large_notional_ratio_100k_plus,premium_index_bps,168,WinsorZ,"Clip(ZScore(Delta(agg_large_notional_ratio_100k_plus,168)),-3,3)*Sign(Delta(premium_index_bps,168))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0100,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_x_dislocation,agg_signed_aggressor_notional,funding_rate,4,Delta,"Delta(agg_signed_aggressor_notional,4)*ZScore(Delta(funding_rate,4))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0101,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_x_dislocation,agg_volume_imbalance,funding_rate,8,Delta,"Delta(agg_volume_imbalance,8)*ZScore(Delta(funding_rate,8))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0102,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_x_dislocation,agg_max_trade_notional,funding_rate,24,Delta,"Delta(agg_max_trade_notional,24)*ZScore(Delta(funding_rate,24))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0103,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_x_dislocation,agg_large_notional_ratio_100k_plus,funding_rate,72,Delta,"Delta(agg_large_notional_ratio_100k_plus,72)*ZScore(Delta(funding_rate,72))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0104,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_x_dislocation,agg_signed_aggressor_notional,mark_index_basis_bps,168,Delta,"Delta(agg_signed_aggressor_notional,168)*ZScore(Delta(mark_index_basis_bps,168))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0105,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_x_dislocation,agg_volume_imbalance,mark_index_basis_bps,4,ZScore,"ZScore(agg_volume_imbalance,4)*ZScore(Delta(mark_index_basis_bps,4))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0106,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_x_dislocation,agg_max_trade_notional,mark_index_basis_bps,8,ZScore,"ZScore(agg_max_trade_notional,8)*ZScore(Delta(mark_index_basis_bps,8))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0107,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_x_dislocation,agg_large_notional_ratio_100k_plus,mark_index_basis_bps,24,ZScore,"ZScore(agg_large_notional_ratio_100k_plus,24)*ZScore(Delta(mark_index_basis_bps,24))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0108,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_x_dislocation,agg_signed_aggressor_notional,agg_price_range_bps,72,ZScore,"ZScore(agg_signed_aggressor_notional,72)*ZScore(Delta(agg_price_range_bps,72))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0109,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_x_dislocation,agg_volume_imbalance,agg_price_range_bps,168,ZScore,"ZScore(agg_volume_imbalance,168)*ZScore(Delta(agg_price_range_bps,168))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0110,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_x_dislocation,agg_max_trade_notional,agg_price_range_bps,4,TSRank,"TSRank(agg_max_trade_notional,4)*ZScore(Delta(agg_price_range_bps,4))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0111,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_x_dislocation,agg_large_notional_ratio_100k_plus,agg_price_range_bps,8,TSRank,"TSRank(agg_large_notional_ratio_100k_plus,8)*ZScore(Delta(agg_price_range_bps,8))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0112,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_x_low_turnover,agg_signed_aggressor_notional,premium_index_bps,24,TSRank,"TSRank(agg_signed_aggressor_notional,24)*ZScore(Delta(premium_index_bps,24))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0113,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_x_low_turnover,agg_volume_imbalance,premium_index_bps,72,TSRank,"TSRank(agg_volume_imbalance,72)*ZScore(Delta(premium_index_bps,72))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0114,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_x_low_turnover,agg_max_trade_notional,premium_index_bps,168,TSRank,"TSRank(agg_max_trade_notional,168)*ZScore(Delta(premium_index_bps,168))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0115,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_x_low_turnover,agg_large_notional_ratio_100k_plus,premium_index_bps,4,SpreadShortLong,"Sub(ZScore(Mean(agg_large_notional_ratio_100k_plus,4)),ZScore(Mean(premium_index_bps,16)))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0116,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_x_low_turnover,agg_signed_aggressor_notional,funding_rate,8,SpreadShortLong,"Sub(ZScore(Mean(agg_signed_aggressor_notional,8)),ZScore(Mean(funding_rate,32)))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0117,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_x_low_turnover,agg_volume_imbalance,funding_rate,24,SpreadShortLong,"Sub(ZScore(Mean(agg_volume_imbalance,24)),ZScore(Mean(funding_rate,96)))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0118,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_x_low_turnover,agg_max_trade_notional,funding_rate,72,SpreadShortLong,"Sub(ZScore(Mean(agg_max_trade_notional,72)),ZScore(Mean(funding_rate,288)))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0119,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_x_low_turnover,agg_large_notional_ratio_100k_plus,funding_rate,168,SpreadShortLong,"Sub(ZScore(Mean(agg_large_notional_ratio_100k_plus,168)),ZScore(Mean(funding_rate,336)))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0120,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_x_low_turnover,agg_signed_aggressor_notional,mark_index_basis_bps,4,WinsorZ,"Clip(ZScore(Delta(agg_signed_aggressor_notional,4)),-3,3)*Sign(Delta(mark_index_basis_bps,4))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0121,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_x_low_turnover,agg_volume_imbalance,mark_index_basis_bps,8,WinsorZ,"Clip(ZScore(Delta(agg_volume_imbalance,8)),-3,3)*Sign(Delta(mark_index_basis_bps,8))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0122,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_x_low_turnover,agg_max_trade_notional,mark_index_basis_bps,24,WinsorZ,"Clip(ZScore(Delta(agg_max_trade_notional,24)),-3,3)*Sign(Delta(mark_index_basis_bps,24))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0123,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_x_low_turnover,agg_large_notional_ratio_100k_plus,mark_index_basis_bps,72,WinsorZ,"Clip(ZScore(Delta(agg_large_notional_ratio_100k_plus,72)),-3,3)*Sign(Delta(mark_index_basis_bps,72))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0124,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_x_low_turnover,agg_signed_aggressor_notional,agg_price_range_bps,168,WinsorZ,"Clip(ZScore(Delta(agg_signed_aggressor_notional,168)),-3,3)*Sign(Delta(agg_price_range_bps,168))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0125,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_x_low_turnover,agg_volume_imbalance,agg_price_range_bps,4,Delta,"Delta(agg_volume_imbalance,4)*ZScore(Delta(agg_price_range_bps,4))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0126,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_x_low_turnover,agg_max_trade_notional,agg_price_range_bps,8,Delta,"Delta(agg_max_trade_notional,8)*ZScore(Delta(agg_price_range_bps,8))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0127,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_x_low_turnover,agg_large_notional_ratio_100k_plus,agg_price_range_bps,24,Delta,"Delta(agg_large_notional_ratio_100k_plus,24)*ZScore(Delta(agg_price_range_bps,24))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0128,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,agg_signed_aggressor_notional,premium_index_bps,72,Delta,"Delta(agg_signed_aggressor_notional,72)*ZScore(Delta(premium_index_bps,72))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0129,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,agg_volume_imbalance,premium_index_bps,168,Delta,"Delta(agg_volume_imbalance,168)*ZScore(Delta(premium_index_bps,168))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0130,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,agg_max_trade_notional,premium_index_bps,4,ZScore,"ZScore(agg_max_trade_notional,4)*ZScore(Delta(premium_index_bps,4))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0131,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,agg_large_notional_ratio_100k_plus,premium_index_bps,8,ZScore,"ZScore(agg_large_notional_ratio_100k_plus,8)*ZScore(Delta(premium_index_bps,8))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0132,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,agg_signed_aggressor_notional,funding_rate,24,ZScore,"ZScore(agg_signed_aggressor_notional,24)*ZScore(Delta(funding_rate,24))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0133,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,agg_volume_imbalance,funding_rate,72,ZScore,"ZScore(agg_volume_imbalance,72)*ZScore(Delta(funding_rate,72))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0134,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,agg_max_trade_notional,funding_rate,168,ZScore,"ZScore(agg_max_trade_notional,168)*ZScore(Delta(funding_rate,168))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0135,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,agg_large_notional_ratio_100k_plus,funding_rate,4,TSRank,"TSRank(agg_large_notional_ratio_100k_plus,4)*ZScore(Delta(funding_rate,4))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0136,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,agg_signed_aggressor_notional,mark_index_basis_bps,8,TSRank,"TSRank(agg_signed_aggressor_notional,8)*ZScore(Delta(mark_index_basis_bps,8))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0137,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,agg_volume_imbalance,mark_index_basis_bps,24,TSRank,"TSRank(agg_volume_imbalance,24)*ZScore(Delta(mark_index_basis_bps,24))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0138,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,agg_max_trade_notional,mark_index_basis_bps,72,TSRank,"TSRank(agg_max_trade_notional,72)*ZScore(Delta(mark_index_basis_bps,72))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0139,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,agg_large_notional_ratio_100k_plus,mark_index_basis_bps,168,TSRank,"TSRank(agg_large_notional_ratio_100k_plus,168)*ZScore(Delta(mark_index_basis_bps,168))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0140,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,agg_signed_aggressor_notional,agg_price_range_bps,4,SpreadShortLong,"Sub(ZScore(Mean(agg_signed_aggressor_notional,4)),ZScore(Mean(agg_price_range_bps,16)))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0141,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,agg_volume_imbalance,agg_price_range_bps,8,SpreadShortLong,"Sub(ZScore(Mean(agg_volume_imbalance,8)),ZScore(Mean(agg_price_range_bps,32)))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0142,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,agg_max_trade_notional,agg_price_range_bps,24,SpreadShortLong,"Sub(ZScore(Mean(agg_max_trade_notional,24)),ZScore(Mean(agg_price_range_bps,96)))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0143,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,flow_reversal,agg_large_notional_ratio_100k_plus,agg_price_range_bps,72,SpreadShortLong,"Sub(ZScore(Mean(agg_large_notional_ratio_100k_plus,72)),ZScore(Mean(agg_price_range_bps,288)))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0144,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,large_trade_shock,agg_signed_aggressor_notional,premium_index_bps,168,SpreadShortLong,"Sub(ZScore(Mean(agg_signed_aggressor_notional,168)),ZScore(Mean(premium_index_bps,336)))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0145,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,large_trade_shock,agg_volume_imbalance,premium_index_bps,4,WinsorZ,"Clip(ZScore(Delta(agg_volume_imbalance,4)),-3,3)*Sign(Delta(premium_index_bps,4))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0146,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,large_trade_shock,agg_max_trade_notional,premium_index_bps,8,WinsorZ,"Clip(ZScore(Delta(agg_max_trade_notional,8)),-3,3)*Sign(Delta(premium_index_bps,8))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0147,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,large_trade_shock,agg_large_notional_ratio_100k_plus,premium_index_bps,24,WinsorZ,"Clip(ZScore(Delta(agg_large_notional_ratio_100k_plus,24)),-3,3)*Sign(Delta(premium_index_bps,24))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0148,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,large_trade_shock,agg_signed_aggressor_notional,funding_rate,72,WinsorZ,"Clip(ZScore(Delta(agg_signed_aggressor_notional,72)),-3,3)*Sign(Delta(funding_rate,72))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0149,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,large_trade_shock,agg_volume_imbalance,funding_rate,168,WinsorZ,"Clip(ZScore(Delta(agg_volume_imbalance,168)),-3,3)*Sign(Delta(funding_rate,168))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0150,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,large_trade_shock,agg_max_trade_notional,funding_rate,4,Delta,"Delta(agg_max_trade_notional,4)*ZScore(Delta(funding_rate,4))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0151,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,large_trade_shock,agg_large_notional_ratio_100k_plus,funding_rate,8,Delta,"Delta(agg_large_notional_ratio_100k_plus,8)*ZScore(Delta(funding_rate,8))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0152,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,large_trade_shock,agg_signed_aggressor_notional,mark_index_basis_bps,24,Delta,"Delta(agg_signed_aggressor_notional,24)*ZScore(Delta(mark_index_basis_bps,24))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0153,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,large_trade_shock,agg_volume_imbalance,mark_index_basis_bps,72,Delta,"Delta(agg_volume_imbalance,72)*ZScore(Delta(mark_index_basis_bps,72))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0154,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,large_trade_shock,agg_max_trade_notional,mark_index_basis_bps,168,Delta,"Delta(agg_max_trade_notional,168)*ZScore(Delta(mark_index_basis_bps,168))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0155,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,large_trade_shock,agg_large_notional_ratio_100k_plus,mark_index_basis_bps,4,ZScore,"ZScore(agg_large_notional_ratio_100k_plus,4)*ZScore(Delta(mark_index_basis_bps,4))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0156,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,large_trade_shock,agg_signed_aggressor_notional,agg_price_range_bps,8,ZScore,"ZScore(agg_signed_aggressor_notional,8)*ZScore(Delta(agg_price_range_bps,8))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0157,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,large_trade_shock,agg_volume_imbalance,agg_price_range_bps,24,ZScore,"ZScore(agg_volume_imbalance,24)*ZScore(Delta(agg_price_range_bps,24))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0158,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,large_trade_shock,agg_max_trade_notional,agg_price_range_bps,72,ZScore,"ZScore(agg_max_trade_notional,72)*ZScore(Delta(agg_price_range_bps,72))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0159,F1a_aggtrades_flow_microstructure,core12_aggtrades_all_features,large_trade_shock,agg_large_notional_ratio_100k_plus,agg_price_range_bps,168,ZScore,"ZScore(agg_large_notional_ratio_100k_plus,168)*ZScore(Delta(agg_price_range_bps,168))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0160,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_basis,kline_taker_buy_quote_share,mark_index_basis_bps,4,Delta,"Delta(kline_taker_buy_quote_share,4)*ZScore(Delta(mark_index_basis_bps,4))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0161,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_basis,taker_buy_quote_volume,mark_index_basis_bps,8,Delta,"Delta(taker_buy_quote_volume,8)*ZScore(Delta(mark_index_basis_bps,8))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0162,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_basis,trade_quote_volume,mark_index_basis_bps,24,Delta,"Delta(trade_quote_volume,24)*ZScore(Delta(mark_index_basis_bps,24))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0163,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_basis,trade_volume,mark_index_basis_bps,72,Delta,"Delta(trade_volume,72)*ZScore(Delta(mark_index_basis_bps,72))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0164,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_basis,kline_taker_buy_quote_share,premium_close_bps,168,Delta,"Delta(kline_taker_buy_quote_share,168)*ZScore(Delta(premium_close_bps,168))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0165,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_basis,taker_buy_quote_volume,premium_close_bps,4,ZScore,"ZScore(taker_buy_quote_volume,4)*ZScore(Delta(premium_close_bps,4))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0166,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_basis,trade_quote_volume,premium_close_bps,8,ZScore,"ZScore(trade_quote_volume,8)*ZScore(Delta(premium_close_bps,8))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0167,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_basis,trade_volume,premium_close_bps,24,ZScore,"ZScore(trade_volume,24)*ZScore(Delta(premium_close_bps,24))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0168,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_basis,kline_taker_buy_quote_share,funding_rate,72,ZScore,"ZScore(kline_taker_buy_quote_share,72)*ZScore(Delta(funding_rate,72))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0169,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_basis,taker_buy_quote_volume,funding_rate,168,ZScore,"ZScore(taker_buy_quote_volume,168)*ZScore(Delta(funding_rate,168))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0170,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_basis,trade_quote_volume,funding_rate,4,TSRank,"TSRank(trade_quote_volume,4)*ZScore(Delta(funding_rate,4))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0171,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_basis,trade_volume,funding_rate,8,TSRank,"TSRank(trade_volume,8)*ZScore(Delta(funding_rate,8))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0172,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_basis,kline_taker_buy_quote_share,trade_quote_volume,24,TSRank,"TSRank(kline_taker_buy_quote_share,24)*ZScore(Delta(trade_quote_volume,24))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0173,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_basis,taker_buy_quote_volume,trade_quote_volume,72,TSRank,"TSRank(taker_buy_quote_volume,72)*ZScore(Delta(trade_quote_volume,72))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0174,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_basis,trade_quote_volume,trade_quote_volume,168,TSRank,"TSRank(trade_quote_volume,168)*ZScore(Delta(trade_quote_volume,168))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0175,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_basis,trade_volume,trade_quote_volume,4,SpreadShortLong,"Sub(ZScore(Mean(trade_volume,4)),ZScore(Mean(trade_quote_volume,16)))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0176,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_vol,kline_taker_buy_quote_share,mark_index_basis_bps,8,SpreadShortLong,"Sub(ZScore(Mean(kline_taker_buy_quote_share,8)),ZScore(Mean(mark_index_basis_bps,32)))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0177,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_vol,taker_buy_quote_volume,mark_index_basis_bps,24,SpreadShortLong,"Sub(ZScore(Mean(taker_buy_quote_volume,24)),ZScore(Mean(mark_index_basis_bps,96)))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0178,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_vol,trade_quote_volume,mark_index_basis_bps,72,SpreadShortLong,"Sub(ZScore(Mean(trade_quote_volume,72)),ZScore(Mean(mark_index_basis_bps,288)))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0179,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_vol,trade_volume,mark_index_basis_bps,168,SpreadShortLong,"Sub(ZScore(Mean(trade_volume,168)),ZScore(Mean(mark_index_basis_bps,336)))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0180,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_vol,kline_taker_buy_quote_share,premium_close_bps,4,WinsorZ,"Clip(ZScore(Delta(kline_taker_buy_quote_share,4)),-3,3)*Sign(Delta(premium_close_bps,4))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0181,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_vol,taker_buy_quote_volume,premium_close_bps,8,WinsorZ,"Clip(ZScore(Delta(taker_buy_quote_volume,8)),-3,3)*Sign(Delta(premium_close_bps,8))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0182,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_vol,trade_quote_volume,premium_close_bps,24,WinsorZ,"Clip(ZScore(Delta(trade_quote_volume,24)),-3,3)*Sign(Delta(premium_close_bps,24))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0183,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_vol,trade_volume,premium_close_bps,72,WinsorZ,"Clip(ZScore(Delta(trade_volume,72)),-3,3)*Sign(Delta(premium_close_bps,72))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0184,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_vol,kline_taker_buy_quote_share,funding_rate,168,WinsorZ,"Clip(ZScore(Delta(kline_taker_buy_quote_share,168)),-3,3)*Sign(Delta(funding_rate,168))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0185,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_vol,taker_buy_quote_volume,funding_rate,4,Delta,"Delta(taker_buy_quote_volume,4)*ZScore(Delta(funding_rate,4))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0186,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_vol,trade_quote_volume,funding_rate,8,Delta,"Delta(trade_quote_volume,8)*ZScore(Delta(funding_rate,8))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0187,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_vol,trade_volume,funding_rate,24,Delta,"Delta(trade_volume,24)*ZScore(Delta(funding_rate,24))",preflight_blueprint_only,False,True,True,True
a7ffcore29e_0188,F1b_taker_flow_market_panel,top498_replay_v2,taker_flow_x_vol,kline_taker_buy_quote_share,trade_quote_volume,72,Delta,"Delta(kline_taker_buy_quote_share,72)*ZScore(Delta(trade_quote_volume,72))",preflight_blueprint_only,False,True,True,True
