symbol,path,file_exists,manifest_status,manifest_rows,coverage_metrics,coverage_market_funding,read_ok,error,rows,row_count_match,timestamp_min,timestamp_max,duplicate_symbol_timestamp,gap_hours,inf_cell_count,nan_cell_count,negative_non_allowed_count,feature_lag_min_hours,execution_lag_min_hours,feature_to_execution_lag_min_hours,median_hourly_quote_volume,mean_hourly_quote_volume,p10_hourly_quote_volume,p90_hourly_quote_volume,metrics_missing_rows,market_funding_missing_rows,source_trade_klines_rate,source_metrics_rate,source_market_funding_rate,rows_train_2024,rows_validation_2025H1,rows_recent_2025H2_2026Apr,rows_may_2026_stress_unavailable,liquidity_rank,liquidity_tier,history_tier,search_eligibility,contract_format,base_asset,is_core12,is_major
MASKUSDT,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v1_20260525\symbol=MASKUSDT\part.parquet,True,ok,20424,0.9995103799451626,1.0,True,,20424,True,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,0,32411,0,1.0,1.0,0.0,629496.2637499999,2415344.43413845,124571.69894000002,5212738.2751,10,0,1.0,0.9995103799451626,1.0,8784,4344,7296,0,126,top200,full_2024_2026apr,strict_full_history,plain_contract,MASK,False,False
SYRUPUSDT,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v1_20260525\symbol=SYRUPUSDT\part.parquet,True,ok,8608,1.0,1.0,True,,8608,True,2025-05-07 08:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,0,12918,0,1.0,1.0,0.0,602655.05253,1483507.2152437174,134755.08876400001,3545134.0578700006,0,0,1.0,1.0,1.0,0,1312,7296,0,127,top200,recent_only,listing_aware,plain_contract,SYRUP,False,False
BIGTIMEUSDT,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v1_20260525\symbol=BIGTIMEUSDT\part.parquet,True,ok,20424,0.9995103799451626,1.0,True,,20424,True,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,0,30773,0,1.0,1.0,0.0,602491.5407,1884091.9942288594,66454.154979,4406200.705648002,10,0,1.0,0.9995103799451626,1.0,8784,4344,7296,0,128,top200,full_2024_2026apr,strict_full_history,plain_contract,BIGTIME,False,False
ZENUSDT,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v1_20260525\symbol=ZENUSDT\part.parquet,True,ok,20424,0.9995103799451626,1.0,True,,20424,True,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,0,35879,0,1.0,1.0,0.0,589308.0672500001,2231415.691040051,159872.71070999998,4713906.376930001,10,0,1.0,0.9995103799451626,1.0,8784,4344,7296,0,129,top200,full_2024_2026apr,strict_full_history,plain_contract,ZEN,False,False
ALTUSDT,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v1_20260525\symbol=ALTUSDT\part.parquet,True,ok,19834,0.9994958152667136,1.0,True,,19834,True,2024-01-25 14:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,0,29889,0,1.0,1.0,0.0,587054.364935,1801926.5434949251,92423.0022062,4016591.911655004,10,0,1.0,0.9994958152667137,1.0,8194,4344,7296,0,130,top200,full_2024_2026apr,strict_full_history,plain_contract,ALT,False,False
SUSHIUSDT,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v1_20260525\symbol=SUSHIUSDT\part.parquet,True,ok,20424,0.9995103799451626,1.0,True,,20424,True,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,0,35879,0,1.0,1.0,0.0,585837.2338,1278497.9317488398,145606.54032,2428514.999380001,10,0,1.0,0.9995103799451626,1.0,8784,4344,7296,0,131,top200,full_2024_2026apr,strict_full_history,plain_contract,SUSHI,False,False
1000LUNCUSDT,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v1_20260525\symbol=1000LUNCUSDT\part.parquet,True,ok,20424,0.9995103799451626,1.0,True,,20424,True,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,0,35879,0,1.0,1.0,0.0,582262.5205049999,1706098.9600914735,144426.19313,3245272.1294650002,10,0,1.0,0.9995103799451626,1.0,8784,4344,7296,0,132,top200,full_2024_2026apr,strict_full_history,multiplier_contract,1000LUNC,False,False
NEOUSDT,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v1_20260525\symbol=NEOUSDT\part.parquet,True,ok,20424,0.9995103799451626,1.0,True,,20424,True,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,0,35879,0,1.0,1.0,0.0,579987.82261,1538288.1032440192,157284.645386,2614801.4165740013,10,0,1.0,0.9995103799451626,1.0,8784,4344,7296,0,133,top200,full_2024_2026apr,strict_full_history,plain_contract,NEO,False,False
RESOLVUSDT,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v1_20260525\symbol=RESOLVUSDT\part.parquet,True,ok,7787,1.0,1.0,True,,7787,True,2025-06-10 13:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,0,10134,0,1.0,1.0,0.0,576365.75155,2463437.428421749,147926.978586,5059786.035862002,0,0,1.0,1.0,1.0,0,491,7296,0,134,top200,recent_only,listing_aware,plain_contract,RESOLV,False,False
LPTUSDT,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v1_20260525\symbol=LPTUSDT\part.parquet,True,ok,20424,0.9995103799451626,1.0,True,,20424,True,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,0,28997,0,1.0,1.0,0.0,575067.4967,2220161.098334053,145865.48654,3568891.901290001,10,0,1.0,0.9995103799451626,1.0,8784,4344,7296,0,135,top200,full_2024_2026apr,strict_full_history,plain_contract,LPT,False,False
DOGSUSDT,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v1_20260525\symbol=DOGSUSDT\part.parquet,True,ok,14700,1.0,1.0,True,,14700,True,2024-08-26 12:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,0,26379,0,1.0,1.0,0.0,564894.8356321501,3037379.551702586,60351.188753120005,7804358.76579208,0,0,1.0,1.0,1.0,3060,4344,7296,0,136,top200,listed_by_2025H1,listing_aware,plain_contract,DOGS,False,False
ENSOUSDT,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v1_20260525\symbol=ENSOUSDT\part.parquet,True,ok,4767,1.0,1.0,True,,4767,True,2025-10-14 09:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,0,6872,0,1.0,1.0,0.0,562461.49383,2917853.56771055,93036.113872,5897848.735174026,0,0,1.0,1.0,1.0,0,0,4767,0,137,top200,short_history,listing_aware,plain_contract,ENSO,False,False
XAIUSDT,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v1_20260525\symbol=XAIUSDT\part.parquet,True,ok,20218,0.9995053912355328,1.0,True,,20218,True,2024-01-09 14:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,0,30465,0,1.0,1.0,0.0,557927.87144,1803881.5044834078,93853.82581,3837322.130619999,10,0,1.0,0.9995053912355327,1.0,8578,4344,7296,0,138,top200,full_2024_2026apr,strict_full_history,plain_contract,XAI,False,False
KASUSDT,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v1_20260525\symbol=KASUSDT\part.parquet,True,ok,20424,0.9995103799451626,1.0,True,,20424,True,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,0,30773,0,1.0,1.0,0.0,553838.790775,925408.6752200838,162108.73248600002,1942168.0196260002,10,0,1.0,0.9995103799451626,1.0,8784,4344,7296,0,139,top200,full_2024_2026apr,strict_full_history,plain_contract,KAS,False,False
USUALUSDT,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v1_20260525\symbol=USUALUSDT\part.parquet,True,ok,11963,1.0,1.0,True,,11963,True,2024-12-18 13:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,0,17952,0,1.0,1.0,0.0,551935.0735,2967869.6842606096,59825.893656,5841196.038912013,0,0,1.0,1.0,1.0,323,4344,7296,0,140,top200,listed_by_2025H1,listing_aware,plain_contract,USUAL,False,False
FLOWUSDT,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v1_20260525\symbol=FLOWUSDT\part.parquet,True,ok,20424,0.9995103799451626,1.0,True,,20424,True,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,0,34391,0,1.0,1.0,0.0,551818.9758,950959.2530542517,168068.2217893,1930840.1696800012,10,0,1.0,0.9995103799451626,1.0,8784,4344,7296,0,141,top200,full_2024_2026apr,strict_full_history,plain_contract,FLOW,False,False
RAYSOLUSDT,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v1_20260525\symbol=RAYSOLUSDT\part.parquet,True,ok,12156,1.0,1.0,True,,12156,True,2024-12-10 12:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,0,18250,0,1.0,1.0,0.0,548335.573725,1042062.0573968583,72944.38839000001,2172971.75309,0,0,1.0,1.0,1.0,516,4344,7296,0,142,top200,listed_by_2025H1,listing_aware,plain_contract,RAYSOL,False,False
LINEAUSDT,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v1_20260525\symbol=LINEAUSDT\part.parquet,True,ok,5800,1.0,1.0,True,,5800,True,2025-09-01 08:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,0,10042,0,1.0,1.0,0.0,544365.7725455,2516009.897896038,137688.13590449997,5604018.158356003,0,0,1.0,1.0,1.0,0,0,5800,0,143,top200,short_history,listing_aware,plain_contract,LINEA,False,False
STABLEUSDT,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v1_20260525\symbol=STABLEUSDT\part.parquet,True,ok,4212,1.0,1.0,True,,4212,True,2025-11-06 12:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,0,10902,0,1.0,1.0,0.0,535339.7839775,1446304.4910596325,115249.6294857,3301061.686927,0,0,1.0,1.0,1.0,0,0,4212,0,144,top200,short_history,listing_aware,plain_contract,STABLE,False,False
CELOUSDT,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v1_20260525\symbol=CELOUSDT\part.parquet,True,ok,20424,0.9995103799451626,1.0,True,,20424,True,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,0,35879,0,1.0,1.0,0.0,534502.77,1161556.5765405288,120625.14483530002,2431495.18672,10,0,1.0,0.9995103799451626,1.0,8784,4344,7296,0,145,top200,full_2024_2026apr,strict_full_history,plain_contract,CELO,False,False
MUSDT,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v1_20260525\symbol=MUSDT\part.parquet,True,ok,7143,1.0,1.0,True,,7143,True,2025-07-07 09:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,0,8862,0,1.0,1.0,0.0,533438.5651,2955234.2487570206,100918.84006,6386225.3714000005,0,0,1.0,1.0,1.0,0,0,7143,0,146,top200,recent_only,listing_aware,plain_contract,M,False,False
BLURUSDT,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v1_20260525\symbol=BLURUSDT\part.parquet,True,ok,20424,0.9995103799451626,1.0,True,,20424,True,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,0,35615,0,1.0,1.0,0.0,533355.878305,1602821.7106813341,91517.16155,3854032.6040600003,10,0,1.0,0.9995103799451626,1.0,8784,4344,7296,0,147,top200,full_2024_2026apr,strict_full_history,plain_contract,BLUR,False,False
NIGHTUSDT,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v1_20260525\symbol=NIGHTUSDT\part.parquet,True,ok,3397,1.0,1.0,True,,3397,True,2025-12-10 11:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,0,5098,0,1.0,1.0,0.0,531584.5812,2844547.883734958,120792.541344,7846779.8629,0,0,1.0,1.0,1.0,0,0,3397,0,148,top200,short_history,listing_aware,plain_contract,NIGHT,False,False
COMPUSDT,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v1_20260525\symbol=COMPUSDT\part.parquet,True,ok,20424,0.9995103799451626,1.0,True,,20424,True,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,0,35879,0,1.0,1.0,0.0,529778.8572549999,1084150.0445486398,181500.169487,2091688.0077560002,10,0,1.0,0.9995103799451626,1.0,8784,4344,7296,0,149,top200,full_2024_2026apr,strict_full_history,plain_contract,COMP,False,False
PIEVERSEUSDT,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v1_20260525\symbol=PIEVERSEUSDT\part.parquet,True,ok,4021,1.0,1.0,True,,4021,True,2025-11-14 11:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,0,6034,0,1.0,1.0,0.0,529240.8201,3464440.2935641883,60655.3066,8207529.0317,0,0,1.0,1.0,1.0,0,0,4021,0,150,top200,short_history,listing_aware,plain_contract,PIEVERSE,False,False
BBUSDT,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v1_20260525\symbol=BBUSDT\part.parquet,True,ok,17220,1.0,1.0,True,,17220,True,2024-05-13 12:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,0,25839,0,1.0,1.0,0.0,528913.5201000001,1851743.8301033874,93109.82405200001,3822378.1557300007,0,0,1.0,1.0,1.0,5580,4344,7296,0,151,top200,listed_by_2025H1,listing_aware,plain_contract,BB,False,False
SNXUSDT,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v1_20260525\symbol=SNXUSDT\part.parquet,True,ok,20424,0.9995103799451626,1.0,True,,20424,True,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,0,35879,0,1.0,1.0,0.0,526372.9807,1072127.5705026211,196231.19187,2128327.10159,10,0,1.0,0.9995103799451626,1.0,8784,4344,7296,0,152,top200,full_2024_2026apr,strict_full_history,plain_contract,SNX,False,False
GRASSUSDT,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v1_20260525\symbol=GRASSUSDT\part.parquet,True,ok,12921,1.0,1.0,True,,12921,True,2024-11-08 15:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,0,19388,0,1.0,1.0,0.0,516167.71136,1219072.3418778807,91834.01572,2732433.06443,0,0,1.0,1.0,1.0,1281,4344,7296,0,153,top200,listed_by_2025H1,listing_aware,plain_contract,GRASS,False,False
MANTAUSDT,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v1_20260525\symbol=MANTAUSDT\part.parquet,True,ok,20002,0.9995000499950004,1.0,True,,20002,True,2024-01-18 14:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,0,30141,0,1.0,1.0,0.0,514320.58738499996,1822314.1894694357,74787.2798093,3401896.466425001,10,0,1.0,0.9995000499950005,1.0,8362,4344,7296,0,154,top200,full_2024_2026apr,strict_full_history,plain_contract,MANTA,False,False
LIGHTUSDT,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v1_20260525\symbol=LIGHTUSDT\part.parquet,True,ok,5173,1.0,1.0,True,,5173,True,2025-09-27 11:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,0,7630,0,1.0,1.0,0.0,513529.9948,3711766.561789546,102888.74012,6144793.890800008,0,0,1.0,1.0,1.0,0,0,5173,0,155,top200,short_history,listing_aware,plain_contract,LIGHT,False,False
ACTUSDT,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v1_20260525\symbol=ACTUSDT\part.parquet,True,ok,12852,1.0,1.0,True,,12852,True,2024-11-11 12:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,0,19286,0,1.0,1.0,0.0,504889.152595,3975522.464757978,89470.40636800001,10456389.183077997,0,0,1.0,1.0,1.0,1212,4344,7296,0,156,top200,listed_by_2025H1,listing_aware,plain_contract,ACT,False,False
ZAMAUSDT,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v1_20260525\symbol=ZAMAUSDT\part.parquet,True,ok,2679,1.0,1.0,True,,2679,True,2026-01-09 09:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,0,7484,0,1.0,1.0,0.0,490512.26517,1180932.3747105973,134693.68213200002,2705546.7765120007,0,0,1.0,1.0,1.0,0,0,2679,0,157,top200,short_history,listing_aware,plain_contract,ZAMA,False,False
BARDUSDT,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v1_20260525\symbol=BARDUSDT\part.parquet,True,ok,5389,1.0,1.0,True,,5389,True,2025-09-18 11:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,0,6784,0,1.0,1.0,0.0,489637.8513,2166323.1111329743,122632.46872,4003601.9135799957,0,0,1.0,1.0,1.0,0,0,5389,0,158,top200,short_history,listing_aware,plain_contract,BARD,False,False
REZUSDT,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v1_20260525\symbol=REZUSDT\part.parquet,True,ok,17530,1.0,1.0,True,,17530,True,2024-04-30 14:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,0,26303,0,1.0,1.0,0.0,484660.69486499997,1257838.5332218283,82458.0558589,2480053.1524280002,0,0,1.0,1.0,1.0,5890,4344,7296,0,159,top200,listed_by_2025H1,listing_aware,plain_contract,REZ,False,False
AUCTIONUSDT,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v1_20260525\symbol=AUCTIONUSDT\part.parquet,True,ok,20424,0.9995103799451626,1.0,True,,20424,True,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,0,30649,0,1.0,1.0,0.0,481900.24107,1928214.2179279178,100430.480049,3262853.053359001,10,0,1.0,0.9995103799451626,1.0,8784,4344,7296,0,160,top200,full_2024_2026apr,strict_full_history,plain_contract,AUCTION,False,False
PIXELUSDT,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v1_20260525\symbol=PIXELUSDT\part.parquet,True,ok,19233,1.0,1.0,True,,19233,True,2024-02-19 15:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,0,28779,0,1.0,1.0,0.0,473107.091,1741246.330330858,67007.8166532,3386686.37158,0,0,1.0,1.0,1.0,7593,4344,7296,0,161,top200,listed_by_2025H1,listing_aware,plain_contract,PIXEL,False,False
RAVEUSDT,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v1_20260525\symbol=RAVEUSDT\part.parquet,True,ok,3297,1.0,1.0,True,,3297,True,2025-12-14 15:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,0,4528,0,1.0,1.0,0.0,471058.70985,11674730.103124546,74537.443726,27102651.502708007,0,0,1.0,1.0,1.0,0,0,3297,0,162,top200,short_history,listing_aware,plain_contract,RAVE,False,False
XTZUSDT,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v1_20260525\symbol=XTZUSDT\part.parquet,True,ok,20424,0.9995103799451626,1.0,True,,20424,True,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,0,34093,0,1.0,1.0,0.0,464234.25535,1084420.6526797435,161807.11137,1869771.6419000009,10,0,1.0,0.9995103799451626,1.0,8784,4344,7296,0,163,top200,full_2024_2026apr,strict_full_history,plain_contract,XTZ,False,False
ROSEUSDT,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v1_20260525\symbol=ROSEUSDT\part.parquet,True,ok,20424,0.9995103799451626,1.0,True,,20424,True,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,0,35879,0,1.0,1.0,0.0,460517.05498,798412.7144835271,137572.811499,1680539.830668,10,0,1.0,0.9995103799451626,1.0,8784,4344,7296,0,164,top200,full_2024_2026apr,strict_full_history,plain_contract,ROSE,False,False
SSVUSDT,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v1_20260525\symbol=SSVUSDT\part.parquet,True,ok,20424,0.9995103799451626,1.0,True,,20424,True,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,0,35879,0,1.0,1.0,0.0,454045.38691500004,912012.719331937,90897.49321,1991107.7237720003,10,0,1.0,0.9995103799451626,1.0,8784,4344,7296,0,165,top200,full_2024_2026apr,strict_full_history,plain_contract,SSV,False,False
HUMAUSDT,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v1_20260525\symbol=HUMAUSDT\part.parquet,True,ok,8147,1.0,1.0,True,,8147,True,2025-05-26 13:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,0,12228,0,1.0,1.0,0.0,452426.147164,1335838.4994085012,116419.6484102,2679075.177539802,0,0,1.0,1.0,1.0,0,851,7296,0,166,top200,recent_only,listing_aware,plain_contract,HUMA,False,False
SAHARAUSDT,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v1_20260525\symbol=SAHARAUSDT\part.parquet,True,ok,7404,1.0,1.0,True,,7404,True,2025-06-26 12:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,0,9442,0,1.0,1.0,0.0,447809.843015,2556654.218803857,95285.77948299999,4598566.164685,0,0,1.0,1.0,1.0,0,108,7296,0,167,top200,recent_only,listing_aware,plain_contract,SAHARA,False,False
GRIFFAINUSDT,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v1_20260525\symbol=GRIFFAINUSDT\part.parquet,True,ok,11603,1.0,1.0,True,,11603,True,2025-01-02 13:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,0,17412,0,1.0,1.0,0.0,446113.92615,1364292.5128701292,48369.02612,3583935.1256500003,0,0,1.0,1.0,1.0,0,4307,7296,0,168,top200,listed_by_2025H1,listing_aware,plain_contract,GRIFFAIN,False,False
CYSUSDT,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v1_20260525\symbol=CYSUSDT\part.parquet,True,ok,3349,1.0,1.0,True,,3349,True,2025-12-12 11:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,0,5026,0,1.0,1.0,0.0,441671.2984,923513.0619094355,125812.07366,2168957.7977400003,0,0,1.0,1.0,1.0,0,0,3349,0,169,top200,short_history,listing_aware,plain_contract,CYS,False,False
ZORAUSDT,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v1_20260525\symbol=ZORAUSDT\part.parquet,True,ok,6709,1.0,1.0,True,,6709,True,2025-07-25 11:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,0,10066,0,1.0,1.0,0.0,440844.14871,2376503.5071137575,63393.081192,5349522.798753995,0,0,1.0,1.0,1.0,0,0,6709,0,170,top200,short_history,listing_aware,plain_contract,ZORA,False,False
MEWUSDT,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v1_20260525\symbol=MEWUSDT\part.parquet,True,ok,16378,1.0,1.0,True,,16378,True,2024-06-17 14:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,0,24575,0,1.0,1.0,0.0,440137.85553349997,2289980.068103182,53400.06420249,5887439.335788211,0,0,1.0,1.0,1.0,4738,4344,7296,0,171,top200,listed_by_2025H1,listing_aware,plain_contract,MEW,False,False
4USDT,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v1_20260525\symbol=4USDT\part.parquet,True,ok,4909,1.0,1.0,True,,4909,True,2025-10-08 11:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,0,7366,0,1.0,1.0,0.0,438720.031228,2269087.248463751,72779.311002,5750123.090426,0,0,1.0,1.0,1.0,0,0,4909,0,172,top200,short_history,listing_aware,plain_contract,4,False,False
SOONUSDT,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v1_20260525\symbol=SOONUSDT\part.parquet,True,ok,8224,1.0,1.0,True,,8224,True,2025-05-23 08:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,0,10166,0,1.0,1.0,0.0,432689.503835,2337024.705817011,49787.40206,4162826.203041,0,0,1.0,1.0,1.0,0,928,7296,0,173,top200,recent_only,listing_aware,plain_contract,SOON,False,False
MINAUSDT,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v1_20260525\symbol=MINAUSDT\part.parquet,True,ok,20424,0.9995103799451626,1.0,True,,20424,True,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,0,35879,0,1.0,1.0,0.0,431492.0904,1082791.7225861696,118014.30788000001,2440844.752730001,10,0,1.0,0.9995103799451626,1.0,8784,4344,7296,0,174,top200,full_2024_2026apr,strict_full_history,plain_contract,MINA,False,False
BRETTUSDT,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v1_20260525\symbol=BRETTUSDT\part.parquet,True,ok,14846,1.0,1.0,True,,14846,True,2024-08-20 10:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,0,22277,0,1.0,1.0,0.0,430716.566625,785588.2106586682,69964.742287,1693199.832965,0,0,1.0,1.0,1.0,3206,4344,7296,0,175,top200,listed_by_2025H1,listing_aware,plain_contract,BRETT,False,False
AEVOUSDT,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v1_20260525\symbol=AEVOUSDT\part.parquet,True,ok,18683,1.0,1.0,True,,18683,True,2024-03-13 13:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,0,28033,0,1.0,1.0,0.0,430040.67307,1745436.4372920757,67406.8713692,4532776.794979998,0,0,1.0,1.0,1.0,7043,4344,7296,0,176,top200,listed_by_2025H1,listing_aware,plain_contract,AEVO,False,False
RSRUSDT,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v1_20260525\symbol=RSRUSDT\part.parquet,True,ok,20424,0.9995103799451626,1.0,True,,20424,True,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,0,35879,0,1.0,1.0,0.0,428098.468998,1249735.2197031258,107616.14460110001,2155171.0832863012,10,0,1.0,0.9995103799451626,1.0,8784,4344,7296,0,177,top200,full_2024_2026apr,strict_full_history,plain_contract,RSR,False,False
YGGUSDT,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v1_20260525\symbol=YGGUSDT\part.parquet,True,ok,20424,0.9995103799451626,1.0,True,,20424,True,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,0,30771,0,1.0,1.0,0.0,427436.84245,1313681.0701037399,102493.91438700001,2522698.7184300004,10,0,1.0,0.9995103799451626,1.0,8784,4344,7296,0,178,top200,full_2024_2026apr,strict_full_history,plain_contract,YGG,False,False
MUBARAKUSDT,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v1_20260525\symbol=MUBARAKUSDT\part.parquet,True,ok,9827,1.0,1.0,True,,9827,True,2025-03-17 13:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,0,14748,0,1.0,1.0,0.0,415250.77877,1937725.3271567975,71804.561288,4371562.061251998,0,0,1.0,1.0,1.0,0,2531,7296,0,179,top200,recent_only,listing_aware,plain_contract,MUBARAK,False,False
API3USDT,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v1_20260525\symbol=API3USDT\part.parquet,True,ok,20424,0.9995103799451626,1.0,True,,20424,True,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,0,29595,0,1.0,1.0,0.0,411842.04416499997,1751245.6517883043,102442.534489,2871754.4612040003,10,0,1.0,0.9995103799451626,1.0,8784,4344,7296,0,180,top200,full_2024_2026apr,strict_full_history,plain_contract,API3,False,False
