symbol,base_asset,contract_format,is_core12,is_major,liquidity_rank,liquidity_tier,history_tier,search_eligibility,median_hourly_quote_volume,rows,timestamp_min,timestamp_max
REZUSDT,REZ,plain_contract,False,False,159,top200,listed_by_2025H1,listing_aware,484660.69486499997,17530,2024-04-30 14:00:00+00:00,2026-04-30 23:00:00+00:00
AUCTIONUSDT,AUCTION,plain_contract,False,False,160,top200,full_2024_2026apr,strict_full_history,481900.24107,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00
PIXELUSDT,PIXEL,plain_contract,False,False,161,top200,listed_by_2025H1,listing_aware,473107.091,19233,2024-02-19 15:00:00+00:00,2026-04-30 23:00:00+00:00
RAVEUSDT,RAVE,plain_contract,False,False,162,top200,short_history,listing_aware,471058.70985,3297,2025-12-14 15:00:00+00:00,2026-04-30 23:00:00+00:00
XTZUSDT,XTZ,plain_contract,False,False,163,top200,full_2024_2026apr,strict_full_history,464234.25535,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00
ROSEUSDT,ROSE,plain_contract,False,False,164,top200,full_2024_2026apr,strict_full_history,460517.05498,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00
SSVUSDT,SSV,plain_contract,False,False,165,top200,full_2024_2026apr,strict_full_history,454045.38691500004,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00
HUMAUSDT,HUMA,plain_contract,False,False,166,top200,recent_only,listing_aware,452426.147164,8147,2025-05-26 13:00:00+00:00,2026-04-30 23:00:00+00:00
SAHARAUSDT,SAHARA,plain_contract,False,False,167,top200,recent_only,listing_aware,447809.843015,7404,2025-06-26 12:00:00+00:00,2026-04-30 23:00:00+00:00
GRIFFAINUSDT,GRIFFAIN,plain_contract,False,False,168,top200,listed_by_2025H1,listing_aware,446113.92615,11603,2025-01-02 13:00:00+00:00,2026-04-30 23:00:00+00:00
CYSUSDT,CYS,plain_contract,False,False,169,top200,short_history,listing_aware,441671.2984,3349,2025-12-12 11:00:00+00:00,2026-04-30 23:00:00+00:00
ZORAUSDT,ZORA,plain_contract,False,False,170,top200,short_history,listing_aware,440844.14871,6709,2025-07-25 11:00:00+00:00,2026-04-30 23:00:00+00:00
MEWUSDT,MEW,plain_contract,False,False,171,top200,listed_by_2025H1,listing_aware,440137.85553349997,16378,2024-06-17 14:00:00+00:00,2026-04-30 23:00:00+00:00
4USDT,4,plain_contract,False,False,172,top200,short_history,listing_aware,438720.031228,4909,2025-10-08 11:00:00+00:00,2026-04-30 23:00:00+00:00
SOONUSDT,SOON,plain_contract,False,False,173,top200,recent_only,listing_aware,432689.503835,8224,2025-05-23 08:00:00+00:00,2026-04-30 23:00:00+00:00
MINAUSDT,MINA,plain_contract,False,False,174,top200,full_2024_2026apr,strict_full_history,431492.0904,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00
BRETTUSDT,BRETT,plain_contract,False,False,175,top200,listed_by_2025H1,listing_aware,430716.566625,14846,2024-08-20 10:00:00+00:00,2026-04-30 23:00:00+00:00
AEVOUSDT,AEVO,plain_contract,False,False,176,top200,listed_by_2025H1,listing_aware,430040.67307,18683,2024-03-13 13:00:00+00:00,2026-04-30 23:00:00+00:00
RSRUSDT,RSR,plain_contract,False,False,177,top200,full_2024_2026apr,strict_full_history,428098.468998,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00
YGGUSDT,YGG,plain_contract,False,False,178,top200,full_2024_2026apr,strict_full_history,427436.84245,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00
MUBARAKUSDT,MUBARAK,plain_contract,False,False,179,top200,recent_only,listing_aware,415250.77877,9827,2025-03-17 13:00:00+00:00,2026-04-30 23:00:00+00:00
API3USDT,API3,plain_contract,False,False,180,top200,full_2024_2026apr,strict_full_history,411842.04416499997,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00
LYNUSDT,LYN,plain_contract,False,False,181,top200,short_history,listing_aware,410735.67252,4961,2025-10-06 07:00:00+00:00,2026-04-30 23:00:00+00:00
AEROUSDT,AERO,plain_contract,False,False,182,top200,listed_by_2025H1,listing_aware,407261.528615,12298,2024-12-04 14:00:00+00:00,2026-04-30 23:00:00+00:00
BEAMXUSDT,BEAMX,plain_contract,False,False,183,top200,full_2024_2026apr,strict_full_history,407096.605687,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00
LAUSDT,LA,plain_contract,False,False,184,top200,recent_only,listing_aware,406218.7079,7911,2025-06-05 09:00:00+00:00,2026-04-30 23:00:00+00:00
MERLUSDT,MERL,plain_contract,False,False,185,top200,recent_only,listing_aware,403827.992355,8080,2025-05-29 08:00:00+00:00,2026-04-30 23:00:00+00:00
CHILLGUYUSDT,CHILLGUY,plain_contract,False,False,186,top200,listed_by_2025H1,listing_aware,402589.06354,12466,2024-11-27 14:00:00+00:00,2026-04-30 23:00:00+00:00
LAYERUSDT,LAYER,plain_contract,False,False,187,top200,recent_only,listing_aware,401933.44047,10641,2025-02-11 15:00:00+00:00,2026-04-30 23:00:00+00:00
CLOUSDT,CLO,plain_contract,False,False,188,top200,short_history,listing_aware,396288.18453,4765,2025-10-14 11:00:00+00:00,2026-04-30 23:00:00+00:00
1INCHUSDT,1INCH,plain_contract,False,False,189,top200,full_2024_2026apr,strict_full_history,392720.6903,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00
JELLYJELLYUSDT,JELLYJELLY,plain_contract,False,False,190,top200,recent_only,listing_aware,391318.76177,9608,2025-03-26 16:00:00+00:00,2026-04-30 23:00:00+00:00
MAGICUSDT,MAGIC,plain_contract,False,False,191,top200,full_2024_2026apr,strict_full_history,386689.835335,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00
ZEREBROUSDT,ZEREBRO,plain_contract,False,False,192,top200,listed_by_2025H1,listing_aware,386631.02314,11602,2025-01-02 14:00:00+00:00,2026-04-30 23:00:00+00:00
SOMIUSDT,SOMI,plain_contract,False,False,193,top200,short_history,listing_aware,386096.341,5967,2025-08-25 09:00:00+00:00,2026-04-30 23:00:00+00:00
IOTAUSDT,IOTA,plain_contract,False,False,194,top200,full_2024_2026apr,strict_full_history,382641.66665499995,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00
1MBABYDOGEUSDT,1MBABYDOGE,multiplier_contract,False,False,195,top200,listed_by_2025H1,listing_aware,380515.1303064,14197,2024-09-16 11:00:00+00:00,2026-04-30 23:00:00+00:00
SPACEUSDT,SPACE,plain_contract,False,False,196,top200,short_history,listing_aware,378881.297596,2341,2026-01-23 11:00:00+00:00,2026-04-30 23:00:00+00:00
TRADOORUSDT,TRADOOR,plain_contract,False,False,197,top200,short_history,listing_aware,377004.081,5364,2025-09-19 12:00:00+00:00,2026-04-30 23:00:00+00:00
COLLECTUSDT,COLLECT,plain_contract,False,False,198,top200,short_history,listing_aware,375623.14998,2891,2025-12-31 13:00:00+00:00,2026-04-30 23:00:00+00:00
SUPERUSDT,SUPER,plain_contract,False,False,199,top200,full_2024_2026apr,strict_full_history,375622.61565,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00
EGLDUSDT,EGLD,plain_contract,False,False,200,top200,full_2024_2026apr,strict_full_history,371726.08045,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00
ACHUSDT,ACH,plain_contract,False,False,201,tail,full_2024_2026apr,strict_full_history,369595.175216,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00
CCUSDT,CC,plain_contract,False,False,202,tail,short_history,listing_aware,364739.349435,4356,2025-10-31 12:00:00+00:00,2026-04-30 23:00:00+00:00
KAVAUSDT,KAVA,plain_contract,False,False,203,tail,full_2024_2026apr,strict_full_history,364729.746405,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00
DYMUSDT,DYM,plain_contract,False,False,204,tail,listed_by_2025H1,listing_aware,363327.16833,19529,2024-02-07 07:00:00+00:00,2026-04-30 23:00:00+00:00
SWARMSUSDT,SWARMS,plain_contract,False,False,205,tail,listed_by_2025H1,listing_aware,362162.48405850003,11484,2025-01-07 12:00:00+00:00,2026-04-30 23:00:00+00:00
ALCHUSDT,ALCH,plain_contract,False,False,206,tail,listed_by_2025H1,listing_aware,357142.64263,11485,2025-01-07 11:00:00+00:00,2026-04-30 23:00:00+00:00
LISTAUSDT,LISTA,plain_contract,False,False,207,tail,listed_by_2025H1,listing_aware,356816.89065,16308,2024-06-20 12:00:00+00:00,2026-04-30 23:00:00+00:00
ANIMEUSDT,ANIME,plain_contract,False,False,208,tail,recent_only,listing_aware,353375.5987,11095,2025-01-23 17:00:00+00:00,2026-04-30 23:00:00+00:00
FFUSDT,FF,plain_contract,False,False,209,tail,short_history,listing_aware,350082.31655,5123,2025-09-29 13:00:00+00:00,2026-04-30 23:00:00+00:00
METUSDT,MET,plain_contract,False,False,210,tail,short_history,listing_aware,349028.14035,4836,2025-10-11 12:00:00+00:00,2026-04-30 23:00:00+00:00
COOKIEUSDT,COOKIE,plain_contract,False,False,211,tail,listed_by_2025H1,listing_aware,346852.5642,11485,2025-01-07 11:00:00+00:00,2026-04-30 23:00:00+00:00
PORTALUSDT,PORTAL,plain_contract,False,False,212,tail,listed_by_2025H1,listing_aware,343999.19901,18993,2024-02-29 15:00:00+00:00,2026-04-30 23:00:00+00:00
LUNA2USDT,LUNA2,plain_contract,False,False,213,tail,full_2024_2026apr,strict_full_history,343511.87749,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00
WCTUSDT,WCT,plain_contract,False,False,214,tail,recent_only,listing_aware,343271.3233,9133,2025-04-15 11:00:00+00:00,2026-04-30 23:00:00+00:00
1000000MOGUSDT,1000000MOG,multiplier_contract,False,False,215,tail,listed_by_2025H1,listing_aware,343110.49286500004,12948,2024-11-07 12:00:00+00:00,2026-04-30 23:00:00+00:00
MELANIAUSDT,MELANIA,plain_contract,False,False,216,tail,recent_only,listing_aware,341093.422359,11175,2025-01-20 09:00:00+00:00,2026-04-30 23:00:00+00:00
BANANAS31USDT,BANANAS31,plain_contract,False,False,217,tail,recent_only,listing_aware,339309.139994,9711,2025-03-22 09:00:00+00:00,2026-04-30 23:00:00+00:00
TNSRUSDT,TNSR,plain_contract,False,False,218,tail,listed_by_2025H1,listing_aware,336798.36013,18055,2024-04-08 17:00:00+00:00,2026-04-30 23:00:00+00:00
DASHUSDT,DASH,plain_contract,False,False,219,tail,full_2024_2026apr,strict_full_history,336011.975545,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00
AXLUSDT,AXL,plain_contract,False,False,220,tail,listed_by_2025H1,listing_aware,333150.36688,18969,2024-03-01 15:00:00+00:00,2026-04-30 23:00:00+00:00
PARTIUSDT,PARTI,plain_contract,False,False,221,tail,recent_only,listing_aware,331971.8524,9635,2025-03-25 13:00:00+00:00,2026-04-30 23:00:00+00:00
ZKPUSDT,ZKP,plain_contract,False,False,222,tail,short_history,listing_aware,331820.61387999996,3134,2025-12-21 10:00:00+00:00,2026-04-30 23:00:00+00:00
FOLKSUSDT,FOLKS,plain_contract,False,False,223,tail,short_history,listing_aware,329918.7152,4212,2025-11-06 12:00:00+00:00,2026-04-30 23:00:00+00:00
FORMUSDT,FORM,plain_contract,False,False,224,tail,recent_only,listing_aware,325940.70602,9784,2025-03-19 08:00:00+00:00,2026-04-30 23:00:00+00:00
BANANAUSDT,BANANA,plain_contract,False,False,225,tail,listed_by_2025H1,listing_aware,325303.55830000003,14974,2024-08-15 02:00:00+00:00,2026-04-30 23:00:00+00:00
SPKUSDT,SPK,plain_contract,False,False,226,tail,recent_only,listing_aware,322818.04846,7623,2025-06-17 09:00:00+00:00,2026-04-30 23:00:00+00:00
KERNELUSDT,KERNEL,plain_contract,False,False,227,tail,recent_only,listing_aware,322083.2439,9156,2025-04-14 12:00:00+00:00,2026-04-30 23:00:00+00:00
COAIUSDT,COAI,plain_contract,False,False,228,tail,short_history,listing_aware,317673.4253,5225,2025-09-25 07:00:00+00:00,2026-04-30 23:00:00+00:00
PLUMEUSDT,PLUME,plain_contract,False,False,229,tail,recent_only,listing_aware,309261.7668,9731,2025-03-21 13:00:00+00:00,2026-04-30 23:00:00+00:00
ALICEUSDT,ALICE,plain_contract,False,False,230,tail,full_2024_2026apr,strict_full_history,307187.39115000004,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00
ZRXUSDT,ZRX,plain_contract,False,False,231,tail,full_2024_2026apr,strict_full_history,307035.24942999997,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00
MORPHOUSDT,MORPHO,plain_contract,False,False,232,tail,listed_by_2025H1,listing_aware,303574.51255,12466,2024-11-27 14:00:00+00:00,2026-04-30 23:00:00+00:00
CKBUSDT,CKB,plain_contract,False,False,233,tail,full_2024_2026apr,hold_quality_or_short_history,302390.15133,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00
ZETAUSDT,ZETA,plain_contract,False,False,234,tail,full_2024_2026apr,strict_full_history,298449.64650000003,19648,2024-02-02 08:00:00+00:00,2026-04-30 23:00:00+00:00
ZILUSDT,ZIL,plain_contract,False,False,235,tail,full_2024_2026apr,strict_full_history,297282.136725,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00
UMAUSDT,UMA,plain_contract,False,False,236,tail,full_2024_2026apr,strict_full_history,295387.8835,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00
COTIUSDT,COTI,plain_contract,False,False,237,tail,full_2024_2026apr,strict_full_history,290496.935745,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00
BASUSDT,BAS,plain_contract,False,False,238,tail,short_history,listing_aware,289387.410317,5939,2025-08-26 13:00:00+00:00,2026-04-30 23:00:00+00:00
VANRYUSDT,VANRY,plain_contract,False,False,239,tail,listed_by_2025H1,listing_aware,289200.34281,18679,2024-03-13 17:00:00+00:00,2026-04-30 23:00:00+00:00
QNTUSDT,QNT,plain_contract,False,False,240,tail,full_2024_2026apr,strict_full_history,287114.5435,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00
THEUSDT,THE,plain_contract,False,False,241,tail,listed_by_2025H1,listing_aware,286260.69259,12468,2024-11-27 12:00:00+00:00,2026-04-30 23:00:00+00:00
IDUSDT,ID,plain_contract,False,False,242,tail,full_2024_2026apr,strict_full_history,281982.063405,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00
CYBERUSDT,CYBER,plain_contract,False,False,243,tail,full_2024_2026apr,strict_full_history,281640.3575,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00
UAIUSDT,UAI,plain_contract,False,False,244,tail,short_history,listing_aware,280318.999,4213,2025-11-06 11:00:00+00:00,2026-04-30 23:00:00+00:00
GUNUSDT,GUN,plain_contract,False,False,245,tail,recent_only,listing_aware,279304.25698,9491,2025-03-31 13:00:00+00:00,2026-04-30 23:00:00+00:00
FOGOUSDT,FOGO,plain_contract,False,False,246,tail,short_history,listing_aware,275450.19322,2650,2026-01-10 14:00:00+00:00,2026-04-30 23:00:00+00:00
ATUSDT,AT,plain_contract,False,False,247,tail,short_history,listing_aware,274485.59292,4405,2025-10-29 11:00:00+00:00,2026-04-30 23:00:00+00:00
INITUSDT,INIT,plain_contract,False,False,248,tail,recent_only,listing_aware,274013.95461,9114,2025-04-16 06:00:00+00:00,2026-04-30 23:00:00+00:00
STORJUSDT,STORJ,plain_contract,False,False,249,tail,full_2024_2026apr,strict_full_history,273323.05225,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00
MEUSDT,ME,plain_contract,False,False,250,tail,listed_by_2025H1,listing_aware,272728.40277,12151,2024-12-10 17:00:00+00:00,2026-04-30 23:00:00+00:00
SENTUSDT,SENT,plain_contract,False,False,251,tail,short_history,listing_aware,271390.997685,4020,2025-11-14 12:00:00+00:00,2026-04-30 23:00:00+00:00
ACEUSDT,ACE,plain_contract,False,False,252,tail,full_2024_2026apr,strict_full_history,271192.547412,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00
ZBTUSDT,ZBT,plain_contract,False,False,253,tail,short_history,listing_aware,270968.2126,4693,2025-10-17 11:00:00+00:00,2026-04-30 23:00:00+00:00
AVAAIUSDT,AVAAI,plain_contract,False,False,254,tail,recent_only,listing_aware,270735.04988,11243,2025-01-17 13:00:00+00:00,2026-04-30 23:00:00+00:00
PTBUSDT,PTB,plain_contract,False,False,255,tail,short_history,listing_aware,269191.0702125,5748,2025-09-03 12:00:00+00:00,2026-04-30 23:00:00+00:00
1000CATUSDT,1000CAT,multiplier_contract,False,False,256,tail,listed_by_2025H1,listing_aware,267445.72167899995,13356,2024-10-21 12:00:00+00:00,2026-04-30 23:00:00+00:00
ENJUSDT,ENJ,plain_contract,False,False,257,tail,full_2024_2026apr,strict_full_history,266433.151165,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00
MMTUSDT,MMT,plain_contract,False,False,258,tail,short_history,listing_aware,265906.48195,4260,2025-11-04 12:00:00+00:00,2026-04-30 23:00:00+00:00
VANAUSDT,VANA,plain_contract,False,False,259,tail,listed_by_2025H1,listing_aware,264764.48311,12011,2024-12-16 13:00:00+00:00,2026-04-30 23:00:00+00:00
RAREUSDT,RARE,plain_contract,False,False,260,tail,listed_by_2025H1,listing_aware,261988.64447,14963,2024-08-15 13:00:00+00:00,2026-04-30 23:00:00+00:00
TRUTHUSDT,TRUTH,plain_contract,False,False,261,tail,short_history,listing_aware,257555.4808525,5076,2025-10-01 12:00:00+00:00,2026-04-30 23:00:00+00:00
HEMIUSDT,HEMI,plain_contract,False,False,262,tail,short_history,listing_aware,257513.72723999998,5876,2025-08-29 04:00:00+00:00,2026-04-30 23:00:00+00:00
LQTYUSDT,LQTY,plain_contract,False,False,263,tail,full_2024_2026apr,strict_full_history,254919.88234,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00
VVVUSDT,VVV,plain_contract,False,False,264,tail,recent_only,listing_aware,254308.48037499998,10960,2025-01-29 08:00:00+00:00,2026-04-30 23:00:00+00:00
QTUMUSDT,QTUM,plain_contract,False,False,265,tail,full_2024_2026apr,strict_full_history,253928.9609,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00
SAPIENUSDT,SAPIEN,plain_contract,False,False,266,tail,short_history,listing_aware,252754.79575,6079,2025-08-20 17:00:00+00:00,2026-04-30 23:00:00+00:00
KSMUSDT,KSM,plain_contract,False,False,267,tail,full_2024_2026apr,strict_full_history,252529.13760000002,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00
ALLOUSDT,ALLO,plain_contract,False,False,268,tail,short_history,listing_aware,252523.870605,4090,2025-11-11 14:00:00+00:00,2026-04-30 23:00:00+00:00
GASUSDT,GAS,plain_contract,False,False,269,tail,full_2024_2026apr,strict_full_history,252137.3473,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00
FIDAUSDT,FIDA,plain_contract,False,False,270,tail,listed_by_2025H1,listing_aware,251278.28099,14124,2024-09-19 12:00:00+00:00,2026-04-30 23:00:00+00:00
NXPCUSDT,NXPC,plain_contract,False,False,271,tail,recent_only,listing_aware,250697.15766,8418,2025-05-15 06:00:00+00:00,2026-04-30 23:00:00+00:00
ONTUSDT,ONT,plain_contract,False,False,272,tail,full_2024_2026apr,hold_quality_or_short_history,250535.15463499998,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00
GLMUSDT,GLM,plain_contract,False,False,273,tail,listed_by_2025H1,listing_aware,247801.493525,19166,2024-02-22 10:00:00+00:00,2026-04-30 23:00:00+00:00
CETUSUSDT,CETUS,plain_contract,False,False,274,tail,listed_by_2025H1,listing_aware,247732.52210499998,12970,2024-11-06 14:00:00+00:00,2026-04-30 23:00:00+00:00
TSTUSDT,TST,plain_contract,False,False,275,tail,recent_only,listing_aware,246832.9928,10691,2025-02-09 13:00:00+00:00,2026-04-30 23:00:00+00:00
EDUUSDT,EDU,plain_contract,False,False,276,tail,full_2024_2026apr,strict_full_history,244139.01854999998,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00
HYPERUSDT,HYPER,plain_contract,False,False,277,tail,recent_only,listing_aware,243601.1091,8963,2025-04-22 13:00:00+00:00,2026-04-30 23:00:00+00:00
HMSTRUSDT,HMSTR,plain_contract,False,False,278,tail,listed_by_2025H1,listing_aware,242197.5752882,13956,2024-09-26 12:00:00+00:00,2026-04-30 23:00:00+00:00
SIGNUSDT,SIGN,plain_contract,False,False,279,tail,recent_only,listing_aware,241625.52664,8821,2025-04-28 11:00:00+00:00,2026-04-30 23:00:00+00:00
HIGHUSDT,HIGH,plain_contract,False,False,280,tail,full_2024_2026apr,strict_full_history,240986.79314999998,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00
DUSKUSDT,DUSK,plain_contract,False,False,281,tail,full_2024_2026apr,strict_full_history,240717.45326500002,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00
WALUSDT,WAL,plain_contract,False,False,282,tail,recent_only,listing_aware,240714.1089,9585,2025-03-27 15:00:00+00:00,2026-04-30 23:00:00+00:00
LABUSDT,LAB,plain_contract,False,False,283,tail,short_history,listing_aware,240593.132645,4690,2025-10-17 14:00:00+00:00,2026-04-30 23:00:00+00:00
YFIUSDT,YFI,plain_contract,False,False,284,tail,full_2024_2026apr,strict_full_history,240584.4125,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00
ORCAUSDT,ORCA,plain_contract,False,False,285,tail,listed_by_2025H1,listing_aware,239188.8231,12249,2024-12-06 15:00:00+00:00,2026-04-30 23:00:00+00:00
C98USDT,C98,plain_contract,False,False,286,tail,full_2024_2026apr,strict_full_history,236782.63925,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00
COWUSDT,COW,plain_contract,False,False,287,tail,listed_by_2025H1,listing_aware,235029.3312,12971,2024-11-06 13:00:00+00:00,2026-04-30 23:00:00+00:00
CHRUSDT,CHR,plain_contract,False,False,288,tail,full_2024_2026apr,strict_full_history,234252.5344,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00
BABYUSDT,BABY,plain_contract,False,False,289,tail,recent_only,listing_aware,233649.69793,9371,2025-04-05 13:00:00+00:00,2026-04-30 23:00:00+00:00
POLYXUSDT,POLYX,plain_contract,False,False,290,tail,full_2024_2026apr,strict_full_history,233531.78683,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00
BATUSDT,BAT,plain_contract,False,False,291,tail,full_2024_2026apr,strict_full_history,232444.76585,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00
SKRUSDT,SKR,plain_contract,False,False,292,tail,short_history,listing_aware,230124.7759065,2366,2026-01-22 10:00:00+00:00,2026-04-30 23:00:00+00:00
NFPUSDT,NFP,plain_contract,False,False,293,tail,full_2024_2026apr,strict_full_history,229527.12914,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00
WOOUSDT,WOO,plain_contract,False,False,294,tail,full_2024_2026apr,strict_full_history,229492.4821,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00
ONEUSDT,ONE,plain_contract,False,False,295,tail,full_2024_2026apr,strict_full_history,228914.39651,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00
SKLUSDT,SKL,plain_contract,False,False,296,tail,full_2024_2026apr,strict_full_history,228423.053035,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00
USTCUSDT,USTC,plain_contract,False,False,297,tail,full_2024_2026apr,hold_quality_or_short_history,228051.7421195,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00
BROCCOLI714USDT,BROCCOLI714,plain_contract,False,False,298,tail,recent_only,listing_aware,228023.66556,9735,2025-03-21 09:00:00+00:00,2026-04-30 23:00:00+00:00
WETUSDT,WET,plain_contract,False,False,299,tail,short_history,listing_aware,226196.37973,3401,2025-12-10 07:00:00+00:00,2026-04-30 23:00:00+00:00
ARKUSDT,ARK,plain_contract,False,False,300,tail,full_2024_2026apr,strict_full_history,225921.6476,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00
DEXEUSDT,DEXE,plain_contract,False,False,301,tail,listed_by_2025H1,listing_aware,225633.23447,11821,2024-12-24 11:00:00+00:00,2026-04-30 23:00:00+00:00
STGUSDT,STG,plain_contract,False,False,302,tail,full_2024_2026apr,strict_full_history,224189.37165,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00
NMRUSDT,NMR,plain_contract,False,False,303,tail,full_2024_2026apr,strict_full_history,220823.04985,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00
2ZUSDT,2Z,plain_contract,False,False,304,tail,short_history,listing_aware,220818.209905,5052,2025-10-02 12:00:00+00:00,2026-04-30 23:00:00+00:00
SOLVUSDT,SOLV,plain_contract,False,False,305,tail,recent_only,listing_aware,217870.051845,11244,2025-01-17 12:00:00+00:00,2026-04-30 23:00:00+00:00
TUTUSDT,TUT,plain_contract,False,False,306,tail,recent_only,listing_aware,217268.36017,9759,2025-03-20 09:00:00+00:00,2026-04-30 23:00:00+00:00
MAVUSDT,MAV,plain_contract,False,False,307,tail,full_2024_2026apr,strict_full_history,216411.2662,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00
AGLDUSDT,AGLD,plain_contract,False,False,308,tail,full_2024_2026apr,strict_full_history,213863.59999999998,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00
CUSDT,C,plain_contract,False,False,309,tail,short_history,listing_aware,213021.26705,6951,2025-07-15 09:00:00+00:00,2026-04-30 23:00:00+00:00
GMXUSDT,GMX,plain_contract,False,False,310,tail,full_2024_2026apr,strict_full_history,212467.46093499998,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00
ATHUSDT,ATH,plain_contract,False,False,311,tail,recent_only,listing_aware,211827.19378,9441,2025-04-02 15:00:00+00:00,2026-04-30 23:00:00+00:00
SKYUSDT,SKY,plain_contract,False,False,312,tail,short_history,listing_aware,209863.45739,5609,2025-09-09 07:00:00+00:00,2026-04-30 23:00:00+00:00
CATIUSDT,CATI,plain_contract,False,False,313,tail,listed_by_2025H1,listing_aware,209533.8584,14101,2024-09-20 11:00:00+00:00,2026-04-30 23:00:00+00:00
BELUSDT,BEL,plain_contract,False,False,314,tail,full_2024_2026apr,strict_full_history,208559.16210000002,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00
BREVUSDT,BREV,plain_contract,False,False,315,tail,short_history,listing_aware,208438.9115,2918,2025-12-30 10:00:00+00:00,2026-04-30 23:00:00+00:00
STOUSDT,STO,plain_contract,False,False,316,tail,recent_only,listing_aware,207942.973315,9202,2025-04-12 14:00:00+00:00,2026-04-30 23:00:00+00:00
OPENUSDT,OPEN,plain_contract,False,False,317,tail,short_history,listing_aware,207347.3385,5627,2025-09-08 13:00:00+00:00,2026-04-30 23:00:00+00:00
APRUSDT,APR,plain_contract,False,False,318,tail,short_history,listing_aware,205946.77883,4550,2025-10-23 10:00:00+00:00,2026-04-30 23:00:00+00:00
XVGUSDT,XVG,plain_contract,False,False,319,tail,full_2024_2026apr,strict_full_history,205770.8167415,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00
IOTXUSDT,IOTX,plain_contract,False,False,320,tail,full_2024_2026apr,strict_full_history,204920.71692,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00
