level,candidate_role,generation_priority,semantic_pair,motif,primary_field,secondary_field,primary_semantic,secondary_semantic,primary_transform,secondary_transform,expression,skeleton_key,production_key,blueprint_id
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,gated_sign,taker_buy_quote_volume,open_interest_last,taker_flow_like,open_interest_like,level,zmean_4h,"Mul(taker_buy_quote_volume,Sign(ZScore(Mean(open_interest_last,4))))",skel_c80f62c274b367a9,prod_5072dd95239676d4,a7ff55r3_919d21ef6c2a32d4
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,smooth_mul,taker_buy_quote_volume,open_interest_last,taker_flow_like,open_interest_like,level,zmean_4h,"Mean(Mul(taker_buy_quote_volume,ZScore(Mean(open_interest_last,4))),4)",skel_44a246af570899bb,prod_10d8dd750e4715cf,a7ff55r3_6f44fd1683eaec7e
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,safe_div_abs,taker_buy_quote_volume,open_interest_last,taker_flow_like,open_interest_like,level,zmean_4h,"SafeDiv(taker_buy_quote_volume,Abs(ZScore(Mean(open_interest_last,4))))",skel_c80f62c274b367a9,prod_9e304e8c0a0fdfc5,a7ff55r3_a011c2dcae974f98
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,flow_x_leverage,taker_buy_quote_volume,open_interest_last,taker_flow_like,open_interest_like,level,delta_8h,"Mul(ZScore(taker_buy_quote_volume),Delta(Delta(open_interest_last,8),24))",skel_b047b94081fb1cdb,prod_4b6fb98c33c2407e,a7ff55r3_bcf1f098ade5c5ee
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,relative_shock,taker_buy_quote_volume,open_interest_last,taker_flow_like,open_interest_like,level,delta_8h,"Mul(Delta(taker_buy_quote_volume,4),ZScore(Delta(open_interest_last,8)))",skel_3afee12eb6a9078f,prod_6b46ce11bd34fddc,a7ff55r3_63e755c1a6397c85
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,gated_sign,taker_buy_quote_volume,open_interest_last,taker_flow_like,open_interest_like,level,delta_8h,"Mul(taker_buy_quote_volume,Sign(Delta(open_interest_last,8)))",skel_a2f58ee62d9e7ad2,prod_466c1c444c02ab71,a7ff55r3_1b66133ec30ad5aa
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,smooth_mul,taker_buy_quote_volume,open_interest_last,taker_flow_like,open_interest_like,level,delta_8h,"Mean(Mul(taker_buy_quote_volume,Delta(open_interest_last,8)),4)",skel_644ba0ee0d0e38ee,prod_1c48986f144aabc4,a7ff55r3_2c9c7c091b743e8f
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,safe_div_abs,taker_buy_quote_volume,open_interest_last,taker_flow_like,open_interest_like,level,delta_8h,"SafeDiv(taker_buy_quote_volume,Abs(Delta(open_interest_last,8)))",skel_a2f58ee62d9e7ad2,prod_892949135b8df0b4,a7ff55r3_771157d601ec4389
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,flow_x_leverage,taker_buy_quote_volume,open_interest_last,taker_flow_like,open_interest_like,level,mean_8h,"Mul(ZScore(taker_buy_quote_volume),Delta(Mean(open_interest_last,8),24))",skel_b047b94081fb1cdb,prod_7a6e0d90a6b4ec91,a7ff55r3_b6c0443a7d4881ba
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,relative_shock,taker_buy_quote_volume,open_interest_last,taker_flow_like,open_interest_like,level,mean_8h,"Mul(Delta(taker_buy_quote_volume,4),ZScore(Mean(open_interest_last,8)))",skel_3afee12eb6a9078f,prod_2e1b53124b091db6,a7ff55r3_b3d08c8657972b17
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,gated_sign,taker_buy_quote_volume,open_interest_last,taker_flow_like,open_interest_like,level,mean_8h,"Mul(taker_buy_quote_volume,Sign(Mean(open_interest_last,8)))",skel_a2f58ee62d9e7ad2,prod_9afa61ed558c51a5,a7ff55r3_a7ee6cce63828cdc
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,smooth_mul,taker_buy_quote_volume,open_interest_last,taker_flow_like,open_interest_like,level,mean_8h,"Mean(Mul(taker_buy_quote_volume,Mean(open_interest_last,8)),4)",skel_644ba0ee0d0e38ee,prod_8b4958708039aa2d,a7ff55r3_8fe6b8d0c9731756
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,safe_div_abs,taker_buy_quote_volume,open_interest_last,taker_flow_like,open_interest_like,level,mean_8h,"SafeDiv(taker_buy_quote_volume,Abs(Mean(open_interest_last,8)))",skel_a2f58ee62d9e7ad2,prod_4fa34e7fe5ebfc55,a7ff55r3_01bcadb131daed74
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,flow_x_leverage,taker_buy_quote_volume,open_interest_last,taker_flow_like,open_interest_like,level,zmean_8h,"Mul(ZScore(taker_buy_quote_volume),Delta(ZScore(Mean(open_interest_last,8)),24))",skel_9d4d1f180098a5fc,prod_98fc5f72a1566a82,a7ff55r3_44aefc8fbb65f59e
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,relative_shock,taker_buy_quote_volume,open_interest_last,taker_flow_like,open_interest_like,level,zmean_8h,"Mul(Delta(taker_buy_quote_volume,4),ZScore(ZScore(Mean(open_interest_last,8))))",skel_156d0fafafecde17,prod_06f57a72216c7f83,a7ff55r3_d7f01826584dd5c5
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,gated_sign,taker_buy_quote_volume,open_interest_last,taker_flow_like,open_interest_like,level,zmean_8h,"Mul(taker_buy_quote_volume,Sign(ZScore(Mean(open_interest_last,8))))",skel_c80f62c274b367a9,prod_edfc52a51e3d0459,a7ff55r3_3a99ae6f5e9b6fc1
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,smooth_mul,taker_buy_quote_volume,open_interest_last,taker_flow_like,open_interest_like,level,zmean_8h,"Mean(Mul(taker_buy_quote_volume,ZScore(Mean(open_interest_last,8))),4)",skel_44a246af570899bb,prod_1d2b68cc7dcc1382,a7ff55r3_2305bed493d17b1e
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,safe_div_abs,taker_buy_quote_volume,open_interest_last,taker_flow_like,open_interest_like,level,zmean_8h,"SafeDiv(taker_buy_quote_volume,Abs(ZScore(Mean(open_interest_last,8))))",skel_c80f62c274b367a9,prod_7f6c978163a31605,a7ff55r3_9cec034521eba64f
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,flow_x_leverage,taker_buy_quote_volume,open_interest_last,taker_flow_like,open_interest_like,level,delta_24h,"Mul(ZScore(taker_buy_quote_volume),Delta(Delta(open_interest_last,24),24))",skel_b047b94081fb1cdb,prod_47868ac781b5d44d,a7ff55r3_b8794c64bc159e18
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,relative_shock,taker_buy_quote_volume,open_interest_last,taker_flow_like,open_interest_like,level,delta_24h,"Mul(Delta(taker_buy_quote_volume,4),ZScore(Delta(open_interest_last,24)))",skel_3afee12eb6a9078f,prod_db130749f155eda2,a7ff55r3_53bfe557fa16aad5
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,gated_sign,taker_buy_quote_volume,open_interest_last,taker_flow_like,open_interest_like,level,delta_24h,"Mul(taker_buy_quote_volume,Sign(Delta(open_interest_last,24)))",skel_a2f58ee62d9e7ad2,prod_ae60e5d7a1c43aff,a7ff55r3_0212332aa11a5b6c
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,smooth_mul,taker_buy_quote_volume,open_interest_last,taker_flow_like,open_interest_like,level,delta_24h,"Mean(Mul(taker_buy_quote_volume,Delta(open_interest_last,24)),4)",skel_644ba0ee0d0e38ee,prod_ea47b83c9955182b,a7ff55r3_9aba6a0176a716f0
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,safe_div_abs,taker_buy_quote_volume,open_interest_last,taker_flow_like,open_interest_like,level,delta_24h,"SafeDiv(taker_buy_quote_volume,Abs(Delta(open_interest_last,24)))",skel_a2f58ee62d9e7ad2,prod_26737d5269111137,a7ff55r3_23b08f52a567b47d
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,flow_x_leverage,taker_buy_quote_volume,open_interest_last,taker_flow_like,open_interest_like,level,mean_24h,"Mul(ZScore(taker_buy_quote_volume),Delta(Mean(open_interest_last,24),24))",skel_b047b94081fb1cdb,prod_293cf57fc79f6d38,a7ff55r3_024d28311d98b123
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,relative_shock,taker_buy_quote_volume,open_interest_last,taker_flow_like,open_interest_like,level,mean_24h,"Mul(Delta(taker_buy_quote_volume,4),ZScore(Mean(open_interest_last,24)))",skel_3afee12eb6a9078f,prod_d38ecf206d910519,a7ff55r3_a63f5fc038102d73
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,gated_sign,taker_buy_quote_volume,open_interest_last,taker_flow_like,open_interest_like,level,mean_24h,"Mul(taker_buy_quote_volume,Sign(Mean(open_interest_last,24)))",skel_a2f58ee62d9e7ad2,prod_17e16bc4a346f952,a7ff55r3_c99bf078b7d81dfc
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,smooth_mul,taker_buy_quote_volume,open_interest_last,taker_flow_like,open_interest_like,level,mean_24h,"Mean(Mul(taker_buy_quote_volume,Mean(open_interest_last,24)),4)",skel_644ba0ee0d0e38ee,prod_f7df3dcee0ab6258,a7ff55r3_842c68483d7aad29
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,safe_div_abs,taker_buy_quote_volume,open_interest_last,taker_flow_like,open_interest_like,level,mean_24h,"SafeDiv(taker_buy_quote_volume,Abs(Mean(open_interest_last,24)))",skel_a2f58ee62d9e7ad2,prod_c61a0889b887421d,a7ff55r3_de7dd97b592dda01
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,flow_x_leverage,taker_buy_quote_volume,open_interest_last,taker_flow_like,open_interest_like,level,zmean_24h,"Mul(ZScore(taker_buy_quote_volume),Delta(ZScore(Mean(open_interest_last,24)),24))",skel_9d4d1f180098a5fc,prod_01dbc86b7ef57555,a7ff55r3_176239c8cabfd48c
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,relative_shock,taker_buy_quote_volume,open_interest_last,taker_flow_like,open_interest_like,level,zmean_24h,"Mul(Delta(taker_buy_quote_volume,4),ZScore(ZScore(Mean(open_interest_last,24))))",skel_156d0fafafecde17,prod_98b932e778415143,a7ff55r3_33321df64f785220
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,gated_sign,taker_buy_quote_volume,open_interest_last,taker_flow_like,open_interest_like,level,zmean_24h,"Mul(taker_buy_quote_volume,Sign(ZScore(Mean(open_interest_last,24))))",skel_c80f62c274b367a9,prod_58a5edfd13747dbb,a7ff55r3_5836b9dc52899cc9
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,smooth_mul,taker_buy_quote_volume,open_interest_last,taker_flow_like,open_interest_like,level,zmean_24h,"Mean(Mul(taker_buy_quote_volume,ZScore(Mean(open_interest_last,24))),4)",skel_44a246af570899bb,prod_b20140b8fd9ede1b,a7ff55r3_4663acf9fcdef4e3
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,safe_div_abs,taker_buy_quote_volume,open_interest_last,taker_flow_like,open_interest_like,level,zmean_24h,"SafeDiv(taker_buy_quote_volume,Abs(ZScore(Mean(open_interest_last,24))))",skel_c80f62c274b367a9,prod_b020f1a5232a6150,a7ff55r3_f312d3d6b2cd9023
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,flow_x_leverage,taker_buy_quote_volume,open_interest_last,taker_flow_like,open_interest_like,delta_4h,level,"Mul(ZScore(Delta(taker_buy_quote_volume,4)),Delta(open_interest_last,24))",skel_eaa129218e1e1a2f,prod_b407b6e909e45f98,a7ff55r3_f77493c1215c0635
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,relative_shock,taker_buy_quote_volume,open_interest_last,taker_flow_like,open_interest_like,delta_4h,level,"Mul(Delta(Delta(taker_buy_quote_volume,4),4),ZScore(open_interest_last))",skel_7d94a0d0fbd53a81,prod_95ee4b7e52f95935,a7ff55r3_ceb7aad9116b7e15
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,gated_sign,taker_buy_quote_volume,open_interest_last,taker_flow_like,open_interest_like,delta_4h,level,"Mul(Delta(taker_buy_quote_volume,4),Sign(open_interest_last))",skel_136259b72205469f,prod_6cbbcc354e103c2d,a7ff55r3_c5d4a157849e6114
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,smooth_mul,taker_buy_quote_volume,open_interest_last,taker_flow_like,open_interest_like,delta_4h,level,"Mean(Mul(Delta(taker_buy_quote_volume,4),open_interest_last),4)",skel_8184698cb7b24c02,prod_2556df1bdd6bf535,a7ff55r3_a02dd70930e6ca03
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,safe_div_abs,taker_buy_quote_volume,open_interest_last,taker_flow_like,open_interest_like,delta_4h,level,"SafeDiv(Delta(taker_buy_quote_volume,4),Abs(open_interest_last))",skel_136259b72205469f,prod_56a37dbd71e9f5cc,a7ff55r3_c7b027fd40bee2fe
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,flow_x_leverage,taker_buy_quote_volume,open_interest_last,taker_flow_like,open_interest_like,delta_4h,delta_4h,"Mul(ZScore(Delta(taker_buy_quote_volume,4)),Delta(Delta(open_interest_last,4),24))",skel_3820609b876fcdcb,prod_76d78a2cca7beb83,a7ff55r3_71e36288bf5193ee
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,relative_shock,taker_buy_quote_volume,open_interest_last,taker_flow_like,open_interest_like,delta_4h,delta_4h,"Mul(Delta(Delta(taker_buy_quote_volume,4),4),ZScore(Delta(open_interest_last,4)))",skel_effc632350c0cac6,prod_dd7e74bac213509c,a7ff55r3_6014e9ac7385d5bb
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,gated_sign,taker_buy_quote_volume,open_interest_last,taker_flow_like,open_interest_like,delta_4h,delta_4h,"Mul(Delta(taker_buy_quote_volume,4),Sign(Delta(open_interest_last,4)))",skel_3afee12eb6a9078f,prod_51d3cf831b218fb3,a7ff55r3_3974d30f4c9d0b2e
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,smooth_mul,taker_buy_quote_volume,open_interest_last,taker_flow_like,open_interest_like,delta_4h,delta_4h,"Mean(Mul(Delta(taker_buy_quote_volume,4),Delta(open_interest_last,4)),4)",skel_8a80c8785bbf365b,prod_fe2a04c8cee76509,a7ff55r3_27d2ac4aee6efef3
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,safe_div_abs,taker_buy_quote_volume,open_interest_last,taker_flow_like,open_interest_like,delta_4h,delta_4h,"SafeDiv(Delta(taker_buy_quote_volume,4),Abs(Delta(open_interest_last,4)))",skel_3afee12eb6a9078f,prod_8dbd2d90bc605aef,a7ff55r3_80a388ba4366b97d
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,flow_x_leverage,taker_buy_quote_volume,open_interest_last,taker_flow_like,open_interest_like,delta_4h,mean_4h,"Mul(ZScore(Delta(taker_buy_quote_volume,4)),Delta(Mean(open_interest_last,4),24))",skel_3820609b876fcdcb,prod_9f4caf7946108e7d,a7ff55r3_74ae013936d4056f
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,relative_shock,taker_buy_quote_volume,open_interest_last,taker_flow_like,open_interest_like,delta_4h,mean_4h,"Mul(Delta(Delta(taker_buy_quote_volume,4),4),ZScore(Mean(open_interest_last,4)))",skel_effc632350c0cac6,prod_ff0f7da0aba86f49,a7ff55r3_d61bc76ac59d02d6
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,gated_sign,taker_buy_quote_volume,open_interest_last,taker_flow_like,open_interest_like,delta_4h,mean_4h,"Mul(Delta(taker_buy_quote_volume,4),Sign(Mean(open_interest_last,4)))",skel_3afee12eb6a9078f,prod_42b5a47349163bb2,a7ff55r3_10b188a2cf6781ab
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,smooth_mul,taker_buy_quote_volume,open_interest_last,taker_flow_like,open_interest_like,delta_4h,mean_4h,"Mean(Mul(Delta(taker_buy_quote_volume,4),Mean(open_interest_last,4)),4)",skel_8a80c8785bbf365b,prod_556b800d70af9a52,a7ff55r3_df760b78429fe2f4
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,safe_div_abs,taker_buy_quote_volume,open_interest_last,taker_flow_like,open_interest_like,delta_4h,mean_4h,"SafeDiv(Delta(taker_buy_quote_volume,4),Abs(Mean(open_interest_last,4)))",skel_3afee12eb6a9078f,prod_e47d3af9c3e8cdc7,a7ff55r3_9dc86ce045787164
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,flow_x_leverage,taker_buy_quote_volume,open_interest_last,taker_flow_like,open_interest_like,delta_4h,zmean_4h,"Mul(ZScore(Delta(taker_buy_quote_volume,4)),Delta(ZScore(Mean(open_interest_last,4)),24))",skel_1a10f276772d38a3,prod_3338d25fccf482cd,a7ff55r3_4494951ddf2c4b89
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,relative_shock,taker_buy_quote_volume,open_interest_last,taker_flow_like,open_interest_like,delta_4h,zmean_4h,"Mul(Delta(Delta(taker_buy_quote_volume,4),4),ZScore(ZScore(Mean(open_interest_last,4))))",skel_f89a6e67ef647a58,prod_c497b1ec86a62534,a7ff55r3_d90d852ad67bd33f
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,gated_sign,taker_buy_quote_volume,open_interest_last,taker_flow_like,open_interest_like,delta_4h,zmean_4h,"Mul(Delta(taker_buy_quote_volume,4),Sign(ZScore(Mean(open_interest_last,4))))",skel_156d0fafafecde17,prod_95c73317c32eaf39,a7ff55r3_aa6582374e5a5c65
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,smooth_mul,taker_buy_quote_volume,open_interest_last,taker_flow_like,open_interest_like,delta_4h,zmean_4h,"Mean(Mul(Delta(taker_buy_quote_volume,4),ZScore(Mean(open_interest_last,4))),4)",skel_bb02868db9f6b779,prod_a96c1c819564583d,a7ff55r3_ed28eabce0a8771e
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,safe_div_abs,taker_buy_quote_volume,open_interest_last,taker_flow_like,open_interest_like,delta_4h,zmean_4h,"SafeDiv(Delta(taker_buy_quote_volume,4),Abs(ZScore(Mean(open_interest_last,4))))",skel_156d0fafafecde17,prod_05cd2ad57e9ece76,a7ff55r3_e837689fadf8957d
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,flow_x_leverage,taker_buy_quote_volume,open_interest_last,taker_flow_like,open_interest_like,delta_4h,delta_8h,"Mul(ZScore(Delta(taker_buy_quote_volume,4)),Delta(Delta(open_interest_last,8),24))",skel_3820609b876fcdcb,prod_314ea5b423607107,a7ff55r3_ede26006f749f584
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,relative_shock,taker_buy_quote_volume,open_interest_last,taker_flow_like,open_interest_like,delta_4h,delta_8h,"Mul(Delta(Delta(taker_buy_quote_volume,4),4),ZScore(Delta(open_interest_last,8)))",skel_effc632350c0cac6,prod_e4932935266bb74d,a7ff55r3_8c77eb5760ff41e6
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,gated_sign,taker_buy_quote_volume,open_interest_last,taker_flow_like,open_interest_like,delta_4h,delta_8h,"Mul(Delta(taker_buy_quote_volume,4),Sign(Delta(open_interest_last,8)))",skel_3afee12eb6a9078f,prod_798d81cd9f4ff7a4,a7ff55r3_3e75c9fbd09dcad4
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,smooth_mul,taker_buy_quote_volume,open_interest_last,taker_flow_like,open_interest_like,delta_4h,delta_8h,"Mean(Mul(Delta(taker_buy_quote_volume,4),Delta(open_interest_last,8)),4)",skel_8a80c8785bbf365b,prod_13bf8bd91307f2d9,a7ff55r3_b598901f3c9a2c4e
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,safe_div_abs,taker_buy_quote_volume,open_interest_last,taker_flow_like,open_interest_like,delta_4h,delta_8h,"SafeDiv(Delta(taker_buy_quote_volume,4),Abs(Delta(open_interest_last,8)))",skel_3afee12eb6a9078f,prod_51b497b70756d556,a7ff55r3_c027b0e505c454cc
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,flow_x_leverage,taker_buy_quote_volume,open_interest_last,taker_flow_like,open_interest_like,delta_4h,mean_8h,"Mul(ZScore(Delta(taker_buy_quote_volume,4)),Delta(Mean(open_interest_last,8),24))",skel_3820609b876fcdcb,prod_2f482e44ed481c11,a7ff55r3_c862f64ec0891530
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,relative_shock,taker_buy_quote_volume,open_interest_last,taker_flow_like,open_interest_like,delta_4h,mean_8h,"Mul(Delta(Delta(taker_buy_quote_volume,4),4),ZScore(Mean(open_interest_last,8)))",skel_effc632350c0cac6,prod_4d6f8601670f942f,a7ff55r3_b557bea235686740
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,gated_sign,taker_buy_quote_volume,open_interest_last,taker_flow_like,open_interest_like,delta_4h,mean_8h,"Mul(Delta(taker_buy_quote_volume,4),Sign(Mean(open_interest_last,8)))",skel_3afee12eb6a9078f,prod_beb2536e398fe774,a7ff55r3_3afe7d0dff45f16a
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,smooth_mul,taker_buy_quote_volume,open_interest_last,taker_flow_like,open_interest_like,delta_4h,mean_8h,"Mean(Mul(Delta(taker_buy_quote_volume,4),Mean(open_interest_last,8)),4)",skel_8a80c8785bbf365b,prod_bb20ddf36eff348b,a7ff55r3_f0527ae08602c7e7
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,safe_div_abs,taker_buy_quote_volume,open_interest_last,taker_flow_like,open_interest_like,delta_4h,mean_8h,"SafeDiv(Delta(taker_buy_quote_volume,4),Abs(Mean(open_interest_last,8)))",skel_3afee12eb6a9078f,prod_a54f1890c79d9633,a7ff55r3_d253caedcab4ac24
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,flow_x_leverage,taker_buy_quote_volume,open_interest_last,taker_flow_like,open_interest_like,delta_4h,zmean_8h,"Mul(ZScore(Delta(taker_buy_quote_volume,4)),Delta(ZScore(Mean(open_interest_last,8)),24))",skel_1a10f276772d38a3,prod_5075ddf8a46622e5,a7ff55r3_ca6ddd43f7b5716f
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,relative_shock,taker_buy_quote_volume,open_interest_last,taker_flow_like,open_interest_like,delta_4h,zmean_8h,"Mul(Delta(Delta(taker_buy_quote_volume,4),4),ZScore(ZScore(Mean(open_interest_last,8))))",skel_f89a6e67ef647a58,prod_aa4ed8ca50d73f6b,a7ff55r3_e61537dd5080354a
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,gated_sign,taker_buy_quote_volume,open_interest_last,taker_flow_like,open_interest_like,delta_4h,zmean_8h,"Mul(Delta(taker_buy_quote_volume,4),Sign(ZScore(Mean(open_interest_last,8))))",skel_156d0fafafecde17,prod_5ef8d847e5d6659d,a7ff55r3_4e60cbce56306956
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,smooth_mul,taker_buy_quote_volume,open_interest_last,taker_flow_like,open_interest_like,delta_4h,zmean_8h,"Mean(Mul(Delta(taker_buy_quote_volume,4),ZScore(Mean(open_interest_last,8))),4)",skel_bb02868db9f6b779,prod_bb55a5b105fbf2fa,a7ff55r3_6126d60937205c37
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,safe_div_abs,taker_buy_quote_volume,open_interest_last,taker_flow_like,open_interest_like,delta_4h,zmean_8h,"SafeDiv(Delta(taker_buy_quote_volume,4),Abs(ZScore(Mean(open_interest_last,8))))",skel_156d0fafafecde17,prod_f5d5a99592bb3e15,a7ff55r3_2962c2178a44a73b
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,flow_x_leverage,taker_buy_quote_volume,open_interest_last,taker_flow_like,open_interest_like,delta_4h,delta_24h,"Mul(ZScore(Delta(taker_buy_quote_volume,4)),Delta(Delta(open_interest_last,24),24))",skel_3820609b876fcdcb,prod_f5abb769a1a9d917,a7ff55r3_e129d067f4dd7d92
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,relative_shock,taker_buy_quote_volume,open_interest_last,taker_flow_like,open_interest_like,delta_4h,delta_24h,"Mul(Delta(Delta(taker_buy_quote_volume,4),4),ZScore(Delta(open_interest_last,24)))",skel_effc632350c0cac6,prod_021156e6a5e2ba4d,a7ff55r3_f734470cd6596963
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,gated_sign,taker_buy_quote_volume,open_interest_last,taker_flow_like,open_interest_like,delta_4h,delta_24h,"Mul(Delta(taker_buy_quote_volume,4),Sign(Delta(open_interest_last,24)))",skel_3afee12eb6a9078f,prod_5ecf0c32ab18bcb9,a7ff55r3_9e42b545a99eec8f
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,smooth_mul,taker_buy_quote_volume,open_interest_last,taker_flow_like,open_interest_like,delta_4h,delta_24h,"Mean(Mul(Delta(taker_buy_quote_volume,4),Delta(open_interest_last,24)),4)",skel_8a80c8785bbf365b,prod_9c16e1ad920974c4,a7ff55r3_3bf5ff48df2a05fd
L2_repaired_typed_interaction,role_mixed_allowed,R3P0,taker_flow_like|open_interest_like,safe_div_abs,taker_buy_quote_volume,open_interest_last,taker_flow_like,open_interest_like,delta_4h,delta_24h,"SafeDiv(Delta(taker_buy_quote_volume,4),Abs(Delta(open_interest_last,24)))",skel_3afee12eb6a9078f,prod_488a3efeacdb9877,a7ff55r3_c4f03bff423e8e37
