activity_ok_count,activity_ok_rate,authorizes_alpha_proof,authorizes_shadow_paper_live,blockers,decision,elapsed_seconds,end_row,eval_failure_count,eval_success_count,field_count,generated_at,lane_count,operator_count,queue_path,queue_rows,runtime,semantic_pair_count,shard_id,stage,start_row,symbol_cap,timestamp_cap,uses_may,manifest_path
807,0.807,False,False,[],PASS_A7LS17_SHARD_MATERIALIZATION_COMPLETE,82.711,44000,0,1000,64,2026-06-06T06:18:28Z,1,11,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls15_million_scale_blueprint_generation_20260606\a7ls15_materialization_queue_100k.csv,1000,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls17_company_materialization_20260606_r3,53,a7ls17_s043,A7LS-17,43000,128,2048,False,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls17_company_materialization_20260606_r3\shards\a7ls17_s043\a7ls17_manifest.json
860,0.86,False,False,[],PASS_A7LS17_SHARD_MATERIALIZATION_COMPLETE,85.69,45000,0,1000,64,2026-06-06T06:19:10Z,1,11,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls15_million_scale_blueprint_generation_20260606\a7ls15_materialization_queue_100k.csv,1000,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls17_company_materialization_20260606_r3,53,a7ls17_s044,A7LS-17,44000,128,2048,False,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls17_company_materialization_20260606_r3\shards\a7ls17_s044\a7ls17_manifest.json
853,0.853,False,False,[],PASS_A7LS17_SHARD_MATERIALIZATION_COMPLETE,97.102,46000,0,1000,64,2026-06-06T06:20:22Z,1,11,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls15_million_scale_blueprint_generation_20260606\a7ls15_materialization_queue_100k.csv,1000,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls17_company_materialization_20260606_r3,53,a7ls17_s045,A7LS-17,45000,128,2048,False,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls17_company_materialization_20260606_r3\shards\a7ls17_s045\a7ls17_manifest.json
846,0.846,False,False,[],PASS_A7LS17_SHARD_MATERIALIZATION_COMPLETE,87.33,47000,0,1000,64,2026-06-06T06:20:52Z,1,12,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls15_million_scale_blueprint_generation_20260606\a7ls15_materialization_queue_100k.csv,1000,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls17_company_materialization_20260606_r3,53,a7ls17_s046,A7LS-17,46000,128,2048,False,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls17_company_materialization_20260606_r3\shards\a7ls17_s046\a7ls17_manifest.json
831,0.831,False,False,[],PASS_A7LS17_SHARD_MATERIALIZATION_COMPLETE,119.546,48000,0,1000,64,2026-06-06T06:22:25Z,1,11,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls15_million_scale_blueprint_generation_20260606\a7ls15_materialization_queue_100k.csv,1000,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls17_company_materialization_20260606_r3,53,a7ls17_s047,A7LS-17,47000,128,2048,False,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls17_company_materialization_20260606_r3\shards\a7ls17_s047\a7ls17_manifest.json
801,0.801,False,False,[],PASS_A7LS17_SHARD_MATERIALIZATION_COMPLETE,104.561,49000,0,1000,64,2026-06-06T06:22:49Z,1,12,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls15_million_scale_blueprint_generation_20260606\a7ls15_materialization_queue_100k.csv,1000,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls17_company_materialization_20260606_r3,53,a7ls17_s048,A7LS-17,48000,128,2048,False,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls17_company_materialization_20260606_r3\shards\a7ls17_s048\a7ls17_manifest.json
615,0.615,False,False,[],PASS_A7LS17_SHARD_MATERIALIZATION_COMPLETE,71.905,50000,0,1000,64,2026-06-06T06:23:57Z,1,12,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls15_million_scale_blueprint_generation_20260606\a7ls15_materialization_queue_100k.csv,1000,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls17_company_materialization_20260606_r3,55,a7ls17_s049,A7LS-17,49000,128,2048,False,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls17_company_materialization_20260606_r3\shards\a7ls17_s049\a7ls17_manifest.json
477,0.477,False,False,[],PASS_A7LS17_SHARD_MATERIALIZATION_COMPLETE,70.676,51000,0,1000,64,2026-06-06T06:24:16Z,1,11,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls15_million_scale_blueprint_generation_20260606\a7ls15_materialization_queue_100k.csv,1000,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls17_company_materialization_20260606_r3,55,a7ls17_s050,A7LS-17,50000,128,2048,False,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls17_company_materialization_20260606_r3\shards\a7ls17_s050\a7ls17_manifest.json
837,0.837,False,False,[],PASS_A7LS17_SHARD_MATERIALIZATION_COMPLETE,69.788,52000,0,1000,64,2026-06-06T06:25:15Z,1,11,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls15_million_scale_blueprint_generation_20260606\a7ls15_materialization_queue_100k.csv,1000,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls17_company_materialization_20260606_r3,55,a7ls17_s051,A7LS-17,51000,128,2048,False,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls17_company_materialization_20260606_r3\shards\a7ls17_s051\a7ls17_manifest.json
795,0.795,False,False,[],PASS_A7LS17_SHARD_MATERIALIZATION_COMPLETE,63.867,53000,0,1000,64,2026-06-06T06:25:29Z,1,12,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls15_million_scale_blueprint_generation_20260606\a7ls15_materialization_queue_100k.csv,1000,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls17_company_materialization_20260606_r3,55,a7ls17_s052,A7LS-17,52000,128,2048,False,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls17_company_materialization_20260606_r3\shards\a7ls17_s052\a7ls17_manifest.json
834,0.834,False,False,[],PASS_A7LS17_SHARD_MATERIALIZATION_COMPLETE,57.674,54000,0,1000,64,2026-06-06T06:26:23Z,1,11,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls15_million_scale_blueprint_generation_20260606\a7ls15_materialization_queue_100k.csv,1000,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls17_company_materialization_20260606_r3,55,a7ls17_s053,A7LS-17,53000,128,2048,False,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls17_company_materialization_20260606_r3\shards\a7ls17_s053\a7ls17_manifest.json
792,0.792,False,False,[],PASS_A7LS17_SHARD_MATERIALIZATION_COMPLETE,59.133,55000,0,1000,64,2026-06-06T06:26:44Z,1,11,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls15_million_scale_blueprint_generation_20260606\a7ls15_materialization_queue_100k.csv,1000,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls17_company_materialization_20260606_r3,55,a7ls17_s054,A7LS-17,54000,128,2048,False,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls17_company_materialization_20260606_r3\shards\a7ls17_s054\a7ls17_manifest.json
838,0.838,False,False,[],PASS_A7LS17_SHARD_MATERIALIZATION_COMPLETE,57.622,56000,0,1000,64,2026-06-06T06:27:23Z,1,11,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls15_million_scale_blueprint_generation_20260606\a7ls15_materialization_queue_100k.csv,1000,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls17_company_materialization_20260606_r3,55,a7ls17_s055,A7LS-17,55000,128,2048,False,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls17_company_materialization_20260606_r3\shards\a7ls17_s055\a7ls17_manifest.json
867,0.867,False,False,[],PASS_A7LS17_SHARD_MATERIALIZATION_COMPLETE,64.437,57000,0,1000,64,2026-06-06T06:27:49Z,1,11,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls15_million_scale_blueprint_generation_20260606\a7ls15_materialization_queue_100k.csv,1000,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls17_company_materialization_20260606_r3,55,a7ls17_s056,A7LS-17,56000,128,2048,False,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls17_company_materialization_20260606_r3\shards\a7ls17_s056\a7ls17_manifest.json
856,0.856,False,False,[],PASS_A7LS17_SHARD_MATERIALIZATION_COMPLETE,64.169,58000,0,1000,64,2026-06-06T06:28:29Z,1,11,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls15_million_scale_blueprint_generation_20260606\a7ls15_materialization_queue_100k.csv,1000,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls17_company_materialization_20260606_r3,55,a7ls17_s057,A7LS-17,57000,128,2048,False,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls17_company_materialization_20260606_r3\shards\a7ls17_s057\a7ls17_manifest.json
801,0.801,False,False,[],PASS_A7LS17_SHARD_MATERIALIZATION_COMPLETE,70.686,59000,0,1000,64,2026-06-06T06:29:16Z,1,12,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls15_million_scale_blueprint_generation_20260606\a7ls15_materialization_queue_100k.csv,1000,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls17_company_materialization_20260606_r3,55,a7ls17_s058,A7LS-17,58000,128,2048,False,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls17_company_materialization_20260606_r3\shards\a7ls17_s058\a7ls17_manifest.json
802,0.802,False,False,[],PASS_A7LS17_SHARD_MATERIALIZATION_COMPLETE,67.039,60000,0,1000,64,2026-06-06T06:29:52Z,1,11,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls15_million_scale_blueprint_generation_20260606\a7ls15_materialization_queue_100k.csv,1000,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls17_company_materialization_20260606_r3,55,a7ls17_s059,A7LS-17,59000,128,2048,False,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls17_company_materialization_20260606_r3\shards\a7ls17_s059\a7ls17_manifest.json
885,0.885,False,False,[],PASS_A7LS17_SHARD_MATERIALIZATION_COMPLETE,67.948,61000,0,1000,64,2026-06-06T06:30:33Z,1,11,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls15_million_scale_blueprint_generation_20260606\a7ls15_materialization_queue_100k.csv,1000,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls17_company_materialization_20260606_r3,55,a7ls17_s060,A7LS-17,60000,128,2048,False,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls17_company_materialization_20260606_r3\shards\a7ls17_s060\a7ls17_manifest.json
866,0.866,False,False,[],PASS_A7LS17_SHARD_MATERIALIZATION_COMPLETE,71.119,62000,0,1000,64,2026-06-06T06:31:16Z,1,11,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls15_million_scale_blueprint_generation_20260606\a7ls15_materialization_queue_100k.csv,1000,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls17_company_materialization_20260606_r3,55,a7ls17_s061,A7LS-17,61000,128,2048,False,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls17_company_materialization_20260606_r3\shards\a7ls17_s061\a7ls17_manifest.json
804,0.804,False,False,[],PASS_A7LS17_SHARD_MATERIALIZATION_COMPLETE,79.702,63000,0,1000,64,2026-06-06T06:32:05Z,1,11,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls15_million_scale_blueprint_generation_20260606\a7ls15_materialization_queue_100k.csv,1000,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls17_company_materialization_20260606_r3,55,a7ls17_s062,A7LS-17,62000,128,2048,False,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls17_company_materialization_20260606_r3\shards\a7ls17_s062\a7ls17_manifest.json
793,0.793,False,False,[],PASS_A7LS17_SHARD_MATERIALIZATION_COMPLETE,76.666,64000,0,1000,64,2026-06-06T06:32:42Z,1,12,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls15_million_scale_blueprint_generation_20260606\a7ls15_materialization_queue_100k.csv,1000,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls17_company_materialization_20260606_r3,55,a7ls17_s063,A7LS-17,63000,128,2048,False,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls17_company_materialization_20260606_r3\shards\a7ls17_s063\a7ls17_manifest.json
643,0.643,False,False,[],PASS_A7LS17_SHARD_MATERIALIZATION_COMPLETE,72.039,65000,0,1000,47,2026-06-06T06:15:36Z,1,13,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls15_million_scale_blueprint_generation_20260606\a7ls15_materialization_queue_100k.csv,1000,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls17_company_materialization_20260606_r3,8,a7ls17_s064,A7LS-17,64000,128,2048,False,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls17_company_materialization_20260606_r3\shards\a7ls17_s064\a7ls17_manifest.json
906,0.906,False,False,[],PASS_A7LS17_SHARD_MATERIALIZATION_COMPLETE,88.131,66000,0,1000,47,2026-06-06T06:15:52Z,1,13,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls15_million_scale_blueprint_generation_20260606\a7ls15_materialization_queue_100k.csv,1000,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls17_company_materialization_20260606_r3,8,a7ls17_s065,A7LS-17,65000,128,2048,False,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls17_company_materialization_20260606_r3\shards\a7ls17_s065\a7ls17_manifest.json
777,0.777,False,False,[],PASS_A7LS17_SHARD_MATERIALIZATION_COMPLETE,170.432,67000,0,1000,57,2026-06-06T06:18:34Z,1,13,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls15_million_scale_blueprint_generation_20260606\a7ls15_materialization_queue_100k.csv,1000,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls17_company_materialization_20260606_r3,9,a7ls17_s066,A7LS-17,66000,128,2048,False,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls17_company_materialization_20260606_r3\shards\a7ls17_s066\a7ls17_manifest.json
851,0.851,False,False,[],PASS_A7LS17_SHARD_MATERIALIZATION_COMPLETE,98.767,68000,0,1000,57,2026-06-06T06:17:42Z,1,13,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls15_million_scale_blueprint_generation_20260606\a7ls15_materialization_queue_100k.csv,1000,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls17_company_materialization_20260606_r3,9,a7ls17_s067,A7LS-17,67000,128,2048,False,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls17_company_materialization_20260606_r3\shards\a7ls17_s067\a7ls17_manifest.json
851,0.851,False,False,[],PASS_A7LS17_SHARD_MATERIALIZATION_COMPLETE,118.129,69000,0,1000,57,2026-06-06T06:19:42Z,1,13,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls15_million_scale_blueprint_generation_20260606\a7ls15_materialization_queue_100k.csv,1000,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls17_company_materialization_20260606_r3,9,a7ls17_s068,A7LS-17,68000,128,2048,False,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls17_company_materialization_20260606_r3\shards\a7ls17_s068\a7ls17_manifest.json
847,0.847,False,False,[],PASS_A7LS17_SHARD_MATERIALIZATION_COMPLETE,215.917,70000,0,1000,57,2026-06-06T06:22:20Z,1,13,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls15_million_scale_blueprint_generation_20260606\a7ls15_materialization_queue_100k.csv,1000,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls17_company_materialization_20260606_r3,9,a7ls17_s069,A7LS-17,69000,128,2048,False,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls17_company_materialization_20260606_r3\shards\a7ls17_s069\a7ls17_manifest.json
803,0.803,False,False,[],PASS_A7LS17_SHARD_MATERIALIZATION_COMPLETE,184.727,71000,0,1000,57,2026-06-06T06:22:49Z,1,13,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls15_million_scale_blueprint_generation_20260606\a7ls15_materialization_queue_100k.csv,1000,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls17_company_materialization_20260606_r3,9,a7ls17_s070,A7LS-17,70000,128,2048,False,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls17_company_materialization_20260606_r3\shards\a7ls17_s070\a7ls17_manifest.json
621,0.621,False,False,[],PASS_A7LS17_SHARD_MATERIALIZATION_COMPLETE,99.355,72000,0,1000,57,2026-06-06T06:24:04Z,1,13,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls15_million_scale_blueprint_generation_20260606\a7ls15_materialization_queue_100k.csv,1000,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls17_company_materialization_20260606_r3,9,a7ls17_s071,A7LS-17,71000,128,2048,False,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls17_company_materialization_20260606_r3\shards\a7ls17_s071\a7ls17_manifest.json
842,0.842,False,False,[],PASS_A7LS17_SHARD_MATERIALIZATION_COMPLETE,131.396,73000,0,1000,57,2026-06-06T06:25:15Z,1,13,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls15_million_scale_blueprint_generation_20260606\a7ls15_materialization_queue_100k.csv,1000,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls17_company_materialization_20260606_r3,9,a7ls17_s072,A7LS-17,72000,128,2048,False,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls17_company_materialization_20260606_r3\shards\a7ls17_s072\a7ls17_manifest.json
795,0.795,False,False,[],PASS_A7LS17_SHARD_MATERIALIZATION_COMPLETE,98.905,74000,0,1000,57,2026-06-06T06:26:03Z,1,13,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls15_million_scale_blueprint_generation_20260606\a7ls15_materialization_queue_100k.csv,1000,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls17_company_materialization_20260606_r3,9,a7ls17_s073,A7LS-17,73000,128,2048,False,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls17_company_materialization_20260606_r3\shards\a7ls17_s073\a7ls17_manifest.json
829,0.829,False,False,[],PASS_A7LS17_SHARD_MATERIALIZATION_COMPLETE,81.56,75000,0,1000,57,2026-06-06T06:26:46Z,1,13,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls15_million_scale_blueprint_generation_20260606\a7ls15_materialization_queue_100k.csv,1000,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls17_company_materialization_20260606_r3,9,a7ls17_s074,A7LS-17,74000,128,2048,False,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls17_company_materialization_20260606_r3\shards\a7ls17_s074\a7ls17_manifest.json
867,0.867,False,False,[],PASS_A7LS17_SHARD_MATERIALIZATION_COMPLETE,110.054,76000,0,1000,57,2026-06-06T06:27:54Z,1,13,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls15_million_scale_blueprint_generation_20260606\a7ls15_materialization_queue_100k.csv,1000,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls17_company_materialization_20260606_r3,9,a7ls17_s075,A7LS-17,75000,128,2048,False,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls17_company_materialization_20260606_r3\shards\a7ls17_s075\a7ls17_manifest.json
762,0.762,False,False,[],PASS_A7LS17_SHARD_MATERIALIZATION_COMPLETE,121.92,77000,0,1000,57,2026-06-06T06:29:06Z,1,13,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls15_million_scale_blueprint_generation_20260606\a7ls15_materialization_queue_100k.csv,1000,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls17_company_materialization_20260606_r3,9,a7ls17_s076,A7LS-17,76000,128,2048,False,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls17_company_materialization_20260606_r3\shards\a7ls17_s076\a7ls17_manifest.json
856,0.856,False,False,[],PASS_A7LS17_SHARD_MATERIALIZATION_COMPLETE,112.512,78000,0,1000,57,2026-06-06T06:29:57Z,1,13,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls15_million_scale_blueprint_generation_20260606\a7ls15_materialization_queue_100k.csv,1000,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls17_company_materialization_20260606_r3,9,a7ls17_s077,A7LS-17,77000,128,2048,False,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls17_company_materialization_20260606_r3\shards\a7ls17_s077\a7ls17_manifest.json
637,0.637,False,False,[],PASS_A7LS17_SHARD_MATERIALIZATION_COMPLETE,135.415,79000,0,1000,57,2026-06-06T06:31:40Z,1,13,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls15_million_scale_blueprint_generation_20260606\a7ls15_materialization_queue_100k.csv,1000,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls17_company_materialization_20260606_r3,9,a7ls17_s078,A7LS-17,78000,128,2048,False,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls17_company_materialization_20260606_r3\shards\a7ls17_s078\a7ls17_manifest.json
778,0.778,False,False,[],PASS_A7LS17_SHARD_MATERIALIZATION_COMPLETE,116.469,80000,0,1000,57,2026-06-06T06:32:01Z,1,13,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls15_million_scale_blueprint_generation_20260606\a7ls15_materialization_queue_100k.csv,1000,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls17_company_materialization_20260606_r3,8,a7ls17_s079,A7LS-17,79000,128,2048,False,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls17_company_materialization_20260606_r3\shards\a7ls17_s079\a7ls17_manifest.json
840,0.84,False,False,[],PASS_A7LS17_SHARD_MATERIALIZATION_COMPLETE,81.184,81000,0,1000,57,2026-06-06T06:33:06Z,1,13,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls15_million_scale_blueprint_generation_20260606\a7ls15_materialization_queue_100k.csv,1000,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls17_company_materialization_20260606_r3,8,a7ls17_s080,A7LS-17,80000,128,2048,False,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls17_company_materialization_20260606_r3\shards\a7ls17_s080\a7ls17_manifest.json
858,0.858,False,False,[],PASS_A7LS17_SHARD_MATERIALIZATION_COMPLETE,110.411,82000,0,1000,57,2026-06-06T06:33:55Z,1,13,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls15_million_scale_blueprint_generation_20260606\a7ls15_materialization_queue_100k.csv,1000,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls17_company_materialization_20260606_r3,8,a7ls17_s081,A7LS-17,81000,128,2048,False,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls17_company_materialization_20260606_r3\shards\a7ls17_s081\a7ls17_manifest.json
763,0.763,False,False,[],PASS_A7LS17_SHARD_MATERIALIZATION_COMPLETE,95.482,83000,0,1000,57,2026-06-06T06:35:00Z,1,13,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls15_million_scale_blueprint_generation_20260606\a7ls15_materialization_queue_100k.csv,1000,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls17_company_materialization_20260606_r3,8,a7ls17_s082,A7LS-17,82000,128,2048,False,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls17_company_materialization_20260606_r3\shards\a7ls17_s082\a7ls17_manifest.json
823,0.823,False,False,[],PASS_A7LS17_SHARD_MATERIALIZATION_COMPLETE,89.242,84000,0,1000,57,2026-06-06T06:35:34Z,1,13,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls15_million_scale_blueprint_generation_20260606\a7ls15_materialization_queue_100k.csv,1000,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls17_company_materialization_20260606_r3,8,a7ls17_s083,A7LS-17,83000,128,2048,False,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls17_company_materialization_20260606_r3\shards\a7ls17_s083\a7ls17_manifest.json
860,0.86,False,False,[],PASS_A7LS17_SHARD_MATERIALIZATION_COMPLETE,151.244,85000,0,1000,57,2026-06-06T06:37:36Z,1,13,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls15_million_scale_blueprint_generation_20260606\a7ls15_materialization_queue_100k.csv,1000,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls17_company_materialization_20260606_r3,8,a7ls17_s084,A7LS-17,84000,128,2048,False,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls17_company_materialization_20260606_r3\shards\a7ls17_s084\a7ls17_manifest.json
576,0.576,False,False,[],PASS_A7LS17_SHARD_MATERIALIZATION_COMPLETE,68.516,86000,0,1000,57,2026-06-06T06:36:53Z,1,13,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls15_million_scale_blueprint_generation_20260606\a7ls15_materialization_queue_100k.csv,1000,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls17_company_materialization_20260606_r3,8,a7ls17_s085,A7LS-17,85000,128,2048,False,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7ls17_company_materialization_20260606_r3\shards\a7ls17_s085\a7ls17_manifest.json
