decision,label_family,response_rows
HOLD_A7LS30a7ls30_num_s012_ONE_BAR_LAG_FRAGILE,L7_ranked_future_return,9
HOLD_A7LS30a7ls30_num_s000_COST2_PROXY_FRAGILE,L0_raw_forward_return,7
HOLD_A7LS30a7ls30_num_s000_COST2_PROXY_FRAGILE,L3_liquidity_tier_relative_return,7
HOLD_A7LS30a7ls30_num_s014_COST2_PROXY_FRAGILE,L3_liquidity_tier_relative_return,7
HOLD_A7LS30a7ls30_num_s000_COST2_PROXY_FRAGILE,L1_cross_sectional_relative_return,6
A7LS30a7ls30_num_s005_NUMERIC_CLUE,L1_cross_sectional_relative_return,5
A7LS30a7ls30_num_s007_NUMERIC_CLUE,L1_cross_sectional_relative_return,5
A7LS30a7ls30_num_s006_NUMERIC_CLUE,L0_raw_forward_return,5
A7LS30a7ls30_num_s006_NUMERIC_CLUE,L1_cross_sectional_relative_return,5
A7LS30a7ls30_num_s007_NUMERIC_CLUE,L0_raw_forward_return,4
A7LS30a7ls30_num_s006_RANK_LABEL_DIAGNOSTIC_CLUE,L7_ranked_future_return,4
HOLD_A7LS30a7ls30_num_s009_COST2_PROXY_FRAGILE,L1_cross_sectional_relative_return,4
HOLD_A7LS30a7ls30_num_s003_NONOVERLAP_WEAK,L0_raw_forward_return,3
HOLD_A7LS30a7ls30_num_s003_NONOVERLAP_WEAK,L1_cross_sectional_relative_return,3
HOLD_A7LS30a7ls30_num_s015_NONOVERLAP_WEAK,L0_raw_forward_return,3
HOLD_A7LS30a7ls30_num_s008_COST2_PROXY_FRAGILE,L0_raw_forward_return,3
A7LS30a7ls30_num_s005_NUMERIC_CLUE,L0_raw_forward_return,3
HOLD_A7LS30a7ls30_num_s013_ONE_BAR_LAG_FRAGILE,L7_ranked_future_return,3
HOLD_A7LS30a7ls30_num_s009_COST2_PROXY_FRAGILE,L0_raw_forward_return,3
HOLD_A7LS30a7ls30_num_s008_COST2_PROXY_FRAGILE,L1_cross_sectional_relative_return,2
HOLD_A7LS30a7ls30_num_s015_NONOVERLAP_WEAK,L1_cross_sectional_relative_return,2
HOLD_A7LS30a7ls30_num_s003_COST2_PROXY_FRAGILE,L3_liquidity_tier_relative_return,2
HOLD_A7LS30a7ls30_num_s003_COST2_PROXY_FRAGILE,L1_cross_sectional_relative_return,2
HOLD_A7LS30a7ls30_num_s011_ONE_BAR_LAG_FRAGILE,L1_cross_sectional_relative_return,2
HOLD_A7LS30a7ls30_num_s001_COST2_PROXY_FRAGILE,L3_liquidity_tier_relative_return,2
HOLD_A7LS30a7ls30_num_s003_COST2_PROXY_FRAGILE,L0_raw_forward_return,2
HOLD_A7LS30a7ls30_num_s011_ONE_BAR_LAG_FRAGILE,L0_raw_forward_return,2
HOLD_A7LS30a7ls30_num_s012_ONE_BAR_LAG_FRAGILE,L3_liquidity_tier_relative_return,2
HOLD_A7LS30a7ls30_num_s012_ONE_BAR_LAG_FRAGILE,L1_cross_sectional_relative_return,2
HOLD_A7LS30a7ls30_num_s015_COST2_PROXY_FRAGILE,L3_liquidity_tier_relative_return,1
HOLD_A7LS30a7ls30_num_s012_ONE_BAR_LAG_FRAGILE,L0_raw_forward_return,1
