a7ls_arm,arm_name,search_role,level,candidate_role,generation_priority,semantic_pair,motif,primary_field,secondary_field,primary_semantic,secondary_semantic,primary_transform,secondary_transform,modifier_guard_required,expression,skeleton_key,production_key,blueprint_id,in_materialization_queue,in_company_numeric_wave_queue,materialization_shard,checkpoint_key,numeric_shard
A7LS_A,basis_premium_price_vol_evidence_guided,evidence_guided,L2_typed_arm_interaction,role_mixed_allowed,P0,basis_premium_like|price_like,mul,mark_index_basis_bps,trade_close,basis_premium_like,price_like,zmean_48h,level,False,"Mul(ZScore(Mean(mark_index_basis_bps,48)),trade_close)",skel_97ea9710bb50e137,prod_d6fd4fb57fd291af,a7ls1_add4ecbb3f3f8be3,True,True,a7ls_a_materialization_s004,a7ls_a_numeric_s000::a7ls1_add4ecbb3f3f8be3,a7ls_a_numeric_s000
A7LS_A,basis_premium_price_vol_evidence_guided,evidence_guided,L2_typed_arm_interaction,role_mixed_allowed,P0,basis_premium_like|price_like,mul,mark_index_basis_bps,trade_close,basis_premium_like,price_like,zmean_1h,level,False,"Mul(ZScore(Mean(mark_index_basis_bps,1)),trade_close)",skel_97ea9710bb50e137,prod_c6b2a37e353e4004,a7ls1_e7b51b75b4d4e681,True,True,a7ls_a_materialization_s004,a7ls_a_numeric_s000::a7ls1_e7b51b75b4d4e681,a7ls_a_numeric_s000
A7LS_A,basis_premium_price_vol_evidence_guided,evidence_guided,L2_typed_arm_interaction,role_mixed_allowed,P0,basis_premium_like|price_like,mul,mark_index_basis_bps,trade_close,basis_premium_like,price_like,zmean_72h,level,False,"Mul(ZScore(Mean(mark_index_basis_bps,72)),trade_close)",skel_97ea9710bb50e137,prod_c84150ab442277b4,a7ls1_ee1e4712b94f3557,True,True,a7ls_a_materialization_s004,a7ls_a_numeric_s000::a7ls1_ee1e4712b94f3557,a7ls_a_numeric_s000
A7LS_A,basis_premium_price_vol_evidence_guided,evidence_guided,L2_typed_arm_interaction,role_mixed_allowed,P0,basis_premium_like|price_like,mul,mark_index_basis_bps,trade_close,basis_premium_like,price_like,zmean_4h,level,False,"Mul(ZScore(Mean(mark_index_basis_bps,4)),trade_close)",skel_97ea9710bb50e137,prod_635d05c2ced4bf7f,a7ls1_eec93e44a1394cde,True,True,a7ls_a_materialization_s004,a7ls_a_numeric_s000::a7ls1_eec93e44a1394cde,a7ls_a_numeric_s000
A7LS_A,basis_premium_price_vol_evidence_guided,evidence_guided,L2_typed_arm_interaction,role_mixed_allowed,P0,basis_premium_like|price_like,relative_shock,mark_index_basis_bps,trade_close,basis_premium_like,price_like,zmean_72h,abs_zmean_72h,False,"Mul(Delta(ZScore(Mean(mark_index_basis_bps,72)),4),ZScore(Abs(ZScore(Mean(trade_close,72)))))",skel_02aabb9130df9951,prod_af217dfec132d822,a7ls1_00e1b7fbd6b8a2f2,True,True,a7ls_a_materialization_s004,a7ls_a_numeric_s000::a7ls1_00e1b7fbd6b8a2f2,a7ls_a_numeric_s000
A7LS_A,basis_premium_price_vol_evidence_guided,evidence_guided,L2_typed_arm_interaction,role_mixed_allowed,P0,basis_premium_like|price_like,relative_shock,mark_index_basis_bps,trade_close,basis_premium_like,price_like,abs_zmean_24h,zmean_1h,False,"Mul(Delta(Abs(ZScore(Mean(mark_index_basis_bps,24))),4),ZScore(ZScore(Mean(trade_close,1))))",skel_0d0931677078001e,prod_25d927c6bef46bef,a7ls1_01e375fccf380282,True,True,a7ls_a_materialization_s004,a7ls_a_numeric_s000::a7ls1_01e375fccf380282,a7ls_a_numeric_s000
A7LS_A,basis_premium_price_vol_evidence_guided,evidence_guided,L2_typed_arm_interaction,role_mixed_allowed,P0,basis_premium_like|price_like,relative_shock,mark_index_basis_bps,trade_close,basis_premium_like,price_like,abs_zmean_24h,zmean_168h,False,"Mul(Delta(Abs(ZScore(Mean(mark_index_basis_bps,24))),4),ZScore(ZScore(Mean(trade_close,168))))",skel_0d0931677078001e,prod_6140caedac0e7990,a7ls1_030269ccd7e27518,True,True,a7ls_a_materialization_s004,a7ls_a_numeric_s000::a7ls1_030269ccd7e27518,a7ls_a_numeric_s000
A7LS_A,basis_premium_price_vol_evidence_guided,evidence_guided,L2_typed_arm_interaction,role_mixed_allowed,P0,basis_premium_like|price_like,relative_shock,mark_index_basis_bps,trade_close,basis_premium_like,price_like,abs_zmean_72h,level,False,"Mul(Delta(Abs(ZScore(Mean(mark_index_basis_bps,72))),4),ZScore(trade_close))",skel_9c55d46773a7efef,prod_39f61c0065e07a46,a7ls1_0371c2aa741749e1,True,True,a7ls_a_materialization_s004,a7ls_a_numeric_s000::a7ls1_0371c2aa741749e1,a7ls_a_numeric_s000
A7LS_A,basis_premium_price_vol_evidence_guided,evidence_guided,L2_typed_arm_interaction,role_mixed_allowed,P0,basis_premium_like|price_like,relative_shock,mark_index_basis_bps,trade_close,basis_premium_like,price_like,abs_zmean_24h,zmean_2h,False,"Mul(Delta(Abs(ZScore(Mean(mark_index_basis_bps,24))),4),ZScore(ZScore(Mean(trade_close,2))))",skel_0d0931677078001e,prod_60140e77dda63795,a7ls1_060e3effbfc12ece,True,True,a7ls_a_materialization_s004,a7ls_a_numeric_s000::a7ls1_060e3effbfc12ece,a7ls_a_numeric_s000
A7LS_A,basis_premium_price_vol_evidence_guided,evidence_guided,L2_typed_arm_interaction,role_mixed_allowed,P0,basis_premium_like|price_like,relative_shock,mark_index_basis_bps,trade_close,basis_premium_like,price_like,delta_48h,level,False,"Mul(Delta(Delta(mark_index_basis_bps,48),4),ZScore(trade_close))",skel_7d94a0d0fbd53a81,prod_904b654339c33b3b,a7ls1_09a819e194a66bd8,True,True,a7ls_a_materialization_s004,a7ls_a_numeric_s000::a7ls1_09a819e194a66bd8,a7ls_a_numeric_s000
A7LS_A,basis_premium_price_vol_evidence_guided,evidence_guided,L2_typed_arm_interaction,role_mixed_allowed,P0,basis_premium_like|price_like,relative_shock,mark_index_basis_bps,trade_close,basis_premium_like,price_like,delta_2h,level,False,"Mul(Delta(Delta(mark_index_basis_bps,2),4),ZScore(trade_close))",skel_7d94a0d0fbd53a81,prod_886a67abcc12af2e,a7ls1_12310da5c1e4b4f7,True,True,a7ls_a_materialization_s004,a7ls_a_numeric_s000::a7ls1_12310da5c1e4b4f7,a7ls_a_numeric_s000
A7LS_A,basis_premium_price_vol_evidence_guided,evidence_guided,L2_typed_arm_interaction,role_mixed_allowed,P0,basis_premium_like|price_like,relative_shock,mark_index_basis_bps,trade_close,basis_premium_like,price_like,zmean_168h,abs_zmean_72h,False,"Mul(Delta(ZScore(Mean(mark_index_basis_bps,168)),4),ZScore(Abs(ZScore(Mean(trade_close,72)))))",skel_02aabb9130df9951,prod_ef6712bc71c99e87,a7ls1_1d253191f585116a,True,True,a7ls_a_materialization_s004,a7ls_a_numeric_s000::a7ls1_1d253191f585116a,a7ls_a_numeric_s000
A7LS_A,basis_premium_price_vol_evidence_guided,evidence_guided,L2_typed_arm_interaction,role_mixed_allowed,P0,basis_premium_like|price_like,relative_shock,mark_index_basis_bps,trade_close,basis_premium_like,price_like,delta_4h,level,False,"Mul(Delta(Delta(mark_index_basis_bps,4),4),ZScore(trade_close))",skel_7d94a0d0fbd53a81,prod_bfe1b952d321c253,a7ls1_21095243eb724b17,True,True,a7ls_a_materialization_s004,a7ls_a_numeric_s000::a7ls1_21095243eb724b17,a7ls_a_numeric_s000
A7LS_A,basis_premium_price_vol_evidence_guided,evidence_guided,L2_typed_arm_interaction,role_mixed_allowed,P0,basis_premium_like|price_like,relative_shock,mark_index_basis_bps,trade_close,basis_premium_like,price_like,mean_12h,level,False,"Mul(Delta(Mean(mark_index_basis_bps,12),4),ZScore(trade_close))",skel_7d94a0d0fbd53a81,prod_90bb765c25506af1,a7ls1_26f208d71791cd5e,True,True,a7ls_a_materialization_s004,a7ls_a_numeric_s000::a7ls1_26f208d71791cd5e,a7ls_a_numeric_s000
A7LS_A,basis_premium_price_vol_evidence_guided,evidence_guided,L2_typed_arm_interaction,role_mixed_allowed,P0,basis_premium_like|price_like,relative_shock,mark_index_basis_bps,trade_close,basis_premium_like,price_like,mean_1h,level,False,"Mul(Delta(Mean(mark_index_basis_bps,1),4),ZScore(trade_close))",skel_7d94a0d0fbd53a81,prod_5b53a8a46c26cec9,a7ls1_2721c178a3b36c61,True,True,a7ls_a_materialization_s004,a7ls_a_numeric_s000::a7ls1_2721c178a3b36c61,a7ls_a_numeric_s000
A7LS_A,basis_premium_price_vol_evidence_guided,evidence_guided,L2_typed_arm_interaction,role_mixed_allowed,P0,basis_premium_like|price_like,relative_shock,mark_index_basis_bps,trade_close,basis_premium_like,price_like,abs_zmean_72h,zmean_72h,False,"Mul(Delta(Abs(ZScore(Mean(mark_index_basis_bps,72))),4),ZScore(ZScore(Mean(trade_close,72))))",skel_0d0931677078001e,prod_54b1a7c94fb93c00,a7ls1_27e621740e758cb9,True,True,a7ls_a_materialization_s004,a7ls_a_numeric_s000::a7ls1_27e621740e758cb9,a7ls_a_numeric_s000
A7LS_A,basis_premium_price_vol_evidence_guided,evidence_guided,L2_typed_arm_interaction,role_mixed_allowed,P0,basis_premium_like|price_like,relative_shock,mark_index_basis_bps,mark_close,basis_premium_like,price_like,delta_8h,level,False,"Mul(Delta(Delta(mark_index_basis_bps,8),4),ZScore(mark_close))",skel_7d94a0d0fbd53a81,prod_c8af9359082aa34b,a7ls1_30adb233b33f8abf,True,True,a7ls_a_materialization_s004,a7ls_a_numeric_s000::a7ls1_30adb233b33f8abf,a7ls_a_numeric_s000
A7LS_A,basis_premium_price_vol_evidence_guided,evidence_guided,L2_typed_arm_interaction,role_mixed_allowed,P0,basis_premium_like|price_like,relative_shock,mark_index_basis_bps,trade_close,basis_premium_like,price_like,abs_zmean_24h,abs_zmean_24h,False,"Mul(Delta(Abs(ZScore(Mean(mark_index_basis_bps,24))),4),ZScore(Abs(ZScore(Mean(trade_close,24)))))",skel_d9133689cb417286,prod_9c1f7c26cbc962fe,a7ls1_31238cd191232fd0,True,True,a7ls_a_materialization_s004,a7ls_a_numeric_s000::a7ls1_31238cd191232fd0,a7ls_a_numeric_s000
A7LS_A,basis_premium_price_vol_evidence_guided,evidence_guided,L2_typed_arm_interaction,role_mixed_allowed,P0,basis_premium_like|price_like,relative_shock,mark_index_basis_bps,trade_close,basis_premium_like,price_like,zmean_12h,abs_zmean_72h,False,"Mul(Delta(ZScore(Mean(mark_index_basis_bps,12)),4),ZScore(Abs(ZScore(Mean(trade_close,72)))))",skel_02aabb9130df9951,prod_e094dd2fd625b547,a7ls1_335887a3af39fa0b,True,True,a7ls_a_materialization_s004,a7ls_a_numeric_s000::a7ls1_335887a3af39fa0b,a7ls_a_numeric_s000
A7LS_A,basis_premium_price_vol_evidence_guided,evidence_guided,L2_typed_arm_interaction,role_mixed_allowed,P0,basis_premium_like|price_like,relative_shock,mark_index_basis_bps,trade_close,basis_premium_like,price_like,abs_zmean_72h,abs_zmean_24h,False,"Mul(Delta(Abs(ZScore(Mean(mark_index_basis_bps,72))),4),ZScore(Abs(ZScore(Mean(trade_close,24)))))",skel_d9133689cb417286,prod_c26601e88c24a75d,a7ls1_346ef40afdc0d169,True,True,a7ls_a_materialization_s004,a7ls_a_numeric_s000::a7ls1_346ef40afdc0d169,a7ls_a_numeric_s000
A7LS_A,basis_premium_price_vol_evidence_guided,evidence_guided,L2_typed_arm_interaction,role_mixed_allowed,P0,basis_premium_like|price_like,relative_shock,mark_index_basis_bps,trade_close,basis_premium_like,price_like,mean_48h,level,False,"Mul(Delta(Mean(mark_index_basis_bps,48),4),ZScore(trade_close))",skel_7d94a0d0fbd53a81,prod_5ca1d3d0b4ef4d22,a7ls1_3fc194b58d43137a,True,True,a7ls_a_materialization_s004,a7ls_a_numeric_s000::a7ls1_3fc194b58d43137a,a7ls_a_numeric_s000
A7LS_A,basis_premium_price_vol_evidence_guided,evidence_guided,L2_typed_arm_interaction,role_mixed_allowed,P0,basis_premium_like|price_like,relative_shock,mark_index_basis_bps,trade_close,basis_premium_like,price_like,mean_2h,level,False,"Mul(Delta(Mean(mark_index_basis_bps,2),4),ZScore(trade_close))",skel_7d94a0d0fbd53a81,prod_4aeeffa059497a1a,a7ls1_402f50f2709223de,True,True,a7ls_a_materialization_s004,a7ls_a_numeric_s000::a7ls1_402f50f2709223de,a7ls_a_numeric_s000
A7LS_A,basis_premium_price_vol_evidence_guided,evidence_guided,L2_typed_arm_interaction,role_mixed_allowed,P0,basis_premium_like|price_like,relative_shock,mark_index_basis_bps,mark_close,basis_premium_like,price_like,mean_2h,level,False,"Mul(Delta(Mean(mark_index_basis_bps,2),4),ZScore(mark_close))",skel_7d94a0d0fbd53a81,prod_0b27a0279725c6fb,a7ls1_426b7a883cbb6504,True,True,a7ls_a_materialization_s004,a7ls_a_numeric_s000::a7ls1_426b7a883cbb6504,a7ls_a_numeric_s000
A7LS_A,basis_premium_price_vol_evidence_guided,evidence_guided,L2_typed_arm_interaction,role_mixed_allowed,P0,basis_premium_like|price_like,relative_shock,mark_index_basis_bps,mark_close,basis_premium_like,price_like,mean_1h,level,False,"Mul(Delta(Mean(mark_index_basis_bps,1),4),ZScore(mark_close))",skel_7d94a0d0fbd53a81,prod_b309edaf68376f0c,a7ls1_440bac9fc2c1f278,True,True,a7ls_a_materialization_s004,a7ls_a_numeric_s000::a7ls1_440bac9fc2c1f278,a7ls_a_numeric_s000
A7LS_A,basis_premium_price_vol_evidence_guided,evidence_guided,L2_typed_arm_interaction,role_mixed_allowed,P0,basis_premium_like|price_like,relative_shock,mark_index_basis_bps,trade_close,basis_premium_like,price_like,zmean_24h,abs_zmean_72h,False,"Mul(Delta(ZScore(Mean(mark_index_basis_bps,24)),4),ZScore(Abs(ZScore(Mean(trade_close,72)))))",skel_02aabb9130df9951,prod_463f50000a3897c3,a7ls1_44754088bebdf61f,True,True,a7ls_a_materialization_s004,a7ls_a_numeric_s000::a7ls1_44754088bebdf61f,a7ls_a_numeric_s000
A7LS_A,basis_premium_price_vol_evidence_guided,evidence_guided,L2_typed_arm_interaction,role_mixed_allowed,P0,basis_premium_like|price_like,relative_shock,mark_index_basis_bps,trade_close,basis_premium_like,price_like,zmean_2h,level,False,"Mul(Delta(ZScore(Mean(mark_index_basis_bps,2)),4),ZScore(trade_close))",skel_d32fc9833ae325db,prod_f925d0568c703f8b,a7ls1_47c86487c73bb2ab,True,True,a7ls_a_materialization_s004,a7ls_a_numeric_s000::a7ls1_47c86487c73bb2ab,a7ls_a_numeric_s000
A7LS_A,basis_premium_price_vol_evidence_guided,evidence_guided,L2_typed_arm_interaction,role_mixed_allowed,P0,basis_premium_like|price_like,relative_shock,mark_index_basis_bps,trade_close,basis_premium_like,price_like,abs_zmean_72h,zmean_168h,False,"Mul(Delta(Abs(ZScore(Mean(mark_index_basis_bps,72))),4),ZScore(ZScore(Mean(trade_close,168))))",skel_0d0931677078001e,prod_368694eb9e0bc270,a7ls1_48dec8c93da34495,True,True,a7ls_a_materialization_s004,a7ls_a_numeric_s000::a7ls1_48dec8c93da34495,a7ls_a_numeric_s000
A7LS_A,basis_premium_price_vol_evidence_guided,evidence_guided,L2_typed_arm_interaction,role_mixed_allowed,P0,basis_premium_like|price_like,relative_shock,mark_index_basis_bps,trade_close,basis_premium_like,price_like,abs_zmean_72h,abs_zmean_72h,False,"Mul(Delta(Abs(ZScore(Mean(mark_index_basis_bps,72))),4),ZScore(Abs(ZScore(Mean(trade_close,72)))))",skel_d9133689cb417286,prod_e0d1d5849949d2c7,a7ls1_4a30dbd78779ec50,True,True,a7ls_a_materialization_s004,a7ls_a_numeric_s000::a7ls1_4a30dbd78779ec50,a7ls_a_numeric_s000
A7LS_A,basis_premium_price_vol_evidence_guided,evidence_guided,L2_typed_arm_interaction,role_mixed_allowed,P0,basis_premium_like|price_like,relative_shock,mark_index_basis_bps,trade_close,basis_premium_like,price_like,abs_zmean_24h,abs_zmean_72h,False,"Mul(Delta(Abs(ZScore(Mean(mark_index_basis_bps,24))),4),ZScore(Abs(ZScore(Mean(trade_close,72)))))",skel_d9133689cb417286,prod_d880b874c5d8782b,a7ls1_4bdf0247066b2d54,True,True,a7ls_a_materialization_s004,a7ls_a_numeric_s000::a7ls1_4bdf0247066b2d54,a7ls_a_numeric_s000
A7LS_A,basis_premium_price_vol_evidence_guided,evidence_guided,L2_typed_arm_interaction,role_mixed_allowed,P0,basis_premium_like|price_like,relative_shock,mark_index_basis_bps,trade_close,basis_premium_like,price_like,abs_zmean_72h,zmean_24h,False,"Mul(Delta(Abs(ZScore(Mean(mark_index_basis_bps,72))),4),ZScore(ZScore(Mean(trade_close,24))))",skel_0d0931677078001e,prod_de36fc4e2acdf1c4,a7ls1_4c6ea4f0cffa0bde,True,True,a7ls_a_materialization_s004,a7ls_a_numeric_s000::a7ls1_4c6ea4f0cffa0bde,a7ls_a_numeric_s000
A7LS_A,basis_premium_price_vol_evidence_guided,evidence_guided,L2_typed_arm_interaction,role_mixed_allowed,P0,basis_premium_like|price_like,relative_shock,mark_index_basis_bps,trade_close,basis_premium_like,price_like,mean_24h,level,False,"Mul(Delta(Mean(mark_index_basis_bps,24),4),ZScore(trade_close))",skel_7d94a0d0fbd53a81,prod_288961bd4053fccb,a7ls1_4d5e04fa03b20ea5,True,True,a7ls_a_materialization_s004,a7ls_a_numeric_s000::a7ls1_4d5e04fa03b20ea5,a7ls_a_numeric_s000
A7LS_A,basis_premium_price_vol_evidence_guided,evidence_guided,L2_typed_arm_interaction,role_mixed_allowed,P0,basis_premium_like|price_like,relative_shock,mark_index_basis_bps,trade_close,basis_premium_like,price_like,abs_zmean_24h,zmean_8h,False,"Mul(Delta(Abs(ZScore(Mean(mark_index_basis_bps,24))),4),ZScore(ZScore(Mean(trade_close,8))))",skel_0d0931677078001e,prod_48d6a9aaaf60b5c2,a7ls1_4ddfcf8ba1fda208,True,True,a7ls_a_materialization_s004,a7ls_a_numeric_s000::a7ls1_4ddfcf8ba1fda208,a7ls_a_numeric_s000
A7LS_A,basis_premium_price_vol_evidence_guided,evidence_guided,L2_typed_arm_interaction,role_mixed_allowed,P0,basis_premium_like|price_like,relative_shock,mark_index_basis_bps,mark_close,basis_premium_like,price_like,zmean_4h,level,False,"Mul(Delta(ZScore(Mean(mark_index_basis_bps,4)),4),ZScore(mark_close))",skel_d32fc9833ae325db,prod_2e73c7386c9c8786,a7ls1_51fb3e1da8b2683c,True,True,a7ls_a_materialization_s004,a7ls_a_numeric_s000::a7ls1_51fb3e1da8b2683c,a7ls_a_numeric_s000
A7LS_A,basis_premium_price_vol_evidence_guided,evidence_guided,L2_typed_arm_interaction,role_mixed_allowed,P0,basis_premium_like|price_like,relative_shock,mark_index_basis_bps,trade_close,basis_premium_like,price_like,decay_24h,level,False,"Mul(Delta(Decay(mark_index_basis_bps,24),4),ZScore(trade_close))",skel_7d94a0d0fbd53a81,prod_789ef45f3f15c6e8,a7ls1_562cd4a700d7ccff,True,True,a7ls_a_materialization_s004,a7ls_a_numeric_s000::a7ls1_562cd4a700d7ccff,a7ls_a_numeric_s000
A7LS_A,basis_premium_price_vol_evidence_guided,evidence_guided,L2_typed_arm_interaction,role_mixed_allowed,P0,basis_premium_like|price_like,relative_shock,mark_index_basis_bps,trade_close,basis_premium_like,price_like,abs_zmean_72h,zmean_12h,False,"Mul(Delta(Abs(ZScore(Mean(mark_index_basis_bps,72))),4),ZScore(ZScore(Mean(trade_close,12))))",skel_0d0931677078001e,prod_118a7b50cd18ff38,a7ls1_5969200ed005ddf0,True,True,a7ls_a_materialization_s004,a7ls_a_numeric_s000::a7ls1_5969200ed005ddf0,a7ls_a_numeric_s000
A7LS_A,basis_premium_price_vol_evidence_guided,evidence_guided,L2_typed_arm_interaction,role_mixed_allowed,P0,basis_premium_like|price_like,relative_shock,mark_index_basis_bps,trade_close,basis_premium_like,price_like,zmean_8h,level,False,"Mul(Delta(ZScore(Mean(mark_index_basis_bps,8)),4),ZScore(trade_close))",skel_d32fc9833ae325db,prod_7decfc5657597388,a7ls1_5dda71851e159c93,True,True,a7ls_a_materialization_s004,a7ls_a_numeric_s000::a7ls1_5dda71851e159c93,a7ls_a_numeric_s000
A7LS_A,basis_premium_price_vol_evidence_guided,evidence_guided,L2_typed_arm_interaction,role_mixed_allowed,P0,basis_premium_like|price_like,relative_shock,mark_index_basis_bps,mark_close,basis_premium_like,price_like,zmean_1h,abs_zmean_24h,False,"Mul(Delta(ZScore(Mean(mark_index_basis_bps,1)),4),ZScore(Abs(ZScore(Mean(mark_close,24)))))",skel_02aabb9130df9951,prod_d8f804378a66915e,a7ls1_63d450043620dbc2,True,True,a7ls_a_materialization_s004,a7ls_a_numeric_s000::a7ls1_63d450043620dbc2,a7ls_a_numeric_s000
A7LS_A,basis_premium_price_vol_evidence_guided,evidence_guided,L2_typed_arm_interaction,role_mixed_allowed,P0,basis_premium_like|price_like,relative_shock,mark_index_basis_bps,trade_close,basis_premium_like,price_like,zmean_1h,abs_zmean_72h,False,"Mul(Delta(ZScore(Mean(mark_index_basis_bps,1)),4),ZScore(Abs(ZScore(Mean(trade_close,72)))))",skel_02aabb9130df9951,prod_4b8a3e4a8512414d,a7ls1_65b0705950993fc0,True,True,a7ls_a_materialization_s004,a7ls_a_numeric_s000::a7ls1_65b0705950993fc0,a7ls_a_numeric_s000
A7LS_A,basis_premium_price_vol_evidence_guided,evidence_guided,L2_typed_arm_interaction,role_mixed_allowed,P0,basis_premium_like|price_like,relative_shock,mark_index_basis_bps,trade_close,basis_premium_like,price_like,zmean_168h,abs_zmean_24h,False,"Mul(Delta(ZScore(Mean(mark_index_basis_bps,168)),4),ZScore(Abs(ZScore(Mean(trade_close,24)))))",skel_02aabb9130df9951,prod_9dcca9d497e708ed,a7ls1_665121356b018c17,True,True,a7ls_a_materialization_s004,a7ls_a_numeric_s001::a7ls1_665121356b018c17,a7ls_a_numeric_s001
A7LS_A,basis_premium_price_vol_evidence_guided,evidence_guided,L2_typed_arm_interaction,role_mixed_allowed,P0,basis_premium_like|price_like,relative_shock,mark_index_basis_bps,trade_close,basis_premium_like,price_like,abs_zmean_72h,zmean_2h,False,"Mul(Delta(Abs(ZScore(Mean(mark_index_basis_bps,72))),4),ZScore(ZScore(Mean(trade_close,2))))",skel_0d0931677078001e,prod_5e26f09b01bbd77c,a7ls1_704183d25f5fcd52,True,True,a7ls_a_materialization_s004,a7ls_a_numeric_s001::a7ls1_704183d25f5fcd52,a7ls_a_numeric_s001
A7LS_A,basis_premium_price_vol_evidence_guided,evidence_guided,L2_typed_arm_interaction,role_mixed_allowed,P0,basis_premium_like|price_like,relative_shock,mark_index_basis_bps,trade_close,basis_premium_like,price_like,abs_zmean_24h,zmean_12h,False,"Mul(Delta(Abs(ZScore(Mean(mark_index_basis_bps,24))),4),ZScore(ZScore(Mean(trade_close,12))))",skel_0d0931677078001e,prod_d0f83de5e6c71390,a7ls1_7112f4d0641a7f55,True,True,a7ls_a_materialization_s004,a7ls_a_numeric_s001::a7ls1_7112f4d0641a7f55,a7ls_a_numeric_s001
A7LS_A,basis_premium_price_vol_evidence_guided,evidence_guided,L2_typed_arm_interaction,role_mixed_allowed,P0,basis_premium_like|price_like,relative_shock,mark_index_basis_bps,trade_close,basis_premium_like,price_like,zmean_168h,level,False,"Mul(Delta(ZScore(Mean(mark_index_basis_bps,168)),4),ZScore(trade_close))",skel_d32fc9833ae325db,prod_34fa0379758e886e,a7ls1_73933a08369bb886,True,True,a7ls_a_materialization_s004,a7ls_a_numeric_s001::a7ls1_73933a08369bb886,a7ls_a_numeric_s001
A7LS_A,basis_premium_price_vol_evidence_guided,evidence_guided,L2_typed_arm_interaction,role_mixed_allowed,P0,basis_premium_like|price_like,relative_shock,mark_index_basis_bps,trade_close,basis_premium_like,price_like,zmean_48h,abs_zmean_72h,False,"Mul(Delta(ZScore(Mean(mark_index_basis_bps,48)),4),ZScore(Abs(ZScore(Mean(trade_close,72)))))",skel_02aabb9130df9951,prod_b5d4ff1e1726062f,a7ls1_775c63da655306cf,True,True,a7ls_a_materialization_s004,a7ls_a_numeric_s001::a7ls1_775c63da655306cf,a7ls_a_numeric_s001
A7LS_A,basis_premium_price_vol_evidence_guided,evidence_guided,L2_typed_arm_interaction,role_mixed_allowed,P0,basis_premium_like|price_like,relative_shock,mark_index_basis_bps,trade_close,basis_premium_like,price_like,zmean_8h,abs_zmean_24h,False,"Mul(Delta(ZScore(Mean(mark_index_basis_bps,8)),4),ZScore(Abs(ZScore(Mean(trade_close,24)))))",skel_02aabb9130df9951,prod_41b20bc956d34dc3,a7ls1_8acf5ee43708a0f2,True,True,a7ls_a_materialization_s004,a7ls_a_numeric_s001::a7ls1_8acf5ee43708a0f2,a7ls_a_numeric_s001
A7LS_A,basis_premium_price_vol_evidence_guided,evidence_guided,L2_typed_arm_interaction,role_mixed_allowed,P0,basis_premium_like|price_like,relative_shock,mark_index_basis_bps,trade_close,basis_premium_like,price_like,abs_zmean_72h,zmean_1h,False,"Mul(Delta(Abs(ZScore(Mean(mark_index_basis_bps,72))),4),ZScore(ZScore(Mean(trade_close,1))))",skel_0d0931677078001e,prod_3a07d01dd5c57ccc,a7ls1_8b826c1fb77baba2,True,True,a7ls_a_materialization_s004,a7ls_a_numeric_s001::a7ls1_8b826c1fb77baba2,a7ls_a_numeric_s001
A7LS_A,basis_premium_price_vol_evidence_guided,evidence_guided,L2_typed_arm_interaction,role_mixed_allowed,P0,basis_premium_like|price_like,relative_shock,mark_index_basis_bps,trade_close,basis_premium_like,price_like,abs_zmean_24h,zmean_48h,False,"Mul(Delta(Abs(ZScore(Mean(mark_index_basis_bps,24))),4),ZScore(ZScore(Mean(trade_close,48))))",skel_0d0931677078001e,prod_7fb82f10acef903b,a7ls1_8fd7b10139addc1c,True,True,a7ls_a_materialization_s004,a7ls_a_numeric_s001::a7ls1_8fd7b10139addc1c,a7ls_a_numeric_s001
A7LS_A,basis_premium_price_vol_evidence_guided,evidence_guided,L2_typed_arm_interaction,role_mixed_allowed,P0,basis_premium_like|price_like,relative_shock,mark_index_basis_bps,trade_close,basis_premium_like,price_like,abs_zmean_24h,level,False,"Mul(Delta(Abs(ZScore(Mean(mark_index_basis_bps,24))),4),ZScore(trade_close))",skel_9c55d46773a7efef,prod_0119293cd510ab1b,a7ls1_963f03b8b7f17250,True,True,a7ls_a_materialization_s004,a7ls_a_numeric_s001::a7ls1_963f03b8b7f17250,a7ls_a_numeric_s001
A7LS_A,basis_premium_price_vol_evidence_guided,evidence_guided,L2_typed_arm_interaction,role_mixed_allowed,P0,basis_premium_like|price_like,relative_shock,mark_index_basis_bps,mark_close,basis_premium_like,price_like,zmean_2h,abs_zmean_24h,False,"Mul(Delta(ZScore(Mean(mark_index_basis_bps,2)),4),ZScore(Abs(ZScore(Mean(mark_close,24)))))",skel_02aabb9130df9951,prod_cb9ed24d43fd67bf,a7ls1_969136b210fa0221,True,True,a7ls_a_materialization_s004,a7ls_a_numeric_s001::a7ls1_969136b210fa0221,a7ls_a_numeric_s001
A7LS_A,basis_premium_price_vol_evidence_guided,evidence_guided,L2_typed_arm_interaction,role_mixed_allowed,P0,basis_premium_like|price_like,relative_shock,mark_index_basis_bps,trade_close,basis_premium_like,price_like,zmean_1h,abs_zmean_24h,False,"Mul(Delta(ZScore(Mean(mark_index_basis_bps,1)),4),ZScore(Abs(ZScore(Mean(trade_close,24)))))",skel_02aabb9130df9951,prod_2fece35e03fa218c,a7ls1_97051a52e381a291,True,True,a7ls_a_materialization_s004,a7ls_a_numeric_s001::a7ls1_97051a52e381a291,a7ls_a_numeric_s001
