symbol,split,rows,metrics_complete_5m_rate,agg_overlay_available_rate,may_allowed_for_ranking
GLMUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
GLMUSDT,may_2026_stress_only,0,,,False
GMTUSDT,train_2024,8784,0.99852,0.0,True
GMTUSDT,validation_2025H1,4344,0.99954,0.0,True
GMTUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
GMTUSDT,may_2026_stress_only,0,,,False
GMXUSDT,train_2024,8784,0.99852,0.0,True
GMXUSDT,validation_2025H1,4344,0.99954,0.0,True
GMXUSDT,recent_2025H2_2026Apr,7296,0.999726,0.0,True
GMXUSDT,may_2026_stress_only,0,,,False
GOATUSDT,train_2024,1644,0.998175,0.0,True
GOATUSDT,validation_2025H1,4344,0.99954,0.0,True
GOATUSDT,recent_2025H2_2026Apr,7296,0.999589,0.0,True
GOATUSDT,may_2026_stress_only,0,,,False
GRASSUSDT,train_2024,1281,0.999219,0.0,True
GRASSUSDT,validation_2025H1,4344,0.99954,0.0,True
GRASSUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
GRASSUSDT,may_2026_stress_only,0,,,False
GRIFFAINUSDT,train_2024,0,,,True
GRIFFAINUSDT,validation_2025H1,4308,0.999071,0.0,True
GRIFFAINUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
GRIFFAINUSDT,may_2026_stress_only,0,,,False
GRTUSDT,train_2024,8784,0.99852,0.0,True
GRTUSDT,validation_2025H1,4344,0.99954,0.0,True
GRTUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
GRTUSDT,may_2026_stress_only,0,,,False
GTCUSDT,train_2024,8784,0.99852,0.0,True
GTCUSDT,validation_2025H1,4344,0.99954,0.0,True
GTCUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
GTCUSDT,may_2026_stress_only,0,,,False
GUSDT,train_2024,3336,0.995803,0.0,True
GUSDT,validation_2025H1,4344,0.99954,0.0,True
GUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
GUSDT,may_2026_stress_only,0,,,False
HBARUSDT,train_2024,8784,0.99852,0.0,True
HBARUSDT,validation_2025H1,4344,0.99954,0.0,True
HBARUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
HBARUSDT,may_2026_stress_only,0,,,False
HEIUSDT,train_2024,0,,,True
HEIUSDT,validation_2025H1,3304,0.998789,0.0,True
HEIUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
HEIUSDT,may_2026_stress_only,0,,,False
HFTUSDT,train_2024,8784,0.99852,0.0,True
HFTUSDT,validation_2025H1,4344,0.99954,0.0,True
HFTUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
HFTUSDT,may_2026_stress_only,0,,,False
HIGHUSDT,train_2024,8784,0.99852,0.0,True
HIGHUSDT,validation_2025H1,4344,0.99954,0.0,True
HIGHUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
HIGHUSDT,may_2026_stress_only,0,,,False
HIVEUSDT,train_2024,216,0.944444,0.0,True
HIVEUSDT,validation_2025H1,4344,0.99954,0.0,True
HIVEUSDT,recent_2025H2_2026Apr,7296,0.999726,0.0,True
HIVEUSDT,may_2026_stress_only,0,,,False
HMSTRUSDT,train_2024,2316,0.999136,0.0,True
HMSTRUSDT,validation_2025H1,4344,0.99954,0.0,True
HMSTRUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
HMSTRUSDT,may_2026_stress_only,0,,,False
HOTUSDT,train_2024,8784,0.99852,0.0,True
HOTUSDT,validation_2025H1,4344,0.999309,0.0,True
HOTUSDT,recent_2025H2_2026Apr,7296,0.999315,0.0,True
HOTUSDT,may_2026_stress_only,0,,,False
ICPUSDT,train_2024,8784,0.99852,0.0,True
ICPUSDT,validation_2025H1,4344,0.99954,0.0,True
ICPUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
ICPUSDT,may_2026_stress_only,0,,,False
ICXUSDT,train_2024,8784,0.99852,0.0,True
ICXUSDT,validation_2025H1,4344,0.99954,0.0,True
ICXUSDT,recent_2025H2_2026Apr,7296,0.999041,0.0,True
ICXUSDT,may_2026_stress_only,0,,,False
IDUSDT,train_2024,8784,0.99852,0.0,True
IDUSDT,validation_2025H1,4344,0.99954,0.0,True
IDUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
IDUSDT,may_2026_stress_only,0,,,False
ILVUSDT,train_2024,8784,0.99852,0.0,True
ILVUSDT,validation_2025H1,4344,0.99954,0.0,True
ILVUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
ILVUSDT,may_2026_stress_only,0,,,False
IMXUSDT,train_2024,8784,0.99852,0.0,True
IMXUSDT,validation_2025H1,4344,0.99954,0.0,True
IMXUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
IMXUSDT,may_2026_stress_only,0,,,False
INJUSDT,train_2024,8784,0.99852,0.0,True
INJUSDT,validation_2025H1,4344,0.99954,0.0,True
INJUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
INJUSDT,may_2026_stress_only,0,,,False
IOSTUSDT,train_2024,8784,0.99852,0.0,True
IOSTUSDT,validation_2025H1,4344,0.99954,0.0,True
IOSTUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
IOSTUSDT,may_2026_stress_only,0,,,False
IOTAUSDT,train_2024,8784,0.99852,0.0,True
IOTAUSDT,validation_2025H1,4344,0.99954,0.0,True
IOTAUSDT,recent_2025H2_2026Apr,7296,0.999041,0.0,True
IOTAUSDT,may_2026_stress_only,0,,,False
IOTXUSDT,train_2024,8784,0.99852,0.0,True
IOTXUSDT,validation_2025H1,4344,0.99954,0.0,True
IOTXUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
IOTXUSDT,may_2026_stress_only,0,,,False
IOUSDT,train_2024,4884,0.999181,0.0,True
IOUSDT,validation_2025H1,4344,0.99954,0.0,True
IOUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
IOUSDT,may_2026_stress_only,0,,,False
IPUSDT,train_2024,0,,,True
IPUSDT,validation_2025H1,3297,0.998483,0.0,True
IPUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
IPUSDT,may_2026_stress_only,0,,,False
JASMYUSDT,train_2024,8784,0.99852,0.0,True
JASMYUSDT,validation_2025H1,4344,0.99954,0.0,True
JASMYUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
JASMYUSDT,may_2026_stress_only,0,,,False
JOEUSDT,train_2024,8784,0.99852,0.0,True
JOEUSDT,validation_2025H1,4344,0.99954,0.0,True
JOEUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
JOEUSDT,may_2026_stress_only,0,,,False
JTOUSDT,train_2024,8784,0.99852,0.0,True
JTOUSDT,validation_2025H1,4344,0.99954,0.0,True
JTOUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
JTOUSDT,may_2026_stress_only,0,,,False
JUPUSDT,train_2024,8048,0.998012,0.0,True
JUPUSDT,validation_2025H1,4344,0.99954,0.0,True
JUPUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
JUPUSDT,may_2026_stress_only,0,,,False
KAIAUSDT,train_2024,672,0.977679,0.0,True
KAIAUSDT,validation_2025H1,4344,0.999309,0.0,True
KAIAUSDT,recent_2025H2_2026Apr,7296,0.999452,0.0,True
KAIAUSDT,may_2026_stress_only,0,,,False
KASUSDT,train_2024,8784,0.99852,0.0,True
KASUSDT,validation_2025H1,4344,0.99954,0.0,True
KASUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
KASUSDT,may_2026_stress_only,0,,,False
KAVAUSDT,train_2024,8784,0.99852,0.0,True
KAVAUSDT,validation_2025H1,4344,0.99954,0.0,True
KAVAUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
KAVAUSDT,may_2026_stress_only,0,,,False
KMNOUSDT,train_2024,271,0.98893,0.0,True
KMNOUSDT,validation_2025H1,4344,0.99954,0.0,True
KMNOUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
KMNOUSDT,may_2026_stress_only,0,,,False
KNCUSDT,train_2024,8784,0.99852,0.0,True
KNCUSDT,validation_2025H1,4344,0.99954,0.0,True
KNCUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
KNCUSDT,may_2026_stress_only,0,,,False
KOMAUSDT,train_2024,517,0.996132,0.0,True
KOMAUSDT,validation_2025H1,4344,0.99954,0.0,True
KOMAUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
KOMAUSDT,may_2026_stress_only,0,,,False
KSMUSDT,train_2024,8784,0.99852,0.0,True
KSMUSDT,validation_2025H1,4344,0.99954,0.0,True
KSMUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
KSMUSDT,may_2026_stress_only,0,,,False
LAYERUSDT,train_2024,0,,,True
LAYERUSDT,validation_2025H1,3346,0.998805,0.0,True
LAYERUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
LAYERUSDT,may_2026_stress_only,0,,,False
LDOUSDT,train_2024,8784,0.99852,0.0,True
LDOUSDT,validation_2025H1,4344,0.99954,0.0,True
LDOUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
LDOUSDT,may_2026_stress_only,0,,,False
LINKUSDT,train_2024,8784,0.99852,0.998862,True
LINKUSDT,validation_2025H1,4344,0.99954,1.0,True
LINKUSDT,recent_2025H2_2026Apr,7296,0.999863,1.0,True
LINKUSDT,may_2026_stress_only,0,,,False
LISTAUSDT,train_2024,4669,0.999357,0.0,True
LISTAUSDT,validation_2025H1,4344,0.99954,0.0,True
LISTAUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
LISTAUSDT,may_2026_stress_only,0,,,False
LPTUSDT,train_2024,8784,0.99852,0.0,True
LPTUSDT,validation_2025H1,4344,0.99954,0.0,True
LPTUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
LPTUSDT,may_2026_stress_only,0,,,False
LQTYUSDT,train_2024,8784,0.99852,0.0,True
LQTYUSDT,validation_2025H1,4344,0.99954,0.0,True
LQTYUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
LQTYUSDT,may_2026_stress_only,0,,,False
LSKUSDT,train_2024,8208,0.996589,0.0,True
LSKUSDT,validation_2025H1,4344,0.99954,0.0,True
LSKUSDT,recent_2025H2_2026Apr,7296,0.999726,0.0,True
LSKUSDT,may_2026_stress_only,0,,,False
LTCUSDT,train_2024,8784,0.99852,0.998862,True
LTCUSDT,validation_2025H1,4344,0.99954,1.0,True
LTCUSDT,recent_2025H2_2026Apr,7296,0.999863,1.0,True
LTCUSDT,may_2026_stress_only,0,,,False
LUMIAUSDT,train_2024,336,0.964286,0.0,True
LUMIAUSDT,validation_2025H1,4344,0.99954,0.0,True
LUMIAUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
LUMIAUSDT,may_2026_stress_only,0,,,False
LUNA2USDT,train_2024,8784,0.99852,0.0,True
LUNA2USDT,validation_2025H1,4344,0.99954,0.0,True
LUNA2USDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
LUNA2USDT,may_2026_stress_only,0,,,False
MAGICUSDT,train_2024,8784,0.99852,0.0,True
MAGICUSDT,validation_2025H1,4344,0.99954,0.0,True
MAGICUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
MAGICUSDT,may_2026_stress_only,0,,,False
MANAUSDT,train_2024,8784,0.99852,0.0,True
MANAUSDT,validation_2025H1,4344,0.99954,0.0,True
MANAUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
MANAUSDT,may_2026_stress_only,0,,,False
MANTAUSDT,train_2024,8366,0.997848,0.0,True
MANTAUSDT,validation_2025H1,4344,0.99954,0.0,True
MANTAUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
MANTAUSDT,may_2026_stress_only,0,,,False
MASKUSDT,train_2024,8784,0.99852,0.0,True
MASKUSDT,validation_2025H1,4344,0.99954,0.0,True
MASKUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
MASKUSDT,may_2026_stress_only,0,,,False
MAVUSDT,train_2024,8784,0.99852,0.0,True
MAVUSDT,validation_2025H1,4344,0.99954,0.0,True
MAVUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
MAVUSDT,may_2026_stress_only,0,,,False
MBOXUSDT,train_2024,3024,0.996362,0.0,True
MBOXUSDT,validation_2025H1,4344,0.99954,0.0,True
MBOXUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
MBOXUSDT,may_2026_stress_only,0,,,False
MELANIAUSDT,train_2024,0,,,True
MELANIAUSDT,validation_2025H1,3880,0.998969,0.0,True
MELANIAUSDT,recent_2025H2_2026Apr,7296,0.999589,0.0,True
MELANIAUSDT,may_2026_stress_only,0,,,False
MEMEUSDT,train_2024,8784,0.99852,0.0,True
MEMEUSDT,validation_2025H1,4344,0.99954,0.0,True
MEMEUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
MEMEUSDT,may_2026_stress_only,0,,,False
METISUSDT,train_2024,7081,0.998447,0.0,True
METISUSDT,validation_2025H1,4344,0.99954,0.0,True
METISUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
METISUSDT,may_2026_stress_only,0,,,False
MEUSDT,train_2024,514,0.992218,0.0,True
MEUSDT,validation_2025H1,4344,0.99954,0.0,True
MEUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
MEUSDT,may_2026_stress_only,0,,,False
MEWUSDT,train_2024,4739,0.999367,0.0,True
MEWUSDT,validation_2025H1,4344,0.99954,0.0,True
MEWUSDT,recent_2025H2_2026Apr,7296,0.999452,0.0,True
MEWUSDT,may_2026_stress_only,0,,,False
MINAUSDT,train_2024,8784,0.99852,0.0,True
MINAUSDT,validation_2025H1,4344,0.99954,0.0,True
MINAUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
MINAUSDT,may_2026_stress_only,0,,,False
MOCAUSDT,train_2024,374,0.994652,0.0,True
MOCAUSDT,validation_2025H1,4344,0.999079,0.0,True
MOCAUSDT,recent_2025H2_2026Apr,7296,0.999315,0.0,True
MOCAUSDT,may_2026_stress_only,0,,,False
MOODENGUSDT,train_2024,1623,0.998152,0.0,True
MOODENGUSDT,validation_2025H1,4344,0.99954,0.0,True
MOODENGUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
MOODENGUSDT,may_2026_stress_only,0,,,False
MORPHOUSDT,train_2024,827,0.997582,0.0,True
MORPHOUSDT,validation_2025H1,4344,0.99954,0.0,True
MORPHOUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
MORPHOUSDT,may_2026_stress_only,0,,,False
MOVEUSDT,train_2024,540,0.994444,0.0,True
MOVEUSDT,validation_2025H1,4344,0.99954,0.0,True
MOVEUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
MOVEUSDT,may_2026_stress_only,0,,,False
MOVRUSDT,train_2024,8784,0.99852,0.0,True
MOVRUSDT,validation_2025H1,4344,0.99954,0.0,True
MOVRUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
MOVRUSDT,may_2026_stress_only,0,,,False
MTLUSDT,train_2024,8784,0.99852,0.0,True
MTLUSDT,validation_2025H1,4344,0.99954,0.0,True
MTLUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
MTLUSDT,may_2026_stress_only,0,,,False
NEARUSDT,train_2024,8784,0.99852,0.0,True
NEARUSDT,validation_2025H1,4344,0.99954,0.0,True
NEARUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
NEARUSDT,may_2026_stress_only,0,,,False
NEIROUSDT,train_2024,2558,0.998827,0.0,True
NEIROUSDT,validation_2025H1,4344,0.99954,0.0,True
NEIROUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
NEIROUSDT,may_2026_stress_only,0,,,False
NEOUSDT,train_2024,8784,0.99852,0.0,True
NEOUSDT,validation_2025H1,4344,0.99954,0.0,True
NEOUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
NEOUSDT,may_2026_stress_only,0,,,False
NFPUSDT,train_2024,8784,0.995788,0.0,True
NFPUSDT,validation_2025H1,4344,0.99954,0.0,True
NFPUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
NFPUSDT,may_2026_stress_only,0,,,False
NMRUSDT,train_2024,8784,0.99852,0.0,True
NMRUSDT,validation_2025H1,4344,0.99954,0.0,True
NMRUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
NMRUSDT,may_2026_stress_only,0,,,False
NOTUSDT,train_2024,5507,0.999455,0.0,True
NOTUSDT,validation_2025H1,4344,0.99954,0.0,True
NOTUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
NOTUSDT,may_2026_stress_only,0,,,False
OGNUSDT,train_2024,8784,0.99852,0.0,True
OGNUSDT,validation_2025H1,4344,0.99954,0.0,True
OGNUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
OGNUSDT,may_2026_stress_only,0,,,False
ONDOUSDT,train_2024,8320,0.997716,0.0,True
ONDOUSDT,validation_2025H1,4344,0.99954,0.0,True
ONDOUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
ONDOUSDT,may_2026_stress_only,0,,,False
ONEUSDT,train_2024,8784,0.99852,0.0,True
ONEUSDT,validation_2025H1,4344,0.99954,0.0,True
ONEUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
ONEUSDT,may_2026_stress_only,0,,,False
ONGUSDT,train_2024,8784,0.99852,0.0,True
ONGUSDT,validation_2025H1,4344,0.99954,0.0,True
ONGUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
ONGUSDT,may_2026_stress_only,0,,,False
ONTUSDT,train_2024,8784,0.99852,0.0,True
ONTUSDT,validation_2025H1,4344,0.99954,0.0,True
ONTUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
ONTUSDT,may_2026_stress_only,0,,,False
OPUSDT,train_2024,8784,0.99852,0.0,True
OPUSDT,validation_2025H1,4344,0.99954,0.0,True
OPUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
OPUSDT,may_2026_stress_only,0,,,False
ORCAUSDT,train_2024,613,0.991843,0.0,True
ORCAUSDT,validation_2025H1,4344,0.99954,0.0,True
ORCAUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
ORCAUSDT,may_2026_stress_only,0,,,False
ORDIUSDT,train_2024,8784,0.99852,0.0,True
ORDIUSDT,validation_2025H1,4344,0.99954,0.0,True
ORDIUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
ORDIUSDT,may_2026_stress_only,0,,,False
PENDLEUSDT,train_2024,8784,0.99852,0.0,True
PENDLEUSDT,validation_2025H1,4344,0.99954,0.0,True
PENDLEUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
PENDLEUSDT,may_2026_stress_only,0,,,False
PENGUUSDT,train_2024,346,0.991329,0.0,True
PENGUUSDT,validation_2025H1,4344,0.99954,0.0,True
PENGUUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
PENGUUSDT,may_2026_stress_only,0,,,False
PEOPLEUSDT,train_2024,8784,0.99852,0.0,True
PEOPLEUSDT,validation_2025H1,4344,0.99954,0.0,True
PEOPLEUSDT,recent_2025H2_2026Apr,7296,0.999452,0.0,True
PEOPLEUSDT,may_2026_stress_only,0,,,False
PHAUSDT,train_2024,48,0.75,0.0,True
PHAUSDT,validation_2025H1,4344,0.99954,0.0,True
PHAUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
PHAUSDT,may_2026_stress_only,0,,,False
PIPPINUSDT,train_2024,0,,,True
PIPPINUSDT,validation_2025H1,3784,0.998679,0.0,True
PIPPINUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
PIPPINUSDT,may_2026_stress_only,0,,,False
PIXELUSDT,train_2024,7596,0.99921,0.0,True
PIXELUSDT,validation_2025H1,4344,0.99954,0.0,True
PIXELUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
PIXELUSDT,may_2026_stress_only,0,,,False
PNUTUSDT,train_2024,1214,0.997529,0.0,True
PNUTUSDT,validation_2025H1,4344,0.99954,0.0,True
PNUTUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
PNUTUSDT,may_2026_stress_only,0,,,False
POLUSDT,train_2024,2640,0.994697,0.0,True
POLUSDT,validation_2025H1,4344,0.99954,0.0,True
POLUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
POLUSDT,may_2026_stress_only,0,,,False
POLYXUSDT,train_2024,8784,0.99852,0.0,True
POLYXUSDT,validation_2025H1,4344,0.99954,0.0,True
POLYXUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
POLYXUSDT,may_2026_stress_only,0,,,False
POPCATUSDT,train_2024,3156,0.999049,0.0,True
POPCATUSDT,validation_2025H1,4344,0.99954,0.0,True
POPCATUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
POPCATUSDT,may_2026_stress_only,0,,,False
PORTALUSDT,train_2024,7357,0.999049,0.0,True
PORTALUSDT,validation_2025H1,4344,0.99954,0.0,True
PORTALUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
PORTALUSDT,may_2026_stress_only,0,,,False
POWRUSDT,train_2024,8784,0.99852,0.0,True
POWRUSDT,validation_2025H1,4344,0.99954,0.0,True
POWRUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
POWRUSDT,may_2026_stress_only,0,,,False
PROMUSDT,train_2024,0,,,True
PROMUSDT,validation_2025H1,4008,0.996257,0.0,True
PROMUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
PROMUSDT,may_2026_stress_only,0,,,False
PYTHUSDT,train_2024,8784,0.99852,0.0,True
PYTHUSDT,validation_2025H1,4344,0.99954,0.0,True
PYTHUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
PYTHUSDT,may_2026_stress_only,0,,,False
QNTUSDT,train_2024,8784,0.99852,0.0,True
QNTUSDT,validation_2025H1,4344,0.99954,0.0,True
QNTUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
QNTUSDT,may_2026_stress_only,0,,,False
QTUMUSDT,train_2024,8784,0.99852,0.0,True
QTUMUSDT,validation_2025H1,4344,0.99954,0.0,True
QTUMUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
QTUMUSDT,may_2026_stress_only,0,,,False
RAREUSDT,train_2024,3336,0.995504,0.0,True
RAREUSDT,validation_2025H1,4344,0.99954,0.0,True
RAREUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
RAREUSDT,may_2026_stress_only,0,,,False
RAYSOLUSDT,train_2024,517,0.996132,0.0,True
RAYSOLUSDT,validation_2025H1,4344,0.99954,0.0,True
RAYSOLUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
RAYSOLUSDT,may_2026_stress_only,0,,,False
RENDERUSDT,train_2024,3807,0.999212,0.0,True
RENDERUSDT,validation_2025H1,4344,0.99954,0.0,True
RENDERUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
RENDERUSDT,may_2026_stress_only,0,,,False
REZUSDT,train_2024,5891,0.999491,0.0,True
REZUSDT,validation_2025H1,4344,0.99954,0.0,True
REZUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
REZUSDT,may_2026_stress_only,0,,,False
RIFUSDT,train_2024,8784,0.99852,0.0,True
RIFUSDT,validation_2025H1,4344,0.99954,0.0,True
RIFUSDT,recent_2025H2_2026Apr,7296,0.999726,0.0,True
RIFUSDT,may_2026_stress_only,0,,,False
RLCUSDT,train_2024,8784,0.99852,0.0,True
RLCUSDT,validation_2025H1,4344,0.99954,0.0,True
RLCUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
RLCUSDT,may_2026_stress_only,0,,,False
RONINUSDT,train_2024,7921,0.997601,0.0,True
RONINUSDT,validation_2025H1,4344,0.99954,0.0,True
RONINUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
RONINUSDT,may_2026_stress_only,0,,,False
ROSEUSDT,train_2024,8784,0.99852,0.0,True
ROSEUSDT,validation_2025H1,4344,0.99954,0.0,True
ROSEUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
ROSEUSDT,may_2026_stress_only,0,,,False
RPLUSDT,train_2024,2736,0.994883,0.0,True
RPLUSDT,validation_2025H1,4344,0.99954,0.0,True
RPLUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
RPLUSDT,may_2026_stress_only,0,,,False
RSRUSDT,train_2024,8784,0.99852,0.0,True
RSRUSDT,validation_2025H1,4344,0.99954,0.0,True
RSRUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
RSRUSDT,may_2026_stress_only,0,,,False
RUNEUSDT,train_2024,8784,0.99852,0.0,True
RUNEUSDT,validation_2025H1,4344,0.99954,0.0,True
RUNEUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
RUNEUSDT,may_2026_stress_only,0,,,False
RVNUSDT,train_2024,8784,0.99852,0.0,True
RVNUSDT,validation_2025H1,4344,0.999309,0.0,True
RVNUSDT,recent_2025H2_2026Apr,7296,0.997396,0.0,True
RVNUSDT,may_2026_stress_only,0,,,False
SAFEUSDT,train_2024,1621,0.998149,0.0,True
SAFEUSDT,validation_2025H1,4344,0.99954,0.0,True
SAFEUSDT,recent_2025H2_2026Apr,7296,0.999452,0.0,True
SAFEUSDT,may_2026_stress_only,0,,,False
SAGAUSDT,train_2024,6401,0.999219,0.0,True
SAGAUSDT,validation_2025H1,4344,0.99954,0.0,True
SAGAUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
SAGAUSDT,may_2026_stress_only,0,,,False
SANDUSDT,train_2024,8784,0.99852,0.0,True
SANDUSDT,validation_2025H1,4344,0.99954,0.0,True
SANDUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
SANDUSDT,may_2026_stress_only,0,,,False
SANTOSUSDT,train_2024,1560,0.989744,0.0,True
SANTOSUSDT,validation_2025H1,4344,0.99954,0.0,True
SANTOSUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
SANTOSUSDT,may_2026_stress_only,0,,,False
SCRTUSDT,train_2024,984,0.987805,0.0,True
SCRTUSDT,validation_2025H1,4344,0.99954,0.0,True
SCRTUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
SCRTUSDT,may_2026_stress_only,0,,,False
SCRUSDT,train_2024,1695,0.99823,0.0,True
SCRUSDT,validation_2025H1,4344,0.99954,0.0,True
SCRUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
SCRUSDT,may_2026_stress_only,0,,,False
SEIUSDT,train_2024,8784,0.99852,0.0,True
SEIUSDT,validation_2025H1,4344,0.99954,0.0,True
SEIUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
SEIUSDT,may_2026_stress_only,0,,,False
SFPUSDT,train_2024,8784,0.99852,0.0,True
SFPUSDT,validation_2025H1,4344,0.99954,0.0,True
SFPUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
SFPUSDT,may_2026_stress_only,0,,,False
SKLUSDT,train_2024,8784,0.99852,0.0,True
SKLUSDT,validation_2025H1,4344,0.99954,0.0,True
SKLUSDT,recent_2025H2_2026Apr,7296,0.999452,0.0,True
SKLUSDT,may_2026_stress_only,0,,,False
SNXUSDT,train_2024,8784,0.99852,0.0,True
SNXUSDT,validation_2025H1,4344,0.999309,0.0,True
SNXUSDT,recent_2025H2_2026Apr,7296,0.999726,0.0,True
SNXUSDT,may_2026_stress_only,0,,,False
SOLUSDT,train_2024,8784,0.99852,0.998862,True
SOLUSDT,validation_2025H1,4344,0.99954,1.0,True
