candidate_id,arm,family,expression,pass_cost20_validation_nonnegative,pass_cost20_recent_nonnegative,pass_lag1_validation_nonnegative,pass_lag1_recent_nonnegative,a7k_preselection_pass,first_a7k_preselection_fail
i0_basis_premium_161,I0_basis_premium,basis_premium,"Mul(Rank(ret_1),ZScore(ret_6))",False,False,False,False,False,raw_validation_positive
i0_basis_premium_246,I0_basis_premium,basis_premium,"Mul(Rank(ret_12),Rank(ret_6))",False,False,False,False,False,raw_validation_positive
i3_placebo_random_113,I3_placebo_random,placebo_random,Rank(avg_trade_size_quote),False,False,False,False,False,raw_validation_positive
i1_flow_liquidity_228,I1_flow_liquidity,flow_liquidity,"Mul(Rank(quote_volume_mean_12),ZScore(quote_asset_volume))",False,False,True,False,False,raw_recent_positive
i0_basis_premium_082,I0_basis_premium,basis_premium,"Mul(Rank(mark_minus_index),ZScore(realized_vol_12))",False,False,False,False,False,raw_validation_positive
i3_placebo_random_087,I3_placebo_random,placebo_random,Rank(hl_range),False,False,False,False,False,raw_validation_positive
i2_microstructure_lite_061,I2_microstructure_lite,microstructure_lite,"Mul(Rank(abs_ret_1),Rank(realized_vol_6))",False,False,False,False,False,raw_validation_positive
i2_microstructure_lite_089,I2_microstructure_lite,microstructure_lite,"Mul(Rank(realized_vol_6),Rank(abs_ret_1))",False,False,False,False,False,raw_validation_positive
i3_placebo_random_013,I3_placebo_random,placebo_random,Rank(avg_trade_size_quote),False,False,False,False,False,raw_validation_positive
i2_microstructure_lite_067,I2_microstructure_lite,microstructure_lite,"Mul(Rank(abs_ret_1),ZScore(realized_vol_12))",False,False,False,False,False,raw_validation_positive
i3_placebo_random_213,I3_placebo_random,placebo_random,Rank(avg_trade_size_quote),False,False,False,False,False,raw_validation_positive
i0_basis_premium_226,I0_basis_premium,basis_premium,"Mul(Rank(ret_12),Rank(mark_index_ratio))",False,False,False,False,False,raw_validation_positive
i0_basis_premium_085,I0_basis_premium,basis_premium,"Mul(Rank(mark_minus_index),ZScore(hl_range))",False,False,False,False,False,raw_validation_positive
i1_flow_liquidity_086,I1_flow_liquidity,flow_liquidity,"Mul(Rank(taker_buy_ratio),ZScore(volume))",False,False,False,False,False,raw_validation_positive
i3_placebo_random_187,I3_placebo_random,placebo_random,Rank(hl_range),False,False,False,False,False,raw_validation_positive
i0_basis_premium_080,I0_basis_premium,basis_premium,"Mul(Rank(mark_minus_index),Rank(realized_vol_12))",False,False,False,False,False,raw_validation_positive
i2_microstructure_lite_036,I2_microstructure_lite,microstructure_lite,"Mul(Rank(hl_range),Rank(realized_vol_12))",False,False,False,False,False,raw_validation_positive
i2_microstructure_lite_114,I2_microstructure_lite,microstructure_lite,"Mul(Rank(realized_vol_12),Rank(hl_range))",False,False,False,False,False,raw_validation_positive
i2_microstructure_lite_169,I2_microstructure_lite,microstructure_lite,"Mul(Rank(realized_vol_24),ZScore(quote_volume_mean_12))",False,True,False,True,False,cost20_validation_nonnegative
i3_placebo_random_063,I3_placebo_random,placebo_random,Rank(avg_trade_size_quote),False,False,False,False,False,raw_validation_positive
i1_flow_liquidity_045,I1_flow_liquidity,flow_liquidity,"Mul(Rank(taker_imbalance),ZScore(avg_trade_size_quote))",False,False,False,False,False,raw_validation_positive
i2_microstructure_lite_074,I2_microstructure_lite,microstructure_lite,"Mul(Rank(abs_ret_1),Rank(ret_12))",False,False,False,False,False,raw_validation_positive
i0_basis_premium_111,I0_basis_premium,basis_premium,"Mul(Rank(premium_index),Rank(hl_range))",False,False,True,False,False,raw_validation_positive
i0_basis_premium_166,I0_basis_premium,basis_premium,"Mul(Rank(ret_1),ZScore(realized_vol_12))",False,False,False,False,False,raw_validation_positive
i2_microstructure_lite_182,I2_microstructure_lite,microstructure_lite,"Mul(Rank(ret_1),ZScore(realized_vol_12))",False,False,False,False,False,raw_validation_positive
i0_basis_premium_167,I0_basis_premium,basis_premium,"Mul(Rank(ret_1),Rank(hl_range))",False,False,False,False,False,raw_validation_positive
i2_microstructure_lite_043,I2_microstructure_lite,microstructure_lite,"Mul(Rank(hl_range),Rank(ret_1))",False,False,False,False,False,raw_validation_positive
i3_placebo_random_022,I3_placebo_random,placebo_random,Rank(hl_range),False,False,False,False,False,raw_validation_positive
i3_placebo_random_072,I3_placebo_random,placebo_random,Rank(hl_range),False,False,False,False,False,raw_validation_positive
i3_placebo_random_122,I3_placebo_random,placebo_random,Rank(hl_range),False,False,False,False,False,raw_validation_positive
i3_placebo_random_172,I3_placebo_random,placebo_random,Rank(hl_range),False,False,False,False,False,raw_validation_positive
i3_placebo_random_222,I3_placebo_random,placebo_random,Rank(hl_range),False,False,False,False,False,raw_validation_positive
i2_microstructure_lite_141,I2_microstructure_lite,microstructure_lite,"Mul(Rank(realized_vol_12),ZScore(quote_volume_mean_12))",True,True,True,True,False,residual_funding_validation_positive
i2_microstructure_lite_229,I2_microstructure_lite,microstructure_lite,"Mul(Rank(ret_6),Rank(abs_ret_1))",False,False,False,False,False,raw_validation_positive
i0_basis_premium_003,I0_basis_premium,basis_premium,mark_minus_index,True,False,True,False,False,raw_recent_positive
i0_basis_premium_005,I0_basis_premium,basis_premium,ZScore(mark_minus_index),True,False,True,False,False,raw_recent_positive
i0_basis_premium_045,I0_basis_premium,basis_premium,"Mul(Rank(mark_index_ratio),ZScore(ret_3))",False,False,False,False,False,raw_validation_positive
i2_microstructure_lite_065,I2_microstructure_lite,microstructure_lite,"Mul(Rank(abs_ret_1),Rank(realized_vol_12))",False,False,False,False,False,raw_validation_positive
i0_basis_premium_054,I0_basis_premium,basis_premium,"Mul(Rank(mark_index_ratio),ZScore(realized_vol_12))",False,False,False,False,False,raw_validation_positive
i2_microstructure_lite_197,I2_microstructure_lite,microstructure_lite,"Mul(Rank(ret_1),ZScore(quote_volume_mean_12))",False,False,False,False,False,raw_validation_positive
i0_basis_premium_009,I0_basis_premium,basis_premium,spot_perp_basis,True,True,True,True,False,validation_gross_exposure
i0_basis_premium_010,I0_basis_premium,basis_premium,Rank(spot_perp_basis),True,True,True,True,False,validation_gross_exposure
i0_basis_premium_011,I0_basis_premium,basis_premium,ZScore(spot_perp_basis),True,True,True,True,False,validation_gross_exposure
i0_basis_premium_036,I0_basis_premium,basis_premium,"Mul(Rank(mark_index_ratio),Rank(spot_perp_basis))",True,True,True,True,False,validation_gross_exposure
i0_basis_premium_037,I0_basis_premium,basis_premium,"Mul(ZScore(mark_index_ratio),ZScore(spot_perp_basis))",True,True,True,True,False,validation_gross_exposure
i0_basis_premium_038,I0_basis_premium,basis_premium,"Mul(Rank(mark_index_ratio),ZScore(spot_perp_basis))",True,True,True,True,False,validation_gross_exposure
i0_basis_premium_065,I0_basis_premium,basis_premium,"Mul(Rank(mark_minus_index),Rank(spot_perp_basis))",True,True,True,True,False,validation_gross_exposure
i0_basis_premium_066,I0_basis_premium,basis_premium,"Mul(ZScore(mark_minus_index),ZScore(spot_perp_basis))",True,True,True,True,False,validation_gross_exposure
i0_basis_premium_067,I0_basis_premium,basis_premium,"Mul(Rank(mark_minus_index),ZScore(spot_perp_basis))",True,True,True,True,False,validation_gross_exposure
i0_basis_premium_093,I0_basis_premium,basis_premium,"Mul(Rank(premium_index),Rank(spot_perp_basis))",True,True,True,True,False,validation_gross_exposure
i0_basis_premium_094,I0_basis_premium,basis_premium,"Mul(ZScore(premium_index),ZScore(spot_perp_basis))",True,True,True,True,False,validation_gross_exposure
i0_basis_premium_095,I0_basis_premium,basis_premium,"Mul(Rank(premium_index),ZScore(spot_perp_basis))",True,True,True,True,False,validation_gross_exposure
i0_basis_premium_114,I0_basis_premium,basis_premium,"Mul(Rank(spot_perp_basis),Rank(mark_index_ratio))",True,True,True,True,False,validation_gross_exposure
i0_basis_premium_115,I0_basis_premium,basis_premium,"Mul(ZScore(spot_perp_basis),ZScore(mark_index_ratio))",True,True,True,True,False,validation_gross_exposure
i0_basis_premium_116,I0_basis_premium,basis_premium,"Mul(Rank(spot_perp_basis),ZScore(mark_index_ratio))",True,True,True,True,False,validation_gross_exposure
i0_basis_premium_117,I0_basis_premium,basis_premium,"Mul(ZScore(spot_perp_basis),Rank(ret_12))",True,True,True,True,False,validation_gross_exposure
i0_basis_premium_118,I0_basis_premium,basis_premium,"Mul(Rank(spot_perp_basis),Rank(mark_minus_index))",True,True,True,True,False,validation_gross_exposure
i0_basis_premium_119,I0_basis_premium,basis_premium,"Mul(ZScore(spot_perp_basis),ZScore(mark_minus_index))",True,True,True,True,False,validation_gross_exposure
i0_basis_premium_120,I0_basis_premium,basis_premium,"Mul(Rank(spot_perp_basis),ZScore(mark_minus_index))",True,True,True,True,False,validation_gross_exposure
i0_basis_premium_121,I0_basis_premium,basis_premium,"Mul(Rank(spot_perp_basis),Rank(premium_index))",True,True,True,True,False,validation_gross_exposure
i0_basis_premium_122,I0_basis_premium,basis_premium,"Mul(ZScore(spot_perp_basis),ZScore(premium_index))",True,True,True,True,False,validation_gross_exposure
i0_basis_premium_123,I0_basis_premium,basis_premium,"Mul(Rank(spot_perp_basis),ZScore(premium_index))",True,True,True,True,False,validation_gross_exposure
i0_basis_premium_124,I0_basis_premium,basis_premium,"Mul(Rank(spot_perp_basis),Rank(ret_1))",True,True,True,True,False,validation_gross_exposure
i0_basis_premium_125,I0_basis_premium,basis_premium,"Mul(ZScore(spot_perp_basis),ZScore(ret_1))",True,True,True,True,False,validation_gross_exposure
i0_basis_premium_126,I0_basis_premium,basis_premium,"Mul(Rank(spot_perp_basis),ZScore(ret_1))",True,True,True,True,False,validation_gross_exposure
i0_basis_premium_127,I0_basis_premium,basis_premium,"Mul(Rank(spot_perp_basis),Rank(ret_3))",True,True,True,True,False,validation_gross_exposure
i0_basis_premium_128,I0_basis_premium,basis_premium,"Mul(ZScore(spot_perp_basis),ZScore(ret_3))",True,True,True,True,False,validation_gross_exposure
i0_basis_premium_129,I0_basis_premium,basis_premium,"Mul(Rank(spot_perp_basis),ZScore(ret_3))",True,True,True,True,False,validation_gross_exposure
i0_basis_premium_130,I0_basis_premium,basis_premium,"Mul(Rank(spot_perp_basis),Rank(ret_6))",True,True,True,True,False,validation_gross_exposure
i0_basis_premium_131,I0_basis_premium,basis_premium,"Mul(ZScore(spot_perp_basis),ZScore(ret_6))",True,True,True,True,False,validation_gross_exposure
i0_basis_premium_132,I0_basis_premium,basis_premium,"Mul(Rank(spot_perp_basis),ZScore(ret_6))",True,True,True,True,False,validation_gross_exposure
i0_basis_premium_133,I0_basis_premium,basis_premium,"Mul(Rank(spot_perp_basis),Rank(ret_12))",True,True,True,True,False,validation_gross_exposure
i0_basis_premium_134,I0_basis_premium,basis_premium,"Mul(ZScore(spot_perp_basis),ZScore(ret_12))",True,True,True,True,False,validation_gross_exposure
i0_basis_premium_135,I0_basis_premium,basis_premium,"Mul(Rank(spot_perp_basis),ZScore(ret_12))",True,True,True,True,False,validation_gross_exposure
i0_basis_premium_136,I0_basis_premium,basis_premium,"Mul(Rank(spot_perp_basis),Rank(realized_vol_12))",True,True,True,True,False,validation_gross_exposure
i0_basis_premium_137,I0_basis_premium,basis_premium,"Mul(ZScore(spot_perp_basis),ZScore(realized_vol_12))",True,True,True,True,False,validation_gross_exposure
i0_basis_premium_138,I0_basis_premium,basis_premium,"Mul(Rank(spot_perp_basis),ZScore(realized_vol_12))",True,True,True,True,False,validation_gross_exposure
i0_basis_premium_139,I0_basis_premium,basis_premium,"Mul(Rank(spot_perp_basis),Rank(hl_range))",True,True,True,True,False,validation_gross_exposure
i0_basis_premium_140,I0_basis_premium,basis_premium,"Mul(ZScore(spot_perp_basis),ZScore(hl_range))",True,True,True,True,False,validation_gross_exposure
i0_basis_premium_141,I0_basis_premium,basis_premium,"Mul(Rank(spot_perp_basis),ZScore(hl_range))",True,True,True,True,False,validation_gross_exposure
i0_basis_premium_152,I0_basis_premium,basis_premium,"Mul(Rank(ret_1),Rank(spot_perp_basis))",True,True,True,True,False,validation_gross_exposure
i0_basis_premium_153,I0_basis_premium,basis_premium,"Mul(ZScore(ret_1),ZScore(spot_perp_basis))",True,True,True,True,False,validation_gross_exposure
i0_basis_premium_154,I0_basis_premium,basis_premium,"Mul(Rank(ret_1),ZScore(spot_perp_basis))",True,True,True,True,False,validation_gross_exposure
i0_basis_premium_180,I0_basis_premium,basis_premium,"Mul(Rank(ret_3),Rank(spot_perp_basis))",True,True,True,True,False,validation_gross_exposure
i0_basis_premium_181,I0_basis_premium,basis_premium,"Mul(ZScore(ret_3),ZScore(spot_perp_basis))",True,True,True,True,False,validation_gross_exposure
i0_basis_premium_182,I0_basis_premium,basis_premium,"Mul(Rank(ret_3),ZScore(spot_perp_basis))",True,True,True,True,False,validation_gross_exposure
i0_basis_premium_208,I0_basis_premium,basis_premium,"Mul(Rank(ret_6),Rank(spot_perp_basis))",True,True,True,True,False,validation_gross_exposure
i0_basis_premium_209,I0_basis_premium,basis_premium,"Mul(ZScore(ret_6),ZScore(spot_perp_basis))",True,True,True,True,False,validation_gross_exposure
i0_basis_premium_210,I0_basis_premium,basis_premium,"Mul(Rank(ret_6),ZScore(spot_perp_basis))",True,True,True,True,False,validation_gross_exposure
i0_basis_premium_236,I0_basis_premium,basis_premium,"Mul(Rank(ret_12),Rank(spot_perp_basis))",True,True,True,True,False,validation_gross_exposure
i0_basis_premium_237,I0_basis_premium,basis_premium,"Mul(ZScore(ret_12),ZScore(spot_perp_basis))",True,True,True,True,False,validation_gross_exposure
i0_basis_premium_238,I0_basis_premium,basis_premium,"Mul(Rank(ret_12),ZScore(spot_perp_basis))",True,True,True,True,False,validation_gross_exposure
i2_microstructure_lite_042,I2_microstructure_lite,microstructure_lite,"Mul(Rank(hl_range),ZScore(realized_vol_24))",False,False,False,False,False,raw_validation_positive
i0_basis_premium_015,I0_basis_premium,basis_premium,ret_3,False,False,False,False,False,raw_validation_positive
i0_basis_premium_017,I0_basis_premium,basis_premium,ZScore(ret_3),False,False,False,False,False,raw_validation_positive
i2_microstructure_lite_019,I2_microstructure_lite,microstructure_lite,Rank(ret_3),False,False,False,False,False,raw_validation_positive
i0_basis_premium_039,I0_basis_premium,basis_premium,"Mul(ZScore(mark_index_ratio),Rank(ret_12))",False,False,True,False,False,raw_recent_positive
i3_placebo_random_038,I3_placebo_random,placebo_random,Rank(avg_trade_size_quote),False,False,False,False,False,raw_validation_positive
i2_microstructure_lite_211,I2_microstructure_lite,microstructure_lite,"Mul(ZScore(ret_3),Rank(ret_12))",False,False,False,False,False,raw_validation_positive
i2_microstructure_lite_105,I2_microstructure_lite,microstructure_lite,"Mul(Rank(realized_vol_6),ZScore(ret_3))",False,False,False,False,False,raw_validation_positive
i3_placebo_random_188,I3_placebo_random,placebo_random,Rank(avg_trade_size_quote),False,False,False,False,False,raw_validation_positive
i0_basis_premium_110,I0_basis_premium,basis_premium,"Mul(Rank(premium_index),ZScore(realized_vol_12))",False,False,False,False,False,raw_validation_positive
i0_basis_premium_157,I0_basis_premium,basis_premium,"Mul(Rank(ret_1),ZScore(ret_3))",False,False,False,False,False,raw_validation_positive
i2_microstructure_lite_189,I2_microstructure_lite,microstructure_lite,"Mul(Rank(ret_1),ZScore(ret_3))",False,False,False,False,False,raw_validation_positive
i0_basis_premium_071,I0_basis_premium,basis_premium,"Mul(Rank(mark_minus_index),Rank(ret_3))",False,False,False,False,False,raw_validation_positive
i0_basis_premium_173,I0_basis_premium,basis_premium,"Mul(Rank(ret_3),Rank(mark_minus_index))",False,False,False,False,False,raw_validation_positive
i2_microstructure_lite_109,I2_microstructure_lite,microstructure_lite,"Mul(ZScore(realized_vol_6),ZScore(ret_12))",False,False,False,False,False,raw_validation_positive
i0_basis_premium_176,I0_basis_premium,basis_premium,"Mul(Rank(ret_3),Rank(ret_12))",False,False,False,False,False,raw_validation_positive
i0_basis_premium_242,I0_basis_premium,basis_premium,"Mul(Rank(ret_12),Rank(ret_3))",False,False,False,False,False,raw_validation_positive
i2_microstructure_lite_177,I2_microstructure_lite,microstructure_lite,"Mul(Rank(ret_1),Rank(realized_vol_6))",False,False,False,False,False,raw_validation_positive
i0_basis_premium_018,I0_basis_premium,basis_premium,ret_6,False,False,False,False,False,raw_validation_positive
i0_basis_premium_020,I0_basis_premium,basis_premium,ZScore(ret_6),False,False,False,False,False,raw_validation_positive
i1_flow_liquidity_028,I1_flow_liquidity,flow_liquidity,Rank(ret_6),False,False,False,False,False,raw_validation_positive
i2_microstructure_lite_022,I2_microstructure_lite,microstructure_lite,Rank(ret_6),False,False,False,False,False,raw_validation_positive
i2_microstructure_lite_077,I2_microstructure_lite,microstructure_lite,"Mul(Rank(abs_ret_1),ZScore(ret_3))",False,False,False,False,False,raw_validation_positive
i2_microstructure_lite_155,I2_microstructure_lite,microstructure_lite,"Mul(Rank(realized_vol_24),Rank(ret_1))",False,False,False,False,False,raw_validation_positive
i2_microstructure_lite_183,I2_microstructure_lite,microstructure_lite,"Mul(Rank(ret_1),Rank(realized_vol_24))",False,False,False,False,False,raw_validation_positive
i2_microstructure_lite_164,I2_microstructure_lite,microstructure_lite,"Mul(Rank(realized_vol_24),ZScore(ret_6))",False,False,False,False,False,raw_validation_positive
i2_microstructure_lite_162,I2_microstructure_lite,microstructure_lite,"Mul(Rank(realized_vol_24),Rank(ret_6))",False,False,False,False,False,raw_validation_positive
i0_basis_premium_217,I0_basis_premium,basis_premium,"Mul(Rank(ret_6),ZScore(ret_3))",False,False,False,False,False,raw_validation_positive
i1_flow_liquidity_052,I1_flow_liquidity,flow_liquidity,"Mul(Rank(taker_imbalance),Rank(ret_12))",False,False,False,False,False,raw_validation_positive
i1_flow_liquidity_080,I1_flow_liquidity,flow_liquidity,"Mul(Rank(taker_buy_ratio),Rank(ret_12))",False,False,False,False,False,raw_validation_positive
i0_basis_premium_232,I0_basis_premium,basis_premium,"Mul(Rank(ret_12),Rank(premium_index))",False,False,False,False,False,raw_validation_positive
i0_basis_premium_247,I0_basis_premium,basis_premium,"Mul(ZScore(ret_12),ZScore(ret_6))",False,False,False,False,False,raw_validation_positive
i2_microstructure_lite_249,I2_microstructure_lite,microstructure_lite,"Mul(ZScore(ret_6),ZScore(ret_12))",False,False,False,False,False,raw_validation_positive
i2_microstructure_lite_070,I2_microstructure_lite,microstructure_lite,"Mul(Rank(abs_ret_1),ZScore(realized_vol_24))",False,False,False,False,False,raw_validation_positive
i0_basis_premium_028,I0_basis_premium,basis_premium,Rank(hl_range),False,False,False,False,False,raw_validation_positive
i2_microstructure_lite_000,I2_microstructure_lite,microstructure_lite,hl_range,False,False,False,False,False,raw_validation_positive
i2_microstructure_lite_050,I2_microstructure_lite,microstructure_lite,"Mul(Rank(hl_range),Rank(ret_6))",False,False,False,False,False,raw_validation_positive
i2_microstructure_lite_226,I2_microstructure_lite,microstructure_lite,"Mul(Rank(ret_6),Rank(hl_range))",False,False,False,False,False,raw_validation_positive
i2_microstructure_lite_002,I2_microstructure_lite,microstructure_lite,ZScore(hl_range),False,False,False,False,False,raw_validation_positive
i0_basis_premium_004,I0_basis_premium,basis_premium,Rank(mark_minus_index),False,False,True,False,False,raw_recent_positive
i0_basis_premium_177,I0_basis_premium,basis_premium,"Mul(Rank(ret_3),Rank(premium_index))",False,False,False,False,False,raw_validation_positive
i2_microstructure_lite_108,I2_microstructure_lite,microstructure_lite,"Mul(Rank(realized_vol_6),ZScore(ret_6))",False,False,False,False,False,raw_validation_positive
i1_flow_liquidity_084,I1_flow_liquidity,flow_liquidity,"Mul(Rank(taker_buy_ratio),Rank(volume))",False,False,False,False,False,raw_validation_positive
i3_placebo_random_037,I3_placebo_random,placebo_random,Rank(hl_range),False,False,False,False,False,raw_validation_positive
i2_microstructure_lite_228,I2_microstructure_lite,microstructure_lite,"Mul(Rank(ret_6),ZScore(hl_range))",False,False,False,False,False,raw_validation_positive
i2_microstructure_lite_075,I2_microstructure_lite,microstructure_lite,"Mul(Rank(abs_ret_1),Rank(ret_3))",False,False,False,False,False,raw_validation_positive
i1_flow_liquidity_214,I1_flow_liquidity,flow_liquidity,"Mul(Rank(quote_volume_mean_6),Rank(ret_6))",False,False,False,False,False,raw_validation_positive
i2_microstructure_lite_220,I2_microstructure_lite,microstructure_lite,"Mul(Rank(ret_3),ZScore(ret_6))",False,False,False,False,False,raw_validation_positive
i1_flow_liquidity_155,I1_flow_liquidity,flow_liquidity,"Mul(ZScore(number_of_trades),ZScore(ret_12))",False,False,False,False,False,raw_recent_positive
i3_placebo_random_238,I3_placebo_random,placebo_random,Rank(avg_trade_size_quote),False,False,False,False,False,raw_validation_positive
i1_flow_liquidity_174,I1_flow_liquidity,flow_liquidity,"Mul(Rank(avg_trade_size_quote),Rank(quote_volume_mean_12))",False,False,False,False,False,raw_validation_positive
i2_microstructure_lite_212,I2_microstructure_lite,microstructure_lite,"Mul(Rank(ret_3),Rank(realized_vol_24))",False,False,False,False,False,raw_validation_positive
i2_microstructure_lite_168,I2_microstructure_lite,microstructure_lite,"Mul(ZScore(realized_vol_24),ZScore(quote_volume_mean_12))",False,False,False,True,False,raw_validation_positive
i3_placebo_random_137,I3_placebo_random,placebo_random,Rank(hl_range),False,False,False,False,False,raw_validation_positive
i0_basis_premium_192,I0_basis_premium,basis_premium,"Mul(Rank(ret_3),Rank(realized_vol_12))",False,False,False,False,False,raw_validation_positive
i2_microstructure_lite_130,I2_microstructure_lite,microstructure_lite,"Mul(Rank(realized_vol_12),Rank(ret_3))",False,False,False,False,False,raw_validation_positive
i2_microstructure_lite_208,I2_microstructure_lite,microstructure_lite,"Mul(Rank(ret_3),Rank(realized_vol_12))",False,False,False,False,False,raw_validation_positive
i2_microstructure_lite_127,I2_microstructure_lite,microstructure_lite,"Mul(Rank(realized_vol_12),Rank(ret_1))",False,False,False,False,False,raw_validation_positive
i0_basis_premium_248,I0_basis_premium,basis_premium,"Mul(Rank(ret_12),ZScore(ret_6))",False,False,False,False,False,raw_validation_positive
i2_microstructure_lite_046,I2_microstructure_lite,microstructure_lite,"Mul(Rank(hl_range),Rank(ret_3))",False,False,False,False,False,raw_validation_positive
i2_microstructure_lite_198,I2_microstructure_lite,microstructure_lite,"Mul(Rank(ret_3),Rank(hl_range))",False,False,False,False,False,raw_validation_positive
i0_basis_premium_043,I0_basis_premium,basis_premium,"Mul(Rank(mark_index_ratio),Rank(ret_3))",False,False,False,False,False,raw_validation_positive
i2_microstructure_lite_200,I2_microstructure_lite,microstructure_lite,"Mul(Rank(ret_3),ZScore(hl_range))",False,False,False,False,False,raw_validation_positive
i2_microstructure_lite_052,I2_microstructure_lite,microstructure_lite,"Mul(Rank(hl_range),ZScore(ret_6))",False,False,False,False,False,raw_validation_positive
i2_microstructure_lite_003,I2_microstructure_lite,microstructure_lite,abs_ret_1,False,False,False,False,False,raw_validation_positive
i2_microstructure_lite_080,I2_microstructure_lite,microstructure_lite,"Mul(Rank(abs_ret_1),ZScore(ret_6))",False,False,False,False,False,raw_validation_positive
i2_microstructure_lite_005,I2_microstructure_lite,microstructure_lite,ZScore(abs_ret_1),False,False,False,False,False,raw_validation_positive
i2_microstructure_lite_107,I2_microstructure_lite,microstructure_lite,"Mul(ZScore(realized_vol_6),ZScore(ret_6))",False,False,False,False,False,raw_validation_positive
i2_microstructure_lite_233,I2_microstructure_lite,microstructure_lite,"Mul(ZScore(ret_6),ZScore(realized_vol_6))",False,False,False,False,False,raw_validation_positive
i1_flow_liquidity_170,I1_flow_liquidity,flow_liquidity,"Mul(Rank(avg_trade_size_quote),Rank(quote_volume_mean_6))",False,False,False,False,False,raw_validation_positive
i2_microstructure_lite_218,I2_microstructure_lite,microstructure_lite,"Mul(Rank(ret_3),Rank(ret_6))",False,False,False,False,False,raw_validation_positive
i2_microstructure_lite_246,I2_microstructure_lite,microstructure_lite,"Mul(Rank(ret_6),Rank(ret_3))",False,False,False,False,False,raw_validation_positive
i2_microstructure_lite_038,I2_microstructure_lite,microstructure_lite,"Mul(Rank(hl_range),ZScore(realized_vol_12))",False,False,False,False,False,raw_validation_positive
i1_flow_liquidity_092,I1_flow_liquidity,flow_liquidity,"Mul(Rank(taker_buy_ratio),ZScore(ret_6))",False,False,False,False,False,raw_validation_positive
i3_placebo_random_088,I3_placebo_random,placebo_random,Rank(avg_trade_size_quote),False,False,False,False,False,raw_validation_positive
i1_flow_liquidity_233,I1_flow_liquidity,flow_liquidity,"Mul(Rank(quote_volume_mean_12),Rank(avg_trade_size_quote))",False,False,False,False,False,raw_validation_positive
i1_flow_liquidity_216,I1_flow_liquidity,flow_liquidity,"Mul(Rank(quote_volume_mean_6),ZScore(ret_6))",False,False,False,False,False,raw_validation_positive
i2_microstructure_lite_172,I2_microstructure_lite,microstructure_lite,"Mul(Rank(ret_1),ZScore(hl_range))",False,False,False,False,False,raw_validation_positive
i0_basis_premium_001,I0_basis_premium,basis_premium,Rank(mark_index_ratio),False,False,True,False,False,raw_recent_positive
i1_flow_liquidity_076,I1_flow_liquidity,flow_liquidity,"Mul(Rank(taker_buy_ratio),ZScore(avg_trade_size_quote))",False,False,False,False,False,raw_validation_positive
i0_basis_premium_052,I0_basis_premium,basis_premium,"Mul(Rank(mark_index_ratio),Rank(realized_vol_12))",False,False,False,False,False,raw_validation_positive
i2_microstructure_lite_068,I2_microstructure_lite,microstructure_lite,"Mul(Rank(abs_ret_1),Rank(realized_vol_24))",False,False,False,False,False,raw_validation_positive
i3_placebo_random_163,I3_placebo_random,placebo_random,Rank(avg_trade_size_quote),False,False,False,False,False,raw_validation_positive
i2_microstructure_lite_219,I2_microstructure_lite,microstructure_lite,"Mul(ZScore(ret_3),ZScore(ret_6))",False,False,False,False,False,raw_validation_positive
i2_microstructure_lite_247,I2_microstructure_lite,microstructure_lite,"Mul(ZScore(ret_6),ZScore(ret_3))",False,False,False,False,False,raw_validation_positive
i0_basis_premium_202,I0_basis_premium,basis_premium,"Mul(Rank(ret_6),Rank(mark_minus_index))",False,False,False,False,False,raw_validation_positive
i2_microstructure_lite_192,I2_microstructure_lite,microstructure_lite,"Mul(Rank(ret_1),ZScore(ret_6))",False,False,False,False,False,raw_validation_positive
i2_microstructure_lite_071,I2_microstructure_lite,microstructure_lite,"Mul(Rank(abs_ret_1),Rank(ret_1))",False,False,False,False,False,raw_validation_positive
i2_microstructure_lite_173,I2_microstructure_lite,microstructure_lite,"Mul(Rank(ret_1),Rank(abs_ret_1))",False,False,False,False,False,raw_validation_positive
i3_placebo_random_005,I3_placebo_random,placebo_random,Rank(taker_imbalance),False,False,False,False,False,raw_validation_positive
i2_microstructure_lite_085,I2_microstructure_lite,microstructure_lite,"Mul(Rank(abs_ret_1),ZScore(quote_volume_mean_12))",False,False,False,False,False,raw_validation_positive
i2_microstructure_lite_176,I2_microstructure_lite,microstructure_lite,"Mul(Rank(ret_1),Rank(ret_12))",False,False,False,False,False,raw_validation_positive
i1_flow_liquidity_236,I1_flow_liquidity,flow_liquidity,"Mul(Rank(quote_volume_mean_12),Rank(quote_volume_mean_6))",False,False,False,False,False,raw_validation_positive
i0_basis_premium_016,I0_basis_premium,basis_premium,Rank(ret_3),False,False,False,False,False,raw_validation_positive
i2_microstructure_lite_018,I2_microstructure_lite,microstructure_lite,ret_3,False,False,False,False,False,raw_validation_positive
i2_microstructure_lite_020,I2_microstructure_lite,microstructure_lite,ZScore(ret_3),False,False,False,False,False,raw_validation_positive
i2_microstructure_lite_030,I2_microstructure_lite,microstructure_lite,"Mul(Rank(hl_range),Rank(abs_ret_1))",False,False,False,False,False,raw_validation_positive
i2_microstructure_lite_058,I2_microstructure_lite,microstructure_lite,"Mul(Rank(abs_ret_1),Rank(hl_range))",False,False,False,False,False,raw_validation_positive
i1_flow_liquidity_201,I1_flow_liquidity,flow_liquidity,"Mul(Rank(quote_volume_mean_6),Rank(avg_trade_size_quote))",False,False,False,False,False,raw_validation_positive
