event_id,venue,instrument,funding_time_utc,observable_time_utc,funding_rate,payer_side,receiver_side,source_record_id
funding-03604e98c596848d8320,BINANCE_UM,BCHUSDT,2024-07-02 16:00:00+00:00,2024-07-02 17:00:00+00:00,8.329e-05,LONG,SHORT,BCHUSDT_fundingRate.csv:551
funding-c8600e0c9b1e4afbfba6,BINANCE_UM,BCHUSDT,2024-07-03 00:00:00+00:00,2024-07-03 01:00:00+00:00,7.394e-05,LONG,SHORT,BCHUSDT_fundingRate.csv:552
funding-d2ce450591c7b407cdc7,BINANCE_UM,BCHUSDT,2024-07-03 08:00:00.001000+00:00,2024-07-03 09:00:00.001000+00:00,8.99e-06,LONG,SHORT,BCHUSDT_fundingRate.csv:553
funding-769c9ade26fece0dc0fd,BINANCE_UM,BCHUSDT,2024-07-03 16:00:00+00:00,2024-07-03 17:00:00+00:00,8.98e-05,LONG,SHORT,BCHUSDT_fundingRate.csv:554
funding-79c3e42323ec69cda2bd,BINANCE_UM,BCHUSDT,2024-07-04 00:00:00+00:00,2024-07-04 01:00:00+00:00,0.0001,LONG,SHORT,BCHUSDT_fundingRate.csv:555
funding-13c9dba8468467efce96,BINANCE_UM,BCHUSDT,2024-07-04 08:00:00+00:00,2024-07-04 09:00:00+00:00,3.662e-05,LONG,SHORT,BCHUSDT_fundingRate.csv:556
funding-bed58f1d957d51034861,BINANCE_UM,BCHUSDT,2024-07-04 16:00:00+00:00,2024-07-04 17:00:00+00:00,7.013e-05,LONG,SHORT,BCHUSDT_fundingRate.csv:557
funding-ba7eee085e7170ffcbe2,BINANCE_UM,BCHUSDT,2024-07-05 00:00:00+00:00,2024-07-05 01:00:00+00:00,-0.0002032,SHORT,LONG,BCHUSDT_fundingRate.csv:558
funding-dcb5d506b8e064348477,BINANCE_UM,BCHUSDT,2024-07-05 08:00:00+00:00,2024-07-05 09:00:00+00:00,-0.00023185,SHORT,LONG,BCHUSDT_fundingRate.csv:559
funding-8083f9ed85c51795f27b,BINANCE_UM,BCHUSDT,2024-07-05 16:00:00+00:00,2024-07-05 17:00:00+00:00,-0.00034457,SHORT,LONG,BCHUSDT_fundingRate.csv:560
funding-dd4b1bece03174c3e234,BINANCE_UM,BCHUSDT,2024-07-06 00:00:00+00:00,2024-07-06 01:00:00+00:00,-0.00027176,SHORT,LONG,BCHUSDT_fundingRate.csv:561
funding-9079d688cdd3ac5dd59f,BINANCE_UM,BCHUSDT,2024-07-06 08:00:00+00:00,2024-07-06 09:00:00+00:00,-0.00012297,SHORT,LONG,BCHUSDT_fundingRate.csv:562
funding-a62accfa892d4219450f,BINANCE_UM,BCHUSDT,2024-07-06 16:00:00+00:00,2024-07-06 17:00:00+00:00,-0.00027865,SHORT,LONG,BCHUSDT_fundingRate.csv:563
funding-81baf274a05fe37a993f,BINANCE_UM,BCHUSDT,2024-07-07 00:00:00.001000+00:00,2024-07-07 01:00:00.001000+00:00,-0.00017304,SHORT,LONG,BCHUSDT_fundingRate.csv:564
funding-eb85215ae947c16e5cc2,BINANCE_UM,BCHUSDT,2024-07-07 08:00:00+00:00,2024-07-07 09:00:00+00:00,-4.623e-05,SHORT,LONG,BCHUSDT_fundingRate.csv:565
funding-7b3addea0a97e17033a1,BINANCE_UM,BCHUSDT,2024-07-07 16:00:00+00:00,2024-07-07 17:00:00+00:00,-0.00024868,SHORT,LONG,BCHUSDT_fundingRate.csv:566
funding-b266a96450ed72039496,BINANCE_UM,BCHUSDT,2024-07-08 00:00:00+00:00,2024-07-08 01:00:00+00:00,-0.00039005,SHORT,LONG,BCHUSDT_fundingRate.csv:567
funding-f7137e0afdda20f6fdd9,BINANCE_UM,BCHUSDT,2024-07-08 08:00:00+00:00,2024-07-08 09:00:00+00:00,-0.0001438,SHORT,LONG,BCHUSDT_fundingRate.csv:568
funding-217d4688ec09d44641a8,BINANCE_UM,BCHUSDT,2024-07-08 16:00:00+00:00,2024-07-08 17:00:00+00:00,-0.00013685,SHORT,LONG,BCHUSDT_fundingRate.csv:569
funding-985aee8a07f68b129ba0,BINANCE_UM,BCHUSDT,2024-07-09 00:00:00+00:00,2024-07-09 01:00:00+00:00,-0.00019567,SHORT,LONG,BCHUSDT_fundingRate.csv:570
funding-de044632e9e892ce0e4c,BINANCE_UM,BCHUSDT,2024-07-09 08:00:00.001000+00:00,2024-07-09 09:00:00.001000+00:00,-0.00017275,SHORT,LONG,BCHUSDT_fundingRate.csv:571
funding-1ac1285036dc363bc410,BINANCE_UM,BCHUSDT,2024-07-09 16:00:00+00:00,2024-07-09 17:00:00+00:00,-2.86e-05,SHORT,LONG,BCHUSDT_fundingRate.csv:572
funding-b9efc0a1a41af574c501,BINANCE_UM,BCHUSDT,2024-07-10 00:00:00+00:00,2024-07-10 01:00:00+00:00,-6.924e-05,SHORT,LONG,BCHUSDT_fundingRate.csv:573
funding-054877605102385e4709,BINANCE_UM,BCHUSDT,2024-07-10 08:00:00+00:00,2024-07-10 09:00:00+00:00,-3.808e-05,SHORT,LONG,BCHUSDT_fundingRate.csv:574
funding-a1087056f21df535c993,BINANCE_UM,BCHUSDT,2024-07-10 16:00:00+00:00,2024-07-10 17:00:00+00:00,2.94e-05,LONG,SHORT,BCHUSDT_fundingRate.csv:575
funding-eb32c1fa3c17e6410a63,BINANCE_UM,BCHUSDT,2024-07-11 00:00:00.002000+00:00,2024-07-11 01:00:00.002000+00:00,-0.00017369,SHORT,LONG,BCHUSDT_fundingRate.csv:576
funding-4d2a87977a9f0894b2e1,BINANCE_UM,BCHUSDT,2024-07-11 08:00:00.002000+00:00,2024-07-11 09:00:00.002000+00:00,-1.748e-05,SHORT,LONG,BCHUSDT_fundingRate.csv:577
funding-798f065f94412210fad8,BINANCE_UM,BCHUSDT,2024-07-11 16:00:00.004000+00:00,2024-07-11 17:00:00.004000+00:00,8.148e-05,LONG,SHORT,BCHUSDT_fundingRate.csv:578
funding-9aa2bf86239f6325d454,BINANCE_UM,BCHUSDT,2024-07-12 00:00:00+00:00,2024-07-12 01:00:00+00:00,4.902e-05,LONG,SHORT,BCHUSDT_fundingRate.csv:579
funding-d2cd22faefad2adac02f,BINANCE_UM,BCHUSDT,2024-07-12 08:00:00+00:00,2024-07-12 09:00:00+00:00,-4.666e-05,SHORT,LONG,BCHUSDT_fundingRate.csv:580
funding-c17e98b0d5623e719fa5,BINANCE_UM,BCHUSDT,2024-07-12 16:00:00+00:00,2024-07-12 17:00:00+00:00,5.94e-05,LONG,SHORT,BCHUSDT_fundingRate.csv:581
funding-44c21d8629459225992a,BINANCE_UM,BCHUSDT,2024-07-13 00:00:00+00:00,2024-07-13 01:00:00+00:00,-2.679e-05,SHORT,LONG,BCHUSDT_fundingRate.csv:582
funding-990db00ed56e45a85530,BINANCE_UM,BCHUSDT,2024-07-13 08:00:00+00:00,2024-07-13 09:00:00+00:00,8.615e-05,LONG,SHORT,BCHUSDT_fundingRate.csv:583
funding-8addef79d9c581eef321,BINANCE_UM,BCHUSDT,2024-07-13 16:00:00+00:00,2024-07-13 17:00:00+00:00,-6.687e-05,SHORT,LONG,BCHUSDT_fundingRate.csv:584
funding-872bd2cbeb3aa3cbd6b2,BINANCE_UM,BCHUSDT,2024-07-14 00:00:00+00:00,2024-07-14 01:00:00+00:00,-0.00027918,SHORT,LONG,BCHUSDT_fundingRate.csv:585
funding-848629a2fa063a60ddc9,BINANCE_UM,BCHUSDT,2024-07-14 08:00:00+00:00,2024-07-14 09:00:00+00:00,-0.00022771,SHORT,LONG,BCHUSDT_fundingRate.csv:586
funding-98a6a592d30f6a146edb,BINANCE_UM,BCHUSDT,2024-07-14 16:00:00+00:00,2024-07-14 17:00:00+00:00,-0.00029905,SHORT,LONG,BCHUSDT_fundingRate.csv:587
funding-e41056e7edcad7161524,BINANCE_UM,BCHUSDT,2024-07-15 00:00:00+00:00,2024-07-15 01:00:00+00:00,-0.00033891,SHORT,LONG,BCHUSDT_fundingRate.csv:588
funding-826a5ba7206835985f92,BINANCE_UM,BCHUSDT,2024-07-15 08:00:00+00:00,2024-07-15 09:00:00+00:00,-0.00037794,SHORT,LONG,BCHUSDT_fundingRate.csv:589
funding-f62fe6830b0a05d5c547,BINANCE_UM,BCHUSDT,2024-07-15 16:00:00+00:00,2024-07-15 17:00:00+00:00,-0.00020308,SHORT,LONG,BCHUSDT_fundingRate.csv:590
funding-e81ffa688d0d0bff0df0,BINANCE_UM,BCHUSDT,2024-07-16 00:00:00+00:00,2024-07-16 01:00:00+00:00,-0.0002712,SHORT,LONG,BCHUSDT_fundingRate.csv:591
funding-fcd8f82a715ea6d066ae,BINANCE_UM,BCHUSDT,2024-07-16 08:00:00+00:00,2024-07-16 09:00:00+00:00,-0.00025493,SHORT,LONG,BCHUSDT_fundingRate.csv:592
funding-5db489fc99f4c7b23d22,BINANCE_UM,BCHUSDT,2024-07-16 16:00:00+00:00,2024-07-16 17:00:00+00:00,-0.00032959,SHORT,LONG,BCHUSDT_fundingRate.csv:593
funding-8451d49ece254c7aa62f,BINANCE_UM,BCHUSDT,2024-07-17 00:00:00+00:00,2024-07-17 01:00:00+00:00,-0.00040657,SHORT,LONG,BCHUSDT_fundingRate.csv:594
funding-ba64d6976b2a99c14aa7,BINANCE_UM,BCHUSDT,2024-07-17 08:00:00.001000+00:00,2024-07-17 09:00:00.001000+00:00,-0.00021904,SHORT,LONG,BCHUSDT_fundingRate.csv:595
funding-6024afaba6a8902f7e05,BINANCE_UM,BCHUSDT,2024-07-17 16:00:00+00:00,2024-07-17 17:00:00+00:00,-0.00036102,SHORT,LONG,BCHUSDT_fundingRate.csv:596
funding-8a44db550f605292a716,BINANCE_UM,BCHUSDT,2024-07-18 00:00:00+00:00,2024-07-18 01:00:00+00:00,-0.00032385,SHORT,LONG,BCHUSDT_fundingRate.csv:597
funding-de371569cd440bdb90c8,BINANCE_UM,BCHUSDT,2024-07-18 08:00:00+00:00,2024-07-18 09:00:00+00:00,-0.00015524,SHORT,LONG,BCHUSDT_fundingRate.csv:598
funding-5c66c35ad193ea737c5d,BINANCE_UM,BCHUSDT,2024-07-18 16:00:00+00:00,2024-07-18 17:00:00+00:00,-6.2e-05,SHORT,LONG,BCHUSDT_fundingRate.csv:599
funding-05dab5f5de372cfc2372,BINANCE_UM,BCHUSDT,2024-07-19 00:00:00+00:00,2024-07-19 01:00:00+00:00,-5.729e-05,SHORT,LONG,BCHUSDT_fundingRate.csv:600
funding-19d39a0a5bc8407cc04b,BINANCE_UM,BCHUSDT,2024-07-19 08:00:00+00:00,2024-07-19 09:00:00+00:00,-0.00010477,SHORT,LONG,BCHUSDT_fundingRate.csv:601
funding-9295a69b8857b156d7c7,BINANCE_UM,BCHUSDT,2024-07-19 16:00:00+00:00,2024-07-19 17:00:00+00:00,-8.05e-05,SHORT,LONG,BCHUSDT_fundingRate.csv:602
funding-f4b346b8f51d583e7435,BINANCE_UM,BCHUSDT,2024-07-20 00:00:00.001000+00:00,2024-07-20 01:00:00.001000+00:00,-0.00011009,SHORT,LONG,BCHUSDT_fundingRate.csv:603
funding-253b314db2bce986e4d7,BINANCE_UM,BCHUSDT,2024-07-20 08:00:00+00:00,2024-07-20 09:00:00+00:00,-6.416e-05,SHORT,LONG,BCHUSDT_fundingRate.csv:604
funding-18952042cd97ff2cd16d,BINANCE_UM,BCHUSDT,2024-07-20 16:00:00+00:00,2024-07-20 17:00:00+00:00,-5.329e-05,SHORT,LONG,BCHUSDT_fundingRate.csv:605
funding-980fdc25c7a9c725e9b7,BINANCE_UM,BCHUSDT,2024-07-21 00:00:00+00:00,2024-07-21 01:00:00+00:00,-0.00011968,SHORT,LONG,BCHUSDT_fundingRate.csv:606
funding-d234c382f6c5900c7f6d,BINANCE_UM,BCHUSDT,2024-07-21 08:00:00+00:00,2024-07-21 09:00:00+00:00,-4.202e-05,SHORT,LONG,BCHUSDT_fundingRate.csv:607
funding-78e55baf0e1829ec1ae8,BINANCE_UM,BCHUSDT,2024-07-21 16:00:00+00:00,2024-07-21 17:00:00+00:00,-0.00010506,SHORT,LONG,BCHUSDT_fundingRate.csv:608
funding-d17dae4d4f780949e1af,BINANCE_UM,BCHUSDT,2024-07-22 00:00:00+00:00,2024-07-22 01:00:00+00:00,-4.946e-05,SHORT,LONG,BCHUSDT_fundingRate.csv:609
funding-561a1f639068292383db,BINANCE_UM,BCHUSDT,2024-07-22 08:00:00+00:00,2024-07-22 09:00:00+00:00,-5.396e-05,SHORT,LONG,BCHUSDT_fundingRate.csv:610
funding-8b740dddb8cbace63953,BINANCE_UM,BCHUSDT,2024-07-22 16:00:00+00:00,2024-07-22 17:00:00+00:00,-0.00015692,SHORT,LONG,BCHUSDT_fundingRate.csv:611
funding-d15401682269f84b4ff8,BINANCE_UM,BCHUSDT,2024-07-23 00:00:00+00:00,2024-07-23 01:00:00+00:00,-0.00010912,SHORT,LONG,BCHUSDT_fundingRate.csv:612
funding-9d99e1f5632c356ccf0d,BINANCE_UM,BCHUSDT,2024-07-23 08:00:00+00:00,2024-07-23 09:00:00+00:00,-0.00035114,SHORT,LONG,BCHUSDT_fundingRate.csv:613
funding-2088208a95b5adc54678,BINANCE_UM,BCHUSDT,2024-07-23 16:00:00+00:00,2024-07-23 17:00:00+00:00,-0.00024693,SHORT,LONG,BCHUSDT_fundingRate.csv:614
funding-aa4c70deee5c18dcf0a8,BINANCE_UM,BCHUSDT,2024-07-24 00:00:00+00:00,2024-07-24 01:00:00+00:00,-0.00026014,SHORT,LONG,BCHUSDT_fundingRate.csv:615
funding-b8ff136d74188349aeb6,BINANCE_UM,BCHUSDT,2024-07-24 08:00:00+00:00,2024-07-24 09:00:00+00:00,-0.00014948,SHORT,LONG,BCHUSDT_fundingRate.csv:616
funding-79db7390b0b225c1b659,BINANCE_UM,BCHUSDT,2024-07-24 16:00:00+00:00,2024-07-24 17:00:00+00:00,-0.00014815,SHORT,LONG,BCHUSDT_fundingRate.csv:617
funding-621374e071c734384c95,BINANCE_UM,BCHUSDT,2024-07-25 00:00:00+00:00,2024-07-25 01:00:00+00:00,-0.0001241,SHORT,LONG,BCHUSDT_fundingRate.csv:618
funding-3f071a5cf75a7fdee4cb,BINANCE_UM,BCHUSDT,2024-07-25 08:00:00+00:00,2024-07-25 09:00:00+00:00,-9.814e-05,SHORT,LONG,BCHUSDT_fundingRate.csv:619
funding-ac0d656a03070711a3e4,BINANCE_UM,BCHUSDT,2024-07-25 16:00:00+00:00,2024-07-25 17:00:00+00:00,-3.045e-05,SHORT,LONG,BCHUSDT_fundingRate.csv:620
funding-ca77cc2f3441b8a1964f,BINANCE_UM,BCHUSDT,2024-07-26 00:00:00+00:00,2024-07-26 01:00:00+00:00,-0.0001081,SHORT,LONG,BCHUSDT_fundingRate.csv:621
funding-b401feecb7b40e672cd7,BINANCE_UM,BCHUSDT,2024-07-26 08:00:00+00:00,2024-07-26 09:00:00+00:00,-1.997e-05,SHORT,LONG,BCHUSDT_fundingRate.csv:622
funding-10ba39f816fb33adc2c5,BINANCE_UM,BCHUSDT,2024-07-26 16:00:00+00:00,2024-07-26 17:00:00+00:00,6.42e-06,LONG,SHORT,BCHUSDT_fundingRate.csv:623
funding-c18cc59f959f26eee545,BINANCE_UM,BCHUSDT,2024-07-27 00:00:00+00:00,2024-07-27 01:00:00+00:00,-4.23e-05,SHORT,LONG,BCHUSDT_fundingRate.csv:624
funding-8e9791bb021945a3e505,BINANCE_UM,BCHUSDT,2024-07-27 08:00:00+00:00,2024-07-27 09:00:00+00:00,-4.024e-05,SHORT,LONG,BCHUSDT_fundingRate.csv:625
funding-76cd379e1a2b96c4d483,BINANCE_UM,BCHUSDT,2024-07-27 16:00:00+00:00,2024-07-27 17:00:00+00:00,3.238e-05,LONG,SHORT,BCHUSDT_fundingRate.csv:626
funding-85ddb4eaf183b595923d,BINANCE_UM,BCHUSDT,2024-07-28 00:00:00+00:00,2024-07-28 01:00:00+00:00,6.305e-05,LONG,SHORT,BCHUSDT_fundingRate.csv:627
funding-510d6626392587854eca,BINANCE_UM,BCHUSDT,2024-07-28 08:00:00+00:00,2024-07-28 09:00:00+00:00,-1.489e-05,SHORT,LONG,BCHUSDT_fundingRate.csv:628
funding-63b600d322965c37dde8,BINANCE_UM,BCHUSDT,2024-07-28 16:00:00.001000+00:00,2024-07-28 17:00:00.001000+00:00,-8.986e-05,SHORT,LONG,BCHUSDT_fundingRate.csv:629
funding-ccbfb50ac380bf439d9e,BINANCE_UM,BCHUSDT,2024-07-29 00:00:00.001000+00:00,2024-07-29 01:00:00.001000+00:00,8.14e-06,LONG,SHORT,BCHUSDT_fundingRate.csv:630
funding-b90c39a8fbe7b3c8a02c,BINANCE_UM,BCHUSDT,2024-07-29 08:00:00+00:00,2024-07-29 09:00:00+00:00,-0.00011753,SHORT,LONG,BCHUSDT_fundingRate.csv:631
funding-bb3b09bc863d216968cb,BINANCE_UM,BCHUSDT,2024-07-29 16:00:00.001000+00:00,2024-07-29 17:00:00.001000+00:00,-7.544e-05,SHORT,LONG,BCHUSDT_fundingRate.csv:632
funding-2b5ba6a00e5c5a1fb609,BINANCE_UM,BCHUSDT,2024-07-30 00:00:00+00:00,2024-07-30 01:00:00+00:00,-1.483e-05,SHORT,LONG,BCHUSDT_fundingRate.csv:633
funding-97d3f291eb932ce809d2,BINANCE_UM,BCHUSDT,2024-07-30 08:00:00.001000+00:00,2024-07-30 09:00:00.001000+00:00,7.665e-05,LONG,SHORT,BCHUSDT_fundingRate.csv:634
funding-092a0bb5385c0c95283c,BINANCE_UM,BCHUSDT,2024-07-30 16:00:00+00:00,2024-07-30 17:00:00+00:00,4.127e-05,LONG,SHORT,BCHUSDT_fundingRate.csv:635
funding-8c00bfcb6e220e3ef45d,BINANCE_UM,BCHUSDT,2024-07-31 00:00:00+00:00,2024-07-31 01:00:00+00:00,0.0001,LONG,SHORT,BCHUSDT_fundingRate.csv:636
funding-09bc70db5f0b94b76656,BINANCE_UM,BCHUSDT,2024-07-31 08:00:00+00:00,2024-07-31 09:00:00+00:00,3.124e-05,LONG,SHORT,BCHUSDT_fundingRate.csv:637
funding-ab8b67b89b176011030d,BINANCE_UM,BCHUSDT,2024-07-31 16:00:00+00:00,2024-07-31 17:00:00+00:00,-3.159e-05,SHORT,LONG,BCHUSDT_fundingRate.csv:638
funding-d34d19f50fcae74ac18c,BINANCE_UM,BCHUSDT,2024-08-01 00:00:00+00:00,2024-08-01 01:00:00+00:00,6.975e-05,LONG,SHORT,BCHUSDT_fundingRate.csv:639
funding-d92ac92c083f167e4e43,BINANCE_UM,BCHUSDT,2024-08-01 08:00:00+00:00,2024-08-01 09:00:00+00:00,5.932e-05,LONG,SHORT,BCHUSDT_fundingRate.csv:640
funding-2440b3a4a6b231b442e5,BINANCE_UM,BCHUSDT,2024-08-01 16:00:00+00:00,2024-08-01 17:00:00+00:00,4.75e-06,LONG,SHORT,BCHUSDT_fundingRate.csv:641
funding-6fb5a3e0eb06a260312b,BINANCE_UM,BCHUSDT,2024-08-02 00:00:00+00:00,2024-08-02 01:00:00+00:00,-0.00011213,SHORT,LONG,BCHUSDT_fundingRate.csv:642
funding-21055c70e4fb39147f3c,BINANCE_UM,BCHUSDT,2024-08-02 08:00:00.001000+00:00,2024-08-02 09:00:00.001000+00:00,6.519e-05,LONG,SHORT,BCHUSDT_fundingRate.csv:643
funding-741a88bec6acfe621680,BINANCE_UM,BCHUSDT,2024-08-02 16:00:00+00:00,2024-08-02 17:00:00+00:00,-0.00017202,SHORT,LONG,BCHUSDT_fundingRate.csv:644
funding-cc9d3622be8e23ada6d0,BINANCE_UM,BCHUSDT,2024-08-03 00:00:00+00:00,2024-08-03 01:00:00+00:00,0.0001,LONG,SHORT,BCHUSDT_fundingRate.csv:645
funding-5d27fb7d050fe1bb2758,BINANCE_UM,BCHUSDT,2024-08-03 08:00:00+00:00,2024-08-03 09:00:00+00:00,-0.0001179,SHORT,LONG,BCHUSDT_fundingRate.csv:646
funding-decb95bf2ed8611c6c5d,BINANCE_UM,BCHUSDT,2024-08-03 16:00:00.001000+00:00,2024-08-03 17:00:00.001000+00:00,-0.00014462,SHORT,LONG,BCHUSDT_fundingRate.csv:647
funding-5469e68c3a4bce1068c9,BINANCE_UM,BCHUSDT,2024-08-04 00:00:00+00:00,2024-08-04 01:00:00+00:00,-0.00025122,SHORT,LONG,BCHUSDT_fundingRate.csv:648
funding-6a1d56b1dd73ace32da4,BINANCE_UM,BCHUSDT,2024-08-04 08:00:00+00:00,2024-08-04 09:00:00+00:00,-0.0001062,SHORT,LONG,BCHUSDT_fundingRate.csv:649
funding-b0e2d74c10a3ee35e5de,BINANCE_UM,BCHUSDT,2024-08-04 16:00:00+00:00,2024-08-04 17:00:00+00:00,-0.0003105,SHORT,LONG,BCHUSDT_fundingRate.csv:650
funding-d7b30c83207572440dde,BINANCE_UM,BCHUSDT,2024-08-05 00:00:00+00:00,2024-08-05 01:00:00+00:00,-0.00022552,SHORT,LONG,BCHUSDT_fundingRate.csv:651
funding-a304eff56fecf5f6ba10,BINANCE_UM,BCHUSDT,2024-08-05 08:00:00+00:00,2024-08-05 09:00:00+00:00,-0.00042121,SHORT,LONG,BCHUSDT_fundingRate.csv:652
funding-ff88d84f21d6db3f24d3,BINANCE_UM,BCHUSDT,2024-08-05 16:00:00+00:00,2024-08-05 17:00:00+00:00,-0.00024435,SHORT,LONG,BCHUSDT_fundingRate.csv:653
funding-e8f8244b59abcacd07cc,BINANCE_UM,BCHUSDT,2024-08-06 00:00:00+00:00,2024-08-06 01:00:00+00:00,-0.00064912,SHORT,LONG,BCHUSDT_fundingRate.csv:654
funding-540d37ed243b996ee59d,BINANCE_UM,BCHUSDT,2024-08-06 08:00:00+00:00,2024-08-06 09:00:00+00:00,-0.00064068,SHORT,LONG,BCHUSDT_fundingRate.csv:655
funding-7681b10246380a77a4ed,BINANCE_UM,BCHUSDT,2024-08-06 16:00:00+00:00,2024-08-06 17:00:00+00:00,-0.00053897,SHORT,LONG,BCHUSDT_fundingRate.csv:656
funding-797260cefb71a0526495,BINANCE_UM,BCHUSDT,2024-08-07 00:00:00+00:00,2024-08-07 01:00:00+00:00,-0.00055137,SHORT,LONG,BCHUSDT_fundingRate.csv:657
funding-a342e630e7e651c382db,BINANCE_UM,BCHUSDT,2024-08-07 08:00:00.001000+00:00,2024-08-07 09:00:00.001000+00:00,-0.00047939,SHORT,LONG,BCHUSDT_fundingRate.csv:658
funding-93fe5b1efb5a931b0f44,BINANCE_UM,BCHUSDT,2024-08-07 16:00:00+00:00,2024-08-07 17:00:00+00:00,-0.0005603,SHORT,LONG,BCHUSDT_fundingRate.csv:659
funding-bcd584bea8c2eb1624d9,BINANCE_UM,BCHUSDT,2024-08-08 00:00:00.001000+00:00,2024-08-08 01:00:00.001000+00:00,-0.00033182,SHORT,LONG,BCHUSDT_fundingRate.csv:660
funding-d5fd5f624037903bb8b3,BINANCE_UM,BCHUSDT,2024-08-08 08:00:00+00:00,2024-08-08 09:00:00+00:00,-0.00021347,SHORT,LONG,BCHUSDT_fundingRate.csv:661
funding-c966d4e3ac40f218514b,BINANCE_UM,BCHUSDT,2024-08-08 16:00:00+00:00,2024-08-08 17:00:00+00:00,-0.0002442,SHORT,LONG,BCHUSDT_fundingRate.csv:662
funding-7d663c6b2b8da11a1284,BINANCE_UM,BCHUSDT,2024-08-09 00:00:00+00:00,2024-08-09 01:00:00+00:00,-0.00021045,SHORT,LONG,BCHUSDT_fundingRate.csv:663
funding-4f45c51cdeeac5090a2f,BINANCE_UM,BCHUSDT,2024-08-09 08:00:00+00:00,2024-08-09 09:00:00+00:00,-0.00033908,SHORT,LONG,BCHUSDT_fundingRate.csv:664
funding-0b709d925dcc82a1d88b,BINANCE_UM,BCHUSDT,2024-08-09 16:00:00+00:00,2024-08-09 17:00:00+00:00,-0.00010318,SHORT,LONG,BCHUSDT_fundingRate.csv:665
funding-4e026205112c3a0bd323,BINANCE_UM,BCHUSDT,2024-08-10 00:00:00+00:00,2024-08-10 01:00:00+00:00,-0.00021546,SHORT,LONG,BCHUSDT_fundingRate.csv:666
funding-98ea491be2ec8e97b2ef,BINANCE_UM,BCHUSDT,2024-08-10 08:00:00+00:00,2024-08-10 09:00:00+00:00,-0.000377,SHORT,LONG,BCHUSDT_fundingRate.csv:667
funding-858161005ee5668d1375,BINANCE_UM,BCHUSDT,2024-08-10 16:00:00+00:00,2024-08-10 17:00:00+00:00,-0.00019954,SHORT,LONG,BCHUSDT_fundingRate.csv:668
funding-fd4500b8f5385b2bbc72,BINANCE_UM,BCHUSDT,2024-08-11 00:00:00+00:00,2024-08-11 01:00:00+00:00,-0.0003382,SHORT,LONG,BCHUSDT_fundingRate.csv:669
funding-4ff0ed533519c3359468,BINANCE_UM,BCHUSDT,2024-08-11 08:00:00+00:00,2024-08-11 09:00:00+00:00,-0.00034768,SHORT,LONG,BCHUSDT_fundingRate.csv:670
funding-f421ac8f80c899d90ea9,BINANCE_UM,BCHUSDT,2024-08-11 16:00:00.001000+00:00,2024-08-11 17:00:00.001000+00:00,-0.00013423,SHORT,LONG,BCHUSDT_fundingRate.csv:671
funding-a1372a6ea237b9228d91,BINANCE_UM,BCHUSDT,2024-08-12 00:00:00+00:00,2024-08-12 01:00:00+00:00,6.577e-05,LONG,SHORT,BCHUSDT_fundingRate.csv:672
funding-ff74ee071ff9acca67e7,BINANCE_UM,BCHUSDT,2024-08-12 08:00:00+00:00,2024-08-12 09:00:00+00:00,-0.000145,SHORT,LONG,BCHUSDT_fundingRate.csv:673
funding-cbbcd1e77fd021f17576,BINANCE_UM,BCHUSDT,2024-08-12 16:00:00+00:00,2024-08-12 17:00:00+00:00,-5.115e-05,SHORT,LONG,BCHUSDT_fundingRate.csv:674
funding-e63d459766f960892649,BINANCE_UM,BCHUSDT,2024-08-13 00:00:00+00:00,2024-08-13 01:00:00+00:00,-0.00022326,SHORT,LONG,BCHUSDT_fundingRate.csv:675
funding-d4ce2b9ecd6a965808a7,BINANCE_UM,BCHUSDT,2024-08-13 08:00:00+00:00,2024-08-13 09:00:00+00:00,-0.00020844,SHORT,LONG,BCHUSDT_fundingRate.csv:676
funding-1096f6dc6bdd2048fc24,BINANCE_UM,BCHUSDT,2024-08-13 16:00:00+00:00,2024-08-13 17:00:00+00:00,-0.0001262,SHORT,LONG,BCHUSDT_fundingRate.csv:677
funding-b99b8ba919f65826c44e,BINANCE_UM,BCHUSDT,2024-08-14 00:00:00+00:00,2024-08-14 01:00:00+00:00,-6.3e-05,SHORT,LONG,BCHUSDT_fundingRate.csv:678
funding-894a303a6182c5c007b7,BINANCE_UM,BCHUSDT,2024-08-14 08:00:00+00:00,2024-08-14 09:00:00+00:00,5.047e-05,LONG,SHORT,BCHUSDT_fundingRate.csv:679
funding-41af9456f3ba1358af8f,BINANCE_UM,BCHUSDT,2024-08-14 16:00:00+00:00,2024-08-14 17:00:00+00:00,-0.00032475,SHORT,LONG,BCHUSDT_fundingRate.csv:680
funding-eb6b532996e47c0ce8b3,BINANCE_UM,BCHUSDT,2024-08-15 00:00:00+00:00,2024-08-15 01:00:00+00:00,1.713e-05,LONG,SHORT,BCHUSDT_fundingRate.csv:681
funding-34594ebfbf810c5b725b,BINANCE_UM,BCHUSDT,2024-08-15 08:00:00+00:00,2024-08-15 09:00:00+00:00,0.0001,LONG,SHORT,BCHUSDT_fundingRate.csv:682
funding-32ad876180653f18faa1,BINANCE_UM,BCHUSDT,2024-08-15 16:00:00+00:00,2024-08-15 17:00:00+00:00,-5.17e-05,SHORT,LONG,BCHUSDT_fundingRate.csv:683
funding-6f5874d38e9c82921e61,BINANCE_UM,BCHUSDT,2024-08-16 00:00:00+00:00,2024-08-16 01:00:00+00:00,-0.0001044,SHORT,LONG,BCHUSDT_fundingRate.csv:684
