expected_index,detected_index,venue,instrument,expected_time_utc,detected_time_utc,timing_error_seconds,expected_funding_rate,detected_funding_rate,funding_rate_abs_error,observable_time_error_seconds,month_utc
14316,14316,BINANCE_UM,DOGEUSDT,2025-06-01 00:00:00.001000+00:00,2025-06-01 00:00:00.001000+00:00,0.0,-1.869e-05,-1.869e-05,0.0,0.0,2025-06
14406,14406,BINANCE_UM,DOGEUSDT,2025-07-01 00:00:00.007000+00:00,2025-07-01 00:00:00.007000+00:00,0.0,6.636e-05,6.636e-05,0.0,0.0,2025-07
14499,14499,BINANCE_UM,DOGEUSDT,2025-08-01 00:00:00.001000+00:00,2025-08-01 00:00:00.001000+00:00,0.0,7.237e-05,7.237e-05,0.0,0.0,2025-08
14592,14592,BINANCE_UM,DOGEUSDT,2025-09-01 00:00:00+00:00,2025-09-01 00:00:00+00:00,0.0,9.89e-05,9.89e-05,0.0,0.0,2025-09
14682,14682,BINANCE_UM,DOGEUSDT,2025-10-01 00:00:00+00:00,2025-10-01 00:00:00+00:00,0.0,0.0001,0.0001,0.0,0.0,2025-10
14775,14775,BINANCE_UM,DOGEUSDT,2025-11-01 00:00:00.001000+00:00,2025-11-01 00:00:00.001000+00:00,0.0,6.001e-05,6.001e-05,0.0,0.0,2025-11
14865,14865,BINANCE_UM,DOGEUSDT,2025-12-01 00:00:00+00:00,2025-12-01 00:00:00+00:00,0.0,-4.318e-05,-4.318e-05,0.0,0.0,2025-12
14958,14958,BINANCE_UM,DOGEUSDT,2026-01-01 00:00:00.008000+00:00,2026-01-01 00:00:00.008000+00:00,0.0,-9.368e-05,-9.368e-05,0.0,0.0,2026-01
15051,15051,BINANCE_UM,DOGEUSDT,2026-02-01 00:00:00.001000+00:00,2026-02-01 00:00:00.001000+00:00,0.0,-0.00026033,-0.00026033,0.0,0.0,2026-02
15135,15135,BINANCE_UM,DOGEUSDT,2026-03-01 00:00:00.005000+00:00,2026-03-01 00:00:00.005000+00:00,0.0,-3.797e-05,-3.797e-05,0.0,0.0,2026-03
15228,15228,BINANCE_UM,DOGEUSDT,2026-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,0.0,0.0001,0.0001,0.0,0.0,2026-04
15318,15318,BINANCE_UM,ETHUSDT,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,0.0,0.00027858,0.00027858,0.0,0.0,2024-01
15411,15411,BINANCE_UM,ETHUSDT,2024-02-01 00:00:00+00:00,2024-02-01 00:00:00+00:00,0.0,5.527e-05,5.527e-05,0.0,0.0,2024-02
15498,15498,BINANCE_UM,ETHUSDT,2024-03-01 00:00:00+00:00,2024-03-01 00:00:00+00:00,0.0,0.0005304,0.0005304,0.0,0.0,2024-03
15591,15591,BINANCE_UM,ETHUSDT,2024-04-01 00:00:00+00:00,2024-04-01 00:00:00+00:00,0.0,0.00060909,0.00060909,0.0,0.0,2024-04
15681,15681,BINANCE_UM,ETHUSDT,2024-05-01 00:00:00+00:00,2024-05-01 00:00:00+00:00,0.0,1.865e-05,1.865e-05,0.0,0.0,2024-05
15774,15774,BINANCE_UM,ETHUSDT,2024-06-01 00:00:00+00:00,2024-06-01 00:00:00+00:00,0.0,0.00017131,0.00017131,0.0,0.0,2024-06
15864,15864,BINANCE_UM,ETHUSDT,2024-07-01 00:00:00+00:00,2024-07-01 00:00:00+00:00,0.0,0.0001,0.0001,0.0,0.0,2024-07
15957,15957,BINANCE_UM,ETHUSDT,2024-08-01 00:00:00+00:00,2024-08-01 00:00:00+00:00,0.0,0.0001,0.0001,0.0,0.0,2024-08
16050,16050,BINANCE_UM,ETHUSDT,2024-09-01 00:00:00+00:00,2024-09-01 00:00:00+00:00,0.0,4.499e-05,4.499e-05,0.0,0.0,2024-09
16140,16140,BINANCE_UM,ETHUSDT,2024-10-01 00:00:00+00:00,2024-10-01 00:00:00+00:00,0.0,0.0001,0.0001,0.0,0.0,2024-10
16233,16233,BINANCE_UM,ETHUSDT,2024-11-01 00:00:00+00:00,2024-11-01 00:00:00+00:00,0.0,0.0001,0.0001,0.0,0.0,2024-11
16323,16323,BINANCE_UM,ETHUSDT,2024-12-01 00:00:00+00:00,2024-12-01 00:00:00+00:00,0.0,0.00011863,0.00011863,0.0,0.0,2024-12
16416,16416,BINANCE_UM,ETHUSDT,2025-01-01 00:00:00.015000+00:00,2025-01-01 00:00:00.015000+00:00,0.0,0.0001,0.0001,0.0,0.0,2025-01
16509,16509,BINANCE_UM,ETHUSDT,2025-02-01 00:00:00+00:00,2025-02-01 00:00:00+00:00,0.0,8.432e-05,8.432e-05,0.0,0.0,2025-02
16593,16593,BINANCE_UM,ETHUSDT,2025-03-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,0.0,4.855e-05,4.855e-05,0.0,0.0,2025-03
16686,16686,BINANCE_UM,ETHUSDT,2025-04-01 00:00:00+00:00,2025-04-01 00:00:00+00:00,0.0,-6.52e-06,-6.52e-06,0.0,0.0,2025-04
16776,16776,BINANCE_UM,ETHUSDT,2025-05-01 00:00:00+00:00,2025-05-01 00:00:00+00:00,0.0,5.43e-05,5.43e-05,0.0,0.0,2025-05
16869,16869,BINANCE_UM,ETHUSDT,2025-06-01 00:00:00.001000+00:00,2025-06-01 00:00:00.001000+00:00,0.0,7.52e-05,7.52e-05,0.0,0.0,2025-06
16959,16959,BINANCE_UM,ETHUSDT,2025-07-01 00:00:00.007000+00:00,2025-07-01 00:00:00.007000+00:00,0.0,8.191e-05,8.191e-05,0.0,0.0,2025-07
17052,17052,BINANCE_UM,ETHUSDT,2025-08-01 00:00:00.001000+00:00,2025-08-01 00:00:00.001000+00:00,0.0,-3.749e-05,-3.749e-05,0.0,0.0,2025-08
17145,17145,BINANCE_UM,ETHUSDT,2025-09-01 00:00:00+00:00,2025-09-01 00:00:00+00:00,0.0,-2.114e-05,-2.114e-05,0.0,0.0,2025-09
17235,17235,BINANCE_UM,ETHUSDT,2025-10-01 00:00:00+00:00,2025-10-01 00:00:00+00:00,0.0,-1.572e-05,-1.572e-05,0.0,0.0,2025-10
17328,17328,BINANCE_UM,ETHUSDT,2025-11-01 00:00:00.001000+00:00,2025-11-01 00:00:00.001000+00:00,0.0,6.032e-05,6.032e-05,0.0,0.0,2025-11
17418,17418,BINANCE_UM,ETHUSDT,2025-12-01 00:00:00+00:00,2025-12-01 00:00:00+00:00,0.0,5.374e-05,5.374e-05,0.0,0.0,2025-12
17511,17511,BINANCE_UM,ETHUSDT,2026-01-01 00:00:00.008000+00:00,2026-01-01 00:00:00.008000+00:00,0.0,0.0001,0.0001,0.0,0.0,2026-01
17604,17604,BINANCE_UM,ETHUSDT,2026-02-01 00:00:00.001000+00:00,2026-02-01 00:00:00.001000+00:00,0.0,-0.00016427,-0.00016427,0.0,0.0,2026-02
17688,17688,BINANCE_UM,ETHUSDT,2026-03-01 00:00:00.005000+00:00,2026-03-01 00:00:00.005000+00:00,0.0,-3.406e-05,-3.406e-05,0.0,0.0,2026-03
17781,17781,BINANCE_UM,ETHUSDT,2026-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,0.0,-2.57e-06,-2.57e-06,0.0,0.0,2026-04
17871,17871,BINANCE_UM,LINKUSDT,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,0.0,0.0001,0.0001,0.0,0.0,2024-01
17964,17964,BINANCE_UM,LINKUSDT,2024-02-01 00:00:00+00:00,2024-02-01 00:00:00+00:00,0.0,0.0001,0.0001,0.0,0.0,2024-02
18051,18051,BINANCE_UM,LINKUSDT,2024-03-01 00:00:00+00:00,2024-03-01 00:00:00+00:00,0.0,0.00056071,0.00056071,0.0,0.0,2024-03
18144,18144,BINANCE_UM,LINKUSDT,2024-04-01 00:00:00+00:00,2024-04-01 00:00:00+00:00,0.0,0.00052227,0.00052227,0.0,0.0,2024-04
18234,18234,BINANCE_UM,LINKUSDT,2024-05-01 00:00:00+00:00,2024-05-01 00:00:00+00:00,0.0,-1.27e-06,-1.27e-06,0.0,0.0,2024-05
18327,18327,BINANCE_UM,LINKUSDT,2024-06-01 00:00:00+00:00,2024-06-01 00:00:00+00:00,0.0,0.00017168,0.00017168,0.0,0.0,2024-06
18417,18417,BINANCE_UM,LINKUSDT,2024-07-01 00:00:00+00:00,2024-07-01 00:00:00+00:00,0.0,0.0001,0.0001,0.0,0.0,2024-07
18510,18510,BINANCE_UM,LINKUSDT,2024-08-01 00:00:00+00:00,2024-08-01 00:00:00+00:00,0.0,-5.39e-06,-5.39e-06,0.0,0.0,2024-08
18603,18603,BINANCE_UM,LINKUSDT,2024-09-01 00:00:00+00:00,2024-09-01 00:00:00+00:00,0.0,7.907e-05,7.907e-05,0.0,0.0,2024-09
18693,18693,BINANCE_UM,LINKUSDT,2024-10-01 00:00:00+00:00,2024-10-01 00:00:00+00:00,0.0,9.344e-05,9.344e-05,0.0,0.0,2024-10
18786,18786,BINANCE_UM,LINKUSDT,2024-11-01 00:00:00+00:00,2024-11-01 00:00:00+00:00,0.0,0.0001,0.0001,0.0,0.0,2024-11
18876,18876,BINANCE_UM,LINKUSDT,2024-12-01 00:00:00+00:00,2024-12-01 00:00:00+00:00,0.0,0.00019369,0.00019369,0.0,0.0,2024-12
18969,18969,BINANCE_UM,LINKUSDT,2025-01-01 00:00:00.015000+00:00,2025-01-01 00:00:00.015000+00:00,0.0,0.0001,0.0001,0.0,0.0,2025-01
19062,19062,BINANCE_UM,LINKUSDT,2025-02-01 00:00:00+00:00,2025-02-01 00:00:00+00:00,0.0,0.0001,0.0001,0.0,0.0,2025-02
19146,19146,BINANCE_UM,LINKUSDT,2025-03-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,0.0,0.0001,0.0001,0.0,0.0,2025-03
19239,19239,BINANCE_UM,LINKUSDT,2025-04-01 00:00:00+00:00,2025-04-01 00:00:00+00:00,0.0,4.023e-05,4.023e-05,0.0,0.0,2025-04
19329,19329,BINANCE_UM,LINKUSDT,2025-05-01 00:00:00+00:00,2025-05-01 00:00:00+00:00,0.0,-2.267e-05,-2.267e-05,0.0,0.0,2025-05
19422,19422,BINANCE_UM,LINKUSDT,2025-06-01 00:00:00.001000+00:00,2025-06-01 00:00:00.001000+00:00,0.0,-7.833e-05,-7.833e-05,0.0,0.0,2025-06
19512,19512,BINANCE_UM,LINKUSDT,2025-07-01 00:00:00.007000+00:00,2025-07-01 00:00:00.007000+00:00,0.0,0.0001,0.0001,0.0,0.0,2025-07
19605,19605,BINANCE_UM,LINKUSDT,2025-08-01 00:00:00.001000+00:00,2025-08-01 00:00:00.001000+00:00,0.0,4.219e-05,4.219e-05,0.0,0.0,2025-08
19698,19698,BINANCE_UM,LINKUSDT,2025-09-01 00:00:00+00:00,2025-09-01 00:00:00+00:00,0.0,8.258e-05,8.258e-05,0.0,0.0,2025-09
19788,19788,BINANCE_UM,LINKUSDT,2025-10-01 00:00:00+00:00,2025-10-01 00:00:00+00:00,0.0,0.0001,0.0001,0.0,0.0,2025-10
19881,19881,BINANCE_UM,LINKUSDT,2025-11-01 00:00:00.001000+00:00,2025-11-01 00:00:00.001000+00:00,0.0,0.0001,0.0001,0.0,0.0,2025-11
19971,19971,BINANCE_UM,LINKUSDT,2025-12-01 00:00:00+00:00,2025-12-01 00:00:00+00:00,0.0,-5.43e-06,-5.43e-06,0.0,0.0,2025-12
20064,20064,BINANCE_UM,LINKUSDT,2026-01-01 00:00:00.008000+00:00,2026-01-01 00:00:00.008000+00:00,0.0,3.104e-05,3.104e-05,0.0,0.0,2026-01
20157,20157,BINANCE_UM,LINKUSDT,2026-02-01 00:00:00.001000+00:00,2026-02-01 00:00:00.001000+00:00,0.0,2.467e-05,2.467e-05,0.0,0.0,2026-02
20241,20241,BINANCE_UM,LINKUSDT,2026-03-01 00:00:00.005000+00:00,2026-03-01 00:00:00.005000+00:00,0.0,9.49e-05,9.49e-05,0.0,0.0,2026-03
20334,20334,BINANCE_UM,LINKUSDT,2026-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,0.0,0.0001,0.0001,0.0,0.0,2026-04
20424,20424,BINANCE_UM,LTCUSDT,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,0.0,0.00023442,0.00023442,0.0,0.0,2024-01
20517,20517,BINANCE_UM,LTCUSDT,2024-02-01 00:00:00+00:00,2024-02-01 00:00:00+00:00,0.0,0.0001,0.0001,0.0,0.0,2024-02
20604,20604,BINANCE_UM,LTCUSDT,2024-03-01 00:00:00+00:00,2024-03-01 00:00:00+00:00,0.0,0.00056605,0.00056605,0.0,0.0,2024-03
20697,20697,BINANCE_UM,LTCUSDT,2024-04-01 00:00:00+00:00,2024-04-01 00:00:00+00:00,0.0,0.00067981,0.00067981,0.0,0.0,2024-04
20787,20787,BINANCE_UM,LTCUSDT,2024-05-01 00:00:00+00:00,2024-05-01 00:00:00+00:00,0.0,2.073e-05,2.073e-05,0.0,0.0,2024-05
20880,20880,BINANCE_UM,LTCUSDT,2024-06-01 00:00:00+00:00,2024-06-01 00:00:00+00:00,0.0,0.0001,0.0001,0.0,0.0,2024-06
20970,20970,BINANCE_UM,LTCUSDT,2024-07-01 00:00:00+00:00,2024-07-01 00:00:00+00:00,0.0,0.0001,0.0001,0.0,0.0,2024-07
21063,21063,BINANCE_UM,LTCUSDT,2024-08-01 00:00:00+00:00,2024-08-01 00:00:00+00:00,0.0,9.86e-05,9.86e-05,0.0,0.0,2024-08
21156,21156,BINANCE_UM,LTCUSDT,2024-09-01 00:00:00+00:00,2024-09-01 00:00:00+00:00,0.0,6.578e-05,6.578e-05,0.0,0.0,2024-09
21246,21246,BINANCE_UM,LTCUSDT,2024-10-01 00:00:00+00:00,2024-10-01 00:00:00+00:00,0.0,4.895e-05,4.895e-05,0.0,0.0,2024-10
21339,21339,BINANCE_UM,LTCUSDT,2024-11-01 00:00:00+00:00,2024-11-01 00:00:00+00:00,0.0,0.0001,0.0001,0.0,0.0,2024-11
21429,21429,BINANCE_UM,LTCUSDT,2024-12-01 00:00:00+00:00,2024-12-01 00:00:00+00:00,0.0,0.0002444,0.0002444,0.0,0.0,2024-12
21522,21522,BINANCE_UM,LTCUSDT,2025-01-01 00:00:00.015000+00:00,2025-01-01 00:00:00.015000+00:00,0.0,0.0001,0.0001,0.0,0.0,2025-01
21615,21615,BINANCE_UM,LTCUSDT,2025-02-01 00:00:00+00:00,2025-02-01 00:00:00+00:00,0.0,0.0001,0.0001,0.0,0.0,2025-02
21699,21699,BINANCE_UM,LTCUSDT,2025-03-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,0.0,0.0001,0.0001,0.0,0.0,2025-03
21792,21792,BINANCE_UM,LTCUSDT,2025-04-01 00:00:00+00:00,2025-04-01 00:00:00+00:00,0.0,7.19e-06,7.19e-06,0.0,0.0,2025-04
21882,21882,BINANCE_UM,LTCUSDT,2025-05-01 00:00:00+00:00,2025-05-01 00:00:00+00:00,0.0,6.676e-05,6.676e-05,0.0,0.0,2025-05
21975,21975,BINANCE_UM,LTCUSDT,2025-06-01 00:00:00.001000+00:00,2025-06-01 00:00:00.001000+00:00,0.0,5.547e-05,5.547e-05,0.0,0.0,2025-06
22065,22065,BINANCE_UM,LTCUSDT,2025-07-01 00:00:00.007000+00:00,2025-07-01 00:00:00.007000+00:00,0.0,7.127e-05,7.127e-05,0.0,0.0,2025-07
22158,22158,BINANCE_UM,LTCUSDT,2025-08-01 00:00:00.001000+00:00,2025-08-01 00:00:00.001000+00:00,0.0,-1.227e-05,-1.227e-05,0.0,0.0,2025-08
22251,22251,BINANCE_UM,LTCUSDT,2025-09-01 00:00:00+00:00,2025-09-01 00:00:00+00:00,0.0,6.286e-05,6.286e-05,0.0,0.0,2025-09
22341,22341,BINANCE_UM,LTCUSDT,2025-10-01 00:00:00+00:00,2025-10-01 00:00:00+00:00,0.0,0.0001,0.0001,0.0,0.0,2025-10
22434,22434,BINANCE_UM,LTCUSDT,2025-11-01 00:00:00.001000+00:00,2025-11-01 00:00:00.001000+00:00,0.0,7.897e-05,7.897e-05,0.0,0.0,2025-11
22524,22524,BINANCE_UM,LTCUSDT,2025-12-01 00:00:00+00:00,2025-12-01 00:00:00+00:00,0.0,-6.376e-05,-6.376e-05,0.0,0.0,2025-12
22617,22617,BINANCE_UM,LTCUSDT,2026-01-01 00:00:00.008000+00:00,2026-01-01 00:00:00.008000+00:00,0.0,4.3e-05,4.3e-05,0.0,0.0,2026-01
22710,22710,BINANCE_UM,LTCUSDT,2026-02-01 00:00:00.001000+00:00,2026-02-01 00:00:00.001000+00:00,0.0,-0.00010607,-0.00010607,0.0,0.0,2026-02
22794,22794,BINANCE_UM,LTCUSDT,2026-03-01 00:00:00.005000+00:00,2026-03-01 00:00:00.005000+00:00,0.0,-3.43e-06,-3.43e-06,0.0,0.0,2026-03
22887,22887,BINANCE_UM,LTCUSDT,2026-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,0.0,0.0001,0.0001,0.0,0.0,2026-04
22977,22977,BINANCE_UM,SOLUSDT,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,0.0,0.0002241,0.0002241,0.0,0.0,2024-01
23070,23070,BINANCE_UM,SOLUSDT,2024-02-01 00:00:00+00:00,2024-02-01 00:00:00+00:00,0.0,5.15e-05,5.15e-05,0.0,0.0,2024-02
23157,23157,BINANCE_UM,SOLUSDT,2024-03-01 00:00:00+00:00,2024-03-01 00:00:00+00:00,0.0,0.00060436,0.00060436,0.0,0.0,2024-03
23250,23250,BINANCE_UM,SOLUSDT,2024-04-01 00:00:00+00:00,2024-04-01 00:00:00+00:00,0.0,0.00083459,0.00083459,0.0,0.0,2024-04
23340,23340,BINANCE_UM,SOLUSDT,2024-05-01 00:00:00+00:00,2024-05-01 00:00:00+00:00,0.0,-3.566e-05,-3.566e-05,0.0,0.0,2024-05
23433,23433,BINANCE_UM,SOLUSDT,2024-06-01 00:00:00+00:00,2024-06-01 00:00:00+00:00,0.0,0.00016081,0.00016081,0.0,0.0,2024-06
23523,23523,BINANCE_UM,SOLUSDT,2024-07-01 00:00:00+00:00,2024-07-01 00:00:00+00:00,0.0,8.734e-05,8.734e-05,0.0,0.0,2024-07
23616,23616,BINANCE_UM,SOLUSDT,2024-08-01 00:00:00+00:00,2024-08-01 00:00:00+00:00,0.0,9.291e-05,9.291e-05,0.0,0.0,2024-08
23709,23709,BINANCE_UM,SOLUSDT,2024-09-01 00:00:00+00:00,2024-09-01 00:00:00+00:00,0.0,-9.59e-06,-9.59e-06,0.0,0.0,2024-09
23799,23799,BINANCE_UM,SOLUSDT,2024-10-01 00:00:00+00:00,2024-10-01 00:00:00+00:00,0.0,0.0001,0.0001,0.0,0.0,2024-10
23892,23892,BINANCE_UM,SOLUSDT,2024-11-01 00:00:00+00:00,2024-11-01 00:00:00+00:00,0.0,0.0001,0.0001,0.0,0.0,2024-11
23982,23982,BINANCE_UM,SOLUSDT,2024-12-01 00:00:00+00:00,2024-12-01 00:00:00+00:00,0.0,0.00011575,0.00011575,0.0,0.0,2024-12
24075,24075,BINANCE_UM,SOLUSDT,2025-01-01 00:00:00.015000+00:00,2025-01-01 00:00:00.015000+00:00,0.0,-5.587e-05,-5.587e-05,0.0,0.0,2025-01
24168,24168,BINANCE_UM,SOLUSDT,2025-02-01 00:00:00+00:00,2025-02-01 00:00:00+00:00,0.0,-6.866e-05,-6.866e-05,0.0,0.0,2025-02
24252,24252,BINANCE_UM,SOLUSDT,2025-03-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,0.0,0.0001,0.0001,0.0,0.0,2025-03
24345,24345,BINANCE_UM,SOLUSDT,2025-04-01 00:00:00+00:00,2025-04-01 00:00:00+00:00,0.0,-9.179e-05,-9.179e-05,0.0,0.0,2025-04
24435,24435,BINANCE_UM,SOLUSDT,2025-05-01 00:00:00+00:00,2025-05-01 00:00:00+00:00,0.0,4.946e-05,4.946e-05,0.0,0.0,2025-05
24528,24528,BINANCE_UM,SOLUSDT,2025-06-01 00:00:00.001000+00:00,2025-06-01 00:00:00.001000+00:00,0.0,-6.233e-05,-6.233e-05,0.0,0.0,2025-06
24618,24618,BINANCE_UM,SOLUSDT,2025-07-01 00:00:00.007000+00:00,2025-07-01 00:00:00.007000+00:00,0.0,9.123e-05,9.123e-05,0.0,0.0,2025-07
24711,24711,BINANCE_UM,SOLUSDT,2025-08-01 00:00:00.001000+00:00,2025-08-01 00:00:00.001000+00:00,0.0,4.034e-05,4.034e-05,0.0,0.0,2025-08
24804,24804,BINANCE_UM,SOLUSDT,2025-09-01 00:00:00+00:00,2025-09-01 00:00:00+00:00,0.0,9.019e-05,9.019e-05,0.0,0.0,2025-09
24894,24894,BINANCE_UM,SOLUSDT,2025-10-01 00:00:00+00:00,2025-10-01 00:00:00+00:00,0.0,7.07e-05,7.07e-05,0.0,0.0,2025-10
24987,24987,BINANCE_UM,SOLUSDT,2025-11-01 00:00:00.001000+00:00,2025-11-01 00:00:00.001000+00:00,0.0,1.5e-06,1.5e-06,0.0,0.0,2025-11
25077,25077,BINANCE_UM,SOLUSDT,2025-12-01 00:00:00+00:00,2025-12-01 00:00:00+00:00,0.0,0.0001,0.0001,0.0,0.0,2025-12
25170,25170,BINANCE_UM,SOLUSDT,2026-01-01 00:00:00.008000+00:00,2026-01-01 00:00:00.008000+00:00,0.0,2.778e-05,2.778e-05,0.0,0.0,2026-01
25263,25263,BINANCE_UM,SOLUSDT,2026-02-01 00:00:00.001000+00:00,2026-02-01 00:00:00.001000+00:00,0.0,-0.00069212,-0.00069212,0.0,0.0,2026-02
25347,25347,BINANCE_UM,SOLUSDT,2026-03-01 00:00:00.005000+00:00,2026-03-01 00:00:00.005000+00:00,0.0,-4.585e-05,-4.585e-05,0.0,0.0,2026-03
25440,25440,BINANCE_UM,SOLUSDT,2026-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,0.0,1.608e-05,1.608e-05,0.0,0.0,2026-04
25530,25530,BINANCE_UM,SUIUSDT,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,0.0,0.0002841,0.0002841,0.0,0.0,2024-01
25623,25623,BINANCE_UM,SUIUSDT,2024-02-01 00:00:00+00:00,2024-02-01 00:00:00+00:00,0.0,2.348e-05,2.348e-05,0.0,0.0,2024-02
25710,25710,BINANCE_UM,SUIUSDT,2024-03-01 00:00:00+00:00,2024-03-01 00:00:00+00:00,0.0,0.00071061,0.00071061,0.0,0.0,2024-03
25803,25803,BINANCE_UM,SUIUSDT,2024-04-01 00:00:00+00:00,2024-04-01 00:00:00+00:00,0.0,0.00040806,0.00040806,0.0,0.0,2024-04
25893,25893,BINANCE_UM,SUIUSDT,2024-05-01 00:00:00+00:00,2024-05-01 00:00:00+00:00,0.0,-0.00030523,-0.00030523,0.0,0.0,2024-05
25986,25986,BINANCE_UM,SUIUSDT,2024-06-01 00:00:00+00:00,2024-06-01 00:00:00+00:00,0.0,0.0001,0.0001,0.0,0.0,2024-06
26076,26076,BINANCE_UM,SUIUSDT,2024-07-01 00:00:00+00:00,2024-07-01 00:00:00+00:00,0.0,-2.61e-05,-2.61e-05,0.0,0.0,2024-07
26169,26169,BINANCE_UM,SUIUSDT,2024-08-01 00:00:00+00:00,2024-08-01 00:00:00+00:00,0.0,-6.624e-05,-6.624e-05,0.0,0.0,2024-08
26262,26262,BINANCE_UM,SUIUSDT,2024-09-01 00:00:00+00:00,2024-09-01 00:00:00+00:00,0.0,2.392e-05,2.392e-05,0.0,0.0,2024-09
26352,26352,BINANCE_UM,SUIUSDT,2024-10-01 00:00:00+00:00,2024-10-01 00:00:00+00:00,0.0,-0.00012273,-0.00012273,0.0,0.0,2024-10
26445,26445,BINANCE_UM,SUIUSDT,2024-11-01 00:00:00+00:00,2024-11-01 00:00:00+00:00,0.0,0.0001,0.0001,0.0,0.0,2024-11
26535,26535,BINANCE_UM,SUIUSDT,2024-12-01 00:00:00+00:00,2024-12-01 00:00:00+00:00,0.0,0.00038608,0.00038608,0.0,0.0,2024-12
26628,26628,BINANCE_UM,SUIUSDT,2025-01-01 00:00:00.015000+00:00,2025-01-01 00:00:00.015000+00:00,0.0,-0.00013119,-0.00013119,0.0,0.0,2025-01
26721,26721,BINANCE_UM,SUIUSDT,2025-02-01 00:00:00+00:00,2025-02-01 00:00:00+00:00,0.0,2.6e-05,2.6e-05,0.0,0.0,2025-02
26805,26805,BINANCE_UM,SUIUSDT,2025-03-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,0.0,7.644e-05,7.644e-05,0.0,0.0,2025-03
26898,26898,BINANCE_UM,SUIUSDT,2025-04-01 00:00:00+00:00,2025-04-01 00:00:00+00:00,0.0,-0.00011562,-0.00011562,0.0,0.0,2025-04
26988,26988,BINANCE_UM,SUIUSDT,2025-05-01 00:00:00+00:00,2025-05-01 00:00:00+00:00,0.0,0.0001,0.0001,0.0,0.0,2025-05
27081,27081,BINANCE_UM,SUIUSDT,2025-06-01 00:00:00.001000+00:00,2025-06-01 00:00:00.001000+00:00,0.0,4.798e-05,4.798e-05,0.0,0.0,2025-06
27171,27171,BINANCE_UM,SUIUSDT,2025-07-01 00:00:00.007000+00:00,2025-07-01 00:00:00.007000+00:00,0.0,4.412e-05,4.412e-05,0.0,0.0,2025-07
27264,27264,BINANCE_UM,SUIUSDT,2025-08-01 00:00:00.001000+00:00,2025-08-01 00:00:00.001000+00:00,0.0,1.395e-05,1.395e-05,0.0,0.0,2025-08
27357,27357,BINANCE_UM,SUIUSDT,2025-09-01 00:00:00+00:00,2025-09-01 00:00:00+00:00,0.0,-1.77e-06,-1.77e-06,0.0,0.0,2025-09
27447,27447,BINANCE_UM,SUIUSDT,2025-10-01 00:00:00+00:00,2025-10-01 00:00:00+00:00,0.0,0.0001,0.0001,0.0,0.0,2025-10
27540,27540,BINANCE_UM,SUIUSDT,2025-11-01 00:00:00.001000+00:00,2025-11-01 00:00:00.001000+00:00,0.0,8.614e-05,8.614e-05,0.0,0.0,2025-11
27630,27630,BINANCE_UM,SUIUSDT,2025-12-01 00:00:00+00:00,2025-12-01 00:00:00+00:00,0.0,-2.629e-05,-2.629e-05,0.0,0.0,2025-12
27723,27723,BINANCE_UM,SUIUSDT,2026-01-01 00:00:00.008000+00:00,2026-01-01 00:00:00.008000+00:00,0.0,0.0001,0.0001,0.0,0.0,2026-01
27816,27816,BINANCE_UM,SUIUSDT,2026-02-01 00:00:00.001000+00:00,2026-02-01 00:00:00.001000+00:00,0.0,9.17e-06,9.17e-06,0.0,0.0,2026-02
27900,27900,BINANCE_UM,SUIUSDT,2026-03-01 00:00:00.005000+00:00,2026-03-01 00:00:00.005000+00:00,0.0,-0.00011219,-0.00011219,0.0,0.0,2026-03
27993,27993,BINANCE_UM,SUIUSDT,2026-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,0.0,4.628e-05,4.628e-05,0.0,0.0,2026-04
28083,28083,BINANCE_UM,XRPUSDT,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,0.0,0.00022084,0.00022084,0.0,0.0,2024-01
28176,28176,BINANCE_UM,XRPUSDT,2024-02-01 00:00:00+00:00,2024-02-01 00:00:00+00:00,0.0,0.0001,0.0001,0.0,0.0,2024-02
28263,28263,BINANCE_UM,XRPUSDT,2024-03-01 00:00:00+00:00,2024-03-01 00:00:00+00:00,0.0,0.00058081,0.00058081,0.0,0.0,2024-03
28356,28356,BINANCE_UM,XRPUSDT,2024-04-01 00:00:00+00:00,2024-04-01 00:00:00+00:00,0.0,0.00074271,0.00074271,0.0,0.0,2024-04
28446,28446,BINANCE_UM,XRPUSDT,2024-05-01 00:00:00+00:00,2024-05-01 00:00:00+00:00,0.0,-3.768e-05,-3.768e-05,0.0,0.0,2024-05
