core14se_rank,candidate_id,semantic_bucket,motif_bucket,generation_mode,clue_rows,label_count,horizon_count,best_abs_corr,best_original_score,min_control_ratio,median_control_ratio,median_spread,proposed_subgraph_id,expression,raw_inputs,outside_old_packet,repair_score
65,a7ffcore11e_4c67508333214e808c,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,2,2,1,0.0049860268835305,0.0049860268835305,0.376803592171391,0.4660101072147774,5.616414058084439e-05,sgx_58672aec6df8f9629c,"Mul(ZScore(Mean(Mul(Delta(ZScore(Mean(trade_count,24)),24),Abs(ZScore(Delta(trade_low,24)))),4)),Delta(trade_count,3))",trade_count;trade_low,True,8.346113353327828
66,a7ffcore11e_1a0c13e0697780faa7,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,2,2,1,0.0096409702409184,0.0096409702409184,0.4239449570310388,0.5537575491755743,-0.0001889366232536,sgx_caa337e686592f6863,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,24),24),Abs(ZScore(Delta(trade_low,24)))),4)),Delta(trade_count,16))",trade_count;trade_low,True,8.34492949075629
67,a7ffcore11e_378937c1d066186b94,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,2,2,1,0.0073252057951817,0.0073252057951817,0.403391284621269,0.40340565665063,-5.459854802150443e-05,sgx_a839188d8f19009409,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,24),24),Abs(ZScore(Delta(trade_high,8)))),4)),Delta(trade_count,16))",trade_count;trade_high,True,8.339721546661096
68,a7ffcore11e_300ef9b90098b89b58,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,2,2,1,0.0082268536230064,0.0082268536230064,0.4177861865788826,0.516715722538496,-5.8742234643346305e-05,sgx_7c11a9857db597151c,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,24),24),Abs(ZScore(Delta(trade_high,4)))),3)),Delta(trade_count,16))",trade_count;trade_high,True,8.328964699302363
69,a7ffcore11e_1942160ee15398d457,open_interest_like,single,seed_field_mul_delta,4,2,2,0.0065214896832307,0.0065214896832307,0.4168725366272777,0.6337945843520102,-2.656503392247406e-05,sgx_e53bc170458901c45a,"Mul(ZScore(Mean(open_interest_change_24h,4)),Delta(open_interest_change_24h,24))",open_interest_change_24h,False,8.29668472041006
70,a7ffcore11e_05014af14def66a014,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,2,2,1,0.0085959258182929,0.0085959258182929,0.4817730462433521,0.6359751119535126,-0.00016465480591189999,sgx_e867afad83b8c0fd4c,"Mul(ZScore(Mean(Mul(Delta(ZScore(Mean(trade_count,4)),24),Abs(ZScore(Delta(trade_high,4)))),2)),Delta(trade_count,24))",trade_count;trade_high,True,8.208372423879155
71,a7ffcore11e_3ec57ea3f99c39e17e,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,2,2,1,0.0236075335781064,0.0236075335781064,0.6389112768731761,0.6599663157852669,-0.0001295856344779,sgx_dc557d6d4491601dd3,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,4),24),Abs(ZScore(Delta(trade_low,24)))),2)),Delta(trade_count,72))",trade_count;trade_low,True,8.194328117815775
72,a7ffcore11e_1912a535f0533e1786,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,1,1,1,0.0035979187589896,0.1449394321804215,0.6320724687874969,0.6320724687874969,0.1449394321804215,sgx_327082956b2c0633c8,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,24),24),Abs(ZScore(Delta(trade_high,8)))),3)),Delta(trade_count,24))",trade_count;trade_high,True,8.134643706033437
73,a7ffcore11e_e4eff4e076eb8cbc67,open_interest_like|positioning_like,delta_x_divergence,seed_field_mul_delta,2,2,1,0.0056767546109024,0.0056767546109024,0.5190155070499087,0.5397589077233707,0.00022320983387185003,sgx_5cf8e14d18cf7db7b6,"Mul(ZScore(Mean(Sub(CSRank(Mean(open_interest_last,4)),CSRank(Delta(global_long_short_account_ratio_mean,24))),2)),Delta(global_long_short_account_ratio_mean,6))",global_long_short_account_ratio_mean;open_interest_last,True,8.07550407811823
74,a7ffcore11e_578b81923bbfd24556,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,1,1,1,0.0034548598594725,0.137627717599149,0.6173770803577996,0.6173770803577996,0.137627717599149,sgx_fd03faf17635f7969c,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,24),24),Abs(ZScore(Delta(trade_high,8)))),2)),Delta(trade_count,24))",trade_count;trade_high,True,8.01780019126738
75,a7ffcore11e_7572ab199d54ee55bd,taker_flow_like|open_interest_like,flow_x_leverage,seed_field_mul_delta,1,1,1,0.0011905820745061,0.1443311219794776,0.6889682844169259,0.6889682844169259,-0.1443311219794776,sgx_dbd227bfc1e02d8db4,"Mul(ZScore(Mean(Mul(ZScore(Delta(taker_buy_quote_volume,4)),Delta(Delta(open_interest_mean,4),24)),4)),Delta(open_interest_mean,12))",open_interest_mean;taker_buy_quote_volume,True,8.008685870755698
76,a7ffcore11e_6a9a26e403c6125043,taker_flow_like|open_interest_like,flow_x_leverage,seed_field_mul_delta,1,1,1,0.0014542093371074,0.1412797644911259,0.6692011262972369,0.6692011262972369,-0.1412797644911259,sgx_5e451af33e22ef2170,"Mul(ZScore(Mean(Mul(ZScore(Delta(taker_buy_quote_volume,4)),Delta(Delta(open_interest_mean,4),24)),3)),Delta(open_interest_mean,48))",open_interest_mean;taker_buy_quote_volume,True,7.987193037228044
77,a7ffcore11e_ddc7af9711beac20b7,open_interest_like|positioning_like,delta_x_divergence,seed_field_mul_delta,2,2,1,0.0055704710048137,0.0055704710048137,0.5800401479037302,0.6186240512876192,7.101088662865171e-05,sgx_ca8f297e864bd47bc5,"Mul(ZScore(Mean(Sub(CSRank(Mean(open_interest_last,4)),CSRank(Delta(global_long_short_account_ratio_mean,24))),3)),Delta(global_long_short_account_ratio_mean,6))",global_long_short_account_ratio_mean;open_interest_last,True,7.951329124288814
78,a7ffcore11e_4e7b517b4c814fa61d,taker_flow_like|open_interest_like,flow_x_leverage,seed_field_mul_delta,1,1,1,0.0012831867649273,0.1217235376717841,0.5214620795020926,0.5214620795020926,-0.1217235376717841,sgx_7756de764b2c77ac42,"Mul(ZScore(Mean(Mul(ZScore(Delta(taker_buy_quote_volume,4)),Delta(Delta(open_interest_last,4),24)),4)),Delta(open_interest_last,3))",open_interest_last;taker_buy_quote_volume,True,7.891546594431497
79,a7ffcore11e_249d2f15f6613eda70,open_interest_like,single,seed_field_mul_delta,1,1,1,0.0015593078174893,0.1263120436651841,0.587879998142597,0.587879998142597,0.1263120436651841,sgx_0601c20e7b84b7f096,"Mul(ZScore(Mean(Delta(open_interest_value_last,72),3)),Delta(open_interest_value_last,3))",open_interest_value_last,True,7.850480877018487
80,a7ffcore11e_a00dcc5b97bfdd5d9c,open_interest_like|positioning_like,delta_x_divergence,seed_field_mul_delta,2,2,1,0.0057885309873346,0.0057885309873346,0.648509340291052,0.6641913470697678,0.0003801087740066,sgx_e50583143d82e2ebc2,"Mul(ZScore(Mean(Sub(CSRank(Mean(open_interest_last,4)),CSRank(Delta(global_long_short_account_ratio_mean,24))),4)),Delta(global_long_short_account_ratio_mean,6))",global_long_short_account_ratio_mean;open_interest_last,True,7.818751939164588
81,a7ffcore11e_0d3de62849361e5bec,taker_flow_like|open_interest_like,flow_x_leverage,seed_field_mul_delta,1,1,1,0.0010989037907825,0.1298217739555154,0.724218802286286,0.724218802286286,-0.1298217739555154,sgx_781f202d037fb9abd2,"Mul(ZScore(Mean(Mul(ZScore(Delta(taker_buy_quote_volume,4)),Delta(Delta(open_interest_mean,4),24)),4)),Delta(open_interest_mean,16))",open_interest_mean;taker_buy_quote_volume,True,7.647997874537737
82,a7ffcore11e_4eb5978085468b9ad6,taker_flow_like|open_interest_like,flow_x_leverage,seed_field_mul_delta,2,1,2,0.0072229383714008,0.0072229383714008,0.5368365841390238,0.6386471659363825,0.00029581891144615,sgx_eb5c6088d8abbc024f,"Mul(ZScore(Mean(Mul(ZScore(taker_buy_quote_volume),Delta(Delta(open_interest_mean,8),24)),2)),Delta(open_interest_mean,4))",open_interest_mean;taker_buy_quote_volume,True,7.570785599149969
83,a7ffcore11e_2dd63f13fdbb9a227d,taker_flow_like|open_interest_like,flow_x_leverage,seed_field_mul_delta,1,1,1,0.0010409214646946,0.0838739429974013,0.3312286973266366,0.3312286973266366,-0.0838739429974013,sgx_4b62d739aeebbc3f1d,"Mul(ZScore(Mean(Mul(ZScore(Delta(taker_buy_quote_volume,24)),Delta(Mean(open_interest_mean,8),24)),2)),Delta(open_interest_mean,6))",open_interest_mean;taker_buy_quote_volume,True,7.515021465294753
84,a7ffcore11e_29f4f627799a6dfed5,taker_flow_like|basis_premium_like,gated_sign,seed_field_safe_div,1,1,1,0.0019366684366477,0.0944805269459388,0.4531407094318793,0.4531407094318793,-0.0944805269459388,sgx_4e6a7d0b8165b8febc,"SafeDiv(Delta(Mul(taker_buy_quote_volume,Sign(Mean(mark_index_basis_bps,4))),2),Abs(Delta(mark_index_basis_bps,12)))",mark_index_basis_bps;taker_buy_quote_volume,True,7.483329120055017
85,a7ffcore11e_6754f84bb859b65abb,taker_flow_like|open_interest_like,flow_x_leverage,seed_field_mul_delta,1,1,1,0.0031683200836417,0.1220114379988204,0.7402660595874204,0.7402660595874204,-0.1220114379988204,sgx_603486e56a2da7b29b,"Mul(ZScore(Mean(Mul(ZScore(Delta(taker_buy_quote_volume,4)),Delta(Delta(open_interest_last,4),24)),3)),Delta(open_interest_last,96))",open_interest_last;taker_buy_quote_volume,True,7.4596966408015675
86,a7ffcore11e_5797ede140d362ffce,taker_flow_like|open_interest_like,flow_x_leverage,seed_field_mul_delta,2,1,2,0.0076462416709931,0.0076462416709931,0.6470687423150847,0.6689927430596115,1.9533912570050008e-05,sgx_24a071a9c4c014982f,"Mul(ZScore(Mean(Mul(ZScore(taker_buy_quote_volume),Delta(Delta(open_interest_mean,8),24)),2)),Delta(open_interest_mean,6))",open_interest_mean;taker_buy_quote_volume,True,7.358787348789692
87,a7ffcore11e_20eecb5636ab8e3aa6,taker_flow_like|basis_premium_like,gated_sign,seed_field_safe_div,1,1,1,0.0038224380777025,0.0845800713388545,0.4167548309951098,0.4167548309951098,-0.0845800713388545,sgx_e1889bc7ae50608594,"SafeDiv(Delta(Mul(taker_buy_quote_volume,Sign(Mean(mark_index_basis_bps,4))),2),Abs(Delta(mark_index_basis_bps,24)))",mark_index_basis_bps;taker_buy_quote_volume,True,7.358091764786871
88,a7ffcore11e_3ff6e83f7edc4df79d,taker_flow_like|open_interest_like,flow_x_leverage,seed_field_mul_delta,2,1,2,0.009084387661593,0.009084387661593,0.6710675536656658,0.6811279198725695,-0.00048309950635599995,sgx_272dde6199dec6359c,"Mul(ZScore(Mean(Mul(ZScore(Delta(taker_buy_quote_volume,4)),Delta(Delta(open_interest_mean,4),24)),3)),Delta(open_interest_mean,72))",open_interest_mean;taker_buy_quote_volume,True,7.339552645900529
89,a7ffcore11e_5d75bda63e8f7deae8,taker_flow_like|open_interest_like,flow_x_leverage,seed_field_mul_delta,1,1,1,0.0026906107453674,0.1202136434911438,0.7872553702677616,0.7872553702677616,-0.1202136434911438,sgx_b376b21e9a7a4d9cd6,"Mul(ZScore(Mean(Mul(ZScore(Delta(taker_buy_quote_volume,4)),Delta(Delta(open_interest_mean,4),24)),4)),Delta(open_interest_mean,8))",open_interest_mean;taker_buy_quote_volume,True,7.329762129287353
90,a7ffcore11e_deb04a6b50a738278b,taker_flow_like|basis_premium_like,gated_sign,seed_field_rank_spread,2,1,2,0.0052293454923503,0.0052293454923503,0.6525599322743587,0.6727425600648663,0.0004096274687733,sgx_879cf80a39f3e7c918,"Sub(TSRank(Mul(taker_buy_quote_volume,Sign(Mean(mark_index_basis_bps,4))),2),TSRank(mark_index_basis_bps,16))",mark_index_basis_bps;taker_buy_quote_volume,True,7.299467045298289
91,a7ffcore11e_1a7a1b7524df8afa77,taker_flow_like|open_interest_like,flow_x_leverage,seed_field_mul_delta,1,1,1,0.0037493169386573,0.1158089592070766,0.763319838862428,0.763319838862428,-0.1158089592070766,sgx_e39ad7e4b3560d881e,"Mul(ZScore(Mean(Mul(ZScore(Delta(taker_buy_quote_volume,4)),Delta(Delta(open_interest_last,4),24)),3)),Delta(open_interest_last,4))",open_interest_last;taker_buy_quote_volume,True,7.289539506416676
92,a7ffcore11e_401dba8a0d92d2b684,taker_flow_like|open_interest_like,flow_x_leverage,seed_field_mul_delta,2,1,2,0.0096620305860987,0.0096620305860987,0.7417636027269422,0.7660692551826769,0.0003497100114227573,sgx_70778bb84bd78ebc0e,"Mul(ZScore(Mean(Mul(ZScore(taker_buy_quote_volume),Delta(Delta(open_interest_mean,8),24)),2)),Delta(open_interest_mean,96))",open_interest_mean;taker_buy_quote_volume,True,7.209713406268089
93,a7ffcore11e_465f7bfa7dc84e38bc,taker_flow_like|open_interest_like,flow_x_leverage,seed_field_mul_delta,1,1,1,0.0013928686419478,0.0708986037394854,0.5135783752284575,0.5135783752284575,-0.0708986037394854,sgx_41899a4d75e4345cf6,"Mul(ZScore(Mean(Mul(ZScore(Delta(taker_buy_quote_volume,24)),Delta(Mean(open_interest_mean,8),24)),2)),Delta(open_interest_mean,4))",open_interest_mean;taker_buy_quote_volume,True,6.8908153243327925
94,a7ffcore11e_b83343f0b5d2a912a3,liquidity_like,single,seed_field_mul_delta,1,1,1,0.0034123162497129,0.071137231339468,0.6738222942727287,0.6738222942727287,-0.071137231339468,sgx_80b8991edddade9d26,"Mul(ZScore(Mean(Mean(trade_volume,4),2)),Delta(trade_volume,2))",trade_volume,True,6.575100038243902
95,a7ffcore11e_7ac5f3f71a00807f00,taker_flow_like|open_interest_like,flow_x_leverage,seed_field_mul_delta,1,1,1,0.0017369582053879,0.039268797098717,0.4421903807895616,0.4421903807895616,-0.039268797098717,sgx_9ad59dee8f290d4894,"Mul(ZScore(Mean(Mul(ZScore(Delta(taker_buy_quote_volume,24)),Delta(Mean(open_interest_mean,8),24)),2)),Delta(open_interest_mean,16))",open_interest_mean;taker_buy_quote_volume,True,6.400995180395217
96,a7ffcore11e_5fcd7ebabb6db4aee5,liquidity_like,single,seed_field_mul_delta,1,1,1,0.0035580631025768,0.0718946369891791,0.7734208397556316,0.7734208397556316,-0.0718946369891791,sgx_e3b1bc4b9f0467d972,"Mul(ZScore(Mean(Mean(trade_volume,4),3)),Delta(trade_volume,2))",trade_volume,True,6.391051060272319
97,a7ffcore11e_043dc762c9529bb4ea,taker_flow_like|open_interest_like,flow_x_leverage,seed_field_mul_delta,1,1,1,0.0029086481341109,0.0440672311564901,0.5518765529131562,0.5518765529131562,-0.0440672311564901,sgx_473fe233eb0732f3f4,"Mul(ZScore(Mean(Mul(ZScore(Delta(taker_buy_quote_volume,4)),Delta(Delta(open_interest_last,4),24)),2)),Delta(open_interest_last,16))",open_interest_last;taker_buy_quote_volume,True,6.27759151730349
98,a7ffcore11e_c992169ade0f4c15f9,open_interest_like|positioning_like,delta_x_divergence,seed_field_mul_delta,1,1,1,0.0096235790950431,0.0378099699014384,0.4895218816279425,0.4895218816279425,0.0378099699014384,sgx_8c55b50f52399c59d1,"Mul(ZScore(Mean(Sub(CSRank(Mean(open_interest_last,4)),CSRank(Delta(global_long_short_account_ratio_mean,24))),3)),Delta(global_long_short_account_ratio_mean,32))",global_long_short_account_ratio_mean;open_interest_last,True,6.277155634772883
99,a7ffcore11e_786722cdd2764b2c2b,taker_flow_like|open_interest_like,flow_x_leverage,seed_field_mul_delta,1,1,1,0.0013922091017486,0.0550787004108088,0.7010542486392689,0.7010542486392689,-0.0550787004108088,sgx_74f84b8a4237341c5e,"Mul(ZScore(Mean(Mul(ZScore(Delta(taker_buy_quote_volume,24)),Delta(Mean(open_interest_mean,8),24)),3)),Delta(open_interest_mean,32))",open_interest_mean;taker_buy_quote_volume,True,6.199465510937638
100,a7ffcore11e_435b102c039df90f17,taker_flow_like|open_interest_like,flow_x_leverage,seed_field_mul_delta,1,1,1,0.0098450503791642,0.0098450503791642,0.2891240378824145,0.2891240378824145,8.759017736400232e-05,sgx_c6aa37d0a6760f2ea2,"Mul(ZScore(Mean(Mul(ZScore(Delta(taker_buy_quote_volume,4)),Delta(Delta(open_interest_mean,4),24)),2)),Delta(open_interest_mean,32))",open_interest_mean;taker_buy_quote_volume,True,6.118652931818454
101,a7ffcore11e_45c8c5bf57c2d17bea,open_interest_like|positioning_like,delta_x_divergence,seed_field_mul_delta,1,1,1,0.0096407242702583,0.0372165868182321,0.6616290879566542,0.6616290879566542,0.0372165868182321,sgx_f4b32fb12a1f1dae1d,"Mul(ZScore(Mean(Sub(CSRank(Mean(open_interest_last,4)),CSRank(Delta(global_long_short_account_ratio_mean,24))),2)),Delta(global_long_short_account_ratio_mean,72))",global_long_short_account_ratio_mean;open_interest_last,True,5.921073560451333
102,a7ffcore11e_7bd1bb9089595953e0,taker_flow_like|open_interest_like,flow_x_leverage,seed_field_mul_delta,1,1,1,0.0029591259834061,0.0382339586579759,0.6776309519452184,0.6776309519452184,-0.0382339586579759,sgx_6c19cd2e1c45537038,"Mul(ZScore(Mean(Mul(ZScore(taker_buy_quote_volume),Delta(Delta(open_interest_mean,8),24)),2)),Delta(open_interest_mean,24))",open_interest_mean;taker_buy_quote_volume,True,5.909417269269081
103,a7ffcore11e_420e99b8a278dc4c8e,open_interest_like|positioning_like,delta_x_divergence,seed_field_mul_delta,1,1,1,0.0087124487121424,0.0380207554812188,0.6812327585533053,0.6812327585533053,0.0380207554812188,sgx_6d0b37608d76d9086b,"Mul(ZScore(Mean(Sub(CSRank(Mean(open_interest_last,4)),CSRank(Delta(global_long_short_account_ratio_mean,24))),4)),Delta(global_long_short_account_ratio_mean,72))",global_long_short_account_ratio_mean;open_interest_last,True,5.897949592517765
104,a7ffcore11e_7ba27cc9e55fb01b78,open_interest_like|positioning_like,delta_x_divergence,seed_field_mul_delta,1,1,1,0.0091331848578874,0.0360734358094694,0.6831384137954619,0.6831384137954619,0.0360734358094694,sgx_967c012233a0d76be1,"Mul(ZScore(Mean(Sub(CSRank(Mean(open_interest_last,4)),CSRank(Delta(global_long_short_account_ratio_mean,24))),3)),Delta(global_long_short_account_ratio_mean,72))",global_long_short_account_ratio_mean;open_interest_last,True,5.855191888598465
105,a7ffcore11e_9bd6c6bf10234667f4,liquidity_like,single,seed_field_mul_delta,1,1,1,0.0096647022566565,0.0096647022566565,0.435829268236955,0.435829268236955,-0.0005129208221704,sgx_419ea9b1cb6210ad2c,"Mul(ZScore(Mean(Mean(trade_volume,4),2)),Delta(trade_volume,32))",trade_volume,True,5.82163550865922
106,a7ffcore11e_0dd768582f272b13e9,open_interest_like,single,seed_field_mul_delta,1,1,1,0.0022000179315324,0.0398031924561268,0.7403220578718476,0.7403220578718476,-0.0398031924561268,sgx_132189e631787ef03e,"Mul(ZScore(Mean(Delta(open_interest_change_24h,72),4)),Delta(open_interest_change_24h,2))",open_interest_change_24h,True,5.815419733378841
107,a7ffcore11e_4010809000c2176ff9,taker_flow_like|basis_premium_like,gated_sign,seed_field_mul_delta,1,1,1,0.0440902879319838,0.0440902879319838,0.7937403662247762,0.7937403662247762,-0.0003987040261224,sgx_a08db4695144261c56,"Mul(ZScore(Mean(Mul(taker_buy_quote_volume,Sign(Mean(mark_index_basis_bps,4))),3)),Delta(mark_index_basis_bps,96))",mark_index_basis_bps;taker_buy_quote_volume,True,5.7943250261901245
108,a7ffcore11e_3f3c7ae2e99bb0f5b8,taker_flow_like|open_interest_like,flow_x_leverage,seed_field_mul_delta,1,1,1,0.0068111684483431,0.0068111684483431,0.4523640853106814,0.4523640853106814,3.615879772184786e-05,sgx_f8550d91040fdedecd,"Mul(ZScore(Mean(Mul(ZScore(Delta(taker_buy_quote_volume,4)),Delta(Delta(open_interest_mean,4),24)),3)),Delta(open_interest_mean,32))",open_interest_mean;taker_buy_quote_volume,True,5.731495198345499
109,a7ffcore11e_31ccb7f2f91aa7e9d2,open_interest_like|positioning_like,delta_x_divergence,seed_field_mul_delta,1,1,1,0.0058003504976348,0.0242705299712569,0.6939136851152604,0.6939136851152604,0.0242705299712569,sgx_b6359821b4f970ddc7,"Mul(ZScore(Mean(Sub(CSRank(Mean(open_interest_last,4)),CSRank(Delta(global_long_short_account_ratio_mean,24))),4)),Delta(global_long_short_account_ratio_mean,3))",global_long_short_account_ratio_mean;open_interest_last,True,5.597583229194617
110,a7ffcore11e_98aa19f1e45c8bab15,taker_flow_like|open_interest_like,flow_x_leverage,seed_field_mul_delta,1,1,1,0.0036115636433687,0.0036115636433687,0.48977297033995,0.48977297033995,-0.0002135453183007,sgx_318c63efc61cc0baba,"Mul(ZScore(Mean(Mul(ZScore(Delta(taker_buy_quote_volume,24)),Delta(Mean(open_interest_mean,8),24)),4)),Delta(open_interest_mean,24))",open_interest_mean;taker_buy_quote_volume,True,5.592685332187474
111,a7ffcore11e_243f32b909d9469672,liquidity_like,single,seed_field_mul_delta,1,1,1,0.0103365461824969,0.0103365461824969,0.5623975629230122,0.5623975629230122,-0.0001527000620125,sgx_34b3cfd09e800cec28,"Mul(ZScore(Mean(Mean(trade_volume,4),2)),Delta(trade_volume,12))",trade_volume,True,5.581935797803913
112,a7ffcore11e_5547922f53cc90e0a1,liquidity_like,single,seed_field_mul_delta,1,1,1,0.0103555670272765,0.0103555670272765,0.5718242609477393,0.5718242609477393,-0.0002297184900902,sgx_ddb7b16a03f44e8321,"Mul(ZScore(Mean(Mean(trade_volume,4),3)),Delta(trade_volume,12))",trade_volume,True,5.563462818650051
113,a7ffcore11e_62177b4a351f23dee9,liquidity_like,single,seed_field_mul_delta,1,1,1,0.0103927957764567,0.0103927957764567,0.593392196521431,0.593392196521431,-0.0003104367429177,sgx_fbee43ceafb34ccc35,"Mul(ZScore(Mean(Mean(trade_volume,4),4)),Delta(trade_volume,12))",trade_volume,True,5.521071522486272
114,a7ffcore11e_ec26834009da0d5054,taker_flow_like|basis_premium_like,gated_sign,seed_field_rank_spread,1,1,1,0.0033572635013338,0.0033572635013338,0.625080602776203,0.625080602776203,0.0002408025726061,sgx_f7b3fab640ee456a6a,"Sub(TSRank(Mul(taker_buy_quote_volume,Sign(Mean(mark_index_basis_bps,4))),3),TSRank(mark_index_basis_bps,24))",mark_index_basis_bps;taker_buy_quote_volume,True,5.316984064474269
115,a7ffcore11e_78fc00f4702d1eb00f,taker_flow_like|basis_premium_like,gated_sign,seed_field_rank_spread,1,1,1,0.0045183214248983,0.0045183214248983,0.6521327528540164,0.6521327528540164,0.0005255512951694,sgx_55ebad66db6781f9c4,"Sub(TSRank(Mul(taker_buy_quote_volume,Sign(Mean(mark_index_basis_bps,4))),2),TSRank(mark_index_basis_bps,32))",mark_index_basis_bps;taker_buy_quote_volume,True,5.286100922789934
116,a7ffcore11e_afb3749ca25350c738,taker_flow_like|basis_premium_like,gated_sign,seed_field_rank_spread,1,1,1,0.004506163172533,0.004506163172533,0.6784055867624353,0.6784055867624353,0.0003211687384776,sgx_840a7c40dd5f841b16,"Sub(TSRank(Mul(taker_buy_quote_volume,Sign(Mean(mark_index_basis_bps,4))),2),TSRank(mark_index_basis_bps,8))",mark_index_basis_bps;taker_buy_quote_volume,True,5.233312089925789
117,a7ffcore11e_1f85f8127767a83261,liquidity_like,single,seed_field_rank_spread,1,1,1,0.0033342888267464,0.0033342888267464,0.668482344038777,0.668482344038777,0.0002900357203083,sgx_d2ac336831232d1b38,"Sub(TSRank(Delta(trade_count_168h,24),4),TSRank(trade_count_168h,2))",trade_count_168h,True,5.2297210884573735
118,a7ffcore11e_4394e65d4ffa374dcd,taker_flow_like|basis_premium_like,gated_sign,seed_field_rank_spread,1,1,1,0.0047232364749635,0.0047232364749635,0.6849737583417443,0.6849737583417443,0.0003796485343009,sgx_acc33b94241b79a394,"Sub(TSRank(Mul(taker_buy_quote_volume,Sign(Mean(mark_index_basis_bps,4))),2),TSRank(mark_index_basis_bps,48))",mark_index_basis_bps;taker_buy_quote_volume,True,5.2245172128157815
119,a7ffcore11e_00be7384a5748c067d,open_interest_like|positioning_like,delta_x_divergence,seed_field_mul_delta,1,1,1,0.0051972402499932,0.0051972402499932,0.6997410910512852,0.6997410910512852,0.0005085984204447,sgx_6991e0d7101267bf19,"Mul(ZScore(Mean(Sub(CSRank(Mean(open_interest_last,4)),CSRank(Delta(global_long_short_account_ratio_mean,24))),2)),Delta(global_long_short_account_ratio_mean,96))",global_long_short_account_ratio_mean;open_interest_last,True,5.204462622897294
120,a7ffcore11e_d1dbc4fba532ff5c83,open_interest_like|positioning_like,delta_x_divergence,seed_field_mul_delta,1,1,1,0.0060193064863763,0.0060193064863763,0.7144986523982215,0.7144986523982215,3.4335962794519826e-05,sgx_310f7a46ea66afa95c,"Mul(ZScore(Mean(Sub(CSRank(Mean(open_interest_last,4)),CSRank(Delta(global_long_short_account_ratio_mean,24))),3)),Delta(global_long_short_account_ratio_mean,48))",global_long_short_account_ratio_mean;open_interest_last,True,5.191388824931083
121,a7ffcore11e_609ef14715bcbaddaa,taker_flow_like|basis_premium_like,gated_sign,seed_field_rank_spread,1,1,1,0.0029475091984097,0.0029475091984097,0.7063605173069912,0.7063605173069912,0.0002672581396585,sgx_d1bb59a66b53ef941c,"Sub(TSRank(Mul(taker_buy_quote_volume,Sign(Mean(mark_index_basis_bps,4))),3),TSRank(mark_index_basis_bps,32))",mark_index_basis_bps;taker_buy_quote_volume,True,5.146229149354212
122,a7ffcore11e_0c92d2de8de14dfa9b,open_interest_like|positioning_like,delta_x_divergence,seed_field_mul_delta,1,1,1,0.0048241466900282,0.0048241466900282,0.7313190996249845,0.7313190996249845,0.0003936693934126,sgx_5b28fe760819ae151e,"Mul(ZScore(Mean(Sub(CSRank(Mean(open_interest_last,4)),CSRank(Delta(global_long_short_account_ratio_mean,24))),2)),Delta(global_long_short_account_ratio_mean,8))",global_long_short_account_ratio_mean;open_interest_last,True,5.133844734550594
123,a7ffcore11e_808636e7cc38f48be5,taker_flow_like|basis_premium_like,gated_sign,seed_field_rank_spread,1,1,1,0.0031457510963248,0.0031457510963248,0.74998021601346,0.74998021601346,0.0002195201528561,sgx_f56d1b8bfcd6039135,"Sub(TSRank(Mul(taker_buy_quote_volume,Sign(Mean(mark_index_basis_bps,4))),3),TSRank(mark_index_basis_bps,48))",mark_index_basis_bps;taker_buy_quote_volume,True,5.062954589899577
124,a7ffcore11e_1bcf38afa05684b577,open_interest_like,single,seed_field_mul_delta,1,1,1,0.0026114567386992,0.0026114567386992,0.7492464010020794,0.7492464010020794,2.1316846883822212e-05,sgx_7d28ca288121f7d296,"Mul(ZScore(Mean(Delta(open_interest_value_last,72),2)),Delta(open_interest_value_last,4))",open_interest_value_last,True,5.053736332769825
125,a7ffcore11e_fc6bdefcaa18d8c47f,open_interest_like|positioning_like,delta_x_divergence,seed_field_mul_delta,1,1,1,0.0057903224695378,0.0057903224695378,0.7819627109274356,0.7819627109274356,-1.4287427805802482e-05,sgx_b92e01e3a4413657fc,"Mul(ZScore(Mean(Sub(CSRank(Mean(open_interest_last,4)),CSRank(Delta(global_long_short_account_ratio_mean,24))),2)),Delta(global_long_short_account_ratio_mean,4))",global_long_short_account_ratio_mean;open_interest_last,True,5.0518810275358845
126,a7ffcore11e_a4d5de17fe7d2743f6,open_interest_like|positioning_like,delta_x_divergence,seed_field_mul_delta,1,1,1,0.0056701367187519,0.0056701367187519,0.7814174010448666,0.7814174010448666,-0.000130632204754,sgx_15df977f41591eb527,"Mul(ZScore(Mean(Sub(CSRank(Mean(open_interest_last,4)),CSRank(Delta(global_long_short_account_ratio_mean,24))),3)),Delta(global_long_short_account_ratio_mean,4))",global_long_short_account_ratio_mean;open_interest_last,True,5.050567932285305
