candidate_id,interval,horizon,motif_family,priority,expression,source_features,feature_families,availability_mask,decision
crypto_a1_1h_12_basis_funding_state_00c74eea59eb,1h,12,basis_funding_state,medium,"Mul(Rank(mark_index_ratio),ZScore(funding_rate_persistence_3))","[""mark_index_ratio"", ""funding_rate_persistence_3""]","[""basis"", ""funding""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_1h_12_basis_funding_state_cca224f9b80e,1h,12,basis_funding_state,medium,"Mul(Rank(premium_index),ZScore(latest_known_funding_rate))","[""premium_index"", ""latest_known_funding_rate""]","[""basis"", ""funding""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_1h_12_basis_funding_state_f8d213e56b50,1h,12,basis_funding_state,medium,"Mul(Rank(premium_index),ZScore(funding_rate_persistence_3))","[""premium_index"", ""funding_rate_persistence_3""]","[""basis"", ""funding""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_1h_12_momentum_volatility_state_7a42cf4c343f,1h,12,momentum_volatility_state,low,"Mul(Rank(ret_24),ZScore(realized_vol_24))","[""ret_24"", ""realized_vol_24""]","[""price"", ""volatility""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_1h_12_momentum_volatility_state_f1c696327e4f,1h,12,momentum_volatility_state,low,"Mul(Rank(ret_24),ZScore(realized_vol_6))","[""ret_24"", ""realized_vol_6""]","[""price"", ""volatility""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_1h_12_momentum_volatility_state_948d2e73bd71,1h,12,momentum_volatility_state,low,"Mul(Rank(hl_range),ZScore(realized_vol_24))","[""hl_range"", ""realized_vol_24""]","[""price"", ""volatility""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_1h_12_momentum_volatility_state_96e06e74c1a6,1h,12,momentum_volatility_state,low,"Mul(Rank(hl_range),ZScore(realized_vol_6))","[""hl_range"", ""realized_vol_6""]","[""price"", ""volatility""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_1h_12_momentum_liquidity_state_32539992c449,1h,12,momentum_liquidity_state,diagnostic,"Mul(Rank(ret_24),ZScore(avg_trade_size_quote))","[""ret_24"", ""avg_trade_size_quote""]","[""liquidity"", ""price""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_1h_12_momentum_liquidity_state_ba6c03059af3,1h,12,momentum_liquidity_state,diagnostic,"Mul(Rank(hl_range),ZScore(avg_trade_size_quote))","[""hl_range"", ""avg_trade_size_quote""]","[""liquidity"", ""price""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_1_price_momentum_continuation_42187ee9aec2,5m,1,price_momentum_continuation,high,Rank(ret_6),"[""ret_6""]","[""price""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_1_price_momentum_continuation_e4e012f15888,5m,1,price_momentum_continuation,high,Rank(ret_3),"[""ret_3""]","[""price""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_1_price_momentum_continuation_943c62c83b8a,5m,1,price_momentum_continuation,high,Rank(ret_1),"[""ret_1""]","[""price""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_1_price_momentum_continuation_fb182ae60bbc,5m,1,price_momentum_continuation,high,Rank(ret_12),"[""ret_12""]","[""price""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_1_basis_premium_continuation_0b1b94eae8ae,5m,1,basis_premium_continuation,high,Rank(mark_index_ratio),"[""mark_index_ratio""]","[""basis""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_1_basis_premium_continuation_bf4e339b6425,5m,1,basis_premium_continuation,high,Rank(premium_index),"[""premium_index""]","[""basis""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_1_basis_premium_continuation_540c3d1d5b59,5m,1,basis_premium_continuation,high,Rank(mark_minus_index),"[""mark_minus_index""]","[""basis""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_1_price_basis_confirmation_294b1a35a93a,5m,1,price_basis_confirmation,high,"Mul(Rank(ret_6),Rank(mark_index_ratio))","[""ret_6"", ""mark_index_ratio""]","[""basis"", ""price""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_1_price_basis_confirmation_dadc9f2d95fd,5m,1,price_basis_confirmation,high,"Mul(Rank(ret_6),Rank(premium_index))","[""ret_6"", ""premium_index""]","[""basis"", ""price""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_1_price_basis_confirmation_59dd2b89f052,5m,1,price_basis_confirmation,high,"Mul(Rank(ret_3),Rank(mark_index_ratio))","[""ret_3"", ""mark_index_ratio""]","[""basis"", ""price""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_1_price_basis_confirmation_cce0a65546cc,5m,1,price_basis_confirmation,high,"Mul(Rank(ret_3),Rank(premium_index))","[""ret_3"", ""premium_index""]","[""basis"", ""price""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_1_price_basis_confirmation_23cfb0353981,5m,1,price_basis_confirmation,high,"Mul(Rank(ret_1),Rank(mark_index_ratio))","[""ret_1"", ""mark_index_ratio""]","[""basis"", ""price""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_1_price_basis_confirmation_93d3f6f5a4e9,5m,1,price_basis_confirmation,high,"Mul(Rank(ret_1),Rank(premium_index))","[""ret_1"", ""premium_index""]","[""basis"", ""price""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_1_price_funding_state_8d0f23b892de,5m,1,price_funding_state,medium,"Mul(Rank(ret_6),ZScore(latest_known_funding_rate))","[""ret_6"", ""latest_known_funding_rate""]","[""funding"", ""price""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_1_price_funding_state_0acfc41307ca,5m,1,price_funding_state,medium,"Mul(Rank(ret_6),ZScore(funding_rate_persistence_3))","[""ret_6"", ""funding_rate_persistence_3""]","[""funding"", ""price""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_1_price_funding_state_65a3f002e936,5m,1,price_funding_state,medium,"Mul(Rank(ret_3),ZScore(latest_known_funding_rate))","[""ret_3"", ""latest_known_funding_rate""]","[""funding"", ""price""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_1_price_funding_state_e42ddffb632b,5m,1,price_funding_state,medium,"Mul(Rank(ret_3),ZScore(funding_rate_persistence_3))","[""ret_3"", ""funding_rate_persistence_3""]","[""funding"", ""price""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_1_price_funding_state_80326d0f1c39,5m,1,price_funding_state,medium,"Mul(Rank(ret_1),ZScore(latest_known_funding_rate))","[""ret_1"", ""latest_known_funding_rate""]","[""funding"", ""price""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_1_price_funding_state_a7cfcdf47105,5m,1,price_funding_state,medium,"Mul(Rank(ret_1),ZScore(funding_rate_persistence_3))","[""ret_1"", ""funding_rate_persistence_3""]","[""funding"", ""price""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_1_basis_funding_state_7f72e6ecfaf2,5m,1,basis_funding_state,medium,"Mul(Rank(mark_index_ratio),ZScore(latest_known_funding_rate))","[""mark_index_ratio"", ""latest_known_funding_rate""]","[""basis"", ""funding""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_1_basis_funding_state_bb27b67dd166,5m,1,basis_funding_state,medium,"Mul(Rank(mark_index_ratio),ZScore(funding_rate_persistence_3))","[""mark_index_ratio"", ""funding_rate_persistence_3""]","[""basis"", ""funding""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_1_basis_funding_state_d73ebd1b7def,5m,1,basis_funding_state,medium,"Mul(Rank(premium_index),ZScore(latest_known_funding_rate))","[""premium_index"", ""latest_known_funding_rate""]","[""basis"", ""funding""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_1_basis_funding_state_3f54e72c0b92,5m,1,basis_funding_state,medium,"Mul(Rank(premium_index),ZScore(funding_rate_persistence_3))","[""premium_index"", ""funding_rate_persistence_3""]","[""basis"", ""funding""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_1_momentum_volatility_state_e3f3bdf4a9cc,5m,1,momentum_volatility_state,low,"Mul(Rank(ret_6),ZScore(realized_vol_24))","[""ret_6"", ""realized_vol_24""]","[""price"", ""volatility""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_1_momentum_volatility_state_7805a377f6b2,5m,1,momentum_volatility_state,low,"Mul(Rank(ret_6),ZScore(realized_vol_12))","[""ret_6"", ""realized_vol_12""]","[""price"", ""volatility""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_1_momentum_volatility_state_21b47af08a7e,5m,1,momentum_volatility_state,low,"Mul(Rank(ret_3),ZScore(realized_vol_24))","[""ret_3"", ""realized_vol_24""]","[""price"", ""volatility""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_1_momentum_volatility_state_2a475914f204,5m,1,momentum_volatility_state,low,"Mul(Rank(ret_3),ZScore(realized_vol_12))","[""ret_3"", ""realized_vol_12""]","[""price"", ""volatility""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_1_momentum_liquidity_state_d7d5931b0574,5m,1,momentum_liquidity_state,diagnostic,"Mul(Rank(ret_6),ZScore(avg_trade_size_quote))","[""ret_6"", ""avg_trade_size_quote""]","[""liquidity"", ""price""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_1_momentum_liquidity_state_6ac032c57bbf,5m,1,momentum_liquidity_state,diagnostic,"Mul(Rank(ret_3),ZScore(avg_trade_size_quote))","[""ret_3"", ""avg_trade_size_quote""]","[""liquidity"", ""price""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_3_price_momentum_continuation_a8e876750c29,5m,3,price_momentum_continuation,high,Rank(ret_6),"[""ret_6""]","[""price""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_3_price_momentum_continuation_293a621a412a,5m,3,price_momentum_continuation,high,Rank(ret_3),"[""ret_3""]","[""price""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_3_price_momentum_continuation_64c925ce4e15,5m,3,price_momentum_continuation,high,Rank(ret_12),"[""ret_12""]","[""price""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_3_price_momentum_continuation_6d680d240e85,5m,3,price_momentum_continuation,high,Rank(ret_1),"[""ret_1""]","[""price""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_3_basis_premium_continuation_28eb4f27e726,5m,3,basis_premium_continuation,high,Rank(mark_index_ratio),"[""mark_index_ratio""]","[""basis""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_3_basis_premium_continuation_60cb13a9aa5b,5m,3,basis_premium_continuation,high,Rank(premium_index),"[""premium_index""]","[""basis""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_3_basis_premium_continuation_d50742583d8e,5m,3,basis_premium_continuation,high,Rank(mark_minus_index),"[""mark_minus_index""]","[""basis""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_3_price_basis_confirmation_599a8a707e2f,5m,3,price_basis_confirmation,high,"Mul(Rank(ret_6),Rank(mark_index_ratio))","[""ret_6"", ""mark_index_ratio""]","[""basis"", ""price""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_3_price_basis_confirmation_ca6bc6ca4b5c,5m,3,price_basis_confirmation,high,"Mul(Rank(ret_6),Rank(premium_index))","[""ret_6"", ""premium_index""]","[""basis"", ""price""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_3_price_basis_confirmation_900851cca6b1,5m,3,price_basis_confirmation,high,"Mul(Rank(ret_3),Rank(mark_index_ratio))","[""ret_3"", ""mark_index_ratio""]","[""basis"", ""price""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_3_price_basis_confirmation_0b32e646c855,5m,3,price_basis_confirmation,high,"Mul(Rank(ret_3),Rank(premium_index))","[""ret_3"", ""premium_index""]","[""basis"", ""price""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_3_price_basis_confirmation_9338a241fcb8,5m,3,price_basis_confirmation,high,"Mul(Rank(ret_12),Rank(mark_index_ratio))","[""ret_12"", ""mark_index_ratio""]","[""basis"", ""price""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_3_price_basis_confirmation_0fc6f321b88d,5m,3,price_basis_confirmation,high,"Mul(Rank(ret_12),Rank(premium_index))","[""ret_12"", ""premium_index""]","[""basis"", ""price""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_3_price_funding_state_5f6bddf25f04,5m,3,price_funding_state,medium,"Mul(Rank(ret_6),ZScore(latest_known_funding_rate))","[""ret_6"", ""latest_known_funding_rate""]","[""funding"", ""price""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_3_price_funding_state_70021f22b73b,5m,3,price_funding_state,medium,"Mul(Rank(ret_6),ZScore(funding_rate_persistence_3))","[""ret_6"", ""funding_rate_persistence_3""]","[""funding"", ""price""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_3_price_funding_state_6ef860a28018,5m,3,price_funding_state,medium,"Mul(Rank(ret_3),ZScore(latest_known_funding_rate))","[""ret_3"", ""latest_known_funding_rate""]","[""funding"", ""price""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_3_price_funding_state_ce6a9fa532f1,5m,3,price_funding_state,medium,"Mul(Rank(ret_3),ZScore(funding_rate_persistence_3))","[""ret_3"", ""funding_rate_persistence_3""]","[""funding"", ""price""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_3_price_funding_state_95b7397fd767,5m,3,price_funding_state,medium,"Mul(Rank(ret_12),ZScore(latest_known_funding_rate))","[""ret_12"", ""latest_known_funding_rate""]","[""funding"", ""price""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_3_price_funding_state_42f50f17e23d,5m,3,price_funding_state,medium,"Mul(Rank(ret_12),ZScore(funding_rate_persistence_3))","[""ret_12"", ""funding_rate_persistence_3""]","[""funding"", ""price""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_3_basis_funding_state_631beb473183,5m,3,basis_funding_state,medium,"Mul(Rank(mark_index_ratio),ZScore(latest_known_funding_rate))","[""mark_index_ratio"", ""latest_known_funding_rate""]","[""basis"", ""funding""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_3_basis_funding_state_b0c06fc26c73,5m,3,basis_funding_state,medium,"Mul(Rank(mark_index_ratio),ZScore(funding_rate_persistence_3))","[""mark_index_ratio"", ""funding_rate_persistence_3""]","[""basis"", ""funding""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_3_basis_funding_state_e29c2b05bfd4,5m,3,basis_funding_state,medium,"Mul(Rank(premium_index),ZScore(latest_known_funding_rate))","[""premium_index"", ""latest_known_funding_rate""]","[""basis"", ""funding""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_3_basis_funding_state_1a435a75759c,5m,3,basis_funding_state,medium,"Mul(Rank(premium_index),ZScore(funding_rate_persistence_3))","[""premium_index"", ""funding_rate_persistence_3""]","[""basis"", ""funding""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_3_momentum_volatility_state_7f50e79258d7,5m,3,momentum_volatility_state,low,"Mul(Rank(ret_6),ZScore(realized_vol_24))","[""ret_6"", ""realized_vol_24""]","[""price"", ""volatility""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_3_momentum_volatility_state_912f23b367a1,5m,3,momentum_volatility_state,low,"Mul(Rank(ret_6),ZScore(realized_vol_12))","[""ret_6"", ""realized_vol_12""]","[""price"", ""volatility""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_3_momentum_volatility_state_8f515f0c7560,5m,3,momentum_volatility_state,low,"Mul(Rank(ret_3),ZScore(realized_vol_24))","[""ret_3"", ""realized_vol_24""]","[""price"", ""volatility""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_3_momentum_volatility_state_0f28a78bf86f,5m,3,momentum_volatility_state,low,"Mul(Rank(ret_3),ZScore(realized_vol_12))","[""ret_3"", ""realized_vol_12""]","[""price"", ""volatility""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_3_momentum_liquidity_state_50811edeca0a,5m,3,momentum_liquidity_state,diagnostic,"Mul(Rank(ret_6),ZScore(avg_trade_size_quote))","[""ret_6"", ""avg_trade_size_quote""]","[""liquidity"", ""price""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_3_momentum_liquidity_state_6df076fe9287,5m,3,momentum_liquidity_state,diagnostic,"Mul(Rank(ret_3),ZScore(avg_trade_size_quote))","[""ret_3"", ""avg_trade_size_quote""]","[""liquidity"", ""price""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_6_price_momentum_continuation_f2112fe7da5a,5m,6,price_momentum_continuation,high,Rank(ret_6),"[""ret_6""]","[""price""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_6_price_momentum_continuation_abcfea373c82,5m,6,price_momentum_continuation,high,Rank(ret_3),"[""ret_3""]","[""price""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_6_price_momentum_continuation_cacb057e4ee5,5m,6,price_momentum_continuation,high,Rank(ret_12),"[""ret_12""]","[""price""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_6_price_momentum_continuation_a6e3f24b00cf,5m,6,price_momentum_continuation,high,Rank(ret_24),"[""ret_24""]","[""price""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_6_basis_premium_continuation_ae40545216f5,5m,6,basis_premium_continuation,high,Rank(mark_index_ratio),"[""mark_index_ratio""]","[""basis""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_6_basis_premium_continuation_6d9e1c774126,5m,6,basis_premium_continuation,high,Rank(premium_index),"[""premium_index""]","[""basis""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_6_basis_premium_continuation_bc6ca47e32f3,5m,6,basis_premium_continuation,high,Rank(mark_minus_index),"[""mark_minus_index""]","[""basis""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_6_price_basis_confirmation_37d79e99589a,5m,6,price_basis_confirmation,high,"Mul(Rank(ret_6),Rank(mark_index_ratio))","[""ret_6"", ""mark_index_ratio""]","[""basis"", ""price""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_6_price_basis_confirmation_1b02d8fa7f47,5m,6,price_basis_confirmation,high,"Mul(Rank(ret_6),Rank(premium_index))","[""ret_6"", ""premium_index""]","[""basis"", ""price""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_6_price_basis_confirmation_5bf6afc8e54c,5m,6,price_basis_confirmation,high,"Mul(Rank(ret_3),Rank(mark_index_ratio))","[""ret_3"", ""mark_index_ratio""]","[""basis"", ""price""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_6_price_basis_confirmation_c63feec600f6,5m,6,price_basis_confirmation,high,"Mul(Rank(ret_3),Rank(premium_index))","[""ret_3"", ""premium_index""]","[""basis"", ""price""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_6_price_basis_confirmation_96bc764636cb,5m,6,price_basis_confirmation,high,"Mul(Rank(ret_12),Rank(mark_index_ratio))","[""ret_12"", ""mark_index_ratio""]","[""basis"", ""price""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_6_price_basis_confirmation_19da80452df9,5m,6,price_basis_confirmation,high,"Mul(Rank(ret_12),Rank(premium_index))","[""ret_12"", ""premium_index""]","[""basis"", ""price""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_6_price_funding_state_16a24ac9b137,5m,6,price_funding_state,medium,"Mul(Rank(ret_6),ZScore(latest_known_funding_rate))","[""ret_6"", ""latest_known_funding_rate""]","[""funding"", ""price""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_6_price_funding_state_5fee409f09cb,5m,6,price_funding_state,medium,"Mul(Rank(ret_6),ZScore(funding_rate_persistence_3))","[""ret_6"", ""funding_rate_persistence_3""]","[""funding"", ""price""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_6_price_funding_state_5e68f197cc9e,5m,6,price_funding_state,medium,"Mul(Rank(ret_3),ZScore(latest_known_funding_rate))","[""ret_3"", ""latest_known_funding_rate""]","[""funding"", ""price""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_6_price_funding_state_62e212ef4bb9,5m,6,price_funding_state,medium,"Mul(Rank(ret_3),ZScore(funding_rate_persistence_3))","[""ret_3"", ""funding_rate_persistence_3""]","[""funding"", ""price""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_6_price_funding_state_8511f1afe71d,5m,6,price_funding_state,medium,"Mul(Rank(ret_12),ZScore(latest_known_funding_rate))","[""ret_12"", ""latest_known_funding_rate""]","[""funding"", ""price""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_6_price_funding_state_9e0adc9cd285,5m,6,price_funding_state,medium,"Mul(Rank(ret_12),ZScore(funding_rate_persistence_3))","[""ret_12"", ""funding_rate_persistence_3""]","[""funding"", ""price""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_6_basis_funding_state_fa5d0f0db105,5m,6,basis_funding_state,medium,"Mul(Rank(mark_index_ratio),ZScore(latest_known_funding_rate))","[""mark_index_ratio"", ""latest_known_funding_rate""]","[""basis"", ""funding""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_6_basis_funding_state_160d9862d4b2,5m,6,basis_funding_state,medium,"Mul(Rank(mark_index_ratio),ZScore(funding_rate_persistence_3))","[""mark_index_ratio"", ""funding_rate_persistence_3""]","[""basis"", ""funding""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_6_basis_funding_state_501f50c740ea,5m,6,basis_funding_state,medium,"Mul(Rank(premium_index),ZScore(latest_known_funding_rate))","[""premium_index"", ""latest_known_funding_rate""]","[""basis"", ""funding""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_6_basis_funding_state_e24eb99eeead,5m,6,basis_funding_state,medium,"Mul(Rank(premium_index),ZScore(funding_rate_persistence_3))","[""premium_index"", ""funding_rate_persistence_3""]","[""basis"", ""funding""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_6_momentum_volatility_state_22ef712c482f,5m,6,momentum_volatility_state,low,"Mul(Rank(ret_6),ZScore(realized_vol_24))","[""ret_6"", ""realized_vol_24""]","[""price"", ""volatility""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_6_momentum_volatility_state_421160228649,5m,6,momentum_volatility_state,low,"Mul(Rank(ret_6),ZScore(quote_volume_mean_24))","[""ret_6"", ""quote_volume_mean_24""]","[""liquidity"", ""price""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_6_momentum_volatility_state_305c46351f5b,5m,6,momentum_volatility_state,low,"Mul(Rank(ret_3),ZScore(realized_vol_24))","[""ret_3"", ""realized_vol_24""]","[""price"", ""volatility""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_6_momentum_volatility_state_57d537586ce9,5m,6,momentum_volatility_state,low,"Mul(Rank(ret_3),ZScore(quote_volume_mean_24))","[""ret_3"", ""quote_volume_mean_24""]","[""liquidity"", ""price""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_6_momentum_liquidity_state_761475c0582a,5m,6,momentum_liquidity_state,diagnostic,"Mul(Rank(ret_6),ZScore(avg_trade_size_quote))","[""ret_6"", ""avg_trade_size_quote""]","[""liquidity"", ""price""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_6_momentum_liquidity_state_306080f260ec,5m,6,momentum_liquidity_state,diagnostic,"Mul(Rank(ret_3),ZScore(avg_trade_size_quote))","[""ret_3"", ""avg_trade_size_quote""]","[""liquidity"", ""price""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_12_price_momentum_continuation_bb5edd10d922,5m,12,price_momentum_continuation,high,Rank(ret_6),"[""ret_6""]","[""price""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_12_price_momentum_continuation_108eac5ca43c,5m,12,price_momentum_continuation,high,Rank(ret_24),"[""ret_24""]","[""price""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_12_price_momentum_continuation_cb4f0e6d6e2b,5m,12,price_momentum_continuation,high,Rank(ret_3),"[""ret_3""]","[""price""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_12_price_momentum_continuation_077dccd77b94,5m,12,price_momentum_continuation,high,Rank(ret_12),"[""ret_12""]","[""price""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_12_basis_premium_continuation_22dddd585146,5m,12,basis_premium_continuation,high,Rank(premium_index),"[""premium_index""]","[""basis""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_12_basis_premium_continuation_7171e995988a,5m,12,basis_premium_continuation,high,Rank(mark_index_ratio),"[""mark_index_ratio""]","[""basis""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_12_basis_premium_continuation_12285304e744,5m,12,basis_premium_continuation,high,Rank(mark_minus_index),"[""mark_minus_index""]","[""basis""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_12_price_basis_confirmation_b9931680b9ab,5m,12,price_basis_confirmation,high,"Mul(Rank(ret_6),Rank(premium_index))","[""ret_6"", ""premium_index""]","[""basis"", ""price""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_12_price_basis_confirmation_890e24a23432,5m,12,price_basis_confirmation,high,"Mul(Rank(ret_6),Rank(mark_index_ratio))","[""ret_6"", ""mark_index_ratio""]","[""basis"", ""price""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_12_price_basis_confirmation_0aaa53790f21,5m,12,price_basis_confirmation,high,"Mul(Rank(ret_24),Rank(premium_index))","[""ret_24"", ""premium_index""]","[""basis"", ""price""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_12_price_basis_confirmation_9694040c5917,5m,12,price_basis_confirmation,high,"Mul(Rank(ret_24),Rank(mark_index_ratio))","[""ret_24"", ""mark_index_ratio""]","[""basis"", ""price""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_12_price_basis_confirmation_14a2e9170773,5m,12,price_basis_confirmation,high,"Mul(Rank(ret_3),Rank(premium_index))","[""ret_3"", ""premium_index""]","[""basis"", ""price""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_12_price_basis_confirmation_4bb0297624ef,5m,12,price_basis_confirmation,high,"Mul(Rank(ret_3),Rank(mark_index_ratio))","[""ret_3"", ""mark_index_ratio""]","[""basis"", ""price""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_12_price_funding_state_8bb3bb249f5e,5m,12,price_funding_state,medium,"Mul(Rank(ret_6),ZScore(latest_known_funding_rate))","[""ret_6"", ""latest_known_funding_rate""]","[""funding"", ""price""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_12_price_funding_state_4dcabe2f786c,5m,12,price_funding_state,medium,"Mul(Rank(ret_6),ZScore(funding_rate_persistence_3))","[""ret_6"", ""funding_rate_persistence_3""]","[""funding"", ""price""]",core12,A1_DRY_RUN_CANDIDATE
crypto_a1_5m_12_price_funding_state_b987e15a2541,5m,12,price_funding_state,medium,"Mul(Rank(ret_24),ZScore(latest_known_funding_rate))","[""ret_24"", ""latest_known_funding_rate""]","[""funding"", ""price""]",core12,A1_DRY_RUN_CANDIDATE
