symbol,rows_1h,min_timestamp,max_timestamp,age_days_min,age_days_max,active_universe_size_median,pre2024_first_observed_timestamp,pre2024_last_observed_timestamp,pre2024_rows_1h,pre2024_months,main_first_observed_timestamp,main_last_observed_timestamp,main_rows_1h,combined_first_observed_timestamp,listing_age_source
GRTUSDT,4416,2023-07-01 00:00:00+00:00,2023-12-31 23:00:00+00:00,0.0,183.95833333333334,147.0,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
GTCUSDT,4416,2023-07-01 00:00:00+00:00,2023-12-31 23:00:00+00:00,0.0,183.95833333333334,147.0,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
HBARUSDT,4416,2023-07-01 00:00:00+00:00,2023-12-31 23:00:00+00:00,0.0,183.95833333333334,147.0,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
HFTUSDT,4416,2023-07-01 00:00:00+00:00,2023-12-31 23:00:00+00:00,0.0,183.95833333333334,147.0,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
HIGHUSDT,4416,2023-07-01 00:00:00+00:00,2023-12-31 23:00:00+00:00,0.0,183.95833333333334,147.0,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
HOTUSDT,4416,2023-07-01 00:00:00+00:00,2023-12-31 23:00:00+00:00,0.0,183.95833333333334,147.0,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
ICPUSDT,4416,2023-07-01 00:00:00+00:00,2023-12-31 23:00:00+00:00,0.0,183.95833333333334,147.0,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
ICXUSDT,4416,2023-07-01 00:00:00+00:00,2023-12-31 23:00:00+00:00,0.0,183.95833333333334,147.0,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
IDUSDT,4416,2023-07-01 00:00:00+00:00,2023-12-31 23:00:00+00:00,0.0,183.95833333333334,147.0,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
ILVUSDT,1232,2023-11-10 16:00:00+00:00,2023-12-31 23:00:00+00:00,0.0,51.270833333333336,169.0,2023-11-10 16:30:00+00:00,2023-12-31 23:59:00+00:00,1232,2,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-11-10 16:30:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
IMXUSDT,4416,2023-07-01 00:00:00+00:00,2023-12-31 23:00:00+00:00,0.0,183.95833333333334,147.0,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
INJUSDT,4416,2023-07-01 00:00:00+00:00,2023-12-31 23:00:00+00:00,0.0,183.95833333333334,147.0,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
IOSTUSDT,4416,2023-07-01 00:00:00+00:00,2023-12-31 23:00:00+00:00,0.0,183.95833333333334,147.0,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
IOTAUSDT,4416,2023-07-01 00:00:00+00:00,2023-12-31 23:00:00+00:00,0.0,183.95833333333334,147.0,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
IOTXUSDT,4416,2023-07-01 00:00:00+00:00,2023-12-31 23:00:00+00:00,0.0,183.95833333333334,147.0,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
JASMYUSDT,4416,2023-07-01 00:00:00+00:00,2023-12-31 23:00:00+00:00,0.0,183.95833333333334,147.0,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
JOEUSDT,4416,2023-07-01 00:00:00+00:00,2023-12-31 23:00:00+00:00,0.0,183.95833333333334,147.0,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
JTOUSDT,566,2023-12-08 10:00:00+00:00,2023-12-31 23:00:00+00:00,0.0,23.540972222222223,174.0,2023-12-08 10:01:00+00:00,2023-12-31 23:59:00+00:00,566,1,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-12-08 10:01:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
KASUSDT,1078,2023-11-17 02:00:00+00:00,2023-12-31 23:00:00+00:00,0.0,44.875,170.0,2023-11-17 02:00:00+00:00,2023-12-31 23:59:00+00:00,1078,2,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-11-17 02:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
KAVAUSDT,4416,2023-07-01 00:00:00+00:00,2023-12-31 23:00:00+00:00,0.0,183.95833333333334,147.0,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
KNCUSDT,4416,2023-07-01 00:00:00+00:00,2023-12-31 23:00:00+00:00,0.0,183.95833333333334,147.0,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
KSMUSDT,4416,2023-07-01 00:00:00+00:00,2023-12-31 23:00:00+00:00,0.0,183.95833333333334,147.0,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
LDOUSDT,4416,2023-07-01 00:00:00+00:00,2023-12-31 23:00:00+00:00,0.0,183.95833333333334,147.0,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
LINKUSDT,4416,2023-07-01 00:00:00+00:00,2023-12-31 23:00:00+00:00,0.0,183.95833333333334,147.0,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
LPTUSDT,4416,2023-07-01 00:00:00+00:00,2023-12-31 23:00:00+00:00,0.0,183.95833333333334,147.0,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
LQTYUSDT,4416,2023-07-01 00:00:00+00:00,2023-12-31 23:00:00+00:00,0.0,183.95833333333334,147.0,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
LTCUSDT,4416,2023-07-01 00:00:00+00:00,2023-12-31 23:00:00+00:00,0.0,183.95833333333334,147.0,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
LUNA2USDT,4416,2023-07-01 00:00:00+00:00,2023-12-31 23:00:00+00:00,0.0,183.95833333333334,147.0,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
MAGICUSDT,4416,2023-07-01 00:00:00+00:00,2023-12-31 23:00:00+00:00,0.0,183.95833333333334,147.0,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
MANAUSDT,4416,2023-07-01 00:00:00+00:00,2023-12-31 23:00:00+00:00,0.0,183.95833333333334,147.0,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
MASKUSDT,4416,2023-07-01 00:00:00+00:00,2023-12-31 23:00:00+00:00,0.0,183.95833333333334,147.0,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
MAVUSDT,4416,2023-07-01 00:00:00+00:00,2023-12-31 23:00:00+00:00,0.0,183.95833333333334,147.0,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
MEMEUSDT,1404,2023-11-03 12:00:00+00:00,2023-12-31 23:00:00+00:00,0.0,58.458333333333336,169.0,2023-11-03 12:00:00+00:00,2023-12-31 23:59:00+00:00,1404,2,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-11-03 12:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
MINAUSDT,4416,2023-07-01 00:00:00+00:00,2023-12-31 23:00:00+00:00,0.0,183.95833333333334,147.0,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
MOVRUSDT,132,2023-12-26 12:00:00+00:00,2023-12-31 23:00:00+00:00,0.0,5.4375,176.0,2023-12-26 12:30:00+00:00,2023-12-31 23:59:00+00:00,132,1,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-12-26 12:30:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
MTLUSDT,4416,2023-07-01 00:00:00+00:00,2023-12-31 23:00:00+00:00,0.0,183.95833333333334,147.0,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
NEARUSDT,4416,2023-07-01 00:00:00+00:00,2023-12-31 23:00:00+00:00,0.0,183.95833333333334,147.0,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
NEOUSDT,4416,2023-07-01 00:00:00+00:00,2023-12-31 23:00:00+00:00,0.0,183.95833333333334,147.0,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
NFPUSDT,107,2023-12-27 13:00:00+00:00,2023-12-31 23:00:00+00:00,0.0,4.395833333333333,176.0,2023-12-27 13:30:00+00:00,2023-12-31 23:59:00+00:00,107,1,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-12-27 13:30:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
NMRUSDT,4416,2023-07-01 00:00:00+00:00,2023-12-31 23:00:00+00:00,0.0,183.95833333333334,147.0,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
OGNUSDT,4416,2023-07-01 00:00:00+00:00,2023-12-31 23:00:00+00:00,0.0,183.95833333333334,147.0,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
ONEUSDT,4416,2023-07-01 00:00:00+00:00,2023-12-31 23:00:00+00:00,0.0,183.95833333333334,147.0,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
ONGUSDT,827,2023-11-27 13:00:00+00:00,2023-12-31 23:00:00+00:00,0.0,34.416666666666664,171.0,2023-11-27 13:00:00+00:00,2023-12-31 23:59:00+00:00,827,2,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-11-27 13:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
ONTUSDT,4416,2023-07-01 00:00:00+00:00,2023-12-31 23:00:00+00:00,0.0,183.95833333333334,147.0,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
OPUSDT,4416,2023-07-01 00:00:00+00:00,2023-12-31 23:00:00+00:00,0.0,183.95833333333334,147.0,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
ORDIUSDT,1308,2023-11-07 12:00:00+00:00,2023-12-31 23:00:00+00:00,0.0,54.4375,169.0,2023-11-07 12:30:00+00:00,2023-12-31 23:59:00+00:00,1308,2,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-11-07 12:30:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
PENDLEUSDT,3766,2023-07-28 02:00:00+00:00,2023-12-31 23:00:00+00:00,0.0,156.85416666666666,148.0,2023-07-28 02:30:00+00:00,2023-12-31 23:59:00+00:00,3766,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-28 02:30:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
PEOPLEUSDT,4416,2023-07-01 00:00:00+00:00,2023-12-31 23:00:00+00:00,0.0,183.95833333333334,147.0,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
POLYXUSDT,1630,2023-10-25 02:00:00+00:00,2023-12-31 23:00:00+00:00,0.0,67.85416666666667,168.0,2023-10-25 02:30:00+00:00,2023-12-31 23:59:00+00:00,1630,3,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-10-25 02:30:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
POWRUSDT,1582,2023-10-27 02:00:00+00:00,2023-12-31 23:00:00+00:00,0.0,65.85416666666667,169.0,2023-10-27 02:30:00+00:00,2023-12-31 23:59:00+00:00,1582,3,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-10-27 02:30:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
PYTHUSDT,946,2023-11-22 14:00:00+00:00,2023-12-31 23:00:00+00:00,0.0,39.354166666666664,170.0,2023-11-22 14:30:00+00:00,2023-12-31 23:59:00+00:00,946,2,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-11-22 14:30:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
QNTUSDT,4416,2023-07-01 00:00:00+00:00,2023-12-31 23:00:00+00:00,0.0,183.95833333333334,147.0,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
QTUMUSDT,4416,2023-07-01 00:00:00+00:00,2023-12-31 23:00:00+00:00,0.0,183.95833333333334,147.0,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
RIFUSDT,1716,2023-10-21 12:00:00+00:00,2023-12-31 23:00:00+00:00,0.0,71.4375,165.0,2023-10-21 12:30:00+00:00,2023-12-31 23:59:00+00:00,1716,3,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-10-21 12:30:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
RLCUSDT,4416,2023-07-01 00:00:00+00:00,2023-12-31 23:00:00+00:00,0.0,183.95833333333334,147.0,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
ROSEUSDT,4416,2023-07-01 00:00:00+00:00,2023-12-31 23:00:00+00:00,0.0,183.95833333333334,147.0,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
RSRUSDT,4416,2023-07-01 00:00:00+00:00,2023-12-31 23:00:00+00:00,0.0,183.95833333333334,147.0,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
RUNEUSDT,4416,2023-07-01 00:00:00+00:00,2023-12-31 23:00:00+00:00,0.0,183.95833333333334,147.0,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
RVNUSDT,4416,2023-07-01 00:00:00+00:00,2023-12-31 23:00:00+00:00,0.0,183.95833333333334,147.0,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
SANDUSDT,4416,2023-07-01 00:00:00+00:00,2023-12-31 23:00:00+00:00,0.0,183.95833333333334,147.0,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
SEIUSDT,3286,2023-08-17 02:00:00+00:00,2023-12-31 23:00:00+00:00,0.0,136.85416666666666,151.0,2023-08-17 02:30:00+00:00,2023-12-31 23:59:00+00:00,3286,5,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-08-17 02:30:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
SFPUSDT,4416,2023-07-01 00:00:00+00:00,2023-12-31 23:00:00+00:00,0.0,183.95833333333334,147.0,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
SKLUSDT,4416,2023-07-01 00:00:00+00:00,2023-12-31 23:00:00+00:00,0.0,183.95833333333334,147.0,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
SNXUSDT,4416,2023-07-01 00:00:00+00:00,2023-12-31 23:00:00+00:00,0.0,183.95833333333334,147.0,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
SOLUSDT,4416,2023-07-01 00:00:00+00:00,2023-12-31 23:00:00+00:00,0.0,183.95833333333334,147.0,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
SPELLUSDT,4416,2023-07-01 00:00:00+00:00,2023-12-31 23:00:00+00:00,0.0,183.95833333333334,147.0,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
SSVUSDT,4416,2023-07-01 00:00:00+00:00,2023-12-31 23:00:00+00:00,0.0,183.95833333333334,147.0,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
STEEMUSDT,1282,2023-11-08 14:00:00+00:00,2023-12-31 23:00:00+00:00,0.0,53.354166666666664,169.0,2023-11-08 14:30:00+00:00,2023-12-31 23:59:00+00:00,1282,2,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-11-08 14:30:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
STGUSDT,4416,2023-07-01 00:00:00+00:00,2023-12-31 23:00:00+00:00,0.0,183.95833333333334,147.0,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
STORJUSDT,4416,2023-07-01 00:00:00+00:00,2023-12-31 23:00:00+00:00,0.0,183.95833333333334,147.0,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
STXUSDT,4416,2023-07-01 00:00:00+00:00,2023-12-31 23:00:00+00:00,0.0,183.95833333333334,147.0,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
SUIUSDT,4416,2023-07-01 00:00:00+00:00,2023-12-31 23:00:00+00:00,0.0,183.95833333333334,147.0,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
SUPERUSDT,851,2023-11-26 13:00:00+00:00,2023-12-31 23:00:00+00:00,0.0,35.416666666666664,171.0,2023-11-26 13:00:00+00:00,2023-12-31 23:59:00+00:00,851,2,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-11-26 13:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
SUSHIUSDT,4416,2023-07-01 00:00:00+00:00,2023-12-31 23:00:00+00:00,0.0,183.95833333333334,147.0,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
THETAUSDT,4416,2023-07-01 00:00:00+00:00,2023-12-31 23:00:00+00:00,0.0,183.95833333333334,147.0,2023-07-01 00:00:00+00:00,2023-12-31 23:59:00+00:00,4416,6,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-07-01 00:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
TIAUSDT,1470,2023-10-31 18:00:00+00:00,2023-12-31 23:00:00+00:00,0.0,61.208333333333336,169.0,2023-10-31 18:00:00+00:00,2023-12-31 23:59:00+00:00,1470,3,2024-01-01 00:00:00+00:00,2026-05-26 00:00:00+00:00,21025,2023-10-31 18:00:00+00:00,observed_first_seen_lower_bound_pre2024_plus_main_panel
