candidate_id,expression,family,field_families,fields,operators,windows,cn_memory_payload_inherited,cn_reward_payload_inherited
crypto_fg2_af0e54306175574a,"Add(ZScore(Delta(top_long_short_position_ratio_mean,72)),Neg(Rank(Delta(trade_close,504))))",positioning_reversal,positioning|price,top_long_short_position_ratio_mean|trade_close,Add|ZScore|Delta|Neg|Rank|Delta,72|504,False,False
crypto_fg2_099b1743833bf1c4,"Sub(ZScore(Mean(top_long_short_position_ratio_last,12)),ZScore(Mean(top_long_short_position_ratio_last,168)))",positioning_reversal,positioning|price,index_close|top_long_short_position_ratio_last,Sub|ZScore|Mean|ZScore|Mean,12|168,False,False
crypto_fg2_3c3e8e56d9e1dd6c,"Add(Rank(Delta(index_close,12)),Neg(Rank(Delta(mark_high,8))))",price_volatility_structure,price|volatility,index_close|mark_high,Add|Rank|Delta|Neg|Rank|Delta,8|12,False,False
crypto_fg2_11ea823dbb306163,"Mul(ZScore(Mean(top_long_short_account_ratio_mean,504)),Neg(ZScore(Delta(index_close,8))))",positioning_reversal,positioning|price,index_close|top_long_short_account_ratio_mean,Mul|ZScore|Mean|Neg|ZScore|Delta,8|504,False,False
crypto_fg2_147f01b65c14b987,"Add(Rank(Delta(trade_quote_volume,720)),Neg(ZScore(Delta(trade_low,48))))",liquidity_volatility_guarded,liquidity|volatility,trade_low|trade_quote_volume,Add|Rank|Delta|Neg|ZScore|Delta,48|720,False,False
crypto_fg2_d726a9a06003efb0,"Add(Rank(Delta(trade_quote_volume,48)),Neg(ZScore(Delta(mark_low,168))))",liquidity_volatility_guarded,liquidity|volatility,mark_low|trade_quote_volume,Add|Rank|Delta|Neg|ZScore|Delta,48|168,False,False
crypto_fg2_facc645f694ef56f,"Sub(Rank(Delta(taker_buy_sell_volume_ratio_last,96)),ZScore(Delta(trade_quote_volume,720)))",taker_flow_state,liquidity|taker_ratio,taker_buy_sell_volume_ratio_last|trade_quote_volume,Sub|Rank|Delta|ZScore|Delta,96|720,False,False
crypto_fg2_f61fbe0a0480f7ca,"Add(Rank(Delta(trade_close,168)),Neg(Rank(Delta(mark_high,12))))",price_volatility_structure,price|volatility,mark_high|trade_close,Add|Rank|Delta|Neg|Rank|Delta,12|168,False,False
crypto_fg2_27e9f53f81296e4f,"Sub(ZScore(Mean(open_interest_last,336)),Rank(Mean(index_close,12)))",oi_price_interaction,open_interest|price,index_close|open_interest_last,Sub|ZScore|Mean|Rank|Mean,12|336,False,False
crypto_fg2_767caac1767890d7,"Sub(Rank(Delta(open_interest_last,4)),Rank(Delta(trade_close,504)))",oi_price_interaction,open_interest|price,open_interest_last|trade_close,Sub|Rank|Delta|Rank|Delta,4|504,False,False
crypto_fg2_a26f8c57a1ce7c63,"Sub(ZScore(Mean(open_interest_value_last,96)),Rank(Mean(index_close,12)))",oi_price_interaction,open_interest|price,index_close|open_interest_value_last,Sub|ZScore|Mean|Rank|Mean,12|96,False,False
crypto_fg2_39c609a9279db7c8,"Mul(Rank(Mean(trade_quote_volume,4)),ZScore(Delta(mark_low,504)))",liquidity_volatility_guarded,liquidity|volatility,mark_low|trade_quote_volume,Mul|Rank|Mean|ZScore|Delta,4|504,False,False
crypto_fg2_4c9d47b187ce4453,"Mul(Sign(Delta(taker_buy_sell_volume_ratio_last,8)),ZScore(Delta(taker_buy_quote_volume,504)))",taker_flow_state,liquidity|taker_ratio,taker_buy_quote_volume|taker_buy_sell_volume_ratio_last,Mul|Sign|Delta|ZScore|Delta,8|504,False,False
crypto_fg2_524e3446b5e6722b,"Mul(Abs(ZScore(Mean(taker_buy_sell_volume_ratio_last,24))),Rank(Delta(trade_volume,504)))",taker_flow_state,liquidity|taker_ratio,taker_buy_sell_volume_ratio_last|trade_volume,Mul|Abs|ZScore|Mean|Rank|Delta,24|504,False,False
crypto_fg2_c5d9497b3a982cd1,"Mul(Abs(ZScore(Mean(taker_buy_sell_volume_ratio_mean,168))),Rank(Delta(trade_quote_volume,4)))",taker_flow_state,liquidity|taker_ratio,taker_buy_sell_volume_ratio_mean|trade_quote_volume,Mul|Abs|ZScore|Mean|Rank|Delta,4|168,False,False
crypto_fg2_b47e5a9ab904ef2b,"Mul(ZScore(mark_trade_basis_bps),ZScore(Mean(funding_rate,720)))",basis_funding_crowding,basis|funding,funding_rate|mark_trade_basis_bps,Mul|ZScore|ZScore|Mean,720,False,False
crypto_fg2_390626d2f1b35bc6,"Mul(ZScore(mark_trade_basis_bps),ZScore(Mean(funding_rate,504)))",basis_funding_crowding,basis|funding,funding_rate|mark_trade_basis_bps,Mul|ZScore|ZScore|Mean,504,False,False
crypto_fg2_0d69c50f748b641b,"Sub(ZScore(Mean(mark_trade_basis_bps,12)),ZScore(Mean(funding_rate,168)))",basis_funding_crowding,basis|funding,funding_rate|mark_trade_basis_bps,Sub|ZScore|Mean|ZScore|Mean,12|168,False,False
crypto_fg2_2acf11a9ee3a0f50,"Sub(Abs(ZScore(Mean(mark_trade_basis_bps,720))),Abs(ZScore(Mean(funding_rate,504))))",basis_funding_crowding,basis|funding,funding_rate|mark_trade_basis_bps,Sub|Abs|ZScore|Mean|Abs|ZScore|Mean,504|720,False,False
crypto_fg2_745f3a7d0815e385,"Sub(ZScore(Mean(top_long_short_account_ratio_last,24)),ZScore(Mean(top_long_short_account_ratio_last,504)))",positioning_reversal,positioning|price,index_close|top_long_short_account_ratio_last,Sub|ZScore|Mean|ZScore|Mean,24|504,False,False
crypto_fg2_1a62727359ea916a,"Add(ZScore(Delta(top_long_short_account_ratio_last,504)),Neg(Rank(Delta(index_close,8))))",positioning_reversal,positioning|price,index_close|top_long_short_account_ratio_last,Add|ZScore|Delta|Neg|Rank|Delta,8|504,False,False
crypto_fg2_24699fab5dcf1e66,"Mul(Rank(Mean(trade_volume,4)),ZScore(Delta(mark_high,504)))",liquidity_volatility_guarded,liquidity|volatility,mark_high|trade_volume,Mul|Rank|Mean|ZScore|Delta,4|504,False,False
crypto_fg2_4fdb8ce78041a66a,"Mul(Sign(Delta(taker_buy_sell_volume_ratio_last,48)),ZScore(Delta(trade_volume,720)))",taker_flow_state,liquidity|taker_ratio,taker_buy_sell_volume_ratio_last|trade_volume,Mul|Sign|Delta|ZScore|Delta,48|720,False,False
crypto_fg2_a5679aebdb8878b3,"Add(Rank(Delta(trade_quote_volume,720)),Neg(ZScore(Delta(mark_high,48))))",liquidity_volatility_guarded,liquidity|volatility,mark_high|trade_quote_volume,Add|Rank|Delta|Neg|ZScore|Delta,48|720,False,False
crypto_fg2_8e285424c9c60f1a,"Mul(Rank(Mean(open_interest_mean,168)),ZScore(Delta(mark_close,12)))",oi_price_interaction,open_interest|price,mark_close|open_interest_mean,Mul|Rank|Mean|ZScore|Delta,12|168,False,False
crypto_fg2_abec89b4da366378,"Mul(ZScore(Mean(taker_buy_sell_volume_ratio_last,96)),Rank(Mean(trade_volume,24)))",taker_flow_state,liquidity|taker_ratio,taker_buy_sell_volume_ratio_last|trade_volume,Mul|ZScore|Mean|Rank|Mean,24|96,False,False
crypto_fg2_cbcd2517baaec602,"Mul(Rank(Mean(premium_close,720)),Sign(Delta(funding_rate,24)))",basis_funding_crowding,basis|funding,funding_rate|premium_close,Mul|Rank|Mean|Sign|Delta,24|720,False,False
crypto_fg2_ab7a443649661767,"Add(ZScore(Delta(open_interest_value_last,12)),ZScore(Delta(trade_close,72)))",oi_price_interaction,open_interest|price,open_interest_value_last|trade_close,Add|ZScore|Delta|ZScore|Delta,12|72,False,False
crypto_fg2_ee8ec9155bb8b0c4,"Mul(Sign(Delta(taker_buy_sell_volume_ratio_last,504)),ZScore(Delta(trade_quote_volume,336)))",taker_flow_state,liquidity|taker_ratio,taker_buy_sell_volume_ratio_last|trade_quote_volume,Mul|Sign|Delta|ZScore|Delta,336|504,False,False
crypto_fg2_71afa051e89efe97,"Mul(ZScore(Delta(trade_count,336)),Rank(Mean(mark_low,504)))",liquidity_volatility_guarded,liquidity|volatility,mark_low|trade_count,Mul|ZScore|Delta|Rank|Mean,336|504,False,False
crypto_fg2_e89066ee57ce943d,"Mul(Abs(ZScore(Mean(taker_buy_sell_volume_ratio_mean,72))),Rank(Delta(trade_count,8)))",taker_flow_state,liquidity|taker_ratio,taker_buy_sell_volume_ratio_mean|trade_count,Mul|Abs|ZScore|Mean|Rank|Delta,8|72,False,False
crypto_fg2_7f27deffa9ee56eb,"Sub(ZScore(Mean(open_interest_value_last,48)),Rank(Mean(mark_close,96)))",oi_price_interaction,open_interest|price,mark_close|open_interest_value_last,Sub|ZScore|Mean|Rank|Mean,48|96,False,False
crypto_fg2_dd330db4db2bc050,"Mul(Rank(Mean(open_interest_value_last,48)),ZScore(Delta(mark_close,12)))",oi_price_interaction,open_interest|price,mark_close|open_interest_value_last,Mul|Rank|Mean|ZScore|Delta,12|48,False,False
crypto_fg2_3ade2279c5b7071f,"Add(ZScore(Delta(open_interest_mean,72)),ZScore(Delta(mark_close,24)))",oi_price_interaction,open_interest|price,mark_close|open_interest_mean,Add|ZScore|Delta|ZScore|Delta,24|72,False,False
crypto_fg2_6dabc7639d6211d3,"Mul(Sign(Delta(trade_count,24)),Abs(ZScore(Delta(trade_high,12))))",liquidity_volatility_guarded,liquidity|volatility,trade_count|trade_high,Mul|Sign|Delta|Abs|ZScore|Delta,12|24,False,False
crypto_fg2_15273ca0fcd9a9ef,"Add(Rank(Delta(premium_close,72)),ZScore(Mean(funding_rate,24)))",basis_funding_crowding,basis|funding,funding_rate|premium_close,Add|Rank|Delta|ZScore|Mean,24|72,False,False
crypto_fg2_fc248bc463c31c73,"Sub(ZScore(Mean(taker_buy_sell_volume_ratio_mean,72)),ZScore(Mean(taker_buy_sell_volume_ratio_mean,24)))",taker_flow_state,liquidity|taker_ratio,taker_buy_quote_volume|taker_buy_sell_volume_ratio_mean,Sub|ZScore|Mean|ZScore|Mean,24|72,False,False
crypto_fg2_1e674ac3c7c46f7c,"Mul(Rank(Mean(mark_index_basis_bps,8)),Sign(Delta(funding_rate,48)))",basis_funding_crowding,basis|funding,funding_rate|mark_index_basis_bps,Mul|Rank|Mean|Sign|Delta,8|48,False,False
crypto_fg2_929c946e38fd8d1a,"Sub(Rank(Delta(taker_buy_sell_volume_ratio_last,4)),ZScore(Delta(trade_quote_volume,72)))",taker_flow_state,liquidity|taker_ratio,taker_buy_sell_volume_ratio_last|trade_quote_volume,Sub|Rank|Delta|ZScore|Delta,4|72,False,False
crypto_fg2_97b4936d193a615e,"Mul(Sign(Delta(mark_close,96)),Abs(ZScore(Mean(mark_high,168))))",price_volatility_structure,price|volatility,mark_close|mark_high,Mul|Sign|Delta|Abs|ZScore|Mean,96|168,False,False
crypto_fg2_cafe746e720f4c08,"Sub(Rank(Delta(open_interest_mean,24)),Rank(Delta(mark_close,48)))",oi_price_interaction,open_interest|price,mark_close|open_interest_mean,Sub|Rank|Delta|Rank|Delta,24|48,False,False
crypto_fg2_e8d5b85472a904c4,"Mul(ZScore(Delta(taker_buy_quote_volume,24)),Rank(Mean(mark_high,8)))",liquidity_volatility_guarded,liquidity|volatility,mark_high|taker_buy_quote_volume,Mul|ZScore|Delta|Rank|Mean,8|24,False,False
crypto_fg2_b32541cedba88103,"Mul(Rank(Mean(open_interest_value_mean,336)),ZScore(Delta(index_close,72)))",oi_price_interaction,open_interest|price,index_close|open_interest_value_mean,Mul|Rank|Mean|ZScore|Delta,72|336,False,False
crypto_fg2_ab84a5076adb44db,"Sub(ZScore(Mean(open_interest_value_mean,504)),Rank(Mean(trade_close,720)))",oi_price_interaction,open_interest|price,open_interest_value_mean|trade_close,Sub|ZScore|Mean|Rank|Mean,504|720,False,False
crypto_fg2_807b6f8934b190ff,"Mul(Rank(Mean(mark_index_basis_bps,4)),Sign(Delta(funding_rate,720)))",basis_funding_crowding,basis|funding,funding_rate|mark_index_basis_bps,Mul|Rank|Mean|Sign|Delta,4|720,False,False
crypto_fg2_0ad8c98e5201757d,"Add(Rank(Delta(trade_count,168)),Neg(ZScore(Delta(trade_low,24))))",liquidity_volatility_guarded,liquidity|volatility,trade_count|trade_low,Add|Rank|Delta|Neg|ZScore|Delta,24|168,False,False
crypto_fg2_baf6e841374fd177,"Add(ZScore(Delta(open_interest_value_last,720)),ZScore(Delta(trade_close,48)))",oi_price_interaction,open_interest|price,open_interest_value_last|trade_close,Add|ZScore|Delta|ZScore|Delta,48|720,False,False
crypto_fg2_42e7bfce8caaecba,"Sub(ZScore(Mean(premium_close,72)),ZScore(Mean(funding_rate,96)))",basis_funding_crowding,basis|funding,funding_rate|premium_close,Sub|ZScore|Mean|ZScore|Mean,72|96,False,False
crypto_fg2_d200abd18af969bc,"Mul(ZScore(Delta(open_interest_value_last,4)),ZScore(Delta(index_close,96)))",oi_price_interaction,open_interest|price,index_close|open_interest_value_last,Mul|ZScore|Delta|ZScore|Delta,4|96,False,False
crypto_fg2_cdd83107a295a30f,"Add(ZScore(Delta(open_interest_value_mean,336)),ZScore(Delta(trade_close,12)))",oi_price_interaction,open_interest|price,open_interest_value_mean|trade_close,Add|ZScore|Delta|ZScore|Delta,12|336,False,False
crypto_fg2_24d91849ea3290be,"Add(ZScore(Delta(open_interest_last,48)),ZScore(Delta(index_close,720)))",oi_price_interaction,open_interest|price,index_close|open_interest_last,Add|ZScore|Delta|ZScore|Delta,48|720,False,False
crypto_fg2_608dd2a9d0eb56e1,"Sub(ZScore(Mean(open_interest_mean,96)),Rank(Mean(index_close,96)))",oi_price_interaction,open_interest|price,index_close|open_interest_mean,Sub|ZScore|Mean|Rank|Mean,96,False,False
crypto_fg2_4e2e9be2fdbb5b81,"Mul(Sign(Delta(open_interest_value_mean,48)),Rank(Mean(mark_close,8)))",oi_price_interaction,open_interest|price,mark_close|open_interest_value_mean,Mul|Sign|Delta|Rank|Mean,8|48,False,False
crypto_fg2_6686a04f7f9f6d67,"Mul(ZScore(Mean(top_long_short_account_ratio_last,24)),Neg(ZScore(Delta(index_close,8))))",positioning_reversal,positioning|price,index_close|top_long_short_account_ratio_last,Mul|ZScore|Mean|Neg|ZScore|Delta,8|24,False,False
crypto_fg2_672802863570170b,"Mul(Sign(Delta(trade_quote_volume,24)),Abs(ZScore(Delta(mark_low,48))))",liquidity_volatility_guarded,liquidity|volatility,mark_low|trade_quote_volume,Mul|Sign|Delta|Abs|ZScore|Delta,24|48,False,False
crypto_fg2_9e8c231f47e8bd57,"Mul(Sign(Delta(open_interest_last,48)),Rank(Mean(index_close,48)))",oi_price_interaction,open_interest|price,index_close|open_interest_last,Mul|Sign|Delta|Rank|Mean,48,False,False
crypto_fg2_df4313a4043dbf57,"Sub(ZScore(Mean(premium_close_bps,24)),ZScore(Mean(funding_rate,24)))",basis_funding_crowding,basis|funding,funding_rate|premium_close_bps,Sub|ZScore|Mean|ZScore|Mean,24,False,False
crypto_fg2_db6b866ff90821e5,"Add(Rank(Delta(trade_close,4)),Neg(Rank(Delta(trade_high,72))))",price_volatility_structure,price|volatility,trade_close|trade_high,Add|Rank|Delta|Neg|Rank|Delta,4|72,False,False
crypto_fg2_b9dc346a48b5f05a,"Sub(ZScore(Mean(trade_quote_volume,504)),Rank(Mean(trade_low,720)))",liquidity_volatility_guarded,liquidity|volatility,trade_low|trade_quote_volume,Sub|ZScore|Mean|Rank|Mean,504|720,False,False
crypto_fg2_8a2ed4787784aaf6,"Mul(ZScore(Mean(taker_buy_sell_volume_ratio_mean,96)),Rank(Mean(trade_quote_volume,504)))",taker_flow_state,liquidity|taker_ratio,taker_buy_sell_volume_ratio_mean|trade_quote_volume,Mul|ZScore|Mean|Rank|Mean,96|504,False,False
crypto_fg2_98a7528e0d6e9f29,"Mul(Rank(Mean(trade_quote_volume,48)),ZScore(Delta(trade_low,8)))",liquidity_volatility_guarded,liquidity|volatility,trade_low|trade_quote_volume,Mul|Rank|Mean|ZScore|Delta,8|48,False,False
crypto_fg2_0969c3e113e4c978,"Mul(Sign(Delta(taker_buy_sell_volume_ratio_last,336)),ZScore(Delta(trade_quote_volume,4)))",taker_flow_state,liquidity|taker_ratio,taker_buy_sell_volume_ratio_last|trade_quote_volume,Mul|Sign|Delta|ZScore|Delta,4|336,False,False
crypto_fg2_023780074e61c2b2,"Mul(ZScore(Delta(open_interest_last,720)),ZScore(Delta(mark_close,336)))",oi_price_interaction,open_interest|price,mark_close|open_interest_last,Mul|ZScore|Delta|ZScore|Delta,336|720,False,False
crypto_fg2_a37a000d23ddee11,"Mul(Sign(Delta(global_long_short_account_ratio_mean,8)),Neg(ZScore(Delta(trade_close,96))))",positioning_reversal,positioning|price,global_long_short_account_ratio_mean|trade_close,Mul|Sign|Delta|Neg|ZScore|Delta,8|96,False,False
crypto_fg2_aeacb50df790b28a,"Mul(Sign(Delta(open_interest_value_last,96)),Rank(Mean(mark_close,168)))",oi_price_interaction,open_interest|price,mark_close|open_interest_value_last,Mul|Sign|Delta|Rank|Mean,96|168,False,False
crypto_fg2_154f20c9bdf0333f,"Mul(ZScore(Mean(top_long_short_account_ratio_mean,168)),Neg(ZScore(Delta(mark_close,8))))",positioning_reversal,positioning|price,mark_close|top_long_short_account_ratio_mean,Mul|ZScore|Mean|Neg|ZScore|Delta,8|168,False,False
crypto_fg2_b34f67d1b88e55c5,"Sub(Abs(ZScore(Mean(premium_close_bps,168))),Abs(ZScore(Mean(funding_rate,4))))",basis_funding_crowding,basis|funding,funding_rate|premium_close_bps,Sub|Abs|ZScore|Mean|Abs|ZScore|Mean,4|168,False,False
crypto_fg2_20b81d98a05022fc,"Sub(Rank(Delta(taker_buy_sell_volume_ratio_mean,96)),ZScore(Delta(taker_buy_quote_volume,720)))",taker_flow_state,liquidity|taker_ratio,taker_buy_quote_volume|taker_buy_sell_volume_ratio_mean,Sub|Rank|Delta|ZScore|Delta,96|720,False,False
crypto_fg2_1918eec1568d9a74,"Add(Rank(Delta(mark_index_basis_bps,12)),ZScore(Mean(funding_rate,96)))",basis_funding_crowding,basis|funding,funding_rate|mark_index_basis_bps,Add|Rank|Delta|ZScore|Mean,12|96,False,False
crypto_fg2_a39ad2bf1b896e43,"Mul(Sign(Delta(open_interest_value_last,96)),Rank(Mean(mark_close,8)))",oi_price_interaction,open_interest|price,mark_close|open_interest_value_last,Mul|Sign|Delta|Rank|Mean,8|96,False,False
crypto_fg2_accca830fcd2c201,"Mul(Rank(Mean(open_interest_value_last,12)),ZScore(Delta(mark_close,8)))",oi_price_interaction,open_interest|price,mark_close|open_interest_value_last,Mul|Rank|Mean|ZScore|Delta,8|12,False,False
crypto_fg2_1cc66460084ee0d3,"Mul(ZScore(mark_trade_basis_bps),ZScore(Mean(funding_rate,24)))",basis_funding_crowding,basis|funding,funding_rate|mark_trade_basis_bps,Mul|ZScore|ZScore|Mean,24,False,False
crypto_fg2_aef1e665d236335d,"Mul(Sign(Delta(index_close,504)),Abs(ZScore(Mean(trade_low,504))))",price_volatility_structure,price|volatility,index_close|trade_low,Mul|Sign|Delta|Abs|ZScore|Mean,504,False,False
crypto_fg2_dfde7cd54ae7ab36,"Mul(ZScore(Mean(taker_buy_sell_volume_ratio_last,24)),Rank(Mean(trade_volume,168)))",taker_flow_state,liquidity|taker_ratio,taker_buy_sell_volume_ratio_last|trade_volume,Mul|ZScore|Mean|Rank|Mean,24|168,False,False
crypto_fg2_7bb7b1e944fe0dc1,"Mul(Sign(Delta(premium_close,8)),ZScore(Mean(funding_rate,72)))",basis_funding_crowding,basis|funding,funding_rate|premium_close,Mul|Sign|Delta|ZScore|Mean,8|72,False,False
crypto_fg2_e92d30b77f960c17,"Sub(ZScore(Mean(open_interest_mean,168)),Rank(Mean(trade_close,24)))",oi_price_interaction,open_interest|price,open_interest_mean|trade_close,Sub|ZScore|Mean|Rank|Mean,24|168,False,False
crypto_fg2_8b9d9d8fac997528,"Add(ZScore(Delta(open_interest_last,12)),ZScore(Delta(index_close,336)))",oi_price_interaction,open_interest|price,index_close|open_interest_last,Add|ZScore|Delta|ZScore|Delta,12|336,False,False
crypto_fg2_5941d504c03b14b7,"Sub(Abs(ZScore(Delta(trade_quote_volume,720))),Abs(ZScore(Delta(trade_high,8))))",liquidity_volatility_guarded,liquidity|volatility,trade_high|trade_quote_volume,Sub|Abs|ZScore|Delta|Abs|ZScore|Delta,8|720,False,False
crypto_fg2_3913e55a61871a21,"Mul(Sign(Delta(mark_index_basis_bps,48)),ZScore(Mean(funding_rate,4)))",basis_funding_crowding,basis|funding,funding_rate|mark_index_basis_bps,Mul|Sign|Delta|ZScore|Mean,4|48,False,False
crypto_fg2_1a17f89fcfeb9344,"Mul(ZScore(Delta(open_interest_value_mean,8)),ZScore(Delta(trade_close,720)))",oi_price_interaction,open_interest|price,open_interest_value_mean|trade_close,Mul|ZScore|Delta|ZScore|Delta,8|720,False,False
crypto_fg2_2e999d244d9ad047,"Mul(Rank(Mean(premium_close,12)),Sign(Delta(funding_rate,336)))",basis_funding_crowding,basis|funding,funding_rate|premium_close,Mul|Rank|Mean|Sign|Delta,12|336,False,False
crypto_fg2_1cbbd86a351551e5,"Mul(Rank(Mean(premium_close_bps,8)),Sign(Delta(funding_rate,336)))",basis_funding_crowding,basis|funding,funding_rate|premium_close_bps,Mul|Rank|Mean|Sign|Delta,8|336,False,False
crypto_fg2_8ff0c4489debc316,"Mul(ZScore(Delta(open_interest_value_last,12)),ZScore(Delta(mark_close,336)))",oi_price_interaction,open_interest|price,mark_close|open_interest_value_last,Mul|ZScore|Delta|ZScore|Delta,12|336,False,False
crypto_fg2_7e144512666bee05,"Mul(Rank(Mean(open_interest_value_last,96)),ZScore(Delta(trade_close,504)))",oi_price_interaction,open_interest|price,open_interest_value_last|trade_close,Mul|Rank|Mean|ZScore|Delta,96|504,False,False
crypto_fg2_f507b6b7596fe279,"Mul(ZScore(Mean(top_long_short_account_ratio_mean,24)),Neg(ZScore(Delta(index_close,504))))",positioning_reversal,positioning|price,index_close|top_long_short_account_ratio_mean,Mul|ZScore|Mean|Neg|ZScore|Delta,24|504,False,False
crypto_fg2_85374a903a675860,"Sub(Abs(ZScore(Mean(mark_index_basis_bps,168))),Abs(ZScore(Mean(funding_rate,8))))",basis_funding_crowding,basis|funding,funding_rate|mark_index_basis_bps,Sub|Abs|ZScore|Mean|Abs|ZScore|Mean,8|168,False,False
crypto_fg2_bcecb45d68cacd52,"Add(ZScore(Delta(global_long_short_account_ratio_last,336)),Neg(Rank(Delta(index_close,48))))",positioning_reversal,positioning|price,global_long_short_account_ratio_last|index_close,Add|ZScore|Delta|Neg|Rank|Delta,48|336,False,False
crypto_fg2_ed62c88d71544fec,"Sub(ZScore(Mean(open_interest_value_last,12)),Rank(Mean(trade_close,8)))",oi_price_interaction,open_interest|price,open_interest_value_last|trade_close,Sub|ZScore|Mean|Rank|Mean,8|12,False,False
crypto_fg2_99c291d4fd758d66,"Sub(Rank(Mean(global_long_short_account_ratio_last,8)),Rank(Mean(trade_close,336)))",positioning_reversal,positioning|price,global_long_short_account_ratio_last|trade_close,Sub|Rank|Mean|Rank|Mean,8|336,False,False
crypto_fg2_dd1501fef6c038c2,"Mul(ZScore(Mean(taker_buy_sell_volume_ratio_mean,12)),Rank(Mean(trade_volume,24)))",taker_flow_state,liquidity|taker_ratio,taker_buy_sell_volume_ratio_mean|trade_volume,Mul|ZScore|Mean|Rank|Mean,12|24,False,False
crypto_fg2_d37df1f2067762c1,"Sub(Rank(Mean(top_long_short_position_ratio_mean,96)),Rank(Mean(index_close,96)))",positioning_reversal,positioning|price,index_close|top_long_short_position_ratio_mean,Sub|Rank|Mean|Rank|Mean,96,False,False
crypto_fg2_e575b4bdef101bf1,"Add(ZScore(Delta(taker_buy_sell_volume_ratio_last,48)),Rank(Mean(trade_volume,12)))",taker_flow_state,liquidity|taker_ratio,taker_buy_sell_volume_ratio_last|trade_volume,Add|ZScore|Delta|Rank|Mean,12|48,False,False
crypto_fg2_d21f99f5568b6dc2,"Mul(Sign(Delta(taker_buy_sell_volume_ratio_last,168)),ZScore(Delta(trade_volume,48)))",taker_flow_state,liquidity|taker_ratio,taker_buy_sell_volume_ratio_last|trade_volume,Mul|Sign|Delta|ZScore|Delta,48|168,False,False
crypto_fg2_47a15249bf64e447,"Add(ZScore(Delta(open_interest_mean,96)),ZScore(Delta(mark_close,720)))",oi_price_interaction,open_interest|price,mark_close|open_interest_mean,Add|ZScore|Delta|ZScore|Delta,96|720,False,False
crypto_fg2_d7d410c7cfa1986d,"Mul(ZScore(Mean(global_long_short_account_ratio_last,168)),Neg(ZScore(Delta(index_close,504))))",positioning_reversal,positioning|price,global_long_short_account_ratio_last|index_close,Mul|ZScore|Mean|Neg|ZScore|Delta,168|504,False,False
crypto_fg2_f06896803dec2714,"Mul(Sign(Delta(top_long_short_position_ratio_mean,48)),Neg(ZScore(Delta(mark_close,72))))",positioning_reversal,positioning|price,mark_close|top_long_short_position_ratio_mean,Mul|Sign|Delta|Neg|ZScore|Delta,48|72,False,False
crypto_fg2_61067b07a782754f,"Mul(Sign(Delta(trade_volume,8)),Abs(ZScore(Delta(trade_high,24))))",liquidity_volatility_guarded,liquidity|volatility,trade_high|trade_volume,Mul|Sign|Delta|Abs|ZScore|Delta,8|24,False,False
crypto_fg2_51f365e735a654ed,"Mul(Rank(Mean(open_interest_value_last,720)),ZScore(Delta(index_close,4)))",oi_price_interaction,open_interest|price,index_close|open_interest_value_last,Mul|Rank|Mean|ZScore|Delta,4|720,False,False
crypto_fg2_af6e01ed738dc6a3,"Sub(Rank(Delta(taker_buy_sell_volume_ratio_last,8)),ZScore(Delta(trade_count,4)))",taker_flow_state,liquidity|taker_ratio,taker_buy_sell_volume_ratio_last|trade_count,Sub|Rank|Delta|ZScore|Delta,4|8,False,False
crypto_fg2_8867dc091e577d3d,"Add(ZScore(Delta(global_long_short_account_ratio_mean,96)),Neg(Rank(Delta(trade_close,96))))",positioning_reversal,positioning|price,global_long_short_account_ratio_mean|trade_close,Add|ZScore|Delta|Neg|Rank|Delta,96,False,False
crypto_fg2_8a82c9f5b5e56451,"Sub(Abs(ZScore(Mean(mark_index_basis_bps,72))),Abs(ZScore(Mean(funding_rate,168))))",basis_funding_crowding,basis|funding,funding_rate|mark_index_basis_bps,Sub|Abs|ZScore|Mean|Abs|ZScore|Mean,72|168,False,False
crypto_fg2_ec958813b18929d3,"Add(Rank(Delta(premium_close,48)),ZScore(Mean(funding_rate,336)))",basis_funding_crowding,basis|funding,funding_rate|premium_close,Add|Rank|Delta|ZScore|Mean,48|336,False,False
crypto_fg2_aa4b5a274fb9253b,"Mul(ZScore(Delta(open_interest_value_last,72)),ZScore(Delta(trade_close,12)))",oi_price_interaction,open_interest|price,open_interest_value_last|trade_close,Mul|ZScore|Delta|ZScore|Delta,12|72,False,False
crypto_fg2_6601003ad6576a70,"Add(ZScore(Delta(open_interest_value_mean,504)),ZScore(Delta(index_close,720)))",oi_price_interaction,open_interest|price,index_close|open_interest_value_mean,Add|ZScore|Delta|ZScore|Delta,504|720,False,False
crypto_fg2_603adc196300998d,"Add(Rank(Delta(mark_close,720)),Neg(Rank(Delta(trade_high,12))))",price_volatility_structure,price|volatility,mark_close|trade_high,Add|Rank|Delta|Neg|Rank|Delta,12|720,False,False
crypto_fg2_2ff9ab426a850085,"Mul(ZScore(Delta(open_interest_value_last,72)),ZScore(Delta(index_close,168)))",oi_price_interaction,open_interest|price,index_close|open_interest_value_last,Mul|ZScore|Delta|ZScore|Delta,72|168,False,False
crypto_fg2_0e5e40b15e12cc82,"Sub(ZScore(Mean(global_long_short_account_ratio_last,96)),ZScore(Mean(global_long_short_account_ratio_last,168)))",positioning_reversal,positioning|price,global_long_short_account_ratio_last|mark_close,Sub|ZScore|Mean|ZScore|Mean,96|168,False,False
