family_id,seed,algorithm,proposal_count,unique_candidate_count,positive_reachable,survivor_id,survivor_variant,survivor_aligned_outcome,survivor_strict_feasibility_distance,survivor_strict_feasible,positive_survived,independent_behavior,behavior_hash,run_qualified,canonical_mechanism_reproduction,behavior_reproduction,evidence_scope,economic_increment_claimed,repo_ref,verified_branch,source_commit_sha,accepted_closure_tag,accepted_closure_sha,market_data_read,sealed_data_read
SPARSE_EVENT_ALPHA,20260716,uct_ucb_like,27,9,True,proposal-grammar:516aa3315551cef567d04863,positive,STRICT_FEASIBLE,-0.0,True,True,True,bfa9570ef0c58529e5920bb65e6e6e7ef57f64bf002a08828c80b3ffee13e548,True,True,True,DETERMINISTIC_SYNTHETIC_CAPABILITY_ONLY,False,repair/crypto-instrument-capability-20260715@46280c5ad2acf6783d0ede0eb27fd93e3713d6f0,repair/crypto-instrument-capability-20260715,46280c5ad2acf6783d0ede0eb27fd93e3713d6f0,crypto-frontier-provenance-closure-20260714,4726795f61052470d56e2d1475e4f6da9d262943,False,False
SPARSE_EVENT_ALPHA,20260716,evolutionary,27,9,True,proposal-grammar:516aa3315551cef567d04863,positive,STRICT_FEASIBLE,-0.0,True,True,True,7b3ab6d86e88617db1f0d1f7b0ede172f20bc3ff554469a5f3ddebf7e84f2541,True,True,True,DETERMINISTIC_SYNTHETIC_CAPABILITY_ONLY,False,repair/crypto-instrument-capability-20260715@46280c5ad2acf6783d0ede0eb27fd93e3713d6f0,repair/crypto-instrument-capability-20260715,46280c5ad2acf6783d0ede0eb27fd93e3713d6f0,crypto-frontier-provenance-closure-20260714,4726795f61052470d56e2d1475e4f6da9d262943,False,False
STATEFUL_HOLD_ALPHA,20260716,canonical_typed_random,27,9,True,proposal-grammar:33917c6a1a65496fe1f5ca02,positive,STRICT_FEASIBLE,0.7499999999999996,True,True,True,ba54ae64adbb53d57cb639e03b6fd80a0b0966bf903eb57eb35cd10750f482c7,True,True,True,DETERMINISTIC_SYNTHETIC_CAPABILITY_ONLY,False,repair/crypto-instrument-capability-20260715@46280c5ad2acf6783d0ede0eb27fd93e3713d6f0,repair/crypto-instrument-capability-20260715,46280c5ad2acf6783d0ede0eb27fd93e3713d6f0,crypto-frontier-provenance-closure-20260714,4726795f61052470d56e2d1475e4f6da9d262943,False,False
STATEFUL_HOLD_ALPHA,20260716,cem_like,27,9,True,proposal-grammar:33917c6a1a65496fe1f5ca02,positive,STRICT_FEASIBLE,0.7499999999999996,True,True,True,d0c662068529137ec23fb8447e8f608c7eec2b94ddacbca58926eb3131ee158c,True,True,True,DETERMINISTIC_SYNTHETIC_CAPABILITY_ONLY,False,repair/crypto-instrument-capability-20260715@46280c5ad2acf6783d0ede0eb27fd93e3713d6f0,repair/crypto-instrument-capability-20260715,46280c5ad2acf6783d0ede0eb27fd93e3713d6f0,crypto-frontier-provenance-closure-20260714,4726795f61052470d56e2d1475e4f6da9d262943,False,False
STATEFUL_HOLD_ALPHA,20260716,uct_ucb_like,27,9,True,proposal-grammar:33917c6a1a65496fe1f5ca02,positive,STRICT_FEASIBLE,0.7499999999999996,True,True,True,e8590583b1e72e5211bc6e706717cc65d3f691cc7b5f5115e04748fc6b058a48,True,True,True,DETERMINISTIC_SYNTHETIC_CAPABILITY_ONLY,False,repair/crypto-instrument-capability-20260715@46280c5ad2acf6783d0ede0eb27fd93e3713d6f0,repair/crypto-instrument-capability-20260715,46280c5ad2acf6783d0ede0eb27fd93e3713d6f0,crypto-frontier-provenance-closure-20260714,4726795f61052470d56e2d1475e4f6da9d262943,False,False
STATEFUL_HOLD_ALPHA,20260716,evolutionary,27,9,True,proposal-grammar:33917c6a1a65496fe1f5ca02,positive,STRICT_FEASIBLE,0.7499999999999996,True,True,True,bfbe85b74c8ef83967f7e524789f53ac69930c43738422ab60eeb1cedcf3c90e,True,True,True,DETERMINISTIC_SYNTHETIC_CAPABILITY_ONLY,False,repair/crypto-instrument-capability-20260715@46280c5ad2acf6783d0ede0eb27fd93e3713d6f0,repair/crypto-instrument-capability-20260715,46280c5ad2acf6783d0ede0eb27fd93e3713d6f0,crypto-frontier-provenance-closure-20260714,4726795f61052470d56e2d1475e4f6da9d262943,False,False
FUNDING_CARRY_ALPHA,20260716,canonical_typed_random,27,9,True,proposal-grammar:eda814e5ea8ad3121ffe61fc,positive,STRICT_FEASIBLE,-0.0,True,True,True,b207e52450c4b3d722d86fe6ea107961f30346da60120d2cb4e0cbaef43e8f43,True,True,True,DETERMINISTIC_SYNTHETIC_CAPABILITY_ONLY,False,repair/crypto-instrument-capability-20260715@46280c5ad2acf6783d0ede0eb27fd93e3713d6f0,repair/crypto-instrument-capability-20260715,46280c5ad2acf6783d0ede0eb27fd93e3713d6f0,crypto-frontier-provenance-closure-20260714,4726795f61052470d56e2d1475e4f6da9d262943,False,False
FUNDING_CARRY_ALPHA,20260716,cem_like,27,9,True,proposal-grammar:eda814e5ea8ad3121ffe61fc,positive,STRICT_FEASIBLE,-0.0,True,True,True,79a051f6c2baf6cd576bfef2226f3de1601e8ac483092f92531987bc80623eae,True,True,True,DETERMINISTIC_SYNTHETIC_CAPABILITY_ONLY,False,repair/crypto-instrument-capability-20260715@46280c5ad2acf6783d0ede0eb27fd93e3713d6f0,repair/crypto-instrument-capability-20260715,46280c5ad2acf6783d0ede0eb27fd93e3713d6f0,crypto-frontier-provenance-closure-20260714,4726795f61052470d56e2d1475e4f6da9d262943,False,False
FUNDING_CARRY_ALPHA,20260716,uct_ucb_like,27,9,True,proposal-grammar:eda814e5ea8ad3121ffe61fc,positive,STRICT_FEASIBLE,-0.0,True,True,True,727f5f16e588e445b5beaf58712f997b7c585b05586a5461fc68f86c378a6350,True,True,True,DETERMINISTIC_SYNTHETIC_CAPABILITY_ONLY,False,repair/crypto-instrument-capability-20260715@46280c5ad2acf6783d0ede0eb27fd93e3713d6f0,repair/crypto-instrument-capability-20260715,46280c5ad2acf6783d0ede0eb27fd93e3713d6f0,crypto-frontier-provenance-closure-20260714,4726795f61052470d56e2d1475e4f6da9d262943,False,False
FUNDING_CARRY_ALPHA,20260716,evolutionary,27,9,True,proposal-grammar:eda814e5ea8ad3121ffe61fc,positive,STRICT_FEASIBLE,-0.0,True,True,True,d96dfda1d00ab79f28aa6d4050fbdebe92e74edafc26682e4ebbb5d079173968,True,True,True,DETERMINISTIC_SYNTHETIC_CAPABILITY_ONLY,False,repair/crypto-instrument-capability-20260715@46280c5ad2acf6783d0ede0eb27fd93e3713d6f0,repair/crypto-instrument-capability-20260715,46280c5ad2acf6783d0ede0eb27fd93e3713d6f0,crypto-frontier-provenance-closure-20260714,4726795f61052470d56e2d1475e4f6da9d262943,False,False
REGIME_CONDITIONED_ALPHA,20260716,canonical_typed_random,27,9,True,proposal-grammar:da3aa97cce3f0a6bbfefc3bc,positive,STRICT_FEASIBLE,0.8541666666666659,True,True,True,8c3b7af0da6d36e2fa42e57cbed7835e56b0bb99588ff575c2bff3300db777b6,True,True,True,DETERMINISTIC_SYNTHETIC_CAPABILITY_ONLY,False,repair/crypto-instrument-capability-20260715@46280c5ad2acf6783d0ede0eb27fd93e3713d6f0,repair/crypto-instrument-capability-20260715,46280c5ad2acf6783d0ede0eb27fd93e3713d6f0,crypto-frontier-provenance-closure-20260714,4726795f61052470d56e2d1475e4f6da9d262943,False,False
REGIME_CONDITIONED_ALPHA,20260716,cem_like,27,9,True,proposal-grammar:da3aa97cce3f0a6bbfefc3bc,positive,STRICT_FEASIBLE,0.8541666666666659,True,True,True,01bdd7b2b8b7b9d2f9a6de124d2a53db8c2b569de0ebd847a3efed699e102a49,True,True,True,DETERMINISTIC_SYNTHETIC_CAPABILITY_ONLY,False,repair/crypto-instrument-capability-20260715@46280c5ad2acf6783d0ede0eb27fd93e3713d6f0,repair/crypto-instrument-capability-20260715,46280c5ad2acf6783d0ede0eb27fd93e3713d6f0,crypto-frontier-provenance-closure-20260714,4726795f61052470d56e2d1475e4f6da9d262943,False,False
REGIME_CONDITIONED_ALPHA,20260716,uct_ucb_like,27,9,True,proposal-grammar:da3aa97cce3f0a6bbfefc3bc,positive,STRICT_FEASIBLE,0.8541666666666659,True,True,True,583b2165b0087ab8f5601d97472eab9abcf84e535062031d6eaa19b07c6490d4,True,True,True,DETERMINISTIC_SYNTHETIC_CAPABILITY_ONLY,False,repair/crypto-instrument-capability-20260715@46280c5ad2acf6783d0ede0eb27fd93e3713d6f0,repair/crypto-instrument-capability-20260715,46280c5ad2acf6783d0ede0eb27fd93e3713d6f0,crypto-frontier-provenance-closure-20260714,4726795f61052470d56e2d1475e4f6da9d262943,False,False
REGIME_CONDITIONED_ALPHA,20260716,evolutionary,27,9,True,proposal-grammar:da3aa97cce3f0a6bbfefc3bc,positive,STRICT_FEASIBLE,0.8541666666666659,True,True,True,ace82a4db534ea7b5d25c958988a09b01212296a3f9fc8501de16f750e9e2ae2,True,True,True,DETERMINISTIC_SYNTHETIC_CAPABILITY_ONLY,False,repair/crypto-instrument-capability-20260715@46280c5ad2acf6783d0ede0eb27fd93e3713d6f0,repair/crypto-instrument-capability-20260715,46280c5ad2acf6783d0ede0eb27fd93e3713d6f0,crypto-frontier-provenance-closure-20260714,4726795f61052470d56e2d1475e4f6da9d262943,False,False
