blueprint_id,a7ls_lane,semantic_pair,motif,eval_success,finite_share,nonzero_share,activity_ok,std_value,error
a7ls15_486a68689121a973,A7LS14_C,positioning_like|taker_flow_like,mul,,,,,,numeric_smoke_not_run_local_schema_preflight_only
a7ls15_c14f939110bb3a7f,A7LS14_C,positioning_like|taker_flow_like,sub,,,,,,numeric_smoke_not_run_local_schema_preflight_only
a7ls15_9addc0d4c8feef8d,A7LS14_C,positioning_like|taker_flow_like,spread_rank,,,,,,numeric_smoke_not_run_local_schema_preflight_only
a7ls15_af129bad482dd4dc,A7LS14_C,positioning_like|taker_flow_like,gated_sign,,,,,,numeric_smoke_not_run_local_schema_preflight_only
a7ls15_4ecf21218bc63543,A7LS14_C,open_interest_like|funding_state_like,signed_spread,,,,,,numeric_smoke_not_run_local_schema_preflight_only
a7ls15_c678326255c61dc4,A7LS14_D,low_prior_axes,single,,,,,,numeric_smoke_not_run_local_schema_preflight_only
a7ls15_986abab3559f30ff,A7LS14_D,low_prior_axes,single,,,,,,numeric_smoke_not_run_local_schema_preflight_only
a7ls15_fd5f7ad79e20e986,A7LS14_D,low_prior_axes,single,,,,,,numeric_smoke_not_run_local_schema_preflight_only
a7ls15_c8679c60dbefb124,A7LS14_D,low_prior_axes,single,,,,,,numeric_smoke_not_run_local_schema_preflight_only
a7ls15_bb1e53a4e7b1d94b,A7LS14_D,low_prior_axes,single,,,,,,numeric_smoke_not_run_local_schema_preflight_only
a7ls15_a52fe2a443a5c072,A7LS14_D,low_prior_axes,single,,,,,,numeric_smoke_not_run_local_schema_preflight_only
a7ls15_583e3da757dd9d79,A7LS14_D,low_prior_axes,single,,,,,,numeric_smoke_not_run_local_schema_preflight_only
a7ls15_fba007858a150594,A7LS14_D,low_prior_axes,single,,,,,,numeric_smoke_not_run_local_schema_preflight_only
a7ls15_d82dda62d3d78143,A7LS14_D,low_prior_axes,single,,,,,,numeric_smoke_not_run_local_schema_preflight_only
a7ls15_a4545b6b63d0c1d1,A7LS14_D,low_prior_axes|basis_premium_like,control_flip,,,,,,numeric_smoke_not_run_local_schema_preflight_only
a7ls15_81475cecdc5cb1cd,A7LS14_D,low_prior_axes|basis_premium_like,sub,,,,,,numeric_smoke_not_run_local_schema_preflight_only
a7ls15_89d5e31b0b1a1302,A7LS14_D,low_prior_axes|basis_premium_like,safe_div_abs,,,,,,numeric_smoke_not_run_local_schema_preflight_only
a7ls15_ed14f32ff81d07fe,A7LS14_D,low_prior_axes|basis_premium_like,spread_rank,,,,,,numeric_smoke_not_run_local_schema_preflight_only
a7ls15_3329dfb0c5135f56,A7LS14_D,low_prior_axes|basis_premium_like,mul,,,,,,numeric_smoke_not_run_local_schema_preflight_only
a7ls15_ceb4a1441e00e644,A7LS14_D,low_prior_axes|basis_premium_like,control_flip,,,,,,numeric_smoke_not_run_local_schema_preflight_only
a7ls15_2a8b688f6b196345,A7LS14_D,low_prior_axes|basis_premium_like,sub,,,,,,numeric_smoke_not_run_local_schema_preflight_only
a7ls15_67aa703e31fdfaaf,A7LS14_D,low_prior_axes|basis_premium_like,safe_div_abs,,,,,,numeric_smoke_not_run_local_schema_preflight_only
a7ls15_e255e42ed4083616,A7LS14_D,low_prior_axes|basis_premium_like,spread_rank,,,,,,numeric_smoke_not_run_local_schema_preflight_only
a7ls15_936e9fbce9fe4812,A7LS14_D,low_prior_axes|price_like,control_flip,,,,,,numeric_smoke_not_run_local_schema_preflight_only
a7ls15_ce10425bfe733873,A7LS14_D,low_prior_axes|price_like,sub,,,,,,numeric_smoke_not_run_local_schema_preflight_only
a7ls15_8ce9ba6c11d98074,A7LS14_D,low_prior_axes|price_like,safe_div_abs,,,,,,numeric_smoke_not_run_local_schema_preflight_only
a7ls15_e267b14e7dbae6bc,A7LS14_D,low_prior_axes|price_like,spread_rank,,,,,,numeric_smoke_not_run_local_schema_preflight_only
a7ls15_9cecc31b4a736414,A7LS14_D,low_prior_axes|price_like,mul,,,,,,numeric_smoke_not_run_local_schema_preflight_only
a7ls15_4ad847bee2bb0069,A7LS14_D,low_prior_axes|price_like,control_flip,,,,,,numeric_smoke_not_run_local_schema_preflight_only
a7ls15_b56cc4a37af4cc6f,A7LS14_D,low_prior_axes|price_like,sub,,,,,,numeric_smoke_not_run_local_schema_preflight_only
a7ls15_cb4df87e9b224dc9,A7LS14_D,low_prior_axes|price_like,safe_div_abs,,,,,,numeric_smoke_not_run_local_schema_preflight_only
a7ls15_8a0d0257d7cd9040,A7LS14_D,low_prior_axes|price_like,spread_rank,,,,,,numeric_smoke_not_run_local_schema_preflight_only
a7ls15_155404402141a92b,A7LS14_D,placebo|basis_premium_like,control_flip,,,,,,numeric_smoke_not_run_local_schema_preflight_only
a7ls15_6d93c00d77c7fa88,A7LS14_D,placebo|basis_premium_like,safe_div_abs,,,,,,numeric_smoke_not_run_local_schema_preflight_only
a7ls15_4e2b4db324a70e30,A7LS14_D,placebo|basis_premium_like,spread_rank,,,,,,numeric_smoke_not_run_local_schema_preflight_only
a7ls15_5ad3e6efcb1f2f08,A7LS14_D,placebo|basis_premium_like,mul,,,,,,numeric_smoke_not_run_local_schema_preflight_only
a7ls15_0ee7677bf0b782ce,A7LS14_D,placebo|basis_premium_like,control_flip,,,,,,numeric_smoke_not_run_local_schema_preflight_only
a7ls15_c65a990a66f284d2,A7LS14_D,placebo|basis_premium_like,sub,,,,,,numeric_smoke_not_run_local_schema_preflight_only
a7ls15_68b3a89cb1d41fa4,A7LS14_D,placebo|basis_premium_like,safe_div_abs,,,,,,numeric_smoke_not_run_local_schema_preflight_only
a7ls15_bcf5764a85834803,A7LS14_D,placebo|basis_premium_like,spread_rank,,,,,,numeric_smoke_not_run_local_schema_preflight_only
a7ls15_97ae6c9de9a523ad,A7LS14_D,placebo|basis_premium_like,mul,,,,,,numeric_smoke_not_run_local_schema_preflight_only
a7ls15_67ea8a29347031cd,A7LS14_D,placebo|price_like,control_flip,,,,,,numeric_smoke_not_run_local_schema_preflight_only
a7ls15_051d81fe40751a6b,A7LS14_D,placebo|price_like,sub,,,,,,numeric_smoke_not_run_local_schema_preflight_only
a7ls15_dcea18373cafa7b0,A7LS14_D,placebo|price_like,safe_div_abs,,,,,,numeric_smoke_not_run_local_schema_preflight_only
a7ls15_c6f46f55086627b2,A7LS14_D,placebo|price_like,spread_rank,,,,,,numeric_smoke_not_run_local_schema_preflight_only
a7ls15_b753b1be959cdbd8,A7LS14_D,placebo|price_like,mul,,,,,,numeric_smoke_not_run_local_schema_preflight_only
a7ls15_eb3094ac42306c84,A7LS14_D,placebo|price_like,control_flip,,,,,,numeric_smoke_not_run_local_schema_preflight_only
a7ls15_f93c1e6574f58892,A7LS14_D,placebo|price_like,sub,,,,,,numeric_smoke_not_run_local_schema_preflight_only
a7ls15_fab17dd15e18c157,A7LS14_D,placebo|price_like,safe_div_abs,,,,,,numeric_smoke_not_run_local_schema_preflight_only
a7ls15_3cde8fd7cd8a6f96,A7LS14_D,placebo|price_like,spread_rank,,,,,,numeric_smoke_not_run_local_schema_preflight_only
a7ls15_6de74b5213535c72,A7LS14_D,regime_state|price_like,control_flip,,,,,,numeric_smoke_not_run_local_schema_preflight_only
a7ls15_72bf163bfbaceaab,A7LS14_D,regime_state|price_like,sub,,,,,,numeric_smoke_not_run_local_schema_preflight_only
a7ls15_a0eeee489bc46e79,A7LS14_D,regime_state|price_like,safe_div_abs,,,,,,numeric_smoke_not_run_local_schema_preflight_only
a7ls15_407a6d307eabffaf,A7LS14_D,regime_state|price_like,spread_rank,,,,,,numeric_smoke_not_run_local_schema_preflight_only
a7ls15_e49e2d2820927fe5,A7LS14_D,regime_state|price_like,mul,,,,,,numeric_smoke_not_run_local_schema_preflight_only
a7ls15_ea081b4ce655c9eb,A7LS14_D,regime_state|price_like,control_flip,,,,,,numeric_smoke_not_run_local_schema_preflight_only
a7ls15_3433236cf9cbb5ce,A7LS14_D,regime_state|price_like,sub,,,,,,numeric_smoke_not_run_local_schema_preflight_only
a7ls15_07c9021fb1a78a86,A7LS14_D,regime_state|price_like,safe_div_abs,,,,,,numeric_smoke_not_run_local_schema_preflight_only
a7ls15_2243a7d4afe4fb35,A7LS14_D,regime_state|price_like,spread_rank,,,,,,numeric_smoke_not_run_local_schema_preflight_only
a7ls15_6fac29af188b2476,A7LS14_D,volatility_like|liquidity_like,control_flip,,,,,,numeric_smoke_not_run_local_schema_preflight_only
a7ls15_d77802069f0c2f46,A7LS14_D,volatility_like|liquidity_like,sub,,,,,,numeric_smoke_not_run_local_schema_preflight_only
a7ls15_6d5652ce0712fb25,A7LS14_D,volatility_like|liquidity_like,safe_div_abs,,,,,,numeric_smoke_not_run_local_schema_preflight_only
a7ls15_5586862d66650d13,A7LS14_D,volatility_like|liquidity_like,spread_rank,,,,,,numeric_smoke_not_run_local_schema_preflight_only
a7ls15_64aa2e517c64b9bc,A7LS14_D,volatility_like|liquidity_like,mul,,,,,,numeric_smoke_not_run_local_schema_preflight_only
a7ls15_763f784ce20061a0,A7LS14_D,volatility_like|liquidity_like,control_flip,,,,,,numeric_smoke_not_run_local_schema_preflight_only
a7ls15_81951116cf871f90,A7LS14_D,volatility_like|liquidity_like,sub,,,,,,numeric_smoke_not_run_local_schema_preflight_only
a7ls15_009090e285175d96,A7LS14_D,volatility_like|liquidity_like,safe_div_abs,,,,,,numeric_smoke_not_run_local_schema_preflight_only
a7ls15_933425cea685033e,A7LS14_D,volatility_like|liquidity_like,spread_rank,,,,,,numeric_smoke_not_run_local_schema_preflight_only
a7ls15_e3f7d6b267d42ebb,A7LS14_D,placebo|price_like,mul,,,,,,numeric_smoke_not_run_local_schema_preflight_only
