cell_id,ordinal,hypothesis_family,feature_family_set,operator_motif,temporal_horizon_class,normalization_scope,residualization_target,regime_fold_target,expression,bucketed_expression,max_window,horizon_bucket
C0966,0,H13_symbol_tier_relative,P5_basis_premium,ClipRank,H12,same_symbol_zscore,none,F0_calendar_blocks,"TSMean(Clip(Rank(TSMean(mark_index_ratio,3)),-1.5,1.5),3)","TSMean(Clip(Rank(TSMean(mark_index_ratio,H6)),-1.5,1.5),H6)",3,H6
C0966,1,H13_symbol_tier_relative,P5_basis_premium,ClipRank,H12,same_symbol_zscore,none,F0_calendar_blocks,"Rank(TSMean(Clip(Rank(TSMean(mark_minus_index,4)),-2.0,2.0),4))","Rank(TSMean(Clip(Rank(TSMean(mark_minus_index,H6)),-2.0,2.0),H6))",4,H6
C0967,0,H12_horizon_ensemble_stability,P2_liquidity,RollingMaxRank,spread_12_vs_48,cross_symbol_zscore,FundingCore_and_Core4,F0_calendar_blocks,"ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_zscore(TSMean(Rank(RollingMax(quote_asset_volume,3)),3))))","ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_zscore(TSMean(Rank(RollingMax(quote_asset_volume,H6)),H6))))",3,H6
C0967,1,H12_horizon_ensemble_stability,P2_liquidity,RollingMaxRank,spread_12_vs_48,cross_symbol_zscore,FundingCore_and_Core4,F0_calendar_blocks,"ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_zscore(Rank(TSMean(Rank(RollingMax(number_of_trades,4)),4)))))","ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_zscore(Rank(TSMean(Rank(RollingMax(number_of_trades,H6)),H6)))))",4,H6
C0968,0,H13_symbol_tier_relative,P12_liquidity_flow,DecayZScore,H48,same_symbol_zscore,none,F3_high_liquidity_high_vol,"TSMean(ZScore(Decay(quote_volume_mean_12,3)),3)","TSMean(ZScore(Decay(quote_volume_mean_12,H6)),H6)",3,H6
C0968,1,H13_symbol_tier_relative,P12_liquidity_flow,DecayZScore,H48,same_symbol_zscore,none,F3_high_liquidity_high_vol,"Rank(TSMean(ZScore(Decay(quote_volume_mean_24,4)),4))","Rank(TSMean(ZScore(Decay(quote_volume_mean_24,H6)),H6))",4,H6
C0969,0,H13_symbol_tier_relative,P3_trade_size,Rank,mixed_6_24,same_symbol_zscore,Core4,F2_low_liquidity,"ResidualizeVsCore4(TSMean(Rank(TSMean(avg_trade_size_quote,3)),3))","ResidualizeVsCore4(TSMean(Rank(TSMean(avg_trade_size_quote,H6)),H6))",3,H6
C0969,1,H13_symbol_tier_relative,P3_trade_size,Rank,mixed_6_24,same_symbol_zscore,Core4,F2_low_liquidity,"ResidualizeVsCore4(Rank(TSMean(Rank(TSMean(number_of_trades,4)),4)))","ResidualizeVsCore4(Rank(TSMean(Rank(TSMean(number_of_trades,H6)),H6)))",4,H6
C0970,0,H15_placebo_null_adversarial,P14_horizon_spread,AddZScore,spread_12_vs_48,same_symbol_zscore,FundingCore_and_Core4,F11_cross_symbol_crowding,"ResidualizeVsCore4(ResidualizeVsFundingCore(TSMean(Add(ZScore(TSMean(ret_6,3)),ZScore(TSMean(realized_vol_6,5))),3)))","ResidualizeVsCore4(ResidualizeVsFundingCore(TSMean(Add(ZScore(TSMean(ret_6,H6)),ZScore(TSMean(realized_vol_6,H6))),H6)))",5,H6
C0970,1,H15_placebo_null_adversarial,P14_horizon_spread,AddZScore,spread_12_vs_48,same_symbol_zscore,FundingCore_and_Core4,F11_cross_symbol_crowding,"ResidualizeVsCore4(ResidualizeVsFundingCore(Rank(TSMean(Add(ZScore(TSMean(ret_12,4)),ZScore(TSMean(ret_6,12))),4))))","ResidualizeVsCore4(ResidualizeVsFundingCore(Rank(TSMean(Add(ZScore(TSMean(ret_12,H6)),ZScore(TSMean(ret_6,H12))),H6))))",12,H12
C0971,0,H07_taker_flow_lag_stable,P6_funding_observable,ZScore,H72,cross_symbol_rank,FundingCore_and_Core4,F7_trend_reversal,"ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_rank(TSMean(ZScore(Decay(latest_known_funding_rate,3)),3))))","ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_rank(TSMean(ZScore(Decay(latest_known_funding_rate,H6)),H6))))",3,H6
C0971,1,H07_taker_flow_lag_stable,P6_funding_observable,ZScore,H72,cross_symbol_rank,FundingCore_and_Core4,F7_trend_reversal,"ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_rank(Rank(TSMean(ZScore(Decay(funding_rate_z_24,4)),4)))))","ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_rank(Rank(TSMean(ZScore(Decay(funding_rate_z_24,H6)),H6)))))",4,H6
C0972,0,H15_placebo_null_adversarial,P0_price_return,CrossSymbolRank,spread_12_vs_48,same_symbol_rank,FundingCore_and_Core4,F11_cross_symbol_crowding,"ResidualizeVsCore4(ResidualizeVsFundingCore(TSMean(CrossSymbolRank(TSMean(ret_3,3)),3)))","ResidualizeVsCore4(ResidualizeVsFundingCore(TSMean(CrossSymbolRank(TSMean(ret_3,H6)),H6)))",3,H6
C0972,1,H15_placebo_null_adversarial,P0_price_return,CrossSymbolRank,spread_12_vs_48,same_symbol_rank,FundingCore_and_Core4,F11_cross_symbol_crowding,"ResidualizeVsCore4(ResidualizeVsFundingCore(Rank(TSMean(CrossSymbolRank(TSMean(ret_6,4)),4))))","ResidualizeVsCore4(ResidualizeVsFundingCore(Rank(TSMean(CrossSymbolRank(TSMean(ret_6,H6)),H6))))",4,H6
C0973,0,H09_trend_reversal_horizon_mix,P8_regime_state,DecayZScore,mixed_6_24,same_symbol_rank,Core4,F10_volatility_compression,"ResidualizeVsCore4(TSMean(ZScore(Decay(realized_vol_24,3)),3))","ResidualizeVsCore4(TSMean(ZScore(Decay(realized_vol_24,H6)),H6))",3,H6
C0973,1,H09_trend_reversal_horizon_mix,P8_regime_state,DecayZScore,mixed_6_24,same_symbol_rank,Core4,F10_volatility_compression,"ResidualizeVsCore4(Rank(TSMean(ZScore(Decay(quote_volume_mean_24,4)),4)))","ResidualizeVsCore4(Rank(TSMean(ZScore(Decay(quote_volume_mean_24,H6)),H6)))",4,H6
C0974,0,H01_cross_symbol_relative_strength,P4_taker_flow,MulRankRank,mixed_6_24,cross_symbol_rank,FundingCore_and_Core4,F5_funding_neutral,"ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_rank(TSMean(Mul(Rank(TSMean(taker_buy_ratio,3)),Rank(TSMean(cs_z_taker_imbalance,5))),3))))","ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_rank(TSMean(Mul(Rank(TSMean(taker_buy_ratio,H6)),Rank(TSMean(cs_z_taker_imbalance,H6))),H6))))",5,H6
C0974,1,H01_cross_symbol_relative_strength,P4_taker_flow,MulRankRank,mixed_6_24,cross_symbol_rank,FundingCore_and_Core4,F5_funding_neutral,"ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_rank(Rank(TSMean(Mul(Rank(TSMean(taker_imbalance,4)),Rank(TSMean(taker_imbalance,12))),4)))))","ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_rank(Rank(TSMean(Mul(Rank(TSMean(taker_imbalance,H6)),Rank(TSMean(taker_imbalance,H12))),H6)))))",12,H12
C0975,0,H02_cross_symbol_dispersion_reversal,P3_trade_size,DeltaRank,H12,cross_symbol_zscore,FundingCore,F7_trend_reversal,"ResidualizeVsFundingCore(cross_symbol_zscore(TSMean(Rank(Delta(avg_trade_size_quote,3)),3)))","ResidualizeVsFundingCore(cross_symbol_zscore(TSMean(Rank(Delta(avg_trade_size_quote,H6)),H6)))",3,H6
C0975,1,H02_cross_symbol_dispersion_reversal,P3_trade_size,DeltaRank,H12,cross_symbol_zscore,FundingCore,F7_trend_reversal,"ResidualizeVsFundingCore(cross_symbol_zscore(Rank(TSMean(Rank(Delta(number_of_trades,4)),4))))","ResidualizeVsFundingCore(cross_symbol_zscore(Rank(TSMean(Rank(Delta(number_of_trades,H6)),H6))))",4,H6
C0976,0,H13_symbol_tier_relative,P5_basis_premium,MulRankZScore,mixed_6_24,cross_symbol_rank,FundingCore_and_Core4,F9_liquidity_shock,"ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_rank(TSMean(Mul(Rank(TSMean(mark_index_ratio,3)),ZScore(Decay(cs_z_mark_index_ratio,5))),3))))","ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_rank(TSMean(Mul(Rank(TSMean(mark_index_ratio,H6)),ZScore(Decay(cs_z_mark_index_ratio,H6))),H6))))",5,H6
C0976,1,H13_symbol_tier_relative,P5_basis_premium,MulRankZScore,mixed_6_24,cross_symbol_rank,FundingCore_and_Core4,F9_liquidity_shock,"ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_rank(Rank(TSMean(Mul(Rank(TSMean(mark_minus_index,4)),ZScore(Decay(mark_index_ratio,12))),4)))))","ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_rank(Rank(TSMean(Mul(Rank(TSMean(mark_minus_index,H6)),ZScore(Decay(mark_index_ratio,H12))),H6)))))",12,H12
C0977,0,H06_liquidity_structure_ex_realized_vol_mul,P2_liquidity,ClipRank,mixed_12_48,cross_symbol_rank,Core4,F7_trend_reversal,"ResidualizeVsCore4(cross_symbol_rank(TSMean(Clip(Rank(TSMean(quote_asset_volume,3)),-1.5,1.5),3)))","ResidualizeVsCore4(cross_symbol_rank(TSMean(Clip(Rank(TSMean(quote_asset_volume,H6)),-1.5,1.5),H6)))",3,H6
C0977,1,H06_liquidity_structure_ex_realized_vol_mul,P2_liquidity,ClipRank,mixed_12_48,cross_symbol_rank,Core4,F7_trend_reversal,"ResidualizeVsCore4(cross_symbol_rank(Rank(TSMean(Clip(Rank(TSMean(number_of_trades,4)),-2.0,2.0),4))))","ResidualizeVsCore4(cross_symbol_rank(Rank(TSMean(Clip(Rank(TSMean(number_of_trades,H6)),-2.0,2.0),H6))))",4,H6
C0978,0,H02_cross_symbol_dispersion_reversal,P12_liquidity_flow,AddZScore,spread_12_vs_48,cross_symbol_rank,Core4,F3_high_liquidity_high_vol,"ResidualizeVsCore4(cross_symbol_rank(TSMean(Add(ZScore(TSMean(quote_volume_mean_12,3)),ZScore(TSMean(taker_buy_ratio,5))),3)))","ResidualizeVsCore4(cross_symbol_rank(TSMean(Add(ZScore(TSMean(quote_volume_mean_12,H6)),ZScore(TSMean(taker_buy_ratio,H6))),H6)))",5,H6
C0978,1,H02_cross_symbol_dispersion_reversal,P12_liquidity_flow,AddZScore,spread_12_vs_48,cross_symbol_rank,Core4,F3_high_liquidity_high_vol,"ResidualizeVsCore4(cross_symbol_rank(Rank(TSMean(Add(ZScore(TSMean(quote_volume_mean_24,4)),ZScore(TSMean(taker_imbalance,12))),4))))","ResidualizeVsCore4(cross_symbol_rank(Rank(TSMean(Add(ZScore(TSMean(quote_volume_mean_24,H6)),ZScore(TSMean(taker_imbalance,H12))),H6))))",12,H12
C0979,0,H02_cross_symbol_dispersion_reversal,P9_price_basis,SmoothInteraction,H48,same_symbol_rank,FundingCore,F7_trend_reversal,"ResidualizeVsFundingCore(TSMean(Mul(ZScore(TSMean(ret_6,3)),Rank(TSMean(premium_index,5))),3))","ResidualizeVsFundingCore(TSMean(Mul(ZScore(TSMean(ret_6,H6)),Rank(TSMean(premium_index,H6))),H6))",5,H6
C0979,1,H02_cross_symbol_dispersion_reversal,P9_price_basis,SmoothInteraction,H48,same_symbol_rank,FundingCore,F7_trend_reversal,"ResidualizeVsFundingCore(Rank(TSMean(Mul(ZScore(TSMean(ret_12,4)),Rank(TSMean(mark_index_ratio,12))),4)))","ResidualizeVsFundingCore(Rank(TSMean(Mul(ZScore(TSMean(ret_12,H6)),Rank(TSMean(mark_index_ratio,H12))),H6)))",12,H12
C0980,0,H11_regime_conditional_non_may,P3_trade_size,CrossSymbolRank,spread_12_vs_48,cross_symbol_zscore,FundingCore,F1_high_realized_vol,"ResidualizeVsFundingCore(cross_symbol_zscore(TSMean(CrossSymbolRank(TSMean(avg_trade_size_quote,3)),3)))","ResidualizeVsFundingCore(cross_symbol_zscore(TSMean(CrossSymbolRank(TSMean(avg_trade_size_quote,H6)),H6)))",3,H6
C0980,1,H11_regime_conditional_non_may,P3_trade_size,CrossSymbolRank,spread_12_vs_48,cross_symbol_zscore,FundingCore,F1_high_realized_vol,"ResidualizeVsFundingCore(cross_symbol_zscore(Rank(TSMean(CrossSymbolRank(TSMean(number_of_trades,4)),4))))","ResidualizeVsFundingCore(cross_symbol_zscore(Rank(TSMean(CrossSymbolRank(TSMean(number_of_trades,H6)),H6))))",4,H6
C0981,0,H04_basis_compression_expansion,P8_regime_state,AbsZScore,H24,cross_symbol_rank,FundingCore,F4_basis_dislocation,"ResidualizeVsFundingCore(cross_symbol_rank(TSMean(Abs(ZScore(Delta(realized_vol_24,3))),3)))","ResidualizeVsFundingCore(cross_symbol_rank(TSMean(Abs(ZScore(Delta(realized_vol_24,H6))),H6)))",3,H6
C0981,1,H04_basis_compression_expansion,P8_regime_state,AbsZScore,H24,cross_symbol_rank,FundingCore,F4_basis_dislocation,"ResidualizeVsFundingCore(cross_symbol_rank(Rank(TSMean(Abs(ZScore(Delta(quote_volume_mean_24,4))),4))))","ResidualizeVsFundingCore(cross_symbol_rank(Rank(TSMean(Abs(ZScore(Delta(quote_volume_mean_24,H6))),H6))))",4,H6
C0982,0,H11_regime_conditional_non_may,P14_horizon_spread,DecayZScore,mixed_6_24,same_symbol_zscore,none,F3_high_liquidity_high_vol,"TSMean(ZScore(Decay(ret_6,3)),3)","TSMean(ZScore(Decay(ret_6,H6)),H6)",3,H6
C0982,1,H11_regime_conditional_non_may,P14_horizon_spread,DecayZScore,mixed_6_24,same_symbol_zscore,none,F3_high_liquidity_high_vol,"Rank(TSMean(ZScore(Decay(ret_12,4)),4))","Rank(TSMean(ZScore(Decay(ret_12,H6)),H6))",4,H6
C0983,0,H03_basis_premium_residual,P7_cross_symbol_relative,SubRank,spread_6_vs_24,cross_symbol_rank,FundingCore_and_Core4,F11_cross_symbol_crowding,"ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_rank(TSMean(Sub(Rank(TSMean(cs_z_ret_6,3)),Rank(TSMean(cs_z_premium_index,5))),3))))","ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_rank(TSMean(Sub(Rank(TSMean(cs_z_ret_6,H6)),Rank(TSMean(cs_z_premium_index,H6))),H6))))",5,H6
C0983,1,H03_basis_premium_residual,P7_cross_symbol_relative,SubRank,spread_6_vs_24,cross_symbol_rank,FundingCore_and_Core4,F11_cross_symbol_crowding,"ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_rank(Rank(TSMean(Sub(Rank(TSMean(cs_z_ret_12,4)),Rank(TSMean(cs_z_ret_6,12))),4)))))","ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_rank(Rank(TSMean(Sub(Rank(TSMean(cs_z_ret_12,H6)),Rank(TSMean(cs_z_ret_6,H12))),H6)))))",12,H12
C0984,0,H13_symbol_tier_relative,P1_range_volatility,TSStdZScore,H24,same_symbol_rank,FundingCore,F3_high_liquidity_high_vol,"ResidualizeVsFundingCore(TSMean(ZScore(TSStd(hl_range,3)),3))","ResidualizeVsFundingCore(TSMean(ZScore(TSStd(hl_range,H6)),H6))",3,H6
C0984,1,H13_symbol_tier_relative,P1_range_volatility,TSStdZScore,H24,same_symbol_rank,FundingCore,F3_high_liquidity_high_vol,"ResidualizeVsFundingCore(Rank(TSMean(ZScore(TSStd(realized_vol_6,4)),4)))","ResidualizeVsFundingCore(Rank(TSMean(ZScore(TSStd(realized_vol_6,H6)),H6)))",4,H6
C0985,0,H05_volatility_structure_ex_liquidity_mul,P2_liquidity,SafeDivZScore,H24,cross_symbol_zscore,FundingCore_and_Core4,F2_low_liquidity,"ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_zscore(TSMean(SafeDiv(ZScore(TSMean(quote_asset_volume,3)),Clip(Abs(ZScore(TSMean(quote_volume_mean_12,5))),0.02,1.5)),3))))","ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_zscore(TSMean(SafeDiv(ZScore(TSMean(quote_asset_volume,H6)),Clip(Abs(ZScore(TSMean(quote_volume_mean_12,H6))),0.02,1.5)),H6))))",5,H6
C0985,1,H05_volatility_structure_ex_liquidity_mul,P2_liquidity,SafeDivZScore,H24,cross_symbol_zscore,FundingCore_and_Core4,F2_low_liquidity,"ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_zscore(Rank(TSMean(SafeDiv(ZScore(TSMean(number_of_trades,4)),Clip(Abs(ZScore(TSMean(quote_asset_volume,12))),0.05,2.0)),4)))))","ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_zscore(Rank(TSMean(SafeDiv(ZScore(TSMean(number_of_trades,H6)),Clip(Abs(ZScore(TSMean(quote_asset_volume,H12))),0.05,2.0)),H6)))))",12,H12
C0986,0,H00_low_turnover_robust,P8_regime_state,MulRankZScore,H72,cross_symbol_zscore,none,F7_trend_reversal,"cross_symbol_zscore(TSMean(Mul(Rank(TSMean(realized_vol_24,3)),ZScore(Decay(latest_known_funding_rate,5))),3))","cross_symbol_zscore(TSMean(Mul(Rank(TSMean(realized_vol_24,H6)),ZScore(Decay(latest_known_funding_rate,H6))),H6))",5,H6
C0986,1,H00_low_turnover_robust,P8_regime_state,MulRankZScore,H72,cross_symbol_zscore,none,F7_trend_reversal,"cross_symbol_zscore(Rank(TSMean(Mul(Rank(TSMean(quote_volume_mean_24,4)),ZScore(Decay(realized_vol_24,12))),4)))","cross_symbol_zscore(Rank(TSMean(Mul(Rank(TSMean(quote_volume_mean_24,H6)),ZScore(Decay(realized_vol_24,H12))),H6)))",12,H12
C0987,0,H08_trade_size_microstructure_lite,P6_funding_observable,ResidualizeVsCore4,mixed_6_24,same_symbol_rank,Core4,F0_calendar_blocks,"ResidualizeVsCore4(TSMean(ResidualizeVsCore4(Mul(Rank(TSMean(latest_known_funding_rate,3)),ZScore(TSMean(funding_rate_persistence_3,5)))),3))","ResidualizeVsCore4(TSMean(ResidualizeVsCore4(Mul(Rank(TSMean(latest_known_funding_rate,H6)),ZScore(TSMean(funding_rate_persistence_3,H6)))),H6))",5,H6
C0987,1,H08_trade_size_microstructure_lite,P6_funding_observable,ResidualizeVsCore4,mixed_6_24,same_symbol_rank,Core4,F0_calendar_blocks,"ResidualizeVsCore4(Rank(TSMean(ResidualizeVsCore4(Mul(Rank(TSMean(funding_rate_z_24,4)),ZScore(TSMean(funding_rate_z_24,12)))),4)))","ResidualizeVsCore4(Rank(TSMean(ResidualizeVsCore4(Mul(Rank(TSMean(funding_rate_z_24,H6)),ZScore(TSMean(funding_rate_z_24,H12)))),H6)))",12,H12
C0988,0,H11_regime_conditional_non_may,P8_regime_state,TSRankMul,mixed_6_24,same_symbol_rank,FundingCore,F4_basis_dislocation,"ResidualizeVsFundingCore(TSMean(Mul(TSRank(realized_vol_24,3),ZScore(TSMean(latest_known_funding_rate,5))),3))","ResidualizeVsFundingCore(TSMean(Mul(TSRank(realized_vol_24,H6),ZScore(TSMean(latest_known_funding_rate,H6))),H6))",5,H6
C0988,1,H11_regime_conditional_non_may,P8_regime_state,TSRankMul,mixed_6_24,same_symbol_rank,FundingCore,F4_basis_dislocation,"ResidualizeVsFundingCore(Rank(TSMean(Mul(TSRank(quote_volume_mean_24,4),ZScore(TSMean(realized_vol_24,12))),4)))","ResidualizeVsFundingCore(Rank(TSMean(Mul(TSRank(quote_volume_mean_24,H6),ZScore(TSMean(realized_vol_24,H12))),H6)))",12,H12
C0989,0,H09_trend_reversal_horizon_mix,P11_volatility_basis,RollingMaxRank,H72,cross_symbol_rank,none,F8_low_vol_high_liquidity,"cross_symbol_rank(TSMean(Rank(RollingMax(realized_vol_12,3)),3))","cross_symbol_rank(TSMean(Rank(RollingMax(realized_vol_12,H6)),H6))",3,H6
C0989,1,H09_trend_reversal_horizon_mix,P11_volatility_basis,RollingMaxRank,H72,cross_symbol_rank,none,F8_low_vol_high_liquidity,"cross_symbol_rank(Rank(TSMean(Rank(RollingMax(realized_vol_24,4)),4)))","cross_symbol_rank(Rank(TSMean(Rank(RollingMax(realized_vol_24,H6)),H6)))",4,H6
C0990,0,H03_basis_premium_residual,P3_trade_size,AddZScore,H12,cross_symbol_zscore,FundingCore_and_Core4,F8_low_vol_high_liquidity,"ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_zscore(TSMean(Add(ZScore(TSMean(avg_trade_size_quote,3)),ZScore(TSMean(quote_asset_volume,5))),3))))","ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_zscore(TSMean(Add(ZScore(TSMean(avg_trade_size_quote,H6)),ZScore(TSMean(quote_asset_volume,H6))),H6))))",5,H6
C0990,1,H03_basis_premium_residual,P3_trade_size,AddZScore,H12,cross_symbol_zscore,FundingCore_and_Core4,F8_low_vol_high_liquidity,"ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_zscore(Rank(TSMean(Add(ZScore(TSMean(number_of_trades,4)),ZScore(TSMean(number_of_trades,12))),4)))))","ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_zscore(Rank(TSMean(Add(ZScore(TSMean(number_of_trades,H6)),ZScore(TSMean(number_of_trades,H12))),H6)))))",12,H12
C0991,0,H01_cross_symbol_relative_strength,P9_price_basis,SafeDivZScore,ensemble_6_12_24_48,same_symbol_rank,Core4,F6_cross_symbol_dispersion,"ResidualizeVsCore4(TSMean(SafeDiv(ZScore(TSMean(ret_6,3)),Clip(Abs(ZScore(TSMean(premium_index,5))),0.02,1.5)),3))","ResidualizeVsCore4(TSMean(SafeDiv(ZScore(TSMean(ret_6,H6)),Clip(Abs(ZScore(TSMean(premium_index,H6))),0.02,1.5)),H6))",5,H6
C0991,1,H01_cross_symbol_relative_strength,P9_price_basis,SafeDivZScore,ensemble_6_12_24_48,same_symbol_rank,Core4,F6_cross_symbol_dispersion,"ResidualizeVsCore4(Rank(TSMean(SafeDiv(ZScore(TSMean(ret_12,4)),Clip(Abs(ZScore(TSMean(mark_index_ratio,12))),0.05,2.0)),4)))","ResidualizeVsCore4(Rank(TSMean(SafeDiv(ZScore(TSMean(ret_12,H6)),Clip(Abs(ZScore(TSMean(mark_index_ratio,H12))),0.05,2.0)),H6)))",12,H12
C0992,0,H13_symbol_tier_relative,P3_trade_size,NegRank,H24,same_symbol_zscore,FundingCore,F8_low_vol_high_liquidity,"ResidualizeVsFundingCore(TSMean(Neg(Rank(Decay(avg_trade_size_quote,3))),3))","ResidualizeVsFundingCore(TSMean(Neg(Rank(Decay(avg_trade_size_quote,H6))),H6))",3,H6
C0992,1,H13_symbol_tier_relative,P3_trade_size,NegRank,H24,same_symbol_zscore,FundingCore,F8_low_vol_high_liquidity,"ResidualizeVsFundingCore(Rank(TSMean(Neg(Rank(Decay(number_of_trades,4))),4)))","ResidualizeVsFundingCore(Rank(TSMean(Neg(Rank(Decay(number_of_trades,H6))),H6)))",4,H6
C0993,0,H08_trade_size_microstructure_lite,P11_volatility_basis,DecayZScore,H24,same_symbol_rank,FundingCore,F11_cross_symbol_crowding,"ResidualizeVsFundingCore(TSMean(ZScore(Decay(realized_vol_12,3)),3))","ResidualizeVsFundingCore(TSMean(ZScore(Decay(realized_vol_12,H6)),H6))",3,H6
C0993,1,H08_trade_size_microstructure_lite,P11_volatility_basis,DecayZScore,H24,same_symbol_rank,FundingCore,F11_cross_symbol_crowding,"ResidualizeVsFundingCore(Rank(TSMean(ZScore(Decay(realized_vol_24,4)),4)))","ResidualizeVsFundingCore(Rank(TSMean(ZScore(Decay(realized_vol_24,H6)),H6)))",4,H6
C0994,0,H07_taker_flow_lag_stable,P14_horizon_spread,MulRankZScore,H48,cross_symbol_rank,FundingCore_and_Core4,F5_funding_neutral,"ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_rank(TSMean(Mul(Rank(TSMean(ret_6,3)),ZScore(Decay(realized_vol_6,5))),3))))","ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_rank(TSMean(Mul(Rank(TSMean(ret_6,H6)),ZScore(Decay(realized_vol_6,H6))),H6))))",5,H6
C0994,1,H07_taker_flow_lag_stable,P14_horizon_spread,MulRankZScore,H48,cross_symbol_rank,FundingCore_and_Core4,F5_funding_neutral,"ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_rank(Rank(TSMean(Mul(Rank(TSMean(ret_12,4)),ZScore(Decay(ret_6,12))),4)))))","ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_rank(Rank(TSMean(Mul(Rank(TSMean(ret_12,H6)),ZScore(Decay(ret_6,H12))),H6)))))",12,H12
C0995,0,H09_trend_reversal_horizon_mix,P8_regime_state,HorizonSpread,ensemble_6_12_24_48,cross_symbol_rank,FundingCore,F0_calendar_blocks,"ResidualizeVsFundingCore(cross_symbol_rank(TSMean(Sub(Rank(TSMean(realized_vol_24,3)),Rank(TSMean(realized_vol_24,5))),3)))","ResidualizeVsFundingCore(cross_symbol_rank(TSMean(Sub(Rank(TSMean(realized_vol_24,H6)),Rank(TSMean(realized_vol_24,H6))),H6)))",5,H6
C0995,1,H09_trend_reversal_horizon_mix,P8_regime_state,HorizonSpread,ensemble_6_12_24_48,cross_symbol_rank,FundingCore,F0_calendar_blocks,"ResidualizeVsFundingCore(cross_symbol_rank(Rank(TSMean(Sub(Rank(TSMean(quote_volume_mean_24,4)),Rank(TSMean(quote_volume_mean_24,12))),4))))","ResidualizeVsFundingCore(cross_symbol_rank(Rank(TSMean(Sub(Rank(TSMean(quote_volume_mean_24,H6)),Rank(TSMean(quote_volume_mean_24,H12))),H6))))",12,H12
C0996,0,H10_range_breakout_failure,P8_regime_state,TSMeanRank,mixed_12_48,cross_symbol_rank,FundingCore_and_Core4,F5_funding_neutral,"ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_rank(TSMean(Rank(TSMean(realized_vol_24,3)),3))))","ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_rank(TSMean(Rank(TSMean(realized_vol_24,H6)),H6))))",3,H6
C0996,1,H10_range_breakout_failure,P8_regime_state,TSMeanRank,mixed_12_48,cross_symbol_rank,FundingCore_and_Core4,F5_funding_neutral,"ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_rank(Rank(TSMean(Rank(TSMean(quote_volume_mean_24,4)),4)))))","ResidualizeVsCore4(ResidualizeVsFundingCore(cross_symbol_rank(Rank(TSMean(Rank(TSMean(quote_volume_mean_24,H6)),H6)))))",4,H6
C0997,0,H02_cross_symbol_dispersion_reversal,P10_price_liquidity,ResidualizeVsFundingCore,spread_12_vs_48,cross_symbol_rank,FundingCore,F5_funding_neutral,"ResidualizeVsFundingCore(cross_symbol_rank(TSMean(ResidualizeVsFundingCore(Mul(Rank(TSMean(ret_6,3)),ZScore(TSMean(quote_volume_mean_24,5)))),3)))","ResidualizeVsFundingCore(cross_symbol_rank(TSMean(ResidualizeVsFundingCore(Mul(Rank(TSMean(ret_6,H6)),ZScore(TSMean(quote_volume_mean_24,H6)))),H6)))",5,H6
