candidate_id,expression,fields,field_families,pattern_id,oi_field,price_field,oi_window,price_window,windows,skeleton_key,production_key,parent_seed_id,source,deterministic_order_key,selected_for_fast_replay,q_decision,q_reasons,q_warnings,q_label_t1_positive_premay_splits,q_label_t2_positive_premay_splits,q_one_bar_lag_positive_premay_splits,q_timevarying_latent_positive_premay_splits,q_net_10bps_positive_premay_splits,q_control_ratio_premay_max_by_split,q_recent_net_mean_spread_10bps,q_recent_turnover,q_recent_newey_west_tstat_lag24,q_selector_score_no_may,r_decision,r_reasons,r_warnings,r_label_t1_positive_premay_splits,r_label_t2_positive_premay_splits,r_one_bar_lag_positive_premay_splits,r_latent_positive_premay_splits,r_net_10bps_positive_premay_splits,r_control_ratio_premay_max,r_top_symbol_abs_contribution_share,r_top_month_abs_contribution_share,r_top_latent_abs_contribution_share,s_a7al2s_tier,s_allowed_as_seed_for_large_search,s_allowed_as_seed_for_company_full_qr_comparison,s_allowed_for_may_stress_failure_attribution,s_allowed_for_local_expansion_before_full_pool,s_premay_positive_split_count,s_pre_may_control_ratio_max,s_may_control_ratio_max,s_may_gate_max,t_entry_rows,t_failure_labels,t_may_sign_flip_rows,t_may_control_dominated_rows,t_may_min_spread,t_may_mean_spread,t_premay_mean_spread,t_eligible_for_expansion,in_a7al2q_generated,in_a7al2q_fast_replay,in_a7al2r_forensic,in_a7al2s_followup,in_a7al2t_may_attribution,shared_pool_stage,has_repaired_canonical_chain,is_control_dominated_premay,is_may_stress_failed,eligible_for_large_search,eligible_for_alpha_proof,selector_feature_replay_alignment_score,selector_feature_latency_survival_score,selector_feature_neutral_survival_score,selector_feature_cost_survival_score,selector_feature_robust_stat_score,selector_feature_spread_score,selector_feature_control_penalty,selector_feature_turnover_penalty,selector_feature_concentration_penalty,selector_hard_reject_reason,selector_score_no_may,selector_score_uses_may,selected_by_a7al2v
a7al2q_e7f3ac7f42ea12ab,"Mul(Abs(ZScore(Mean(open_interest_last,504))),Abs(ZScore(Delta(mark_close,336))))",mark_close|open_interest_last,open_interest|price,oi_abs_x_price_abs_delta,open_interest_last,mark_close,504,336,504|336,skeleton-5ca10905a35c5fca,a7al2q_local_oi_price::oi_abs_x_price_abs_delta::open_interest_last|mark_close::504|336,,local_mutation,004ae9006bad89c9,True,HOLD_A7AL2Q_CONTROL_DOMINATED,control_dominated,timevarying_latent_deferred_to_a7al2r|overlap_adjusted_recent_tstat_weak,3.0,3.0,3.0,,3.0,4.659831289898338,0.0005434376227946,0.077039358466218,,8.383606332896305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,fast_replay_scored,True,True,False,False,False,0.5,0.5,0.0,0.5,0.0,0.5536696967735656,1.0,0.09712517000422077,0.0,premay_control_dominated,0.42589149,False,False
a7al2q_10991f685ed433e6,"Mul(ZScore(Delta(open_interest_value_last,48)),ZScore(Mean(index_close,24)))",index_close|open_interest_value_last,open_interest|price,oi_delta_x_price_level,open_interest_value_last,index_close,48,24,48|24,skeleton-6a73164c2e3655ed,a7al2q_local_oi_price::oi_delta_x_price_level::open_interest_value_last|index_close::48|24,,local_mutation,004ce8a028f6aa25,True,HOLD_A7AL2Q_CONTROL_DOMINATED,control_dominated|cost_proxy_fragile,timevarying_latent_deferred_to_a7al2r|overlap_adjusted_recent_tstat_weak,3.0,3.0,3.0,,2.0,289.7015578310307,0.0004103342495192,0.2041294128491105,,-277.2912235815114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,fast_replay_scored,True,True,False,False,False,0.5,0.5,0.0,0.3333333333333333,0.0,0.5370835415497,1.0,0.25878159733620976,0.0,premay_control_dominated,0.20853074,False,False
a7al2q_47801cd1758f1a59,"Mul(ZScore(Mean(open_interest_value_last,12)),ZScore(Delta(mark_close,24)))",mark_close|open_interest_value_last,open_interest|price,oi_level_x_price_delta,open_interest_value_last,mark_close,12,24,12|24,skeleton-34595505730d2c62,a7al2q_local_oi_price::oi_level_x_price_delta::open_interest_value_last|mark_close::12|24,,local_mutation,0053066ae6c0106c,True,HOLD_A7AL2Q_CONTROL_DOMINATED,label_t1_not_all_premay_positive|label_t2_not_all_premay_positive|one_bar_lag_fragile|control_dominated|cost_proxy_fragile|recent_10bps_negative,timevarying_latent_deferred_to_a7al2r|overlap_adjusted_recent_tstat_weak,0.0,0.0,0.0,,0.0,47.87274492599085,-0.0005105211516708,0.2692229698589731,,-46.38326607766165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,fast_replay_scored,True,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.4223347545954385,1.0,0.3415795150776157,0.0,premay_control_dominated,-1.24503524,False,False
a7al2q_2ec6136e6ff32eb3,"Sub(Abs(ZScore(Mean(open_interest_value_mean,96))),Abs(ZScore(Mean(mark_close,12))))",mark_close|open_interest_value_mean,open_interest|price,abs_level_gap,open_interest_value_mean,mark_close,96,12,96|12,skeleton-834f1fb23958e23f,a7al2q_local_oi_price::abs_level_gap::open_interest_value_mean|mark_close::96|12,,local_mutation,0056c8d8c318cda6,True,A7AL2Q_LOCAL_OI_PRICE_DIAGNOSTIC_CANDIDATE,,timevarying_latent_deferred_to_a7al2r|control_close|overlap_adjusted_recent_tstat_weak,3.0,3.0,3.0,,3.0,0.9289268616254808,0.0017327007563599,0.002525578394322,,13.303773894734444,A7AL2R_LOCAL_FORENSIC_PASS,,control_close,3.0,3.0,3.0,3.0,3.0,0.9289268616254808,0.0446373549356572,0.2836110120897562,0.2071387060820405,watchlist_control_close__may_control_dominated,False,False,True,False,4.0,0.9407864098624512,1.1756319463379306,HOLD_CONTROL_DOMINATED,2.0,MAY_SIGN_FLIP|MAY_CONTROL_DOMINATED|PREMAY_CONTROL_CLOSE,2.0,2.0,-0.0018924069640681,-0.0018774278785864,0.0015580063913768,False,True,True,True,True,True,stress_attributed,True,False,True,False,False,1.0,1.0,0.5,1.0,0.0,0.7018650613983368,0.4644634308127404,0.0023448858040613484,0.2836110120897562,,3.11333727,False,False
a7al2q_881df3d6813ae28f,"Sub(Abs(ZScore(Delta(open_interest_last,12))),Abs(ZScore(Delta(index_close,24))))",index_close|open_interest_last,open_interest|price,abs_delta_gap,open_interest_last,index_close,12,24,12|24,skeleton-65ce4cb2af0cf72a,a7al2q_local_oi_price::abs_delta_gap::open_interest_last|index_close::12|24,,local_mutation,005df48bde12807f,True,HOLD_A7AL2Q_CONTROL_DOMINATED,label_t1_not_all_premay_positive|label_t2_not_all_premay_positive|one_bar_lag_fragile|control_dominated|cost_proxy_fragile|recent_10bps_negative,timevarying_latent_deferred_to_a7al2r|overlap_adjusted_recent_tstat_weak,0.0,0.0,0.0,,0.0,5.17254944666089,-0.0015446000873507,0.564310074661259,,-4.717149534011685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,fast_replay_scored,True,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.29347706061777207,1.0,0.7169253857337148,0.0,premay_control_dominated,-1.4601638,False,False
a7al2q_070161fc8a8254ad,"Mul(Abs(ZScore(Mean(open_interest_last,72))),Abs(ZScore(Delta(mark_close,720))))",mark_close|open_interest_last,open_interest|price,oi_abs_x_price_abs_delta,open_interest_last,mark_close,72,720,72|720,skeleton-5ca10905a35c5fca,a7al2q_local_oi_price::oi_abs_x_price_abs_delta::open_interest_last|mark_close::72|720,,local_mutation,006002a10f76ed1a,True,HOLD_A7AL2Q_CONTROL_DOMINATED,label_t1_not_all_premay_positive|label_t2_not_all_premay_positive|one_bar_lag_fragile|control_dominated|cost_proxy_fragile,timevarying_latent_deferred_to_a7al2r|overlap_adjusted_recent_tstat_weak,2.0,2.0,2.0,,2.0,6.998742326827476,0.0004910649847572,0.0901834270439671,,2.49232265792976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,fast_replay_scored,True,True,False,False,False,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.547143485734764,1.0,0.11384420578717815,0.0,premay_control_dominated,-0.08420221,False,False
a7al2q_3ba41c66a0de2fa2,"Sub(Abs(ZScore(Delta(open_interest_mean,8))),Abs(ZScore(Delta(mark_close,12))))",mark_close|open_interest_mean,open_interest|price,abs_delta_gap,open_interest_mean,mark_close,8,12,8|12,skeleton-65ce4cb2af0cf72a,a7al2q_local_oi_price::abs_delta_gap::open_interest_mean|mark_close::8|12,,local_mutation,0063edc9ff81a40e,True,HOLD_A7AL2Q_CONTROL_DOMINATED,label_t1_not_all_premay_positive|label_t2_not_all_premay_positive|one_bar_lag_fragile|control_dominated|cost_proxy_fragile|recent_10bps_negative,timevarying_latent_deferred_to_a7al2r|overlap_adjusted_recent_tstat_weak,0.0,0.0,0.0,,0.0,5.53546922515573,-0.0016652480153531,0.6134021568808184,,-5.200717240508876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,fast_replay_scored,True,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.27844299189326877,1.0,0.7793696946958683,0.0,premay_control_dominated,-1.49179145,False,False
a7al2q_b6b2f5aba19390f8,"Mul(ZScore(Delta(open_interest_last,504)),ZScore(Delta(trade_close,8)))",open_interest_last|trade_close,open_interest|price,oi_delta_x_price_delta,open_interest_last,trade_close,504,8,504|8,skeleton-c843c26fad347fd9,a7al2q_local_oi_price::oi_delta_x_price_delta::open_interest_last|trade_close::504|8,,local_mutation,00721ec9dd49e33d,True,HOLD_A7AL2Q_CONTROL_DOMINATED,label_t1_not_all_premay_positive|label_t2_not_all_premay_positive|one_bar_lag_fragile|control_dominated|cost_proxy_fragile|recent_10bps_negative,timevarying_latent_deferred_to_a7al2r|overlap_adjusted_recent_tstat_weak,0.0,0.0,0.0,,0.0,3.114851381629697,-0.0010714541061508,0.4440224905521246,,-2.1863054877805346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,fast_replay_scored,True,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.35243629278908883,1.0,0.5639215870187122,0.0,premay_control_dominated,-1.36828897,False,False
a7al2q_10e647a6a770bab4,"Sub(Abs(ZScore(Mean(open_interest_mean,4))),Abs(ZScore(Mean(index_close,24))))",index_close|open_interest_mean,open_interest|price,abs_level_gap,open_interest_mean,index_close,4,24,4|24,skeleton-834f1fb23958e23f,a7al2q_local_oi_price::abs_level_gap::open_interest_mean|index_close::4|24,,local_mutation,0073aa1f768b13b8,True,HOLD_A7AL2Q_CONTROL_DOMINATED,label_t1_not_all_premay_positive|label_t2_not_all_premay_positive|one_bar_lag_fragile|control_dominated|cost_proxy_fragile|recent_10bps_negative,timevarying_latent_deferred_to_a7al2r|overlap_adjusted_recent_tstat_weak,0.0,0.0,0.0,,0.0,1.6274476399583753,-0.0004776941410614,0.0059360309705963,,-0.1051417810197801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,fast_replay_scored,True,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.42642536387230817,0.8137238199791876,0.006682924541574816,0.0,premay_control_dominated,-0.86437589,False,False
a7al2q_0f14395724f60a61,"Mul(ZScore(Delta(open_interest_value_mean,72)),ZScore(Mean(mark_close,504)))",mark_close|open_interest_value_mean,open_interest|price,oi_delta_x_price_level,open_interest_value_mean,mark_close,72,504,72|504,skeleton-6a73164c2e3655ed,a7al2q_local_oi_price::oi_delta_x_price_level::open_interest_value_mean|mark_close::72|504,,local_mutation,0075517790478685,True,HOLD_A7AL2Q_CONTROL_DOMINATED,label_t1_not_all_premay_positive|label_t2_not_all_premay_positive|one_bar_lag_fragile|control_dominated|cost_proxy_fragile,timevarying_latent_deferred_to_a7al2r|overlap_adjusted_recent_tstat_weak,2.0,2.0,2.0,,2.0,5317.215387340419,1.2286607150907093e-05,0.1426122223246382,,-5308.203100733268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,fast_replay_scored,True,True,False,False,False,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.48748239455882614,1.0,0.18053275805468277,0.0,premay_control_dominated,-0.14632291,False,False
a7al2q_d7066321956fffb8,"Add(ZScore(Mean(open_interest_mean,4)),Neg(ZScore(Delta(trade_close,4))))",open_interest_mean|trade_close,open_interest|price,oi_level_plus_neg_price_delta,open_interest_mean,trade_close,4,4,4|4,skeleton-cdd50cc367bea61c,a7al2q_local_oi_price::oi_level_plus_neg_price_delta::open_interest_mean|trade_close::4|4,,local_mutation,007a284a269b6d29,True,HOLD_A7AL2Q_CONTROL_DOMINATED,label_t1_not_all_premay_positive|label_t2_not_all_premay_positive|one_bar_lag_fragile|control_dominated|cost_proxy_fragile|recent_10bps_negative,timevarying_latent_deferred_to_a7al2r|overlap_adjusted_recent_tstat_weak,0.0,0.0,0.0,,0.0,19.40955235608415,-0.0014820596463077,0.4264356161858235,,-18.89161200239192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,fast_replay_scored,True,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.3012702925801353,1.0,0.5415513764479669,0.0,premay_control_dominated,-1.39371729,False,False
a7al2q_f36ca1ecd3f7a0c6,"Mul(Abs(ZScore(Mean(open_interest_last,336))),Abs(ZScore(Delta(mark_close,4))))",mark_close|open_interest_last,open_interest|price,oi_abs_x_price_abs_delta,open_interest_last,mark_close,336,4,336|4,skeleton-5ca10905a35c5fca,a7al2q_local_oi_price::oi_abs_x_price_abs_delta::open_interest_last|mark_close::336|4,,local_mutation,007ad004a2e1d942,True,HOLD_A7AL2Q_CONTROL_DOMINATED,label_t1_not_all_premay_positive|label_t2_not_all_premay_positive|one_bar_lag_fragile|control_dominated|cost_proxy_fragile|recent_10bps_negative,timevarying_latent_deferred_to_a7al2r|overlap_adjusted_recent_tstat_weak,0.0,0.0,0.0,,0.0,5.790845698093289,-0.0008651211860075,0.3859894921190893,,-4.65596688410082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,fast_replay_scored,True,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.3781476610067022,1.0,0.4901045819068612,0.0,premay_control_dominated,-1.32574062,False,False
a7al2q_c3ec84f31f7ebaa6,"Sub(Abs(ZScore(Mean(open_interest_last,4))),Abs(ZScore(Mean(index_close,48))))",index_close|open_interest_last,open_interest|price,abs_level_gap,open_interest_last,index_close,4,48,4|48,skeleton-834f1fb23958e23f,a7al2q_local_oi_price::abs_level_gap::open_interest_last|index_close::4|48,,local_mutation,007bf8861e04f9fb,True,HOLD_A7AL2Q_CONTROL_DOMINATED,label_t1_not_all_premay_positive|label_t2_not_all_premay_positive|one_bar_lag_fragile|control_dominated|cost_proxy_fragile|recent_10bps_negative,timevarying_latent_deferred_to_a7al2r|overlap_adjusted_recent_tstat_weak,0.0,0.0,0.0,,0.0,1.6508378957399568,-0.0004793777785809,0.0057885519402709,,-0.1302156743208898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,fast_replay_scored,True,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.4262155639810509,0.8254189478699784,0.006495333677249879,0.0,premay_control_dominated,-0.88081978,False,False
a7al2q_69d146749c30da3c,"Sub(Abs(ZScore(Mean(open_interest_value_mean,8))),Abs(ZScore(Mean(index_close,12))))",index_close|open_interest_value_mean,open_interest|price,abs_level_gap,open_interest_value_mean,index_close,8,12,8|12,skeleton-834f1fb23958e23f,a7al2q_local_oi_price::abs_level_gap::open_interest_value_mean|index_close::8|12,,local_mutation,0089060360bb28d3,True,A7AL2Q_LOCAL_OI_PRICE_DIAGNOSTIC_CANDIDATE,,timevarying_latent_deferred_to_a7al2r|overlap_adjusted_recent_tstat_weak,3.0,3.0,3.0,,3.0,0.6386744001375635,0.002076146952258,0.0068762097889206,,13.937472552120497,A7AL2R_LOCAL_FORENSIC_PASS,,,3.0,3.0,3.0,3.0,3.0,0.6386744001375635,0.0449619372406618,0.2969904166274211,0.2029412537152442,primary_clean_premay__may_control_dominated,False,False,True,False,4.0,1.049028058407117,2.047495730206119,HOLD_CONTROL_DOMINATED,2.0,MAY_SIGN_FLIP|MAY_CONTROL_DOMINATED,2.0,2.0,-0.0018072072312029,-0.0017665200614218,0.001828299295033,False,True,True,True,True,True,stress_attributed,True,False,True,False,False,1.0,1.0,0.5,1.0,0.0,0.744662263122336,0.31933720006878175,0.00787881630164614,0.2969904166274211,,3.3357056,False,True
a7al2q_07a399f87a92a0d2,"Mul(ZScore(Delta(open_interest_last,504)),ZScore(Delta(index_close,12)))",index_close|open_interest_last,open_interest|price,oi_delta_x_price_delta,open_interest_last,index_close,504,12,504|12,skeleton-c843c26fad347fd9,a7al2q_local_oi_price::oi_delta_x_price_delta::open_interest_last|index_close::504|12,,local_mutation,00894a1a49a07cd3,True,HOLD_A7AL2Q_CONTROL_DOMINATED,control_dominated,timevarying_latent_deferred_to_a7al2r|overlap_adjusted_recent_tstat_weak,3.0,3.0,3.0,,3.0,2.8913250216304345,0.0004394284624981,0.3829108673610471,,10.04810344086771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,fast_replay_scored,True,True,False,False,False,0.5,0.5,0.0,0.5,0.0,0.5407090028788114,1.0,0.4861886226140788,0.0,premay_control_dominated,0.28129483,False,False
a7al2q_e3cdfb5cac370798,"Mul(Abs(ZScore(Delta(open_interest_mean,48))),Abs(ZScore(Mean(mark_close,720))))",mark_close|open_interest_mean,open_interest|price,oi_abs_delta_x_price_abs,open_interest_mean,mark_close,48,720,48|720,skeleton-bb9ca3f57ba3a72b,a7al2q_local_oi_price::oi_abs_delta_x_price_abs::open_interest_mean|mark_close::48|720,,local_mutation,008bff930a32cf72,True,HOLD_A7AL2Q_CONTROL_DOMINATED,label_t1_not_all_premay_positive|label_t2_not_all_premay_positive|one_bar_lag_fragile|control_dominated|cost_proxy_fragile|recent_10bps_negative,timevarying_latent_deferred_to_a7al2r|overlap_adjusted_recent_tstat_weak,2.0,2.0,2.0,,2.0,30.617329507195777,-0.000428216878393,0.2787353673149598,,-22.04554638558878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,fast_replay_scored,True,True,False,False,False,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.4325907790565807,1.0,0.3536791258265722,0.0,premay_control_dominated,-0.24260369,False,False
a7al2q_8110f9704918d1df,"Sub(Abs(ZScore(Mean(open_interest_last,4))),Abs(ZScore(Mean(mark_close,24))))",mark_close|open_interest_last,open_interest|price,abs_level_gap,open_interest_last,mark_close,4,24,4|24,skeleton-834f1fb23958e23f,a7al2q_local_oi_price::abs_level_gap::open_interest_last|mark_close::4|24,,local_mutation,008c252de10e52a8,True,HOLD_A7AL2Q_CONTROL_DOMINATED,label_t1_not_all_premay_positive|label_t2_not_all_premay_positive|one_bar_lag_fragile|control_dominated|cost_proxy_fragile|recent_10bps_negative,timevarying_latent_deferred_to_a7al2r|overlap_adjusted_recent_tstat_weak,0.0,0.0,0.0,,0.0,1.6064475901221384,-0.0004898698049756,0.0058807263342243,,-0.0963173950977542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,fast_replay_scored,True,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.4249081412304995,0.8032237950610692,0.006612577967452998,0.0,premay_control_dominated,-0.85063742,False,False
a7al2q_532a063383e97c15,"Mul(ZScore(Delta(open_interest_value_last,336)),ZScore(Mean(mark_close,504)))",mark_close|open_interest_value_last,open_interest|price,oi_delta_x_price_level,open_interest_value_last,mark_close,336,504,336|504,skeleton-6a73164c2e3655ed,a7al2q_local_oi_price::oi_delta_x_price_level::open_interest_value_last|mark_close::336|504,,local_mutation,0090e0d84590608d,True,HOLD_A7AL2Q_CONTROL_DOMINATED,label_t1_not_all_premay_positive|label_t2_not_all_premay_positive|one_bar_lag_fragile|control_dominated|cost_proxy_fragile,timevarying_latent_deferred_to_a7al2r|overlap_adjusted_recent_tstat_weak,2.0,2.0,2.0,,2.0,21.31684290155325,0.0035776947317535,0.0853719236796018,,-8.739148169799718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,fast_replay_scored,True,True,False,False,False,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.9317717550450778,1.0,0.10772405383857814,0.0,premay_control_dominated,0.16794822,False,False
a7al2q_1174aa64fb8b7d3d,"Sub(Abs(ZScore(Delta(open_interest_value_mean,4))),Abs(ZScore(Delta(trade_close,336))))",open_interest_value_mean|trade_close,open_interest|price,abs_delta_gap,open_interest_value_mean,trade_close,4,336,4|336,skeleton-65ce4cb2af0cf72a,a7al2q_local_oi_price::abs_delta_gap::open_interest_value_mean|trade_close::4|336,,local_mutation,00970ca5d65f691e,True,HOLD_A7AL2Q_CONTROL_DOMINATED,control_dominated|cost_proxy_fragile,timevarying_latent_deferred_to_a7al2r|overlap_adjusted_recent_tstat_weak,3.0,3.0,3.0,,1.0,59.072616770637296,0.0011412242790509,0.7868559314222509,,-46.4313924915864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,fast_replay_scored,True,True,False,False,False,0.5,0.5,0.0,0.16666666666666666,0.0,0.6281605381958024,1.0,1.0,0.0,premay_control_dominated,-0.14169565,False,False
a7al2q_9fa3d42c3de13e96,"Sub(ZScore(Delta(open_interest_value_last,4)),ZScore(Delta(mark_close,504)))",mark_close|open_interest_value_last,open_interest|price,delta_spread,open_interest_value_last,mark_close,4,504,4|504,skeleton-b86d839c2c31ff74,a7al2q_local_oi_price::delta_spread::open_interest_value_last|mark_close::4|504,,local_mutation,009acb729f8fda00,True,HOLD_A7AL2Q_CONTROL_DOMINATED,label_t1_not_all_premay_positive|label_t2_not_all_premay_positive|one_bar_lag_fragile|control_dominated|cost_proxy_fragile|recent_10bps_negative,timevarying_latent_deferred_to_a7al2r|overlap_adjusted_recent_tstat_weak,1.0,1.0,1.0,,1.0,39.602384109926206,-0.0014962885220124,0.6506406120379757,,-35.59867263193863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,fast_replay_scored,True,True,False,False,False,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.29949721699766346,1.0,0.8267363879379074,0.0,premay_control_dominated,-0.99468454,False,False
a7al2q_b73c1ada9ca478f6,"Mul(ZScore(Delta(open_interest_mean,504)),ZScore(Delta(index_close,336)))",index_close|open_interest_mean,open_interest|price,oi_delta_x_price_delta,open_interest_mean,index_close,504,336,504|336,skeleton-c843c26fad347fd9,a7al2q_local_oi_price::oi_delta_x_price_delta::open_interest_mean|index_close::504|336,,local_mutation,009b138c9e83c9ee,True,HOLD_A7AL2Q_CONTROL_DOMINATED,label_t1_not_all_premay_positive|label_t2_not_all_premay_positive|one_bar_lag_fragile|control_dominated|cost_proxy_fragile,timevarying_latent_deferred_to_a7al2r|overlap_adjusted_recent_tstat_weak,2.0,2.0,2.0,,2.0,2.013757769017457,0.0011534150015449,0.1158816480781639,,8.139657232527464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,fast_replay_scored,True,True,False,False,False,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.6296796373035177,1.0,0.14653191389579337,0.0,premay_control_dominated,-0.04199441,False,False
a7al2q_3abec814a5c6d0df,"Mul(Abs(ZScore(Mean(open_interest_value_mean,12))),Abs(ZScore(Delta(mark_close,336))))",mark_close|open_interest_value_mean,open_interest|price,oi_abs_x_price_abs_delta,open_interest_value_mean,mark_close,12,336,12|336,skeleton-5ca10905a35c5fca,a7al2q_local_oi_price::oi_abs_x_price_abs_delta::open_interest_value_mean|mark_close::12|336,,local_mutation,009b866dd7f11575,True,A7AL2Q_LOCAL_OI_PRICE_DIAGNOSTIC_CANDIDATE,,timevarying_latent_deferred_to_a7al2r|overlap_adjusted_recent_tstat_weak,3.0,3.0,3.0,,3.0,0.7864529333182254,0.0022228704805632,0.0734261222232463,,13.936417547245028,HOLD_A7AL2R_LATENT_FRAGILE,timevarying_latent_fragile,control_close,3.0,3.0,3.0,2.0,3.0,0.8201729427179055,0.0430687699726312,0.3139296443559934,0.2019342594007362,hold_timevarying_latent_fragile__may_control_dominated,False,False,True,False,4.0,0.8385505712891709,1.5194960112890334,HOLD_CONTROL_DOMINATED,2.0,MAY_SIGN_FLIP|MAY_CONTROL_DOMINATED|PREMAY_CONTROL_CLOSE,2.0,2.0,-0.0024879418665517,-0.0024471501540045,0.001822624383181,False,True,True,True,True,True,stress_attributed,True,False,True,False,False,1.0,1.0,0.3333333333333333,1.0,0.0,0.7629456405873688,0.41008647135895276,0.09252919382826055,0.3139296443559934,replay_forensic_hold,3.03244357,False,False
a7al2q_d213a791f5c9668e,"Add(ZScore(Delta(open_interest_value_last,8)),Neg(ZScore(Mean(trade_close,4))))",open_interest_value_last|trade_close,open_interest|price,oi_delta_plus_neg_price_level,open_interest_value_last,trade_close,8,4,8|4,skeleton-a31a62d6cd42777e,a7al2q_local_oi_price::oi_delta_plus_neg_price_level::open_interest_value_last|trade_close::8|4,,local_mutation,009ca47537e0a12d,True,HOLD_A7AL2Q_CONTROL_DOMINATED,label_t1_not_all_premay_positive|label_t2_not_all_premay_positive|one_bar_lag_fragile|control_dominated|cost_proxy_fragile|recent_10bps_negative,timevarying_latent_deferred_to_a7al2r|overlap_adjusted_recent_tstat_weak,2.0,2.0,2.0,,1.0,501.2618654711956,-0.000611765546989,0.4627154576458659,,-493.3736310181847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,fast_replay_scored,True,True,False,False,False,0.3333333333333333,0.3333333333333333,0.0,0.16666666666666666,0.0,0.40971858105324294,1.0,0.5876987290718941,0.0,premay_control_dominated,-0.48937748,False,False
a7al2q_b03bff273b1b5b3d,"Sub(Abs(ZScore(Delta(open_interest_value_mean,96))),Abs(ZScore(Delta(trade_close,12))))",open_interest_value_mean|trade_close,open_interest|price,abs_delta_gap,open_interest_value_mean,trade_close,96,12,96|12,skeleton-65ce4cb2af0cf72a,a7al2q_local_oi_price::abs_delta_gap::open_interest_value_mean|trade_close::96|12,,local_mutation,00af618ca2b9c868,True,HOLD_A7AL2Q_CONTROL_DOMINATED,label_t1_not_all_premay_positive|label_t2_not_all_premay_positive|one_bar_lag_fragile|control_dominated|cost_proxy_fragile|recent_10bps_negative,timevarying_latent_deferred_to_a7al2r|overlap_adjusted_recent_tstat_weak,0.0,0.0,0.0,,0.0,105.28217304014107,-0.0016640372552244,0.35363627984146,,-104.9462102953655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,fast_replay_scored,True,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.2785938660216948,1.0,0.4489518360455846,0.0,premay_control_dominated,-1.37604713,False,False
a7al2q_b14aea393d7309d7,"Add(ZScore(Delta(open_interest_last,168)),Neg(ZScore(Mean(mark_close,12))))",mark_close|open_interest_last,open_interest|price,oi_delta_plus_neg_price_level,open_interest_last,mark_close,168,12,168|12,skeleton-a31a62d6cd42777e,a7al2q_local_oi_price::oi_delta_plus_neg_price_level::open_interest_last|mark_close::168|12,,local_mutation,00b47bc38beffc09,True,HOLD_A7AL2Q_CONTROL_DOMINATED,label_t1_not_all_premay_positive|label_t2_not_all_premay_positive|one_bar_lag_fragile|control_dominated|cost_proxy_fragile|recent_10bps_negative,timevarying_latent_deferred_to_a7al2r|overlap_adjusted_recent_tstat_weak,0.0,0.0,0.0,,0.0,2.056279140746882,-0.00389974425548,0.0927643100746612,,-3.9560233962269256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,fast_replay_scored,True,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.11712704591286405,0.0,premay_control_dominated,-1.44099447,False,False
