symbol,status,rows,main_rows,patch_rows,overlap_rows_dropped,timestamp_min,timestamp_max,duplicate_after_merge,inf_cells,premium_close_bps_na,funding_rate_na,age_days_min,age_days_max,output_path
BSVUSDT,ok,21432,21025,408,1,2024-01-01 00:00:00,2026-06-11 23:00:00,0,0,0,15918,72.47916666666667,965.4375,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=BSVUSDT\part.parquet
BTCUSDT,ok,21432,21025,408,1,2024-01-01 00:00:00,2026-06-11 23:00:00,0,0,0,18471,184.0,1076.9583333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=BTCUSDT\part.parquet
BTRUSDT,ok,6926,6519,408,1,2025-08-27 10:00:00,2026-06-11 23:00:00,0,0,0,5021,0.0,288.5416666666667,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=BTRUSDT\part.parquet
BULLAUSDT,ok,8223,7816,408,1,2025-07-04 09:00:00,2026-06-11 23:00:00,0,0,0,5831,0.0,342.5833333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=BULLAUSDT\part.parquet
BUSDT,ok,9248,8841,408,1,2025-05-22 16:00:00,2026-06-11 23:00:00,0,0,0,6780,0.0,385.2916666666667,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=BUSDT\part.parquet
C98USDT,ok,21432,21025,408,1,2024-01-01 00:00:00,2026-06-11 23:00:00,0,0,0,18471,184.0,1076.9583333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=C98USDT\part.parquet
CAKEUSDT,ok,21432,21025,408,1,2024-01-01 00:00:00,2026-06-11 23:00:00,0,0,0,15918,59.46875,952.4270833333334,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=CAKEUSDT\part.parquet
CARVUSDT,ok,7400,6993,408,1,2025-08-07 16:00:00,2026-06-11 23:00:00,0,0,0,5394,0.0,308.2916666666667,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=CARVUSDT\part.parquet
CATIUSDT,ok,15109,14702,408,1,2024-09-20 11:00:00,2026-06-11 23:00:00,0,0,0,11176,0.0,629.5,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=CATIUSDT\part.parquet
CCUSDT,ok,5364,4957,408,1,2025-10-31 12:00:00,2026-06-11 23:00:00,0,0,0,3867,0.0,223.45833333333334,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=CCUSDT\part.parquet
CELOUSDT,ok,21432,21025,408,1,2024-01-01 00:00:00,2026-06-11 23:00:00,0,0,0,18471,184.0,1076.9583333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=CELOUSDT\part.parquet
CELRUSDT,ok,21432,21025,408,1,2024-01-01 00:00:00,2026-06-11 23:00:00,0,0,0,18561,184.0,1076.9583333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=CELRUSDT\part.parquet
CETUSUSDT,ok,13978,13571,408,1,2024-11-06 14:00:00,2026-06-11 23:00:00,0,0,0,10328,0.0,582.375,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=CETUSUSDT\part.parquet
CFXUSDT,ok,21432,21025,408,1,2024-01-01 00:00:00,2026-06-11 23:00:00,0,0,0,18471,184.0,1076.9583333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=CFXUSDT\part.parquet
CGPTUSDT,ok,12917,12510,408,1,2024-12-20 19:00:00,2026-06-11 23:00:00,0,0,0,9532,0.0,538.1666666666666,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=CGPTUSDT\part.parquet
CHILLGUYUSDT,ok,13474,13067,408,1,2024-11-27 14:00:00,2026-06-11 23:00:00,0,0,0,9950,0.0,561.375,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=CHILLGUYUSDT\part.parquet
CHRUSDT,ok,21432,21025,408,1,2024-01-01 00:00:00,2026-06-11 23:00:00,0,0,0,18471,184.0,1076.9583333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=CHRUSDT\part.parquet
CHZUSDT,ok,21432,21025,408,1,2024-01-01 00:00:00,2026-06-11 23:00:00,0,0,0,18471,184.0,1076.9583333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=CHZUSDT\part.parquet
CKBUSDT,ok,21432,21025,408,1,2024-01-01 00:00:00,2026-06-11 23:00:00,0,0,0,18471,184.0,1076.9583333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=CKBUSDT\part.parquet
CLANKERUSDT,ok,5076,4669,408,1,2025-11-12 12:00:00,2026-06-11 23:00:00,0,0,0,3651,0.0,211.45833333333334,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=CLANKERUSDT\part.parquet
CLOUSDT,ok,5773,5366,408,1,2025-10-14 11:00:00,2026-06-11 23:00:00,0,0,0,4069,0.0,240.5,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=CLOUSDT\part.parquet
COAIUSDT,ok,6233,5826,408,1,2025-09-25 07:00:00,2026-06-11 23:00:00,0,0,0,3729,0.0,259.6666666666667,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=COAIUSDT\part.parquet
COLLECTUSDT,ok,3899,3492,408,1,2025-12-31 13:00:00,2026-06-11 23:00:00,0,0,0,2769,0.0,162.41666666666666,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=COLLECTUSDT\part.parquet
COMPUSDT,ok,21432,21025,408,1,2024-01-01 00:00:00,2026-06-11 23:00:00,0,0,0,18471,184.0,1076.9583333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=COMPUSDT\part.parquet
COOKIEUSDT,ok,12493,12086,408,1,2025-01-07 11:00:00,2026-06-11 23:00:00,0,0,0,9214,0.0,520.5,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=COOKIEUSDT\part.parquet
COSUSDT,ok,14867,14460,408,1,2024-09-30 13:00:00,2026-06-11 23:00:00,0,0,0,10914,0.0,619.4166666666666,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=COSUSDT\part.parquet
COTIUSDT,ok,21432,21025,408,1,2024-01-01 00:00:00,2026-06-11 23:00:00,0,0,0,18471,184.0,1076.9583333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=COTIUSDT\part.parquet
COWUSDT,ok,13979,13572,408,1,2024-11-06 13:00:00,2026-06-11 23:00:00,0,0,0,10329,0.0,582.4166666666666,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=COWUSDT\part.parquet
CROSSUSDT,ok,8078,7671,408,1,2025-07-10 10:00:00,2026-06-11 23:00:00,0,0,0,5903,0.0,336.5416666666667,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=CROSSUSDT\part.parquet
CRVUSDT,ok,21432,21025,408,1,2024-01-01 00:00:00,2026-06-11 23:00:00,0,0,0,18471,184.0,1076.9583333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=CRVUSDT\part.parquet
CTKUSDT,ok,10478,10071,408,1,2025-04-01 00:00:00,2026-06-11 23:00:00,0,0,1,7790,0.0,436.9583333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=CTKUSDT\part.parquet
CTSIUSDT,ok,21432,21025,408,1,2024-01-01 00:00:00,2026-06-11 23:00:00,0,0,0,18471,184.0,1076.9583333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=CTSIUSDT\part.parquet
CUSDT,ok,7959,7552,408,1,2025-07-15 09:00:00,2026-06-11 23:00:00,0,0,0,5686,0.0,331.5833333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=CUSDT\part.parquet
CVCUSDT,ok,9760,9353,408,1,2025-05-01 00:00:00,2026-06-11 23:00:00,0,0,361,6667,0.0,406.9583333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=CVCUSDT\part.parquet
CVXUSDT,ok,8293,7886,408,1,2025-07-01 00:00:00,2026-06-11 23:00:00,0,0,300,6196,0.0,345.9583333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=CVXUSDT\part.parquet
CYBERUSDT,ok,21432,21025,408,1,2024-01-01 00:00:00,2026-06-11 23:00:00,0,0,0,15918,132.5,1025.4583333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=CYBERUSDT\part.parquet
CYSUSDT,ok,4357,3950,408,1,2025-12-12 11:00:00,2026-06-11 23:00:00,0,0,0,3112,0.0,181.5,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=CYSUSDT\part.parquet
DASHUSDT,ok,21432,21025,408,1,2024-01-01 00:00:00,2026-06-11 23:00:00,0,0,0,18471,184.0,1076.9583333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=DASHUSDT\part.parquet
DEEPUSDT,ok,9976,9569,408,1,2025-04-22 08:00:00,2026-06-11 23:00:00,0,0,0,7327,0.0,415.625,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=DEEPUSDT\part.parquet
DEXEUSDT,ok,12829,12422,408,1,2024-12-24 11:00:00,2026-06-11 23:00:00,0,0,0,9466,0.0,534.5,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=DEXEUSDT\part.parquet
DIAUSDT,ok,14820,14413,408,1,2024-10-02 12:00:00,2026-06-11 23:00:00,0,0,0,10960,0.0,617.4583333333334,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=DIAUSDT\part.parquet
DODOXUSDT,ok,21432,21025,408,1,2024-01-01 00:00:00,2026-06-11 23:00:00,0,0,0,15918,145.5,1038.4583333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=DODOXUSDT\part.parquet
DOGEUSDT,ok,21432,21025,408,1,2024-01-01 00:00:00,2026-06-11 23:00:00,0,0,0,18471,184.0,1076.9583333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=DOGEUSDT\part.parquet
DOGSUSDT,ok,15708,15301,408,1,2024-08-26 12:00:00,2026-06-11 23:00:00,0,0,720,11626,0.0,654.4583333333334,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=DOGSUSDT\part.parquet
DOLOUSDT,ok,9765,9358,408,1,2025-05-01 03:00:00,2026-06-11 23:00:00,0,0,0,7168,0.0,406.8333333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=DOLOUSDT\part.parquet
DOODUSDT,ok,9563,9156,408,1,2025-05-09 13:00:00,2026-06-11 23:00:00,0,0,0,5825,0.0,398.4166666666667,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=DOODUSDT\part.parquet
DOTUSDT,ok,21432,21025,408,1,2024-01-01 00:00:00,2026-06-11 23:00:00,0,0,0,18471,184.0,1076.9583333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=DOTUSDT\part.parquet
DRIFTUSDT,ok,13929,13522,408,1,2024-11-08 15:00:00,2026-06-11 23:00:00,0,0,0,10141,0.0,580.3333333333334,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=DRIFTUSDT\part.parquet
DUSDT,ok,12446,12039,408,1,2025-01-09 10:00:00,2026-06-11 23:00:00,0,0,0,9086,0.0,518.5416666666666,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=DUSDT\part.parquet
DUSKUSDT,ok,21432,21025,408,1,2024-01-01 00:00:00,2026-06-11 23:00:00,0,0,0,18082,184.0,1076.9583333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=DUSKUSDT\part.parquet
DYDXUSDT,ok,21432,21025,408,1,2024-01-01 00:00:00,2026-06-11 23:00:00,0,0,0,18471,184.0,1076.9583333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=DYDXUSDT\part.parquet
DYMUSDT,ok,20537,20130,408,1,2024-02-07 07:00:00,2026-06-11 23:00:00,0,0,0,15247,0.0,855.6666666666666,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=DYMUSDT\part.parquet
EDENUSDT,ok,6109,5702,408,1,2025-09-30 11:00:00,2026-06-11 23:00:00,0,0,0,4426,0.0,254.5,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=EDENUSDT\part.parquet
EDUUSDT,ok,21432,21025,408,1,2024-01-01 00:00:00,2026-06-11 23:00:00,0,0,0,18471,184.0,1076.9583333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=EDUUSDT\part.parquet
EGLDUSDT,ok,21432,21025,408,1,2024-01-01 00:00:00,2026-06-11 23:00:00,0,0,0,18471,184.0,1076.9583333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=EGLDUSDT\part.parquet
EIGENUSDT,ok,14850,14443,408,1,2024-10-01 06:00:00,2026-06-11 23:00:00,0,0,0,10982,0.0,618.7083333333334,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=EIGENUSDT\part.parquet
ELSAUSDT,ok,3377,2970,408,1,2026-01-22 07:00:00,2026-06-11 23:00:00,0,0,48,2315,0.0,140.66666666666666,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=ELSAUSDT\part.parquet
ENAUSDT,ok,19212,18805,408,1,2024-04-02 12:00:00,2026-06-11 23:00:00,0,0,0,14254,0.0,800.4583333333334,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=ENAUSDT\part.parquet
ENJUSDT,ok,21432,21025,408,1,2024-01-01 00:00:00,2026-06-11 23:00:00,0,0,0,18070,184.0,1076.9583333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=ENJUSDT\part.parquet
ENSOUSDT,ok,5775,5368,408,1,2025-10-14 09:00:00,2026-06-11 23:00:00,0,0,0,4035,0.0,240.58333333333334,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=ENSOUSDT\part.parquet
ENSUSDT,ok,21432,21025,408,1,2024-01-01 00:00:00,2026-06-11 23:00:00,0,0,0,18471,184.0,1076.9583333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=ENSUSDT\part.parquet
EPICUSDT,ok,10936,10529,408,1,2025-03-13 08:00:00,2026-06-11 23:00:00,0,0,0,8046,0.0,455.625,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=EPICUSDT\part.parquet
ERAUSDT,ok,7905,7498,408,1,2025-07-17 15:00:00,2026-06-11 23:00:00,0,0,0,5686,0.0,329.3333333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=ERAUSDT\part.parquet
ESPORTSUSDT,ok,7622,7215,408,1,2025-07-29 10:00:00,2026-06-11 23:00:00,0,0,0,5561,0.0,317.5416666666667,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=ESPORTSUSDT\part.parquet
ETCUSDT,ok,21432,21025,408,1,2024-01-01 00:00:00,2026-06-11 23:00:00,0,0,0,18471,184.0,1076.9583333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=ETCUSDT\part.parquet
ETHFIUSDT,ok,19569,19162,408,1,2024-03-18 15:00:00,2026-06-11 23:00:00,0,0,0,14521,0.0,815.3333333333334,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=ETHFIUSDT\part.parquet
ETHUSDT,ok,21432,21025,408,1,2024-01-01 00:00:00,2026-06-11 23:00:00,0,0,0,18471,184.0,1076.9583333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=ETHUSDT\part.parquet
ETHWUSDT,ok,21432,21025,408,1,2024-01-01 00:00:00,2026-06-11 23:00:00,0,0,0,15918,33.479166666666664,926.4375,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=ETHWUSDT\part.parquet
EULUSDT,ok,5794,5387,408,1,2025-10-13 14:00:00,2026-06-11 23:00:00,0,0,0,4190,0.0,241.375,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=EULUSDT\part.parquet
EVAAUSDT,ok,6038,5631,408,1,2025-10-03 10:00:00,2026-06-11 23:00:00,0,0,0,4373,0.0,251.54166666666666,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=EVAAUSDT\part.parquet
FARTCOINUSDT,ok,12918,12511,408,1,2024-12-20 18:00:00,2026-06-11 23:00:00,0,0,0,9533,0.0,538.2083333333334,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=FARTCOINUSDT\part.parquet
FETUSDT,ok,21432,21025,408,1,2024-01-01 00:00:00,2026-06-11 23:00:00,0,0,0,18471,184.0,1076.9583333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=FETUSDT\part.parquet
FFUSDT,ok,6131,5724,408,1,2025-09-29 13:00:00,2026-06-11 23:00:00,0,0,0,4443,0.0,255.41666666666666,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=FFUSDT\part.parquet
FHEUSDT,ok,10209,9802,408,1,2025-04-12 15:00:00,2026-06-11 23:00:00,0,0,0,7501,0.0,425.3333333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=FHEUSDT\part.parquet
FIDAUSDT,ok,15132,14725,408,1,2024-09-19 12:00:00,2026-06-11 23:00:00,0,0,0,11194,0.0,630.4583333333334,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=FIDAUSDT\part.parquet
FILUSDT,ok,21432,21025,408,1,2024-01-01 00:00:00,2026-06-11 23:00:00,0,0,0,18471,184.0,1076.9583333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=FILUSDT\part.parquet
FLOCKUSDT,ok,6618,6211,408,1,2025-09-09 06:00:00,2026-06-11 23:00:00,0,0,0,4808,0.0,275.7083333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=FLOCKUSDT\part.parquet
FLOWUSDT,ok,21432,21025,408,1,2024-01-01 00:00:00,2026-06-11 23:00:00,0,0,0,17727,184.0,1076.9583333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=FLOWUSDT\part.parquet
FLUIDUSDT,ok,6254,5847,408,1,2025-09-24 10:00:00,2026-06-11 23:00:00,0,0,0,4535,0.0,260.5416666666667,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=FLUIDUSDT\part.parquet
FLUXUSDT,ok,15521,15114,408,1,2024-09-03 07:00:00,2026-06-11 23:00:00,0,0,0,11485,0.0,646.6666666666666,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=FLUXUSDT\part.parquet
FOGOUSDT,ok,3658,3251,408,1,2026-01-10 14:00:00,2026-06-11 23:00:00,0,0,0,2588,0.0,152.375,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=FOGOUSDT\part.parquet
FOLKSUSDT,ok,5220,4813,408,1,2025-11-06 12:00:00,2026-06-11 23:00:00,0,0,0,3402,0.0,217.45833333333334,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=FOLKSUSDT\part.parquet
FORMUSDT,ok,10792,10385,408,1,2025-03-19 08:00:00,2026-06-11 23:00:00,0,0,0,7938,0.0,449.625,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=FORMUSDT\part.parquet
FRAXUSDT,ok,3544,3137,408,1,2026-01-15 08:00:00,2026-06-11 23:00:00,0,0,0,2502,0.0,147.625,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=FRAXUSDT\part.parquet
FUSDT,ok,8604,8197,408,1,2025-06-18 12:00:00,2026-06-11 23:00:00,0,0,0,6012,0.0,358.4583333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=FUSDT\part.parquet
GALAUSDT,ok,21432,21025,408,1,2024-01-01 00:00:00,2026-06-11 23:00:00,0,0,0,18471,184.0,1076.9583333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=GALAUSDT\part.parquet
GASUSDT,ok,21432,21025,408,1,2024-01-01 00:00:00,2026-06-11 23:00:00,0,0,0,15881,67.88541666666667,960.84375,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=GASUSDT\part.parquet
GIGGLEUSDT,ok,5895,5488,408,1,2025-10-09 09:00:00,2026-06-11 23:00:00,0,0,0,4266,0.0,245.58333333333334,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=GIGGLEUSDT\part.parquet
GLMUSDT,ok,20174,19767,408,1,2024-02-22 10:00:00,2026-06-11 23:00:00,0,0,0,14975,0.0,840.5416666666666,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=GLMUSDT\part.parquet
GMTUSDT,ok,21432,21025,408,1,2024-01-01 00:00:00,2026-06-11 23:00:00,0,0,0,18047,184.0,1076.9583333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=GMTUSDT\part.parquet
GMXUSDT,ok,21432,21025,408,1,2024-01-01 00:00:00,2026-06-11 23:00:00,0,0,0,18471,184.0,1076.9583333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=GMXUSDT\part.parquet
GOATUSDT,ok,14291,13884,408,1,2024-10-24 13:00:00,2026-06-11 23:00:00,0,0,0,10563,0.0,595.4166666666666,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=GOATUSDT\part.parquet
GPSUSDT,ok,11503,11096,408,1,2025-02-17 17:00:00,2026-06-11 23:00:00,0,0,0,7969,0.0,479.25,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=GPSUSDT\part.parquet
GRASSUSDT,ok,13929,13522,408,1,2024-11-08 15:00:00,2026-06-11 23:00:00,0,0,0,10291,0.0,580.3333333333334,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=GRASSUSDT\part.parquet
GRIFFAINUSDT,ok,12611,12204,408,1,2025-01-02 13:00:00,2026-06-11 23:00:00,0,0,0,9303,0.0,525.4166666666666,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=GRIFFAINUSDT\part.parquet
GRTUSDT,ok,21432,21025,408,1,2024-01-01 00:00:00,2026-06-11 23:00:00,0,0,0,18471,184.0,1076.9583333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=GRTUSDT\part.parquet
GTCUSDT,ok,21432,21025,408,1,2024-01-01 00:00:00,2026-06-11 23:00:00,0,0,0,18471,184.0,1076.9583333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=GTCUSDT\part.parquet
GUAUSDT,ok,4142,3735,408,1,2025-12-21 10:00:00,2026-06-11 23:00:00,0,0,0,2951,0.0,172.54166666666666,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=GUAUSDT\part.parquet
GUNUSDT,ok,10499,10092,408,1,2025-03-31 13:00:00,2026-06-11 23:00:00,0,0,0,7719,0.0,437.4166666666667,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=GUNUSDT\part.parquet
GUSDT,ok,15972,15565,408,1,2024-08-15 12:00:00,2026-06-11 23:00:00,0,0,0,11774,0.0,665.4583333333334,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=GUSDT\part.parquet
HAEDALUSDT,ok,9765,9358,408,1,2025-05-01 03:00:00,2026-06-11 23:00:00,0,0,0,7168,0.0,406.8333333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=HAEDALUSDT\part.parquet
HANAUSDT,ok,6205,5798,408,1,2025-09-26 11:00:00,2026-06-11 23:00:00,0,0,0,3016,0.0,258.5,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=HANAUSDT\part.parquet
HBARUSDT,ok,21432,21025,408,1,2024-01-01 00:00:00,2026-06-11 23:00:00,0,0,0,18471,184.0,1076.9583333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=HBARUSDT\part.parquet
HEIUSDT,ok,11607,11200,408,1,2025-02-13 09:00:00,2026-06-11 23:00:00,0,0,0,8550,0.0,483.5833333333333,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v3_patch_age_20260613\symbol=HEIUSDT\part.parquet
