candidate_id,selected_for_pre_replay,selector_reason,reject_reason,selection_score,family,field_families,fields,operators,windows,wrapper_tags,expression,eval_status,active_ratio_0bar,active_ratio_field_native_lag1,inf_rows_0bar,inf_rows_field_native_lag1,expression_key,skeleton_key,production_key,operator_signature,horizon_signature
crypto_fg2_b4d6690b2171c528,False,not_in_a7ar2_eval_pool,not_in_a7ar2_eval_pool,0.0,taker_flow_state,liquidity|taker_ratio,taker_buy_sell_volume_ratio_mean|trade_count,Mul|ZScore|Mean|Rank|Mean,8|12,taker_flow_wrapper_risk,"Mul(ZScore(Mean(taker_buy_sell_volume_ratio_mean,12)),Rank(Mean(trade_count,8)))",,,,,,expr-aad35545077f4136,skeleton-4b7c966f0b1870e8,crypto_formula_gen_v2_adapter::taker_flow_state::liquidity|taker_ratio::8|12,Mean|Mul|Rank|ZScore,8|12
crypto_fg2_0771c49b2f2ac06e,False,not_in_a7ar2_eval_pool,not_in_a7ar2_eval_pool,0.0,oi_price_interaction,open_interest|price,open_interest_mean|trade_close,Mul|ZScore|Delta|ZScore|Delta,8|168,oi_positioning_wrapper_risk,"Mul(ZScore(Delta(open_interest_mean,8)),ZScore(Delta(trade_close,168)))",,,,,,expr-034ce2fb1b675e47,skeleton-c14ad246aa64fd6e,crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::8|168,Delta|Mul|ZScore,8|168
crypto_fg2_c5c8de10aa71fdf0,False,not_in_a7ar2_eval_pool,not_in_a7ar2_eval_pool,0.0,positioning_reversal,positioning|price,top_long_short_position_ratio_mean|trade_close,Sub|ZScore|Mean|ZScore|Mean,4|504,oi_positioning_wrapper_risk,"Sub(ZScore(Mean(top_long_short_position_ratio_mean,4)),ZScore(Mean(top_long_short_position_ratio_mean,504)))",,,,,,expr-86d497ddbcff1858,skeleton-7762e3f46e546cc2,crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::4|504,Mean|Sub|ZScore,4|504
crypto_fg2_7fa15371e389736b,False,not_in_a7ar2_eval_pool,not_in_a7ar2_eval_pool,0.0,taker_flow_state,liquidity|taker_ratio,taker_buy_sell_volume_ratio_last|trade_quote_volume,Sub|ZScore|Mean|ZScore|Mean,48|168,taker_flow_wrapper_risk,"Sub(ZScore(Mean(taker_buy_sell_volume_ratio_last,48)),ZScore(Mean(taker_buy_sell_volume_ratio_last,168)))",,,,,,expr-94fb9d6e7d5b0fde,skeleton-7762e3f46e546cc2,crypto_formula_gen_v2_adapter::taker_flow_state::liquidity|taker_ratio::48|168,Mean|Sub|ZScore,48|168
crypto_fg2_022eb5585383cd87,False,not_in_a7ar2_eval_pool,not_in_a7ar2_eval_pool,0.0,basis_funding_crowding,basis|funding,funding_rate|premium_close,Sub|ZScore|Mean|ZScore|Mean,24|504,funding_wrapper_risk|basis_premium_wrapper_risk,"Sub(ZScore(Mean(premium_close,504)),ZScore(Mean(funding_rate,24)))",,,,,,expr-5f087404d878ea40,skeleton-7762e3f46e546cc2,crypto_formula_gen_v2_adapter::basis_funding_crowding::basis|funding::24|504,Mean|Sub|ZScore,24|504
crypto_fg2_0e1f86a7a047c7f7,False,not_in_a7ar2_eval_pool,not_in_a7ar2_eval_pool,0.0,liquidity_volatility_guarded,liquidity|volatility,mark_high|taker_buy_quote_volume,Mul|ZScore|Delta|Rank|Mean,4|12,taker_flow_wrapper_risk,"Mul(ZScore(Delta(taker_buy_quote_volume,4)),Rank(Mean(mark_high,12)))",,,,,,expr-289567bc904a260c,skeleton-6f032847c2252b83,crypto_formula_gen_v2_adapter::liquidity_volatility_guarded::liquidity|volatility::4|12,Delta|Mean|Mul|Rank|ZScore,4|12
crypto_fg2_9f709ba1b82d80a5,False,not_in_a7ar2_eval_pool,not_in_a7ar2_eval_pool,0.0,price_volatility_structure,price|volatility,mark_close|trade_high,Sub|ZScore|Delta|ZScore|Delta,4|720,none,"Sub(ZScore(Delta(mark_close,4)),ZScore(Delta(trade_high,720)))",,,,,,expr-ecba651ced482cab,skeleton-7bb80280bed53044,crypto_formula_gen_v2_adapter::price_volatility_structure::price|volatility::4|720,Delta|Sub|ZScore,4|720
crypto_fg2_937cd5faa5e46412,False,not_in_a7ar2_eval_pool,not_in_a7ar2_eval_pool,0.0,positioning_reversal,positioning|price,mark_close|top_long_short_account_ratio_mean,Sub|ZScore|Mean|ZScore|Mean,24|48,oi_positioning_wrapper_risk,"Sub(ZScore(Mean(top_long_short_account_ratio_mean,24)),ZScore(Mean(top_long_short_account_ratio_mean,48)))",,,,,,expr-4c6175551e588da9,skeleton-7762e3f46e546cc2,crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::24|48,Mean|Sub|ZScore,24|48
crypto_fg2_84ba11b8b151d2a7,False,not_in_a7ar2_eval_pool,not_in_a7ar2_eval_pool,0.0,taker_flow_state,liquidity|taker_ratio,taker_buy_sell_volume_ratio_last|trade_count,Mul|ZScore|Mean|Rank|Mean,12|336,taker_flow_wrapper_risk,"Mul(ZScore(Mean(taker_buy_sell_volume_ratio_last,12)),Rank(Mean(trade_count,336)))",,,,,,expr-6bff3d2591536fc4,skeleton-4b7c966f0b1870e8,crypto_formula_gen_v2_adapter::taker_flow_state::liquidity|taker_ratio::12|336,Mean|Mul|Rank|ZScore,12|336
crypto_fg2_f000b6a207da501a,False,not_in_a7ar2_eval_pool,not_in_a7ar2_eval_pool,0.0,basis_funding_crowding,basis|funding,funding_rate|premium_close_bps,Mul|ZScore|ZScore|Mean,336,funding_wrapper_risk|basis_premium_wrapper_risk,"Mul(ZScore(premium_close_bps),ZScore(Mean(funding_rate,336)))",,,,,,expr-f8353796bda980b4,skeleton-b71bac576de51f5e,crypto_formula_gen_v2_adapter::basis_funding_crowding::basis|funding::336,Mean|Mul|ZScore,336
crypto_fg2_b52f4b1ef78f6079,False,not_in_a7ar2_eval_pool,not_in_a7ar2_eval_pool,0.0,oi_price_interaction,open_interest|price,mark_close|open_interest_value_last,Mul|ZScore|Delta|ZScore|Delta,12|336,oi_positioning_wrapper_risk,"Mul(ZScore(Delta(open_interest_value_last,12)),ZScore(Delta(mark_close,336)))",,,,,,expr-7fd954594625308e,skeleton-c14ad246aa64fd6e,crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::12|336,Delta|Mul|ZScore,12|336
crypto_fg2_22182b4937599804,False,not_in_a7ar2_eval_pool,not_in_a7ar2_eval_pool,0.0,oi_price_interaction,open_interest|price,open_interest_value_last|trade_close,Mul|ZScore|Delta|ZScore|Delta,96|504,oi_positioning_wrapper_risk,"Mul(ZScore(Delta(open_interest_value_last,96)),ZScore(Delta(trade_close,504)))",,,,,,expr-4759e742dd34485b,skeleton-c14ad246aa64fd6e,crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::96|504,Delta|Mul|ZScore,96|504
crypto_fg2_cdcc2a21f409becb,False,not_in_a7ar2_eval_pool,not_in_a7ar2_eval_pool,0.0,positioning_reversal,positioning|price,index_close|top_long_short_account_ratio_mean,Mul|ZScore|Mean|Neg|ZScore|Delta,24|504,oi_positioning_wrapper_risk,"Mul(ZScore(Mean(top_long_short_account_ratio_mean,24)),Neg(ZScore(Delta(index_close,504))))",,,,,,expr-8f4a7a723a821bcc,skeleton-68fcd98ee78740fa,crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::24|504,Delta|Mean|Mul|Neg|ZScore,24|504
crypto_fg2_bfd8aafe4a3e9b8f,False,not_in_a7ar2_eval_pool,not_in_a7ar2_eval_pool,0.0,basis_funding_crowding,basis|funding,funding_rate|mark_trade_basis_bps,Sub|ZScore|Mean|ZScore|Mean,8|504,funding_wrapper_risk|basis_premium_wrapper_risk,"Sub(ZScore(Mean(mark_trade_basis_bps,8)),ZScore(Mean(funding_rate,504)))",,,,,,expr-999cd03444a3ec61,skeleton-7762e3f46e546cc2,crypto_formula_gen_v2_adapter::basis_funding_crowding::basis|funding::8|504,Mean|Sub|ZScore,8|504
crypto_fg2_7532f9805e871014,False,not_in_a7ar2_eval_pool,not_in_a7ar2_eval_pool,0.0,positioning_reversal,positioning|price,index_close|top_long_short_position_ratio_last,Mul|ZScore|Mean|Neg|ZScore|Delta,12|48,oi_positioning_wrapper_risk,"Mul(ZScore(Mean(top_long_short_position_ratio_last,48)),Neg(ZScore(Delta(index_close,12))))",,,,,,expr-dbffb26a6f823df9,skeleton-68fcd98ee78740fa,crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::12|48,Delta|Mean|Mul|Neg|ZScore,12|48
crypto_fg2_08bf087d0ab5d75b,False,not_in_a7ar2_eval_pool,not_in_a7ar2_eval_pool,0.0,oi_price_interaction,open_interest|price,open_interest_mean|trade_close,Mul|Rank|Mean|ZScore|Delta,8|96,oi_positioning_wrapper_risk,"Mul(Rank(Mean(open_interest_mean,8)),ZScore(Delta(trade_close,96)))",,,,,,expr-403fc4a83bea41ab,skeleton-ded8d0d5aade90e2,crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::8|96,Delta|Mean|Mul|Rank|ZScore,8|96
crypto_fg2_587800676a426c0a,False,not_in_a7ar2_eval_pool,not_in_a7ar2_eval_pool,0.0,oi_price_interaction,open_interest|price,open_interest_mean|trade_close,Mul|ZScore|Delta|ZScore|Delta,336|504,oi_positioning_wrapper_risk,"Mul(ZScore(Delta(open_interest_mean,336)),ZScore(Delta(trade_close,504)))",,,,,,expr-a8c90512ec7c81da,skeleton-c14ad246aa64fd6e,crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::336|504,Delta|Mul|ZScore,336|504
crypto_fg2_260c1936ad1b3c88,False,not_in_a7ar2_eval_pool,not_in_a7ar2_eval_pool,0.0,taker_flow_state,liquidity|taker_ratio,taker_buy_sell_volume_ratio_mean|trade_volume,Mul|ZScore|Mean|Rank|Mean,12|24,taker_flow_wrapper_risk,"Mul(ZScore(Mean(taker_buy_sell_volume_ratio_mean,12)),Rank(Mean(trade_volume,24)))",,,,,,expr-cb1e0bab61639d05,skeleton-4b7c966f0b1870e8,crypto_formula_gen_v2_adapter::taker_flow_state::liquidity|taker_ratio::12|24,Mean|Mul|Rank|ZScore,12|24
crypto_fg2_08796a0d55eb0432,False,not_in_a7ar2_eval_pool,not_in_a7ar2_eval_pool,0.0,positioning_reversal,positioning|price,mark_close|top_long_short_account_ratio_mean,Sub|ZScore|Mean|ZScore|Mean,72|336,oi_positioning_wrapper_risk,"Sub(ZScore(Mean(top_long_short_account_ratio_mean,336)),ZScore(Mean(top_long_short_account_ratio_mean,72)))",,,,,,expr-81022808c61a7464,skeleton-7762e3f46e546cc2,crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::72|336,Mean|Sub|ZScore,72|336
crypto_fg2_3541d5eb301dac3c,False,not_in_a7ar2_eval_pool,not_in_a7ar2_eval_pool,0.0,oi_price_interaction,open_interest|price,index_close|open_interest_mean,Mul|Rank|Mean|ZScore|Delta,24|48,oi_positioning_wrapper_risk,"Mul(Rank(Mean(open_interest_mean,24)),ZScore(Delta(index_close,48)))",,,,,,expr-dd64d66ad20b347f,skeleton-ded8d0d5aade90e2,crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::24|48,Delta|Mean|Mul|Rank|ZScore,24|48
crypto_fg2_5ea003117819ea28,False,not_in_a7ar2_eval_pool,not_in_a7ar2_eval_pool,0.0,price_volatility_structure,price|volatility,mark_close|mark_high,Mul|ZScore|Delta|ZScore|Mean,4|96,none,"Mul(ZScore(Delta(mark_close,96)),ZScore(Mean(mark_high,4)))",,,,,,expr-f04dfff3fffbfc90,skeleton-1f835c24e049b69a,crypto_formula_gen_v2_adapter::price_volatility_structure::price|volatility::4|96,Delta|Mean|Mul|ZScore,4|96
crypto_fg2_47240c00acbbd9ab,False,not_in_a7ar2_eval_pool,not_in_a7ar2_eval_pool,0.0,price_volatility_structure,price|volatility,index_close|trade_low,Sub|ZScore|Delta|ZScore|Delta,12|72,none,"Sub(ZScore(Delta(index_close,72)),ZScore(Delta(trade_low,12)))",,,,,,expr-6e3e96744f252df0,skeleton-7bb80280bed53044,crypto_formula_gen_v2_adapter::price_volatility_structure::price|volatility::12|72,Delta|Sub|ZScore,12|72
crypto_fg2_4ce5a13adf384f80,False,not_in_a7ar2_eval_pool,not_in_a7ar2_eval_pool,0.0,oi_price_interaction,open_interest|price,mark_close|open_interest_mean,Mul|Rank|Mean|ZScore|Delta,96|720,oi_positioning_wrapper_risk,"Mul(Rank(Mean(open_interest_mean,96)),ZScore(Delta(mark_close,720)))",,,,,,expr-4957e23a839bea77,skeleton-ded8d0d5aade90e2,crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::96|720,Delta|Mean|Mul|Rank|ZScore,96|720
crypto_fg2_f07b84e9b33bf44e,False,not_in_a7ar2_eval_pool,not_in_a7ar2_eval_pool,0.0,positioning_reversal,positioning|price,global_long_short_account_ratio_last|index_close,Mul|ZScore|Mean|Neg|ZScore|Delta,168|504,oi_positioning_wrapper_risk,"Mul(ZScore(Mean(global_long_short_account_ratio_last,168)),Neg(ZScore(Delta(index_close,504))))",,,,,,expr-49e11cc1187f4fe0,skeleton-68fcd98ee78740fa,crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::168|504,Delta|Mean|Mul|Neg|ZScore,168|504
crypto_fg2_25caf6c3ecabdf99,False,not_in_a7ar2_eval_pool,not_in_a7ar2_eval_pool,0.0,positioning_reversal,positioning|price,mark_close|top_long_short_position_ratio_mean,Sub|ZScore|Mean|ZScore|Mean,48|72,oi_positioning_wrapper_risk,"Sub(ZScore(Mean(top_long_short_position_ratio_mean,48)),ZScore(Mean(top_long_short_position_ratio_mean,72)))",,,,,,expr-96c30f0cfd34a884,skeleton-7762e3f46e546cc2,crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::48|72,Mean|Sub|ZScore,48|72
crypto_fg2_9da724aeef4b40f1,False,not_in_a7ar2_eval_pool,not_in_a7ar2_eval_pool,0.0,liquidity_volatility_guarded,liquidity|volatility,trade_high|trade_quote_volume,Mul|Rank|Mean|ZScore|Delta,24|336,none,"Mul(Rank(Mean(trade_quote_volume,24)),ZScore(Delta(trade_high,336)))",,,,,,expr-063dcafab7401a02,skeleton-ded8d0d5aade90e2,crypto_formula_gen_v2_adapter::liquidity_volatility_guarded::liquidity|volatility::24|336,Delta|Mean|Mul|Rank|ZScore,24|336
crypto_fg2_ac826aeacda27732,False,not_in_a7ar2_eval_pool,not_in_a7ar2_eval_pool,0.0,taker_flow_state,liquidity|taker_ratio,taker_buy_sell_volume_ratio_last|trade_quote_volume,Sub|ZScore|Mean|ZScore|Mean,168|720,taker_flow_wrapper_risk,"Sub(ZScore(Mean(taker_buy_sell_volume_ratio_last,168)),ZScore(Mean(taker_buy_sell_volume_ratio_last,720)))",,,,,,expr-b24eec9ee342d581,skeleton-7762e3f46e546cc2,crypto_formula_gen_v2_adapter::taker_flow_state::liquidity|taker_ratio::168|720,Mean|Sub|ZScore,168|720
crypto_fg2_fcf849d0e11e0ae6,False,not_in_a7ar2_eval_pool,not_in_a7ar2_eval_pool,0.0,oi_price_interaction,open_interest|price,index_close|open_interest_value_mean,Mul|ZScore|Delta|ZScore|Delta,24|96,oi_positioning_wrapper_risk,"Mul(ZScore(Delta(open_interest_value_mean,96)),ZScore(Delta(index_close,24)))",,,,,,expr-f58e8df0887c7163,skeleton-c14ad246aa64fd6e,crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::24|96,Delta|Mul|ZScore,24|96
crypto_fg2_6143641f64a0e451,False,not_in_a7ar2_eval_pool,not_in_a7ar2_eval_pool,0.0,oi_price_interaction,open_interest|price,open_interest_value_mean|trade_close,Mul|Rank|Mean|ZScore|Delta,48|336,oi_positioning_wrapper_risk,"Mul(Rank(Mean(open_interest_value_mean,336)),ZScore(Delta(trade_close,48)))",,,,,,expr-e339b615c0c6438a,skeleton-ded8d0d5aade90e2,crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::48|336,Delta|Mean|Mul|Rank|ZScore,48|336
crypto_fg2_7c7945ce4181561c,False,not_in_a7ar2_eval_pool,not_in_a7ar2_eval_pool,0.0,price_volatility_structure,price|volatility,mark_close|mark_high,Sub|ZScore|Delta|ZScore|Delta,8|12,none,"Sub(ZScore(Delta(mark_close,12)),ZScore(Delta(mark_high,8)))",,,,,,expr-2abfe04bc22b372d,skeleton-7bb80280bed53044,crypto_formula_gen_v2_adapter::price_volatility_structure::price|volatility::8|12,Delta|Sub|ZScore,8|12
crypto_fg2_604dd263294ec6c7,False,not_in_a7ar2_eval_pool,not_in_a7ar2_eval_pool,0.0,taker_flow_state,liquidity|taker_ratio,taker_buy_quote_volume|taker_buy_sell_volume_ratio_mean,Mul|ZScore|Mean|Rank|Mean,8|48,taker_flow_wrapper_risk,"Mul(ZScore(Mean(taker_buy_sell_volume_ratio_mean,8)),Rank(Mean(taker_buy_quote_volume,48)))",,,,,,expr-a889d5f4a1de654b,skeleton-4b7c966f0b1870e8,crypto_formula_gen_v2_adapter::taker_flow_state::liquidity|taker_ratio::8|48,Mean|Mul|Rank|ZScore,8|48
crypto_fg2_3235106181e2ff23,False,not_in_a7ar2_eval_pool,not_in_a7ar2_eval_pool,0.0,taker_flow_state,liquidity|taker_ratio,taker_buy_sell_volume_ratio_mean|trade_count,Mul|ZScore|Mean|Rank|Mean,168|336,taker_flow_wrapper_risk,"Mul(ZScore(Mean(taker_buy_sell_volume_ratio_mean,168)),Rank(Mean(trade_count,336)))",,,,,,expr-291e5664df09036f,skeleton-4b7c966f0b1870e8,crypto_formula_gen_v2_adapter::taker_flow_state::liquidity|taker_ratio::168|336,Mean|Mul|Rank|ZScore,168|336
crypto_fg2_1368939a3b850fb3,False,not_in_a7ar2_eval_pool,not_in_a7ar2_eval_pool,0.0,positioning_reversal,positioning|price,mark_close|top_long_short_account_ratio_last,Mul|ZScore|Mean|Neg|ZScore|Delta,4|720,oi_positioning_wrapper_risk,"Mul(ZScore(Mean(top_long_short_account_ratio_last,4)),Neg(ZScore(Delta(mark_close,720))))",,,,,,expr-456518702cc892a1,skeleton-68fcd98ee78740fa,crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::4|720,Delta|Mean|Mul|Neg|ZScore,4|720
crypto_fg2_6af9cfef2e582a3f,False,not_in_a7ar2_eval_pool,not_in_a7ar2_eval_pool,0.0,positioning_reversal,positioning|price,global_long_short_account_ratio_last|mark_close,Sub|ZScore|Mean|ZScore|Mean,72|720,oi_positioning_wrapper_risk,"Sub(ZScore(Mean(global_long_short_account_ratio_last,720)),ZScore(Mean(global_long_short_account_ratio_last,72)))",,,,,,expr-29f0e65981605ba9,skeleton-7762e3f46e546cc2,crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::72|720,Mean|Sub|ZScore,72|720
crypto_fg2_8522f1b4a98378f7,False,not_in_a7ar2_eval_pool,not_in_a7ar2_eval_pool,0.0,taker_flow_state,liquidity|taker_ratio,taker_buy_sell_volume_ratio_last|trade_count,Mul|ZScore|Mean|Rank|Mean,96|168,taker_flow_wrapper_risk,"Mul(ZScore(Mean(taker_buy_sell_volume_ratio_last,96)),Rank(Mean(trade_count,168)))",,,,,,expr-c779f53c0f7cfee1,skeleton-4b7c966f0b1870e8,crypto_formula_gen_v2_adapter::taker_flow_state::liquidity|taker_ratio::96|168,Mean|Mul|Rank|ZScore,96|168
crypto_fg2_52384670f45fe721,False,not_in_a7ar2_eval_pool,not_in_a7ar2_eval_pool,0.0,price_volatility_structure,price|volatility,mark_high|trade_close,Sub|ZScore|Delta|ZScore|Delta,48|720,none,"Sub(ZScore(Delta(trade_close,48)),ZScore(Delta(mark_high,720)))",,,,,,expr-200b9a2e0ead95f8,skeleton-7bb80280bed53044,crypto_formula_gen_v2_adapter::price_volatility_structure::price|volatility::48|720,Delta|Sub|ZScore,48|720
crypto_fg2_f558796901293acd,False,not_in_a7ar2_eval_pool,not_in_a7ar2_eval_pool,0.0,price_volatility_structure,price|volatility,index_close|mark_low,Mul|ZScore|Delta|ZScore|Mean,72|168,none,"Mul(ZScore(Delta(index_close,72)),ZScore(Mean(mark_low,168)))",,,,,,expr-d51c3d6789e08777,skeleton-1f835c24e049b69a,crypto_formula_gen_v2_adapter::price_volatility_structure::price|volatility::72|168,Delta|Mean|Mul|ZScore,72|168
crypto_fg2_c07fd9c17a179600,False,not_in_a7ar2_eval_pool,not_in_a7ar2_eval_pool,0.0,positioning_reversal,positioning|price,top_long_short_account_ratio_mean|trade_close,Sub|ZScore|Mean|ZScore|Mean,4|12,oi_positioning_wrapper_risk,"Sub(ZScore(Mean(top_long_short_account_ratio_mean,12)),ZScore(Mean(top_long_short_account_ratio_mean,4)))",,,,,,expr-456fdc79859f9188,skeleton-7762e3f46e546cc2,crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::4|12,Mean|Sub|ZScore,4|12
crypto_fg2_3e60642a0d12964e,False,not_in_a7ar2_eval_pool,not_in_a7ar2_eval_pool,0.0,price_volatility_structure,price|volatility,mark_close|trade_low,Sub|ZScore|Delta|ZScore|Delta,4|720,none,"Sub(ZScore(Delta(mark_close,4)),ZScore(Delta(trade_low,720)))",,,,,,expr-b8b87b19f72a9c72,skeleton-7bb80280bed53044,crypto_formula_gen_v2_adapter::price_volatility_structure::price|volatility::4|720,Delta|Sub|ZScore,4|720
crypto_fg2_f9230c4778129c0a,False,not_in_a7ar2_eval_pool,not_in_a7ar2_eval_pool,0.0,liquidity_volatility_guarded,liquidity|volatility,trade_high|trade_quote_volume,Mul|Rank|Mean|ZScore|Delta,4|24,none,"Mul(Rank(Mean(trade_quote_volume,24)),ZScore(Delta(trade_high,4)))",,,,,,expr-677dff1869f2e478,skeleton-ded8d0d5aade90e2,crypto_formula_gen_v2_adapter::liquidity_volatility_guarded::liquidity|volatility::4|24,Delta|Mean|Mul|Rank|ZScore,4|24
crypto_fg2_df593c59b5a0c915,False,not_in_a7ar2_eval_pool,not_in_a7ar2_eval_pool,0.0,basis_funding_crowding,basis|funding,funding_rate|mark_trade_basis_bps,Sub|ZScore|Mean|ZScore|Mean,12|168,funding_wrapper_risk|basis_premium_wrapper_risk,"Sub(ZScore(Mean(mark_trade_basis_bps,168)),ZScore(Mean(funding_rate,12)))",,,,,,expr-be1733e7209cfcb2,skeleton-7762e3f46e546cc2,crypto_formula_gen_v2_adapter::basis_funding_crowding::basis|funding::12|168,Mean|Sub|ZScore,12|168
crypto_fg2_e52044a437eeb97a,False,not_in_a7ar2_eval_pool,not_in_a7ar2_eval_pool,0.0,basis_funding_crowding,basis|funding,funding_rate|mark_trade_basis_bps,Sub|ZScore|Mean|ZScore|Mean,48|168,funding_wrapper_risk|basis_premium_wrapper_risk,"Sub(ZScore(Mean(mark_trade_basis_bps,48)),ZScore(Mean(funding_rate,168)))",,,,,,expr-8623e511018dcadc,skeleton-7762e3f46e546cc2,crypto_formula_gen_v2_adapter::basis_funding_crowding::basis|funding::48|168,Mean|Sub|ZScore,48|168
crypto_fg2_a8f9274585a1daca,False,not_in_a7ar2_eval_pool,not_in_a7ar2_eval_pool,0.0,oi_price_interaction,open_interest|price,mark_close|open_interest_value_last,Mul|ZScore|Delta|ZScore|Delta,72|168,oi_positioning_wrapper_risk,"Mul(ZScore(Delta(open_interest_value_last,168)),ZScore(Delta(mark_close,72)))",,,,,,expr-dcce8101fa8252e7,skeleton-c14ad246aa64fd6e,crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::72|168,Delta|Mul|ZScore,72|168
crypto_fg2_9036440db8b3105c,False,not_in_a7ar2_eval_pool,not_in_a7ar2_eval_pool,0.0,oi_price_interaction,open_interest|price,mark_close|open_interest_value_mean,Mul|Rank|Mean|ZScore|Delta,4,oi_positioning_wrapper_risk,"Mul(Rank(Mean(open_interest_value_mean,4)),ZScore(Delta(mark_close,4)))",,,,,,expr-49ddf55703f7df98,skeleton-ded8d0d5aade90e2,crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::4,Delta|Mean|Mul|Rank|ZScore,4
crypto_fg2_3fb28db48f1ed60e,False,not_in_a7ar2_eval_pool,not_in_a7ar2_eval_pool,0.0,positioning_reversal,positioning|price,index_close|top_long_short_position_ratio_mean,Mul|ZScore|Mean|Neg|ZScore|Delta,48|720,oi_positioning_wrapper_risk,"Mul(ZScore(Mean(top_long_short_position_ratio_mean,48)),Neg(ZScore(Delta(index_close,720))))",,,,,,expr-a31ffa4cc0c6f102,skeleton-68fcd98ee78740fa,crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::48|720,Delta|Mean|Mul|Neg|ZScore,48|720
crypto_fg2_33d8ab0a860834b6,False,not_in_a7ar2_eval_pool,not_in_a7ar2_eval_pool,0.0,positioning_reversal,positioning|price,mark_close|top_long_short_account_ratio_last,Sub|ZScore|Mean|ZScore|Mean,336|720,oi_positioning_wrapper_risk,"Sub(ZScore(Mean(top_long_short_account_ratio_last,720)),ZScore(Mean(top_long_short_account_ratio_last,336)))",,,,,,expr-4a2c718e020a7d96,skeleton-7762e3f46e546cc2,crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::336|720,Mean|Sub|ZScore,336|720
crypto_fg2_66408b216cd0c5e6,False,not_in_a7ar2_eval_pool,not_in_a7ar2_eval_pool,0.0,taker_flow_state,liquidity|taker_ratio,taker_buy_sell_volume_ratio_mean|trade_count,Sub|ZScore|Mean|ZScore|Mean,72|504,taker_flow_wrapper_risk,"Sub(ZScore(Mean(taker_buy_sell_volume_ratio_mean,504)),ZScore(Mean(taker_buy_sell_volume_ratio_mean,72)))",,,,,,expr-85fb9867dd39b042,skeleton-7762e3f46e546cc2,crypto_formula_gen_v2_adapter::taker_flow_state::liquidity|taker_ratio::72|504,Mean|Sub|ZScore,72|504
crypto_fg2_930a612fe511cce5,False,not_in_a7ar2_eval_pool,not_in_a7ar2_eval_pool,0.0,price_volatility_structure,price|volatility,index_close|mark_low,Sub|ZScore|Delta|ZScore|Delta,24|96,none,"Sub(ZScore(Delta(index_close,96)),ZScore(Delta(mark_low,24)))",,,,,,expr-447e7fc652bddccd,skeleton-7bb80280bed53044,crypto_formula_gen_v2_adapter::price_volatility_structure::price|volatility::24|96,Delta|Sub|ZScore,24|96
crypto_fg2_3d6ae4d09178319e,False,not_in_a7ar2_eval_pool,not_in_a7ar2_eval_pool,0.0,oi_price_interaction,open_interest|price,index_close|open_interest_mean,Mul|ZScore|Delta|ZScore|Delta,12|96,oi_positioning_wrapper_risk,"Mul(ZScore(Delta(open_interest_mean,96)),ZScore(Delta(index_close,12)))",,,,,,expr-4aecda259d593d8f,skeleton-c14ad246aa64fd6e,crypto_formula_gen_v2_adapter::oi_price_interaction::open_interest|price::12|96,Delta|Mul|ZScore,12|96
crypto_fg2_ae72ce1cc2be0e11,False,not_in_a7ar2_eval_pool,not_in_a7ar2_eval_pool,0.0,price_volatility_structure,price|volatility,mark_close|trade_high,Sub|ZScore|Delta|ZScore|Delta,336|504,none,"Sub(ZScore(Delta(mark_close,336)),ZScore(Delta(trade_high,504)))",,,,,,expr-4781cc081d72fa30,skeleton-7bb80280bed53044,crypto_formula_gen_v2_adapter::price_volatility_structure::price|volatility::336|504,Delta|Sub|ZScore,336|504
crypto_fg2_1ec5ad026a56421d,False,not_in_a7ar2_eval_pool,not_in_a7ar2_eval_pool,0.0,positioning_reversal,positioning|price,mark_close|top_long_short_account_ratio_last,Mul|ZScore|Mean|Neg|ZScore|Delta,24|336,oi_positioning_wrapper_risk,"Mul(ZScore(Mean(top_long_short_account_ratio_last,24)),Neg(ZScore(Delta(mark_close,336))))",,,,,,expr-58a91ced19779d53,skeleton-68fcd98ee78740fa,crypto_formula_gen_v2_adapter::positioning_reversal::positioning|price::24|336,Delta|Mean|Mul|Neg|ZScore,24|336
