ordinal,token_id,field_id,token_kind,context_id,family,expression,base_dependencies,feature_available_lag_bars,alignment_shift_bars,execution_semantics,authority_ref,finite_ratio,finite_rows,variance,nonzero_ratio_of_finite,minimum,maximum,input_gradient_mean_abs,first_layer_weight_update_mean_abs,ablation_prediction_change_mean_abs,check_materialized,check_finite_adequacy,check_value_variation,check_gradient_reachable,check_parameter_updated,check_prediction_sensitive,consumption_pass
62,FIELD:agg_vwap_close_bps,agg_vwap_close_bps,BASE,CORE3_MICROSTRUCTURE_PILOT,price_microstructure,agg_vwap_close_bps,['agg_vwap_close_bps'],1,0,CORE3_AGGTRADES_BASE_FIELD,aggtrades_base_feature_registry_94.csv,1.0,13104,1398.7238864304159,1.0,-317.2484130859375,442.49365234375,0.006741640157997608,0.04821966588497162,0.0033172990661114454,True,True,True,True,True,True,True
63,FIELD:taker_buy_quote_volume,taker_buy_quote_volume,BASE,BROAD_PANEL_BASELINE,quote_volume_activity,taker_buy_quote_volume,['taker_buy_quote_volume'],1,0,RAW_PANEL_ALIGNED_BASE_FIELD,CRYPTO_18M_COMPOSITIONAL_FIELD_REGISTRY,1.0,1487272,1412687457759092.5,1.0,240.01437377929688,7216176128.0,0.006379453465342522,0.030405234545469284,0.002818254753947258,True,True,True,True,True,True,True
64,FIELD:agg_quantity_sum_24h,agg_quantity_sum_24h,BASE,CORE3_MICROSTRUCTURE_PILOT,rolling,agg_quantity_sum_24h,['agg_quantity_sum_24h'],1,0,CORE3_AGGTRADES_BASE_FIELD,aggtrades_base_feature_registry_94.csv,0.997481684981685,13071,139478326109428.08,1.0,36297.60546875,69531008.0,0.00523107685148716,0.029880840331315994,0.003847004845738411,True,True,True,True,True,True,True
65,FIELD:agg_notional_1k_10k,agg_notional_1k_10k,BASE,CORE3_MICROSTRUCTURE_PILOT,activity_liquidity,agg_notional_1k_10k,['agg_notional_1k_10k'],1,0,CORE3_AGGTRADES_BASE_FIELD,aggtrades_base_feature_registry_94.csv,1.0,13104,4670887615426050.0,1.0,4006748.75,1378881408.0,0.006072444375604391,0.03921101614832878,0.00536340894177556,True,True,True,True,True,True,True
66,FIELD:premium_close,premium_close,BASE,BROAD_PANEL_BASELINE,basis_premium,premium_close,['premium_close'],1,0,RAW_PANEL_ALIGNED_BASE_FIELD,CRYPTO_18M_COMPOSITIONAL_FIELD_REGISTRY,1.0,1487272,2.389050391614895e-06,0.7369042112001033,-0.29464176297187805,0.034321580082178116,0.009658433496952057,0.027218852192163467,0.008200109004974365,True,True,True,True,True,True,True
67,FIELD:agg_universe_large_notional,agg_universe_large_notional,BASE,CORE3_MICROSTRUCTURE_PILOT,cross_symbol,agg_universe_large_notional,['agg_universe_large_notional'],1,0,CORE3_AGGTRADES_BASE_FIELD,aggtrades_base_feature_registry_94.csv,1.0,13104,1.7050822662803994e+17,1.0,25196650.0,6771127808.0,0.003335045650601387,0.03684094920754433,0.002208719030022621,True,True,True,True,True,True,True
68,FIELD:agg_sell_agg_trade_count,agg_sell_agg_trade_count,BASE,CORE3_MICROSTRUCTURE_PILOT,flow,agg_sell_agg_trade_count,['agg_sell_agg_trade_count'],1,0,CORE3_AGGTRADES_BASE_FIELD,aggtrades_base_feature_registry_94.csv,1.0,13104,711944544.3669487,1.0,1670.0,489226.0,0.00479572219774127,0.04083608090877533,0.003927257843315601,True,True,True,True,True,True,True
69,FIELD:agg_large_trade_count_100k_plus,agg_large_trade_count_100k_plus,BASE,CORE3_MICROSTRUCTURE_PILOT,large_trade,agg_large_trade_count_100k_plus,['agg_large_trade_count_100k_plus'],1,0,CORE3_AGGTRADES_BASE_FIELD,aggtrades_base_feature_registry_94.csv,1.0,13104,908157.6012022166,0.9996947496947497,0.0,21584.0,0.0037430194206535816,0.03802453726530075,0.0032245111651718616,True,True,True,True,True,True,True
70,FIELD:open_interest_last,open_interest_last,BASE,BROAD_PANEL_BASELINE,open_interest_level_change,open_interest_last,['open_interest_last'],1,0,RAW_PANEL_ALIGNED_BASE_FIELD,CRYPTO_18M_COMPOSITIONAL_FIELD_REGISTRY,0.9980904636139186,1484432,2.6046351236098974e+19,0.9997123478879464,0.0,196469293056.0,0.0060154739767313,0.016653232276439667,0.00533210439607501,True,True,True,True,True,True,True
71,FIELD:agg_last_transact_time_ms,agg_last_transact_time_ms,BASE,CORE3_MICROSTRUCTURE_PILOT,other,agg_last_transact_time_ms,['agg_last_transact_time_ms'],1,0,CORE3_AGGTRADES_BASE_FIELD,aggtrades_base_feature_registry_94.csv,1.0,13104,2.0605777313627754e+19,1.0,1704070742016.0,1719792041984.0,0.007376796565949917,0.03725393861532211,0.008420582860708237,True,True,True,True,True,True,True
72,FIELD:agg_price_std,agg_price_std,BASE,CORE3_MICROSTRUCTURE_PILOT,price_microstructure,agg_price_std,['agg_price_std'],1,0,CORE3_AGGTRADES_BASE_FIELD,aggtrades_base_feature_registry_94.csv,1.0,13104,5382.318702094766,1.0,0.06429097801446915,1052.50146484375,0.00516623817384243,0.03414067625999451,0.007369404658675194,True,True,True,True,True,True,True
73,FIELD:trade_volume,trade_volume,BASE,BROAD_PANEL_BASELINE,quote_volume_activity,trade_volume,['trade_volume'],1,0,RAW_PANEL_ALIGNED_BASE_FIELD,CRYPTO_18M_COMPOSITIONAL_FIELD_REGISTRY,1.0,1487272,3.99381203166365e+18,1.0,6.315999984741211,291702177792.0,0.007294611074030399,0.019072845578193665,0.004419061355292797,True,True,True,True,True,True,True
74,FIELD:agg_close_to_open_bps_sum_24h,agg_close_to_open_bps_sum_24h,BASE,CORE3_MICROSTRUCTURE_PILOT,rolling,agg_close_to_open_bps_sum_24h,['agg_close_to_open_bps_sum_24h'],1,0,CORE3_AGGTRADES_BASE_FIELD,aggtrades_base_feature_registry_94.csv,0.997481684981685,13071,132023.05598817932,1.0,-1962.8995361328125,2135.0888671875,0.004925273358821869,0.04037664085626602,0.002187569160014391,True,True,True,True,True,True,True
75,FIELD:agg_trade_count,agg_trade_count,BASE,CORE3_MICROSTRUCTURE_PILOT,activity_liquidity,agg_trade_count,['agg_trade_count'],1,0,CORE3_AGGTRADES_BASE_FIELD,aggtrades_base_feature_registry_94.csv,1.0,13104,2807817503.425915,1.0,3365.0,974676.0,0.0034181508235633373,0.04087516665458679,0.002697904594242573,True,True,True,True,True,True,True
76,FIELD:agg_price_range_bps_max_24h|TRANSFORM:DECAY|WINDOW:24H|SCOPE:SAME_SYMBOL,Decay_24h__agg_price_range_bps_max_24h,DERIVED,CORE3_MICROSTRUCTURE_PILOT,rolling_self_reproduction,"Decay(agg_price_range_bps_max_24h,24)",['agg_price_range_bps_max_24h'],24,23,TRAILING_LINEAR_DECAY,aggtrades_derived_feature_specs_5211.csv+CryptoFeatureAlgebra,0.9869505494505495,12933,44904.979063105515,1.0,40.841651916503906,2371.5263671875,0.009383423253893852,0.03992403298616409,0.005476192571222782,True,True,True,True,True,True,True
77,FIELD:agg_price_range_bps_max_24h|TRANSFORM:DELTA|WINDOW:24H|SCOPE:SAME_SYMBOL,Delta_24h__agg_price_range_bps_max_24h,DERIVED,CORE3_MICROSTRUCTURE_PILOT,rolling_self_reproduction,"Delta(agg_price_range_bps_max_24h,24)",['agg_price_range_bps_max_24h'],24,23,TRAILING_SAME_SYMBOL_DIFFERENCE,aggtrades_derived_feature_specs_5211.csv+CryptoFeatureAlgebra,0.9867216117216118,12930,73028.60681700877,1.0,-1975.3570556640625,2054.871337890625,0.008108013309538364,0.036331743001937866,0.0034937469754368067,True,True,True,True,True,True,True
78,FIELD:agg_price_range_bps_max_24h|TRANSFORM:DELTA|WINDOW:4H|SCOPE:SAME_SYMBOL,Delta_4h__agg_price_range_bps_max_24h,DERIVED,CORE3_MICROSTRUCTURE_PILOT,rolling_self_reproduction,"Delta(agg_price_range_bps_max_24h,4)",['agg_price_range_bps_max_24h'],4,3,TRAILING_SAME_SYMBOL_DIFFERENCE,aggtrades_derived_feature_specs_5211.csv+CryptoFeatureAlgebra,0.9958791208791209,13050,11368.12791224307,0.30919540229885056,-1892.4212646484375,1758.764404296875,0.010274563916027546,0.04219972714781761,0.0014594127424061298,True,True,True,True,True,True,True
79,FIELD:agg_price_range_bps_max_24h|TRANSFORM:DELTA|WINDOW:72H|SCOPE:SAME_SYMBOL,Delta_72h__agg_price_range_bps_max_24h,DERIVED,CORE3_MICROSTRUCTURE_PILOT,rolling_self_reproduction,"Delta(agg_price_range_bps_max_24h,72)",['agg_price_range_bps_max_24h'],72,71,TRAILING_SAME_SYMBOL_DIFFERENCE,aggtrades_derived_feature_specs_5211.csv+CryptoFeatureAlgebra,0.9647435897435898,12642,81424.25618219294,1.0,-2116.478759765625,2111.37841796875,0.005320088937878609,0.042898163199424744,0.002194609260186553,True,True,True,True,True,True,True
80,FIELD:agg_price_range_bps_max_24h|TRANSFORM:TSMEAN|WINDOW:24H|SCOPE:SAME_SYMBOL,TSMean_24h__agg_price_range_bps_max_24h,DERIVED,CORE3_MICROSTRUCTURE_PILOT,rolling_self_reproduction,"Mean(agg_price_range_bps_max_24h,24)",['agg_price_range_bps_max_24h'],24,23,TRAILING_SAME_SYMBOL_MEAN,aggtrades_derived_feature_specs_5211.csv+CryptoFeatureAlgebra,0.9869505494505495,12933,42643.540102540646,1.0,41.34162139892578,2371.5263671875,0.004928228445351124,0.04098435491323471,0.002384402323514223,True,True,True,True,True,True,True
81,FIELD:agg_price_range_bps_max_24h|TRANSFORM:TSMEAN|WINDOW:4H|SCOPE:SAME_SYMBOL,TSMean_4h__agg_price_range_bps_max_24h,DERIVED,CORE3_MICROSTRUCTURE_PILOT,rolling_self_reproduction,"Mean(agg_price_range_bps_max_24h,4)",['agg_price_range_bps_max_24h'],4,3,TRAILING_SAME_SYMBOL_MEAN,aggtrades_derived_feature_specs_5211.csv+CryptoFeatureAlgebra,0.9961080586080586,13053,52585.301676467,1.0,39.78400421142578,2371.5263671875,0.002711308654397726,0.03270387649536133,0.001221544574946165,True,True,True,True,True,True,True
82,FIELD:agg_price_range_bps_max_24h|TRANSFORM:ZSCORE|WINDOW:24H|SCOPE:SAME_SYMBOL,ZScore_24h__agg_price_range_bps_max_24h,DERIVED,CORE3_MICROSTRUCTURE_PILOT,rolling_self_reproduction,"ZScore(Mean(agg_price_range_bps_max_24h,24))",['agg_price_range_bps_max_24h'],24,23,TRAILING_MEAN_THEN_TIMESTAMP_CROSS_SECTIONAL_ZSCORE,aggtrades_derived_feature_specs_5211.csv+CryptoFeatureAlgebra,0.9869505494505495,12933,0.6666666660671309,1.0,-1.1547002792358398,1.154700517654419,0.008063261397182941,0.029901977628469467,0.007145008072257042,True,True,True,True,True,True,True
83,FIELD:agg_price_range_bps_max_24h|TRANSFORM:ZSCORE|WINDOW:72H|SCOPE:SAME_SYMBOL,ZScore_72h__agg_price_range_bps_max_24h,DERIVED,CORE3_MICROSTRUCTURE_PILOT,rolling_self_reproduction,"ZScore(Mean(agg_price_range_bps_max_24h,72))",['agg_price_range_bps_max_24h'],72,71,TRAILING_MEAN_THEN_TIMESTAMP_CROSS_SECTIONAL_ZSCORE,aggtrades_derived_feature_specs_5211.csv+CryptoFeatureAlgebra,0.9759615384615384,12789,0.6666666657659666,1.0,-1.1546998023986816,1.154700517654419,0.0030559708829969168,0.02976313605904579,0.0019080617930740118,True,True,True,True,True,True,True
84,FIELD:agg_price_range_bps_max_4h|TRANSFORM:DECAY|WINDOW:24H|SCOPE:SAME_SYMBOL,Decay_24h__agg_price_range_bps_max_4h,DERIVED,CORE3_MICROSTRUCTURE_PILOT,rolling_self_reproduction,"Decay(agg_price_range_bps_max_4h,24)",['agg_price_range_bps_max_4h'],24,23,TRAILING_LINEAR_DECAY,aggtrades_derived_feature_specs_5211.csv+CryptoFeatureAlgebra,0.9892399267399268,12963,9180.457569686556,1.0,21.7293643951416,1017.85009765625,0.007279464974999428,0.030780617147684097,0.006370214279741049,True,True,True,True,True,True,True
85,FIELD:agg_price_range_bps_max_4h|TRANSFORM:DELTA|WINDOW:24H|SCOPE:SAME_SYMBOL,Delta_24h__agg_price_range_bps_max_4h,DERIVED,CORE3_MICROSTRUCTURE_PILOT,rolling_self_reproduction,"Delta(agg_price_range_bps_max_4h,24)",['agg_price_range_bps_max_4h'],24,23,TRAILING_SAME_SYMBOL_DIFFERENCE,aggtrades_derived_feature_specs_5211.csv+CryptoFeatureAlgebra,0.989010989010989,12960,24073.692499809662,1.0,-2157.772216796875,2187.231201171875,0.0073386370204389095,0.03455955907702446,0.003507179906591773,True,True,True,True,True,True,True
86,FIELD:agg_price_range_bps_max_4h|TRANSFORM:DELTA|WINDOW:4H|SCOPE:SAME_SYMBOL,Delta_4h__agg_price_range_bps_max_4h,DERIVED,CORE3_MICROSTRUCTURE_PILOT,rolling_self_reproduction,"Delta(agg_price_range_bps_max_4h,4)",['agg_price_range_bps_max_4h'],4,3,TRAILING_SAME_SYMBOL_DIFFERENCE,aggtrades_derived_feature_specs_5211.csv+CryptoFeatureAlgebra,0.9981684981684982,13080,20872.466425482577,1.0,-1892.4212646484375,1862.5377197265625,0.0047768764197826385,0.04080619663000107,0.002500595059245825,True,True,True,True,True,True,True
87,FIELD:agg_price_range_bps_max_4h|TRANSFORM:DELTA|WINDOW:72H|SCOPE:SAME_SYMBOL,Delta_72h__agg_price_range_bps_max_4h,DERIVED,CORE3_MICROSTRUCTURE_PILOT,rolling_self_reproduction,"Delta(agg_price_range_bps_max_4h,72)",['agg_price_range_bps_max_4h'],72,71,TRAILING_SAME_SYMBOL_DIFFERENCE,aggtrades_derived_feature_specs_5211.csv+CryptoFeatureAlgebra,0.967032967032967,12672,27889.6909472477,1.0,-2116.478759765625,2223.994140625,0.004899201449006796,0.039772048592567444,0.002425756072625518,True,True,True,True,True,True,True
88,FIELD:agg_price_range_bps_max_4h|TRANSFORM:TSMEAN|WINDOW:24H|SCOPE:SAME_SYMBOL,TSMean_24h__agg_price_range_bps_max_4h,DERIVED,CORE3_MICROSTRUCTURE_PILOT,rolling_self_reproduction,"Mean(agg_price_range_bps_max_4h,24)",['agg_price_range_bps_max_4h'],24,23,TRAILING_SAME_SYMBOL_MEAN,aggtrades_derived_feature_specs_5211.csv+CryptoFeatureAlgebra,0.9892399267399268,12963,8468.094019266102,1.0,21.851089477539062,776.4971313476562,0.007454467471688986,0.030505377799272537,0.002956293523311615,True,True,True,True,True,True,True
89,FIELD:agg_price_range_bps_max_4h|TRANSFORM:TSMEAN|WINDOW:4H|SCOPE:SAME_SYMBOL,TSMean_4h__agg_price_range_bps_max_4h,DERIVED,CORE3_MICROSTRUCTURE_PILOT,rolling_self_reproduction,"Mean(agg_price_range_bps_max_4h,4)",['agg_price_range_bps_max_4h'],4,3,TRAILING_SAME_SYMBOL_MEAN,aggtrades_derived_feature_specs_5211.csv+CryptoFeatureAlgebra,0.9983974358974359,13083,15529.910530863646,1.0,12.394946098327637,2371.5263671875,0.005388958845287561,0.04379236698150635,0.002383461222052574,True,True,True,True,True,True,True
90,FIELD:agg_price_range_bps_max_4h|TRANSFORM:ZSCORE|WINDOW:24H|SCOPE:SAME_SYMBOL,ZScore_24h__agg_price_range_bps_max_4h,DERIVED,CORE3_MICROSTRUCTURE_PILOT,rolling_self_reproduction,"ZScore(Mean(agg_price_range_bps_max_4h,24))",['agg_price_range_bps_max_4h'],24,23,TRAILING_MEAN_THEN_TIMESTAMP_CROSS_SECTIONAL_ZSCORE,aggtrades_derived_feature_specs_5211.csv+CryptoFeatureAlgebra,0.9892399267399268,12963,0.6666666664494116,1.0,-1.154700517654419,1.154700517654419,0.006900027394294739,0.029705019667744637,0.005158763378858566,True,True,True,True,True,True,True
91,FIELD:agg_price_range_bps_max_4h|TRANSFORM:ZSCORE|WINDOW:72H|SCOPE:SAME_SYMBOL,ZScore_72h__agg_price_range_bps_max_4h,DERIVED,CORE3_MICROSTRUCTURE_PILOT,rolling_self_reproduction,"ZScore(Mean(agg_price_range_bps_max_4h,72))",['agg_price_range_bps_max_4h'],72,71,TRAILING_MEAN_THEN_TIMESTAMP_CROSS_SECTIONAL_ZSCORE,aggtrades_derived_feature_specs_5211.csv+CryptoFeatureAlgebra,0.9782509157509157,12819,0.666666666587603,1.0,-1.154699683189392,1.154700517654419,0.006677662488073111,0.029754910618066788,0.0031039912719279528,True,True,True,True,True,True,True
92,FIELD:agg_price_range_bps|TRANSFORM:DECAY|WINDOW:24H|SCOPE:SAME_SYMBOL,Decay_24h__agg_price_range_bps,DERIVED,CORE3_MICROSTRUCTURE_PILOT,rolling_self_reproduction,"Decay(agg_price_range_bps,24)",['agg_price_range_bps'],24,23,TRAILING_LINEAR_DECAY,aggtrades_derived_feature_specs_5211.csv+CryptoFeatureAlgebra,0.9894688644688645,12966,3747.8456344012993,1.0,14.088308334350586,557.4005737304688,0.007124012336134911,0.030539844185113907,0.00398391904309392,True,True,True,True,True,True,True
93,FIELD:agg_price_range_bps|TRANSFORM:DELTA|WINDOW:24H|SCOPE:SAME_SYMBOL,Delta_24h__agg_price_range_bps,DERIVED,CORE3_MICROSTRUCTURE_PILOT,rolling_self_reproduction,"Delta(agg_price_range_bps,24)",['agg_price_range_bps'],24,23,TRAILING_SAME_SYMBOL_DIFFERENCE,aggtrades_derived_feature_specs_5211.csv+CryptoFeatureAlgebra,0.9892399267399268,12963,11803.76866376583,1.0,-2157.772216796875,2228.566650390625,0.005514581687748432,0.03329821303486824,0.0028071473352611065,True,True,True,True,True,True,True
94,FIELD:agg_price_range_bps|TRANSFORM:DELTA|WINDOW:4H|SCOPE:SAME_SYMBOL,Delta_4h__agg_price_range_bps,DERIVED,CORE3_MICROSTRUCTURE_PILOT,rolling_self_reproduction,"Delta(agg_price_range_bps,4)",['agg_price_range_bps'],4,3,TRAILING_SAME_SYMBOL_DIFFERENCE,aggtrades_derived_feature_specs_5211.csv+CryptoFeatureAlgebra,0.9983974358974359,13083,10897.054289093187,1.0,-1892.4212646484375,1991.2626953125,0.007004965096712112,0.04149511456489563,0.004237800370901823,True,True,True,True,True,True,True
95,FIELD:agg_price_range_bps|TRANSFORM:DELTA|WINDOW:72H|SCOPE:SAME_SYMBOL,Delta_72h__agg_price_range_bps,DERIVED,CORE3_MICROSTRUCTURE_PILOT,rolling_self_reproduction,"Delta(agg_price_range_bps,72)",['agg_price_range_bps'],72,71,TRAILING_SAME_SYMBOL_DIFFERENCE,aggtrades_derived_feature_specs_5211.csv+CryptoFeatureAlgebra,0.9672619047619048,12675,13337.395730767645,1.0,-2215.93115234375,2269.210693359375,0.004140038043260574,0.041206322610378265,0.0016736086690798402,True,True,True,True,True,True,True
96,FIELD:agg_price_range_bps|TRANSFORM:TSMEAN|WINDOW:24H|SCOPE:SAME_SYMBOL,TSMean_24h__agg_price_range_bps,DERIVED,CORE3_MICROSTRUCTURE_PILOT,rolling_self_reproduction,"Mean(agg_price_range_bps,24)",['agg_price_range_bps'],24,23,TRAILING_SAME_SYMBOL_MEAN,aggtrades_derived_feature_specs_5211.csv+CryptoFeatureAlgebra,0.9894688644688645,12966,3542.872172356499,1.0,14.290031433105469,497.63641357421875,0.007183097302913666,0.030376600101590157,0.006449053529649973,True,True,True,True,True,True,True
97,FIELD:agg_price_range_bps|TRANSFORM:TSMEAN|WINDOW:4H|SCOPE:SAME_SYMBOL,TSMean_4h__agg_price_range_bps,DERIVED,CORE3_MICROSTRUCTURE_PILOT,rolling_self_reproduction,"Mean(agg_price_range_bps,4)",['agg_price_range_bps'],4,3,TRAILING_SAME_SYMBOL_MEAN,aggtrades_derived_feature_specs_5211.csv+CryptoFeatureAlgebra,0.9986263736263736,13086,5747.547801339404,1.0,8.439081192016602,1230.3792724609375,0.0030479065608233213,0.03992576152086258,0.0015879353741183877,True,True,True,True,True,True,True
98,FIELD:agg_price_range_bps|TRANSFORM:ZSCORE|WINDOW:24H|SCOPE:SAME_SYMBOL,ZScore_24h__agg_price_range_bps,DERIVED,CORE3_MICROSTRUCTURE_PILOT,rolling_self_reproduction,"ZScore(Mean(agg_price_range_bps,24))",['agg_price_range_bps'],24,23,TRAILING_MEAN_THEN_TIMESTAMP_CROSS_SECTIONAL_ZSCORE,aggtrades_derived_feature_specs_5211.csv+CryptoFeatureAlgebra,0.9894688644688645,12966,0.6666666661639421,1.0,-1.1547003984451294,1.154700517654419,0.004969876725226641,0.029649358242750168,0.004497085232287645,True,True,True,True,True,True,True
99,FIELD:agg_price_range_bps|TRANSFORM:ZSCORE|WINDOW:72H|SCOPE:SAME_SYMBOL,ZScore_72h__agg_price_range_bps,DERIVED,CORE3_MICROSTRUCTURE_PILOT,rolling_self_reproduction,"ZScore(Mean(agg_price_range_bps,72))",['agg_price_range_bps'],72,71,TRAILING_MEAN_THEN_TIMESTAMP_CROSS_SECTIONAL_ZSCORE,aggtrades_derived_feature_specs_5211.csv+CryptoFeatureAlgebra,0.9784798534798534,12822,0.666666666586466,1.0,-1.154699444770813,1.154700517654419,0.0035328217782080173,0.02970793843269348,0.00254837516695261,True,True,True,True,True,True,True
100,FIELD:agg_quantity_sum_4h|TRANSFORM:DECAY|WINDOW:24H|SCOPE:SAME_SYMBOL,Decay_24h__agg_quantity_sum_4h,DERIVED,CORE3_MICROSTRUCTURE_PILOT,rolling_self_reproduction,"Decay(agg_quantity_sum_4h,24)",['agg_quantity_sum_4h'],24,23,TRAILING_LINEAR_DECAY,aggtrades_derived_feature_specs_5211.csv+CryptoFeatureAlgebra,0.9892399267399268,12963,3988310688408.9463,1.0,5912.6474609375,13379935.0,0.0030394401401281357,0.02952433004975319,0.0013123828684911132,True,True,True,True,True,True,True
101,FIELD:agg_quantity_sum_4h|TRANSFORM:DELTA|WINDOW:24H|SCOPE:SAME_SYMBOL,Delta_24h__agg_quantity_sum_4h,DERIVED,CORE3_MICROSTRUCTURE_PILOT,rolling_self_reproduction,"Delta(agg_quantity_sum_4h,24)",['agg_quantity_sum_4h'],24,23,TRAILING_SAME_SYMBOL_DIFFERENCE,aggtrades_derived_feature_specs_5211.csv+CryptoFeatureAlgebra,0.989010989010989,12960,2624864552398.621,1.0,-21522286.0,20290054.0,0.00934690423309803,0.040018849074840546,0.00026865152176469564,True,True,True,True,True,True,True
102,FIELD:agg_quantity_sum_4h|TRANSFORM:DELTA|WINDOW:4H|SCOPE:SAME_SYMBOL,Delta_4h__agg_quantity_sum_4h,DERIVED,CORE3_MICROSTRUCTURE_PILOT,rolling_self_reproduction,"Delta(agg_quantity_sum_4h,4)",['agg_quantity_sum_4h'],4,3,TRAILING_SAME_SYMBOL_DIFFERENCE,aggtrades_derived_feature_specs_5211.csv+CryptoFeatureAlgebra,0.9981684981684982,13080,2112318947018.6394,1.0,-18744204.0,21297930.0,0.003911209758371115,0.04037328436970711,8.71349111548625e-05,True,True,True,True,True,True,True
103,FIELD:agg_quantity_sum_4h|TRANSFORM:DELTA|WINDOW:72H|SCOPE:SAME_SYMBOL,Delta_72h__agg_quantity_sum_4h,DERIVED,CORE3_MICROSTRUCTURE_PILOT,rolling_self_reproduction,"Delta(agg_quantity_sum_4h,72)",['agg_quantity_sum_4h'],72,71,TRAILING_SAME_SYMBOL_DIFFERENCE,aggtrades_derived_feature_specs_5211.csv+CryptoFeatureAlgebra,0.967032967032967,12672,3395207421462.847,1.0,-23548892.0,24004644.0,0.0051078833639621735,0.039844926446676254,0.00010818446025950834,True,True,True,True,True,True,True
104,FIELD:agg_quantity_sum_4h|TRANSFORM:TSMEAN|WINDOW:24H|SCOPE:SAME_SYMBOL,TSMean_24h__agg_quantity_sum_4h,DERIVED,CORE3_MICROSTRUCTURE_PILOT,rolling_self_reproduction,"Mean(agg_quantity_sum_4h,24)",['agg_quantity_sum_4h'],24,23,TRAILING_SAME_SYMBOL_MEAN,aggtrades_derived_feature_specs_5211.csv+CryptoFeatureAlgebra,0.9892399267399268,12963,3888213870265.98,1.0,6138.81201171875,11547843.0,0.005307492800056934,0.02959166094660759,0.003854005364701152,True,True,True,True,True,True,True
105,FIELD:agg_quantity_sum_4h|TRANSFORM:TSMEAN|WINDOW:4H|SCOPE:SAME_SYMBOL,TSMean_4h__agg_quantity_sum_4h,DERIVED,CORE3_MICROSTRUCTURE_PILOT,rolling_self_reproduction,"Mean(agg_quantity_sum_4h,4)",['agg_quantity_sum_4h'],4,3,TRAILING_SAME_SYMBOL_MEAN,aggtrades_derived_feature_specs_5211.csv+CryptoFeatureAlgebra,0.9983974358974359,13083,4792025384254.542,1.0,3869.052490234375,25264840.0,0.004002543166279793,0.03071824088692665,0.002890047850087285,True,True,True,True,True,True,True
106,FIELD:agg_quantity_sum_4h|TRANSFORM:ZSCORE|WINDOW:24H|SCOPE:SAME_SYMBOL,ZScore_24h__agg_quantity_sum_4h,DERIVED,CORE3_MICROSTRUCTURE_PILOT,rolling_self_reproduction,"ZScore(Mean(agg_quantity_sum_4h,24))",['agg_quantity_sum_4h'],24,23,TRAILING_MEAN_THEN_TIMESTAMP_CROSS_SECTIONAL_ZSCORE,aggtrades_derived_feature_specs_5211.csv+CryptoFeatureAlgebra,0.9892399267399268,12963,0.6666666664714948,1.0,-0.9035547971725464,1.154000997543335,0.0032846410758793354,0.02952990122139454,0.0020692343823611736,True,True,True,True,True,True,True
107,FIELD:agg_quantity_sum_4h|TRANSFORM:ZSCORE|WINDOW:72H|SCOPE:SAME_SYMBOL,ZScore_72h__agg_quantity_sum_4h,DERIVED,CORE3_MICROSTRUCTURE_PILOT,rolling_self_reproduction,"ZScore(Mean(agg_quantity_sum_4h,72))",['agg_quantity_sum_4h'],72,71,TRAILING_MEAN_THEN_TIMESTAMP_CROSS_SECTIONAL_ZSCORE,aggtrades_derived_feature_specs_5211.csv+CryptoFeatureAlgebra,0.9782509157509157,12819,0.6666666656711764,1.0,-0.8513176441192627,1.1533393859863281,0.003180272411555052,0.029566016048192978,0.002697246614843607,True,True,True,True,True,True,True
108,FIELD:agg_quantity_sum_24h|TRANSFORM:DECAY|WINDOW:24H|SCOPE:SAME_SYMBOL,Decay_24h__agg_quantity_sum_24h,DERIVED,CORE3_MICROSTRUCTURE_PILOT,rolling_self_reproduction,"Decay(agg_quantity_sum_24h,24)",['agg_quantity_sum_24h'],24,23,TRAILING_LINEAR_DECAY,aggtrades_derived_feature_specs_5211.csv+CryptoFeatureAlgebra,0.9869505494505495,12933,137448780964778.23,1.0,44373.4375,67341960.0,0.010190539062023163,0.029646314680576324,0.007838860154151917,True,True,True,True,True,True,True
109,FIELD:agg_quantity_sum_24h|TRANSFORM:DELTA|WINDOW:24H|SCOPE:SAME_SYMBOL,Delta_24h__agg_quantity_sum_24h,DERIVED,CORE3_MICROSTRUCTURE_PILOT,rolling_self_reproduction,"Delta(agg_quantity_sum_24h,24)",['agg_quantity_sum_24h'],24,23,TRAILING_SAME_SYMBOL_DIFFERENCE,aggtrades_derived_feature_specs_5211.csv+CryptoFeatureAlgebra,0.9867216117216118,12930,29348784098224.707,1.0,-35060000.0,40454820.0,0.009109864942729473,0.03465546667575836,0.00022756523685529828,True,True,True,True,True,True,True
110,FIELD:agg_quantity_sum_24h|TRANSFORM:DELTA|WINDOW:4H|SCOPE:SAME_SYMBOL,Delta_4h__agg_quantity_sum_24h,DERIVED,CORE3_MICROSTRUCTURE_PILOT,rolling_self_reproduction,"Delta(agg_quantity_sum_24h,4)",['agg_quantity_sum_24h'],4,3,TRAILING_SAME_SYMBOL_DIFFERENCE,aggtrades_derived_feature_specs_5211.csv+CryptoFeatureAlgebra,0.9958791208791209,13050,2616893104097.378,1.0,-21522286.0,20290054.0,0.006389613263309002,0.041826121509075165,0.00013670354383066297,True,True,True,True,True,True,True
