seed_id,expression,mode,decision,reason,detail,input_fields,input_field_count
,"Sub(Delta(mark_index_basis_bps,4),premium_close_bps)",rescue_lane,reject,rescue_lane_non_rescue_tag,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,mark_index_basis_bps|premium_close_bps,2
,"Sub(Mean(mark_index_basis_bps,2),premium_close_bps)",ordinary_alpha,accept,ordinary_alpha_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Sub(Mean(mark_index_basis_bps,2),premium_close_bps)",interaction_alpha,accept,interaction_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Sub(Mean(mark_index_basis_bps,2),premium_close_bps)",rescue_lane,reject,rescue_lane_non_rescue_tag,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,mark_index_basis_bps|premium_close_bps,2
,"Sub(Mean(mark_index_basis_bps,4),premium_close_bps)",ordinary_alpha,accept,ordinary_alpha_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Sub(Mean(mark_index_basis_bps,4),premium_close_bps)",interaction_alpha,accept,interaction_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Sub(Mean(mark_index_basis_bps,4),premium_close_bps)",rescue_lane,reject,rescue_lane_non_rescue_tag,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,mark_index_basis_bps|premium_close_bps,2
,"Sub(mark_index_basis_bps,premium_close_bps)",ordinary_alpha,accept,ordinary_alpha_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Sub(mark_index_basis_bps,premium_close_bps)",interaction_alpha,accept,interaction_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Sub(mark_index_basis_bps,premium_close_bps)",rescue_lane,reject,rescue_lane_non_rescue_tag,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,mark_index_basis_bps|premium_close_bps,2
,"Sub(ZScore(Mean(mark_index_basis_bps,4)),premium_close_bps)",ordinary_alpha,accept,ordinary_alpha_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Sub(ZScore(Mean(mark_index_basis_bps,4)),premium_close_bps)",interaction_alpha,accept,interaction_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Sub(ZScore(Mean(mark_index_basis_bps,4)),premium_close_bps)",rescue_lane,reject,rescue_lane_non_rescue_tag,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,mark_index_basis_bps|premium_close_bps,2
,"Sub(ZScore(Mean(mark_index_basis_bps,8)),premium_close_bps)",ordinary_alpha,accept,ordinary_alpha_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Sub(ZScore(Mean(mark_index_basis_bps,8)),premium_close_bps)",interaction_alpha,accept,interaction_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Sub(ZScore(Mean(mark_index_basis_bps,8)),premium_close_bps)",rescue_lane,reject,rescue_lane_non_rescue_tag,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,mark_index_basis_bps|premium_close_bps,2
,"Sub(ZScore(Mean(mark_index_basis_bps,1)),premium_close_bps)",ordinary_alpha,accept,ordinary_alpha_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Sub(ZScore(Mean(mark_index_basis_bps,1)),premium_close_bps)",interaction_alpha,accept,interaction_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Sub(ZScore(Mean(mark_index_basis_bps,1)),premium_close_bps)",rescue_lane,reject,rescue_lane_non_rescue_tag,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,mark_index_basis_bps|premium_close_bps,2
,"Sub(ZScore(Mean(mark_index_basis_bps,12)),premium_close_bps)",ordinary_alpha,accept,ordinary_alpha_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Sub(ZScore(Mean(mark_index_basis_bps,12)),premium_close_bps)",interaction_alpha,accept,interaction_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Sub(ZScore(Mean(mark_index_basis_bps,12)),premium_close_bps)",rescue_lane,reject,rescue_lane_non_rescue_tag,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,mark_index_basis_bps|premium_close_bps,2
,"Sub(ZScore(Mean(mark_index_basis_bps,2)),premium_close_bps)",ordinary_alpha,accept,ordinary_alpha_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Sub(ZScore(Mean(mark_index_basis_bps,2)),premium_close_bps)",interaction_alpha,accept,interaction_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Sub(ZScore(Mean(mark_index_basis_bps,2)),premium_close_bps)",rescue_lane,reject,rescue_lane_non_rescue_tag,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,mark_index_basis_bps|premium_close_bps,2
,"Sub(mark_index_basis_bps,ZScore(Mean(premium_close_bps,8)))",ordinary_alpha,accept,ordinary_alpha_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Sub(mark_index_basis_bps,ZScore(Mean(premium_close_bps,8)))",interaction_alpha,accept,interaction_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Sub(mark_index_basis_bps,ZScore(Mean(premium_close_bps,8)))",rescue_lane,reject,rescue_lane_non_rescue_tag,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,mark_index_basis_bps|premium_close_bps,2
,"Sub(mark_index_basis_bps,ZScore(Mean(premium_close_bps,2)))",ordinary_alpha,accept,ordinary_alpha_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Sub(mark_index_basis_bps,ZScore(Mean(premium_close_bps,2)))",interaction_alpha,accept,interaction_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Sub(mark_index_basis_bps,ZScore(Mean(premium_close_bps,2)))",rescue_lane,reject,rescue_lane_non_rescue_tag,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,mark_index_basis_bps|premium_close_bps,2
,"Sub(mark_index_basis_bps,ZScore(Mean(premium_close_bps,1)))",ordinary_alpha,accept,ordinary_alpha_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Sub(mark_index_basis_bps,ZScore(Mean(premium_close_bps,1)))",interaction_alpha,accept,interaction_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Sub(mark_index_basis_bps,ZScore(Mean(premium_close_bps,1)))",rescue_lane,reject,rescue_lane_non_rescue_tag,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,mark_index_basis_bps|premium_close_bps,2
,"Sub(mark_index_basis_bps,ZScore(Mean(premium_close_bps,12)))",ordinary_alpha,accept,ordinary_alpha_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Sub(mark_index_basis_bps,ZScore(Mean(premium_close_bps,12)))",interaction_alpha,accept,interaction_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Sub(mark_index_basis_bps,ZScore(Mean(premium_close_bps,12)))",rescue_lane,reject,rescue_lane_non_rescue_tag,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,mark_index_basis_bps|premium_close_bps,2
,"Sub(mark_index_basis_bps,ZScore(Mean(premium_close_bps,4)))",ordinary_alpha,accept,ordinary_alpha_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Sub(mark_index_basis_bps,ZScore(Mean(premium_close_bps,4)))",interaction_alpha,accept,interaction_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Sub(mark_index_basis_bps,ZScore(Mean(premium_close_bps,4)))",rescue_lane,reject,rescue_lane_non_rescue_tag,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,mark_index_basis_bps|premium_close_bps,2
,"Sub(ZScore(Mean(mark_index_basis_bps,1)),Delta(premium_close_bps,2))",ordinary_alpha,accept,ordinary_alpha_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Sub(ZScore(Mean(mark_index_basis_bps,1)),Delta(premium_close_bps,2))",interaction_alpha,accept,interaction_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Sub(ZScore(Mean(mark_index_basis_bps,1)),Delta(premium_close_bps,2))",rescue_lane,reject,rescue_lane_non_rescue_tag,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,mark_index_basis_bps|premium_close_bps,2
,"Sub(ZScore(Mean(mark_index_basis_bps,1)),Delta(premium_close_bps,1))",ordinary_alpha,accept,ordinary_alpha_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Sub(ZScore(Mean(mark_index_basis_bps,1)),Delta(premium_close_bps,1))",interaction_alpha,accept,interaction_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Sub(ZScore(Mean(mark_index_basis_bps,1)),Delta(premium_close_bps,1))",rescue_lane,reject,rescue_lane_non_rescue_tag,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,mark_index_basis_bps|premium_close_bps,2
,"Sub(ZScore(Mean(mark_index_basis_bps,1)),Mean(premium_close_bps,1))",ordinary_alpha,accept,ordinary_alpha_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Sub(ZScore(Mean(mark_index_basis_bps,1)),Mean(premium_close_bps,1))",interaction_alpha,accept,interaction_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Sub(ZScore(Mean(mark_index_basis_bps,1)),Mean(premium_close_bps,1))",rescue_lane,reject,rescue_lane_non_rescue_tag,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,mark_index_basis_bps|premium_close_bps,2
,"Sub(ZScore(Mean(mark_index_basis_bps,1)),Delta(premium_close_bps,8))",ordinary_alpha,accept,ordinary_alpha_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Sub(ZScore(Mean(mark_index_basis_bps,1)),Delta(premium_close_bps,8))",interaction_alpha,accept,interaction_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Sub(ZScore(Mean(mark_index_basis_bps,1)),Delta(premium_close_bps,8))",rescue_lane,reject,rescue_lane_non_rescue_tag,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,mark_index_basis_bps|premium_close_bps,2
,"Sub(ZScore(Mean(mark_index_basis_bps,1)),Mean(premium_close_bps,2))",ordinary_alpha,accept,ordinary_alpha_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Sub(ZScore(Mean(mark_index_basis_bps,1)),Mean(premium_close_bps,2))",interaction_alpha,accept,interaction_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Sub(ZScore(Mean(mark_index_basis_bps,1)),Mean(premium_close_bps,2))",rescue_lane,reject,rescue_lane_non_rescue_tag,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,mark_index_basis_bps|premium_close_bps,2
,"Sub(ZScore(Mean(mark_index_basis_bps,1)),Delta(premium_close_bps,4))",ordinary_alpha,accept,ordinary_alpha_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Sub(ZScore(Mean(mark_index_basis_bps,1)),Delta(premium_close_bps,4))",interaction_alpha,accept,interaction_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Sub(ZScore(Mean(mark_index_basis_bps,1)),Delta(premium_close_bps,4))",rescue_lane,reject,rescue_lane_non_rescue_tag,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,mark_index_basis_bps|premium_close_bps,2
,"Sub(ZScore(Mean(mark_index_basis_bps,1)),Mean(premium_close_bps,12))",ordinary_alpha,accept,ordinary_alpha_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Sub(ZScore(Mean(mark_index_basis_bps,1)),Mean(premium_close_bps,12))",interaction_alpha,accept,interaction_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Sub(ZScore(Mean(mark_index_basis_bps,1)),Mean(premium_close_bps,12))",rescue_lane,reject,rescue_lane_non_rescue_tag,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,mark_index_basis_bps|premium_close_bps,2
,"Sub(ZScore(Mean(mark_index_basis_bps,1)),Mean(premium_close_bps,4))",ordinary_alpha,accept,ordinary_alpha_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Sub(ZScore(Mean(mark_index_basis_bps,1)),Mean(premium_close_bps,4))",interaction_alpha,accept,interaction_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Sub(ZScore(Mean(mark_index_basis_bps,1)),Mean(premium_close_bps,4))",rescue_lane,reject,rescue_lane_non_rescue_tag,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,mark_index_basis_bps|premium_close_bps,2
,"Sub(ZScore(Mean(mark_index_basis_bps,1)),Delta(premium_close_bps,12))",ordinary_alpha,accept,ordinary_alpha_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Sub(ZScore(Mean(mark_index_basis_bps,1)),Delta(premium_close_bps,12))",interaction_alpha,accept,interaction_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Sub(ZScore(Mean(mark_index_basis_bps,1)),Delta(premium_close_bps,12))",rescue_lane,reject,rescue_lane_non_rescue_tag,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,mark_index_basis_bps|premium_close_bps,2
,"Sub(ZScore(Mean(mark_index_basis_bps,1)),Mean(premium_close_bps,8))",ordinary_alpha,accept,ordinary_alpha_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Sub(ZScore(Mean(mark_index_basis_bps,1)),Mean(premium_close_bps,8))",interaction_alpha,accept,interaction_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Sub(ZScore(Mean(mark_index_basis_bps,1)),Mean(premium_close_bps,8))",rescue_lane,reject,rescue_lane_non_rescue_tag,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,mark_index_basis_bps|premium_close_bps,2
,"Sub(mark_index_basis_bps,Mean(premium_close_bps,8))",ordinary_alpha,accept,ordinary_alpha_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Sub(mark_index_basis_bps,Mean(premium_close_bps,8))",interaction_alpha,accept,interaction_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Sub(mark_index_basis_bps,Mean(premium_close_bps,8))",rescue_lane,reject,rescue_lane_non_rescue_tag,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,mark_index_basis_bps|premium_close_bps,2
,"Sub(mark_index_basis_bps,Delta(premium_close_bps,2))",ordinary_alpha,accept,ordinary_alpha_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Sub(mark_index_basis_bps,Delta(premium_close_bps,2))",interaction_alpha,accept,interaction_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Sub(mark_index_basis_bps,Delta(premium_close_bps,2))",rescue_lane,reject,rescue_lane_non_rescue_tag,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,mark_index_basis_bps|premium_close_bps,2
,"Sub(mark_index_basis_bps,Mean(premium_close_bps,4))",ordinary_alpha,accept,ordinary_alpha_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Sub(mark_index_basis_bps,Mean(premium_close_bps,4))",interaction_alpha,accept,interaction_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Sub(mark_index_basis_bps,Mean(premium_close_bps,4))",rescue_lane,reject,rescue_lane_non_rescue_tag,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,mark_index_basis_bps|premium_close_bps,2
,"Sub(mark_index_basis_bps,Mean(premium_close_bps,1))",ordinary_alpha,accept,ordinary_alpha_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Sub(mark_index_basis_bps,Mean(premium_close_bps,1))",interaction_alpha,accept,interaction_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Sub(mark_index_basis_bps,Mean(premium_close_bps,1))",rescue_lane,reject,rescue_lane_non_rescue_tag,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,mark_index_basis_bps|premium_close_bps,2
,"Sub(mark_index_basis_bps,Delta(premium_close_bps,12))",ordinary_alpha,accept,ordinary_alpha_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Sub(mark_index_basis_bps,Delta(premium_close_bps,12))",interaction_alpha,accept,interaction_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Sub(mark_index_basis_bps,Delta(premium_close_bps,12))",rescue_lane,reject,rescue_lane_non_rescue_tag,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,mark_index_basis_bps|premium_close_bps,2
,"Sub(mark_index_basis_bps,Delta(premium_close_bps,4))",ordinary_alpha,accept,ordinary_alpha_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Sub(mark_index_basis_bps,Delta(premium_close_bps,4))",interaction_alpha,accept,interaction_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Sub(mark_index_basis_bps,Delta(premium_close_bps,4))",rescue_lane,reject,rescue_lane_non_rescue_tag,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,mark_index_basis_bps|premium_close_bps,2
,"Sub(mark_index_basis_bps,Mean(premium_close_bps,12))",ordinary_alpha,accept,ordinary_alpha_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Sub(mark_index_basis_bps,Mean(premium_close_bps,12))",interaction_alpha,accept,interaction_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Sub(mark_index_basis_bps,Mean(premium_close_bps,12))",rescue_lane,reject,rescue_lane_non_rescue_tag,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,mark_index_basis_bps|premium_close_bps,2
,"Sub(mark_index_basis_bps,Delta(premium_close_bps,8))",ordinary_alpha,accept,ordinary_alpha_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Sub(mark_index_basis_bps,Delta(premium_close_bps,8))",interaction_alpha,accept,interaction_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Sub(mark_index_basis_bps,Delta(premium_close_bps,8))",rescue_lane,reject,rescue_lane_non_rescue_tag,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,mark_index_basis_bps|premium_close_bps,2
,"Sub(mark_index_basis_bps,Delta(premium_close_bps,1))",ordinary_alpha,accept,ordinary_alpha_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Sub(mark_index_basis_bps,Delta(premium_close_bps,1))",interaction_alpha,accept,interaction_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Sub(mark_index_basis_bps,Delta(premium_close_bps,1))",rescue_lane,reject,rescue_lane_non_rescue_tag,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,mark_index_basis_bps|premium_close_bps,2
,"Sub(mark_index_basis_bps,Mean(premium_close_bps,2))",ordinary_alpha,accept,ordinary_alpha_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Sub(mark_index_basis_bps,Mean(premium_close_bps,2))",interaction_alpha,accept,interaction_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Sub(mark_index_basis_bps,Mean(premium_close_bps,2))",rescue_lane,reject,rescue_lane_non_rescue_tag,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,mark_index_basis_bps|premium_close_bps,2
,"Mul(Mean(premium_close_bps,2),Sign(trade_return_1h))",ordinary_alpha,accept,ordinary_alpha_allowed,ic_005|ic_021,premium_close_bps|trade_return_1h,2
,"Mul(Mean(premium_close_bps,2),Sign(trade_return_1h))",interaction_alpha,accept,interaction_allowed,ic_005|ic_021,premium_close_bps|trade_return_1h,2
,"Mul(Mean(premium_close_bps,2),Sign(trade_return_1h))",rescue_lane,reject,rescue_lane_non_rescue_tag,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,premium_close_bps|trade_return_1h,2
,"Mul(Delta(premium_close_bps,8),Sign(trade_return_1h))",ordinary_alpha,accept,ordinary_alpha_allowed,ic_005|ic_021,premium_close_bps|trade_return_1h,2
,"Mul(Delta(premium_close_bps,8),Sign(trade_return_1h))",interaction_alpha,accept,interaction_allowed,ic_005|ic_021,premium_close_bps|trade_return_1h,2
,"Mul(Delta(premium_close_bps,8),Sign(trade_return_1h))",rescue_lane,reject,rescue_lane_non_rescue_tag,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,premium_close_bps|trade_return_1h,2
,"Mul(Delta(premium_close_bps,4),Sign(trade_return_1h))",ordinary_alpha,accept,ordinary_alpha_allowed,ic_005|ic_021,premium_close_bps|trade_return_1h,2
,"Mul(Delta(premium_close_bps,4),Sign(trade_return_1h))",interaction_alpha,accept,interaction_allowed,ic_005|ic_021,premium_close_bps|trade_return_1h,2
,"Mul(Delta(premium_close_bps,4),Sign(trade_return_1h))",rescue_lane,reject,rescue_lane_non_rescue_tag,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,premium_close_bps|trade_return_1h,2
,"Mul(Mean(mark_index_basis_bps,8),Sign(trade_return_1h))",ordinary_alpha,accept,ordinary_alpha_allowed,ic_013|ic_021,mark_index_basis_bps|trade_return_1h,2
,"Mul(Mean(mark_index_basis_bps,8),Sign(trade_return_1h))",interaction_alpha,accept,interaction_allowed,ic_013|ic_021,mark_index_basis_bps|trade_return_1h,2
,"Mul(Mean(mark_index_basis_bps,8),Sign(trade_return_1h))",rescue_lane,reject,rescue_lane_non_rescue_tag,A7INPUT_APPROVED_SIGNAL_PRIMARY,mark_index_basis_bps|trade_return_1h,2
,"Mul(Mean(premium_close_bps,12),Sign(trade_return_1h))",ordinary_alpha,accept,ordinary_alpha_allowed,ic_005|ic_021,premium_close_bps|trade_return_1h,2
,"Mul(Mean(premium_close_bps,12),Sign(trade_return_1h))",interaction_alpha,accept,interaction_allowed,ic_005|ic_021,premium_close_bps|trade_return_1h,2
,"Mul(Mean(premium_close_bps,12),Sign(trade_return_1h))",rescue_lane,reject,rescue_lane_non_rescue_tag,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,premium_close_bps|trade_return_1h,2
,"Mul(Delta(mark_index_basis_bps,4),Sign(trade_return_1h))",ordinary_alpha,accept,ordinary_alpha_allowed,ic_013|ic_021,mark_index_basis_bps|trade_return_1h,2
,"Mul(Delta(mark_index_basis_bps,4),Sign(trade_return_1h))",interaction_alpha,accept,interaction_allowed,ic_013|ic_021,mark_index_basis_bps|trade_return_1h,2
,"Mul(Delta(mark_index_basis_bps,4),Sign(trade_return_1h))",rescue_lane,reject,rescue_lane_non_rescue_tag,A7INPUT_APPROVED_SIGNAL_PRIMARY,mark_index_basis_bps|trade_return_1h,2
,"Mul(Delta(mark_index_basis_bps,12),Sign(trade_return_1h))",ordinary_alpha,accept,ordinary_alpha_allowed,ic_013|ic_021,mark_index_basis_bps|trade_return_1h,2
,"Mul(Delta(mark_index_basis_bps,12),Sign(trade_return_1h))",interaction_alpha,accept,interaction_allowed,ic_013|ic_021,mark_index_basis_bps|trade_return_1h,2
,"Mul(Delta(mark_index_basis_bps,12),Sign(trade_return_1h))",rescue_lane,reject,rescue_lane_non_rescue_tag,A7INPUT_APPROVED_SIGNAL_PRIMARY,mark_index_basis_bps|trade_return_1h,2
,"Mul(Mean(mark_index_basis_bps,2),Sign(trade_return_1h))",ordinary_alpha,accept,ordinary_alpha_allowed,ic_013|ic_021,mark_index_basis_bps|trade_return_1h,2
,"Mul(Mean(mark_index_basis_bps,2),Sign(trade_return_1h))",interaction_alpha,accept,interaction_allowed,ic_013|ic_021,mark_index_basis_bps|trade_return_1h,2
,"Mul(Mean(mark_index_basis_bps,2),Sign(trade_return_1h))",rescue_lane,reject,rescue_lane_non_rescue_tag,A7INPUT_APPROVED_SIGNAL_PRIMARY,mark_index_basis_bps|trade_return_1h,2
,"Mul(Delta(premium_close_bps,12),Sign(trade_return_1h))",ordinary_alpha,accept,ordinary_alpha_allowed,ic_005|ic_021,premium_close_bps|trade_return_1h,2
,"Mul(Delta(premium_close_bps,12),Sign(trade_return_1h))",interaction_alpha,accept,interaction_allowed,ic_005|ic_021,premium_close_bps|trade_return_1h,2
,"Mul(Delta(premium_close_bps,12),Sign(trade_return_1h))",rescue_lane,reject,rescue_lane_non_rescue_tag,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,premium_close_bps|trade_return_1h,2
,"Mul(Delta(premium_close_bps,1),Sign(trade_return_1h))",ordinary_alpha,accept,ordinary_alpha_allowed,ic_005|ic_021,premium_close_bps|trade_return_1h,2
,"Mul(Delta(premium_close_bps,1),Sign(trade_return_1h))",interaction_alpha,accept,interaction_allowed,ic_005|ic_021,premium_close_bps|trade_return_1h,2
,"Mul(Delta(premium_close_bps,1),Sign(trade_return_1h))",rescue_lane,reject,rescue_lane_non_rescue_tag,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,premium_close_bps|trade_return_1h,2
,"Mul(Mean(premium_close_bps,4),Sign(trade_return_1h))",ordinary_alpha,accept,ordinary_alpha_allowed,ic_005|ic_021,premium_close_bps|trade_return_1h,2
,"Mul(Mean(premium_close_bps,4),Sign(trade_return_1h))",interaction_alpha,accept,interaction_allowed,ic_005|ic_021,premium_close_bps|trade_return_1h,2
,"Mul(Mean(premium_close_bps,4),Sign(trade_return_1h))",rescue_lane,reject,rescue_lane_non_rescue_tag,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,premium_close_bps|trade_return_1h,2
,"Mul(Mean(premium_close_bps,8),Sign(trade_return_1h))",ordinary_alpha,accept,ordinary_alpha_allowed,ic_005|ic_021,premium_close_bps|trade_return_1h,2
,"Mul(Mean(premium_close_bps,8),Sign(trade_return_1h))",interaction_alpha,accept,interaction_allowed,ic_005|ic_021,premium_close_bps|trade_return_1h,2
