seed_id,expression,mode,decision,reason,detail,input_fields,input_field_count
,"Mul(mark_index_basis_bps,Sign(Delta(premium_close_bps,2)))",rescue_lane,reject,rescue_lane_non_rescue_tag,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,mark_index_basis_bps|premium_close_bps,2
,"Mul(mark_index_basis_bps,Sign(Mean(premium_close_bps,8)))",ordinary_alpha,accept,ordinary_alpha_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Mul(mark_index_basis_bps,Sign(Mean(premium_close_bps,8)))",interaction_alpha,accept,interaction_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Mul(mark_index_basis_bps,Sign(Mean(premium_close_bps,8)))",rescue_lane,reject,rescue_lane_non_rescue_tag,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,mark_index_basis_bps|premium_close_bps,2
,"Mul(mark_index_basis_bps,Sign(Delta(premium_close_bps,12)))",ordinary_alpha,accept,ordinary_alpha_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Mul(mark_index_basis_bps,Sign(Delta(premium_close_bps,12)))",interaction_alpha,accept,interaction_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Mul(mark_index_basis_bps,Sign(Delta(premium_close_bps,12)))",rescue_lane,reject,rescue_lane_non_rescue_tag,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,mark_index_basis_bps|premium_close_bps,2
,"Mul(mark_index_basis_bps,Sign(Mean(premium_close_bps,1)))",ordinary_alpha,accept,ordinary_alpha_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Mul(mark_index_basis_bps,Sign(Mean(premium_close_bps,1)))",interaction_alpha,accept,interaction_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Mul(mark_index_basis_bps,Sign(Mean(premium_close_bps,1)))",rescue_lane,reject,rescue_lane_non_rescue_tag,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,mark_index_basis_bps|premium_close_bps,2
,"Mul(mark_index_basis_bps,Sign(Delta(premium_close_bps,8)))",ordinary_alpha,accept,ordinary_alpha_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Mul(mark_index_basis_bps,Sign(Delta(premium_close_bps,8)))",interaction_alpha,accept,interaction_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Mul(mark_index_basis_bps,Sign(Delta(premium_close_bps,8)))",rescue_lane,reject,rescue_lane_non_rescue_tag,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,mark_index_basis_bps|premium_close_bps,2
,"Mul(mark_index_basis_bps,Sign(Mean(premium_close_bps,4)))",ordinary_alpha,accept,ordinary_alpha_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Mul(mark_index_basis_bps,Sign(Mean(premium_close_bps,4)))",interaction_alpha,accept,interaction_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Mul(mark_index_basis_bps,Sign(Mean(premium_close_bps,4)))",rescue_lane,reject,rescue_lane_non_rescue_tag,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,mark_index_basis_bps|premium_close_bps,2
,"Mul(mark_index_basis_bps,Sign(Mean(premium_close_bps,12)))",ordinary_alpha,accept,ordinary_alpha_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Mul(mark_index_basis_bps,Sign(Mean(premium_close_bps,12)))",interaction_alpha,accept,interaction_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Mul(mark_index_basis_bps,Sign(Mean(premium_close_bps,12)))",rescue_lane,reject,rescue_lane_non_rescue_tag,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,mark_index_basis_bps|premium_close_bps,2
,"Mul(mark_index_basis_bps,Sign(Mean(premium_close_bps,2)))",ordinary_alpha,accept,ordinary_alpha_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Mul(mark_index_basis_bps,Sign(Mean(premium_close_bps,2)))",interaction_alpha,accept,interaction_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Mul(mark_index_basis_bps,Sign(Mean(premium_close_bps,2)))",rescue_lane,reject,rescue_lane_non_rescue_tag,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,mark_index_basis_bps|premium_close_bps,2
,"Mul(ZScore(Mean(mark_index_basis_bps,1)),Sign(ZScore(Mean(premium_close_bps,4))))",ordinary_alpha,accept,ordinary_alpha_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Mul(ZScore(Mean(mark_index_basis_bps,1)),Sign(ZScore(Mean(premium_close_bps,4))))",interaction_alpha,accept,interaction_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Mul(ZScore(Mean(mark_index_basis_bps,1)),Sign(ZScore(Mean(premium_close_bps,4))))",rescue_lane,reject,rescue_lane_non_rescue_tag,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,mark_index_basis_bps|premium_close_bps,2
,"Mul(ZScore(Mean(mark_index_basis_bps,1)),Sign(ZScore(Mean(premium_close_bps,1))))",ordinary_alpha,accept,ordinary_alpha_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Mul(ZScore(Mean(mark_index_basis_bps,1)),Sign(ZScore(Mean(premium_close_bps,1))))",interaction_alpha,accept,interaction_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Mul(ZScore(Mean(mark_index_basis_bps,1)),Sign(ZScore(Mean(premium_close_bps,1))))",rescue_lane,reject,rescue_lane_non_rescue_tag,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,mark_index_basis_bps|premium_close_bps,2
,"Mul(ZScore(Mean(mark_index_basis_bps,1)),Sign(ZScore(Mean(premium_close_bps,2))))",ordinary_alpha,accept,ordinary_alpha_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Mul(ZScore(Mean(mark_index_basis_bps,1)),Sign(ZScore(Mean(premium_close_bps,2))))",interaction_alpha,accept,interaction_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Mul(ZScore(Mean(mark_index_basis_bps,1)),Sign(ZScore(Mean(premium_close_bps,2))))",rescue_lane,reject,rescue_lane_non_rescue_tag,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,mark_index_basis_bps|premium_close_bps,2
,"Mul(mark_index_basis_bps,Sign(ZScore(Mean(premium_close_bps,2))))",ordinary_alpha,accept,ordinary_alpha_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Mul(mark_index_basis_bps,Sign(ZScore(Mean(premium_close_bps,2))))",interaction_alpha,accept,interaction_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Mul(mark_index_basis_bps,Sign(ZScore(Mean(premium_close_bps,2))))",rescue_lane,reject,rescue_lane_non_rescue_tag,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,mark_index_basis_bps|premium_close_bps,2
,"Mul(mark_index_basis_bps,Sign(ZScore(Mean(premium_close_bps,1))))",ordinary_alpha,accept,ordinary_alpha_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Mul(mark_index_basis_bps,Sign(ZScore(Mean(premium_close_bps,1))))",interaction_alpha,accept,interaction_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Mul(mark_index_basis_bps,Sign(ZScore(Mean(premium_close_bps,1))))",rescue_lane,reject,rescue_lane_non_rescue_tag,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,mark_index_basis_bps|premium_close_bps,2
,"Mul(mark_index_basis_bps,Sign(ZScore(Mean(premium_close_bps,4))))",ordinary_alpha,accept,ordinary_alpha_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Mul(mark_index_basis_bps,Sign(ZScore(Mean(premium_close_bps,4))))",interaction_alpha,accept,interaction_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Mul(mark_index_basis_bps,Sign(ZScore(Mean(premium_close_bps,4))))",rescue_lane,reject,rescue_lane_non_rescue_tag,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,mark_index_basis_bps|premium_close_bps,2
,"Mul(mark_index_basis_bps,Sign(ZScore(Mean(premium_close_bps,8))))",ordinary_alpha,accept,ordinary_alpha_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Mul(mark_index_basis_bps,Sign(ZScore(Mean(premium_close_bps,8))))",interaction_alpha,accept,interaction_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Mul(mark_index_basis_bps,Sign(ZScore(Mean(premium_close_bps,8))))",rescue_lane,reject,rescue_lane_non_rescue_tag,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,mark_index_basis_bps|premium_close_bps,2
,"Mul(mark_index_basis_bps,Sign(ZScore(Mean(premium_close_bps,12))))",ordinary_alpha,accept,ordinary_alpha_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Mul(mark_index_basis_bps,Sign(ZScore(Mean(premium_close_bps,12))))",interaction_alpha,accept,interaction_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Mul(mark_index_basis_bps,Sign(ZScore(Mean(premium_close_bps,12))))",rescue_lane,reject,rescue_lane_non_rescue_tag,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,mark_index_basis_bps|premium_close_bps,2
,"Mul(mark_index_basis_bps,Sign(premium_close_bps))",ordinary_alpha,accept,ordinary_alpha_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Mul(mark_index_basis_bps,Sign(premium_close_bps))",interaction_alpha,accept,interaction_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Mul(mark_index_basis_bps,Sign(premium_close_bps))",rescue_lane,reject,rescue_lane_non_rescue_tag,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,mark_index_basis_bps|premium_close_bps,2
,"Mul(Delta(mark_index_basis_bps,1),premium_close_bps)",ordinary_alpha,accept,ordinary_alpha_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Mul(Delta(mark_index_basis_bps,1),premium_close_bps)",interaction_alpha,accept,interaction_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Mul(Delta(mark_index_basis_bps,1),premium_close_bps)",rescue_lane,reject,rescue_lane_non_rescue_tag,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,mark_index_basis_bps|premium_close_bps,2
,"Mul(Delta(mark_index_basis_bps,12),premium_close_bps)",ordinary_alpha,accept,ordinary_alpha_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Mul(Delta(mark_index_basis_bps,12),premium_close_bps)",interaction_alpha,accept,interaction_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Mul(Delta(mark_index_basis_bps,12),premium_close_bps)",rescue_lane,reject,rescue_lane_non_rescue_tag,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,mark_index_basis_bps|premium_close_bps,2
,"Mul(Mean(mark_index_basis_bps,2),premium_close_bps)",ordinary_alpha,accept,ordinary_alpha_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Mul(Mean(mark_index_basis_bps,2),premium_close_bps)",interaction_alpha,accept,interaction_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Mul(Mean(mark_index_basis_bps,2),premium_close_bps)",rescue_lane,reject,rescue_lane_non_rescue_tag,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,mark_index_basis_bps|premium_close_bps,2
,"Mul(Mean(mark_index_basis_bps,1),premium_close_bps)",ordinary_alpha,accept,ordinary_alpha_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Mul(Mean(mark_index_basis_bps,1),premium_close_bps)",interaction_alpha,accept,interaction_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Mul(Mean(mark_index_basis_bps,1),premium_close_bps)",rescue_lane,reject,rescue_lane_non_rescue_tag,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,mark_index_basis_bps|premium_close_bps,2
,"Mul(Mean(mark_index_basis_bps,12),premium_close_bps)",ordinary_alpha,accept,ordinary_alpha_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Mul(Mean(mark_index_basis_bps,12),premium_close_bps)",interaction_alpha,accept,interaction_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Mul(Mean(mark_index_basis_bps,12),premium_close_bps)",rescue_lane,reject,rescue_lane_non_rescue_tag,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,mark_index_basis_bps|premium_close_bps,2
,"Mul(Mean(mark_index_basis_bps,4),premium_close_bps)",ordinary_alpha,accept,ordinary_alpha_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Mul(Mean(mark_index_basis_bps,4),premium_close_bps)",interaction_alpha,accept,interaction_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Mul(Mean(mark_index_basis_bps,4),premium_close_bps)",rescue_lane,reject,rescue_lane_non_rescue_tag,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,mark_index_basis_bps|premium_close_bps,2
,"Mul(Mean(mark_index_basis_bps,8),premium_close_bps)",ordinary_alpha,accept,ordinary_alpha_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Mul(Mean(mark_index_basis_bps,8),premium_close_bps)",interaction_alpha,accept,interaction_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Mul(Mean(mark_index_basis_bps,8),premium_close_bps)",rescue_lane,reject,rescue_lane_non_rescue_tag,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,mark_index_basis_bps|premium_close_bps,2
,"Mul(Delta(mark_index_basis_bps,2),premium_close_bps)",ordinary_alpha,accept,ordinary_alpha_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Mul(Delta(mark_index_basis_bps,2),premium_close_bps)",interaction_alpha,accept,interaction_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Mul(Delta(mark_index_basis_bps,2),premium_close_bps)",rescue_lane,reject,rescue_lane_non_rescue_tag,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,mark_index_basis_bps|premium_close_bps,2
,"Mul(Delta(mark_index_basis_bps,4),premium_close_bps)",ordinary_alpha,accept,ordinary_alpha_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Mul(Delta(mark_index_basis_bps,4),premium_close_bps)",interaction_alpha,accept,interaction_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Mul(Delta(mark_index_basis_bps,4),premium_close_bps)",rescue_lane,reject,rescue_lane_non_rescue_tag,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,mark_index_basis_bps|premium_close_bps,2
,"Mul(Delta(mark_index_basis_bps,8),premium_close_bps)",ordinary_alpha,accept,ordinary_alpha_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Mul(Delta(mark_index_basis_bps,8),premium_close_bps)",interaction_alpha,accept,interaction_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Mul(Delta(mark_index_basis_bps,8),premium_close_bps)",rescue_lane,reject,rescue_lane_non_rescue_tag,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,mark_index_basis_bps|premium_close_bps,2
,"Mul(mark_index_basis_bps,premium_close_bps)",ordinary_alpha,accept,ordinary_alpha_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Mul(mark_index_basis_bps,premium_close_bps)",interaction_alpha,accept,interaction_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Mul(mark_index_basis_bps,premium_close_bps)",rescue_lane,reject,rescue_lane_non_rescue_tag,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,mark_index_basis_bps|premium_close_bps,2
,"Mul(ZScore(Mean(mark_index_basis_bps,4)),premium_close_bps)",ordinary_alpha,accept,ordinary_alpha_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Mul(ZScore(Mean(mark_index_basis_bps,4)),premium_close_bps)",interaction_alpha,accept,interaction_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Mul(ZScore(Mean(mark_index_basis_bps,4)),premium_close_bps)",rescue_lane,reject,rescue_lane_non_rescue_tag,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,mark_index_basis_bps|premium_close_bps,2
,"Mul(ZScore(Mean(mark_index_basis_bps,12)),premium_close_bps)",ordinary_alpha,accept,ordinary_alpha_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Mul(ZScore(Mean(mark_index_basis_bps,12)),premium_close_bps)",interaction_alpha,accept,interaction_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Mul(ZScore(Mean(mark_index_basis_bps,12)),premium_close_bps)",rescue_lane,reject,rescue_lane_non_rescue_tag,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,mark_index_basis_bps|premium_close_bps,2
,"Mul(ZScore(Mean(mark_index_basis_bps,8)),premium_close_bps)",ordinary_alpha,accept,ordinary_alpha_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Mul(ZScore(Mean(mark_index_basis_bps,8)),premium_close_bps)",interaction_alpha,accept,interaction_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Mul(ZScore(Mean(mark_index_basis_bps,8)),premium_close_bps)",rescue_lane,reject,rescue_lane_non_rescue_tag,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,mark_index_basis_bps|premium_close_bps,2
,"Mul(ZScore(Mean(mark_index_basis_bps,2)),premium_close_bps)",ordinary_alpha,accept,ordinary_alpha_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Mul(ZScore(Mean(mark_index_basis_bps,2)),premium_close_bps)",interaction_alpha,accept,interaction_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Mul(ZScore(Mean(mark_index_basis_bps,2)),premium_close_bps)",rescue_lane,reject,rescue_lane_non_rescue_tag,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,mark_index_basis_bps|premium_close_bps,2
,"Mul(ZScore(Mean(mark_index_basis_bps,1)),premium_close_bps)",ordinary_alpha,accept,ordinary_alpha_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Mul(ZScore(Mean(mark_index_basis_bps,1)),premium_close_bps)",interaction_alpha,accept,interaction_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Mul(ZScore(Mean(mark_index_basis_bps,1)),premium_close_bps)",rescue_lane,reject,rescue_lane_non_rescue_tag,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,mark_index_basis_bps|premium_close_bps,2
,"Mul(mark_index_basis_bps,ZScore(Mean(premium_close_bps,2)))",ordinary_alpha,accept,ordinary_alpha_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Mul(mark_index_basis_bps,ZScore(Mean(premium_close_bps,2)))",interaction_alpha,accept,interaction_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Mul(mark_index_basis_bps,ZScore(Mean(premium_close_bps,2)))",rescue_lane,reject,rescue_lane_non_rescue_tag,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,mark_index_basis_bps|premium_close_bps,2
,"Mul(mark_index_basis_bps,ZScore(Mean(premium_close_bps,1)))",ordinary_alpha,accept,ordinary_alpha_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Mul(mark_index_basis_bps,ZScore(Mean(premium_close_bps,1)))",interaction_alpha,accept,interaction_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Mul(mark_index_basis_bps,ZScore(Mean(premium_close_bps,1)))",rescue_lane,reject,rescue_lane_non_rescue_tag,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,mark_index_basis_bps|premium_close_bps,2
,"Mul(mark_index_basis_bps,ZScore(Mean(premium_close_bps,8)))",ordinary_alpha,accept,ordinary_alpha_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Mul(mark_index_basis_bps,ZScore(Mean(premium_close_bps,8)))",interaction_alpha,accept,interaction_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Mul(mark_index_basis_bps,ZScore(Mean(premium_close_bps,8)))",rescue_lane,reject,rescue_lane_non_rescue_tag,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,mark_index_basis_bps|premium_close_bps,2
,"Mul(mark_index_basis_bps,ZScore(Mean(premium_close_bps,12)))",ordinary_alpha,accept,ordinary_alpha_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Mul(mark_index_basis_bps,ZScore(Mean(premium_close_bps,12)))",interaction_alpha,accept,interaction_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Mul(mark_index_basis_bps,ZScore(Mean(premium_close_bps,12)))",rescue_lane,reject,rescue_lane_non_rescue_tag,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,mark_index_basis_bps|premium_close_bps,2
,"Mul(mark_index_basis_bps,ZScore(Mean(premium_close_bps,4)))",ordinary_alpha,accept,ordinary_alpha_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Mul(mark_index_basis_bps,ZScore(Mean(premium_close_bps,4)))",interaction_alpha,accept,interaction_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Mul(mark_index_basis_bps,ZScore(Mean(premium_close_bps,4)))",rescue_lane,reject,rescue_lane_non_rescue_tag,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,mark_index_basis_bps|premium_close_bps,2
,"Mul(ZScore(Mean(mark_index_basis_bps,1)),Mean(premium_close_bps,2))",ordinary_alpha,accept,ordinary_alpha_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Mul(ZScore(Mean(mark_index_basis_bps,1)),Mean(premium_close_bps,2))",interaction_alpha,accept,interaction_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Mul(ZScore(Mean(mark_index_basis_bps,1)),Mean(premium_close_bps,2))",rescue_lane,reject,rescue_lane_non_rescue_tag,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,mark_index_basis_bps|premium_close_bps,2
,"Mul(ZScore(Mean(mark_index_basis_bps,1)),Mean(premium_close_bps,8))",ordinary_alpha,accept,ordinary_alpha_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Mul(ZScore(Mean(mark_index_basis_bps,1)),Mean(premium_close_bps,8))",interaction_alpha,accept,interaction_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
,"Mul(ZScore(Mean(mark_index_basis_bps,1)),Mean(premium_close_bps,8))",rescue_lane,reject,rescue_lane_non_rescue_tag,A7INPUT_APPROVED_REDUNDANT_CAP|A7INPUT_APPROVED_SIGNAL_PRIMARY,mark_index_basis_bps|premium_close_bps,2
,"Mul(ZScore(Mean(mark_index_basis_bps,1)),Delta(premium_close_bps,8))",ordinary_alpha,accept,ordinary_alpha_allowed,ic_005|ic_013,mark_index_basis_bps|premium_close_bps,2
