status_file,shard_id,status,exit_code,started_at,ended_at,runtime,manifest_exists,status_manifest_conflict
D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7v3s0_reward_sharded_720h_r2_20260613\a7v3s0_reward_supplemental_48_63_status.csv,a7v3s0_reward_s055,failed,,2026-06-13T09:05:14Z,2026-06-13T09:30:14Z,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7v3s0_reward_sharded_720h_r2_20260613\shards\a7v3s0_reward_s055\reward_runtime,True,True
D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7v3s0_reward_sharded_720h_r2_20260613\a7v3s0_reward_supplemental_48_63_status.csv,a7v3s0_reward_s054,failed,,2026-06-13T09:03:34Z,2026-06-13T09:30:55Z,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7v3s0_reward_sharded_720h_r2_20260613\shards\a7v3s0_reward_s054\reward_runtime,True,True
D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7v3s0_reward_sharded_720h_r2_20260613\a7v3s0_reward_supplemental_48_63_status.csv,a7v3s0_reward_s056,failed,,2026-06-13T09:30:15Z,2026-06-13T09:56:35Z,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7v3s0_reward_sharded_720h_r2_20260613\shards\a7v3s0_reward_s056\reward_runtime,True,True
D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7v3s0_reward_sharded_720h_r2_20260613\a7v3s0_reward_supplemental_48_63_status.csv,a7v3s0_reward_s057,failed,,2026-06-13T09:30:55Z,2026-06-13T09:56:35Z,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7v3s0_reward_sharded_720h_r2_20260613\shards\a7v3s0_reward_s057\reward_runtime,True,True
D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7v3s0_reward_sharded_720h_r2_20260613\a7v3s0_reward_supplemental_48_63_status.csv,a7v3s0_reward_s059,failed,,2026-06-13T09:56:35Z,2026-06-13T10:24:36Z,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7v3s0_reward_sharded_720h_r2_20260613\shards\a7v3s0_reward_s059\reward_runtime,True,True
D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7v3s0_reward_sharded_720h_r2_20260613\a7v3s0_reward_supplemental_48_63_status.csv,a7v3s0_reward_s058,failed,,2026-06-13T09:56:35Z,2026-06-13T10:25:16Z,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7v3s0_reward_sharded_720h_r2_20260613\shards\a7v3s0_reward_s058\reward_runtime,True,True
D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7v3s0_reward_sharded_720h_r2_20260613\a7v3s0_reward_supplemental_48_63_status.csv,a7v3s0_reward_s060,failed,,2026-06-13T10:24:36Z,2026-06-13T10:51:37Z,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7v3s0_reward_sharded_720h_r2_20260613\shards\a7v3s0_reward_s060\reward_runtime,True,True
D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7v3s0_reward_sharded_720h_r2_20260613\a7v3s0_reward_supplemental_48_63_status.csv,a7v3s0_reward_s061,failed,,2026-06-13T10:25:16Z,2026-06-13T10:52:17Z,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7v3s0_reward_sharded_720h_r2_20260613\shards\a7v3s0_reward_s061\reward_runtime,True,True
D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7v3s0_reward_sharded_720h_r2_20260613\a7v3s0_reward_supplemental_48_63_status.csv,a7v3s0_reward_s062,failed,,2026-06-13T10:51:37Z,2026-06-13T11:16:38Z,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7v3s0_reward_sharded_720h_r2_20260613\shards\a7v3s0_reward_s062\reward_runtime,True,True
D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7v3s0_reward_sharded_720h_r2_20260613\a7v3s0_reward_supplemental_48_63_status.csv,a7v3s0_reward_s063,failed,,2026-06-13T10:52:17Z,2026-06-13T11:19:18Z,D:\HermesWorker\GDrive\AlphaFactory_CryptoData\research_runtime\a7v3s0_reward_sharded_720h_r2_20260613\shards\a7v3s0_reward_s063\reward_runtime,True,True
