candidate_id,cell,family,expression,fields,field_families,operators,windows,feature_role,diagnostic_only,static_valid,static_reject_reasons,expression_key,skeleton_key,production_key,label_or_future_field_count,lineage_allowed_fields,base_field_count,overlay_field_count,selected_for_a7al2l_replay_preflight,selector_reason
a7al2k_00ee9f9173e811d7,J0_oi_derived_state,derived_oi_price_state,"Mul(Sign(Delta(open_interest_value_mean,4)),Abs(ZScore(Delta(mark_close,168))))",mark_close|open_interest_value_mean,open_interest|price,Abs|Delta|Mul|Sign|ZScore,4|168,derived_interaction,False,True,,expr-b6313becb55e2ed8,skeleton-2d041ee3f5fce6d3,a7al2k_derived_generator::derived_oi_price_state::open_interest|price::4|168,0,2,2,0,True,selected_diversity_capped
a7al2k_0be87963cb9cf5ea,J0_oi_derived_state,derived_oi_price_state,"Mul(Sign(Delta(open_interest_last,504)),Abs(ZScore(Delta(trade_close,168))))",open_interest_last|trade_close,open_interest|price,Abs|Delta|Mul|Sign|ZScore,168|504,derived_interaction,False,True,,expr-4da2069ef718cfbf,skeleton-2d041ee3f5fce6d3,a7al2k_derived_generator::derived_oi_price_state::open_interest|price::168|504,0,2,2,1,True,selected_diversity_capped
a7al2k_000b2f43c9a9bc8d,J0_oi_derived_state,derived_oi_price_state,"Add(Rank(Mean(open_interest_mean,720)),Neg(Rank(Mean(mark_close,12))))",mark_close|open_interest_mean,open_interest|price,Add|Mean|Neg|Rank,12|720,derived_interaction,False,True,,expr-d6cbd12b251b888c,skeleton-014a9763a0041a9f,a7al2k_derived_generator::derived_oi_price_state::open_interest|price::12|720,0,2,2,0,True,selected_diversity_capped
a7al2k_0a32217905298711,J0_oi_derived_state,derived_oi_price_state,"Mul(Rank(Mean(Delta(open_interest_last,4),48)),Sign(Delta(index_close,24)))",index_close|open_interest_last,open_interest|price,Delta|Mean|Mul|Rank|Sign,4|24|48,derived_interaction,False,True,,expr-d634be5c744281b2,skeleton-ca868057ab9bb5ea,a7al2k_derived_generator::derived_oi_price_state::open_interest|price::4|24|48,0,2,2,1,True,selected_diversity_capped
a7al2k_0b5cf95f4dfdd96e,J0_oi_derived_state,derived_oi_price_state,"Mul(ZScore(Delta(open_interest_value_mean,24)),ZScore(Delta(trade_close,12)))",open_interest_value_mean|trade_close,open_interest|price,Delta|Mul|ZScore,12|24,derived_interaction,False,True,,expr-8d3c924fd978ed71,skeleton-c14ad246aa64fd6e,a7al2k_derived_generator::derived_oi_price_state::open_interest|price::12|24,0,2,2,0,True,selected_diversity_capped
a7al2k_0ada4fc510277746,J0_oi_derived_state,derived_oi_price_state,"Mul(Rank(Mean(Delta(open_interest_value_mean,168),504)),Sign(Delta(mark_close,720)))",mark_close|open_interest_value_mean,open_interest|price,Delta|Mean|Mul|Rank|Sign,168|504|720,derived_interaction,False,True,,expr-15c79d976c156584,skeleton-ca868057ab9bb5ea,a7al2k_derived_generator::derived_oi_price_state::open_interest|price::168|504|720,0,2,2,0,True,selected_diversity_capped
a7al2k_0c01ef5ffbdf07d7,J0_oi_derived_state,derived_oi_price_state,"Mul(Rank(Mean(Delta(open_interest_value_mean,12),504)),Sign(Delta(mark_close,48)))",mark_close|open_interest_value_mean,open_interest|price,Delta|Mean|Mul|Rank|Sign,12|48|504,derived_interaction,False,True,,expr-966446393a2ce929,skeleton-ca868057ab9bb5ea,a7al2k_derived_generator::derived_oi_price_state::open_interest|price::12|48|504,0,2,2,0,True,selected_diversity_capped
a7al2k_05e0f376a0fb50ab,J0_oi_derived_state,derived_oi_price_state,"Sub(Rank(Delta(open_interest_value_last,4)),Rank(Delta(open_interest_value_last,96)))",open_interest_value_last,open_interest,Delta|Rank|Sub,4|96,derived_interaction,False,True,,expr-d4aaa00d75baffe9,skeleton-8ad46b9059e6381f,a7al2k_derived_generator::derived_oi_price_state::open_interest::4|96,0,1,1,1,True,selected_diversity_capped
a7al2k_05947cee2ff27136,J0_oi_derived_state,derived_oi_price_state,"Add(ZScore(Delta(open_interest_last,96)),Neg(ZScore(Delta(mark_close,336))))",mark_close|open_interest_last,open_interest|price,Add|Delta|Neg|ZScore,96|336,derived_interaction,False,True,,expr-bc619d71ab060df1,skeleton-ce90f730823c326b,a7al2k_derived_generator::derived_oi_price_state::open_interest|price::96|336,0,2,2,1,True,selected_diversity_capped
a7al2k_06a439d22d783506,J0_oi_derived_state,derived_oi_price_state,"Sub(ZScore(Delta(open_interest_value_mean,48)),Rank(Delta(index_close,720)))",index_close|open_interest_value_mean,open_interest|price,Delta|Rank|Sub|ZScore,48|720,derived_interaction,False,True,,expr-fb3a2aed3934d7c8,skeleton-e3c6dc2a999ed3be,a7al2k_derived_generator::derived_oi_price_state::open_interest|price::48|720,0,2,2,0,True,selected_diversity_capped
a7al2k_00d89520d75bbd41,J0_oi_derived_state,derived_oi_price_state,"Add(ZScore(Delta(open_interest_value_last,24)),Neg(ZScore(Delta(trade_close,168))))",open_interest_value_last|trade_close,open_interest|price,Add|Delta|Neg|ZScore,24|168,derived_interaction,False,True,,expr-1da5ca4158e8edf2,skeleton-ce90f730823c326b,a7al2k_derived_generator::derived_oi_price_state::open_interest|price::24|168,0,2,2,1,True,selected_diversity_capped
a7al2k_0ac5ec39fbcacf9f,J0_oi_derived_state,derived_oi_price_state,"Mul(ZScore(Delta(open_interest_value_mean,720)),ZScore(Delta(index_close,48)))",index_close|open_interest_value_mean,open_interest|price,Delta|Mul|ZScore,48|720,derived_interaction,False,True,,expr-5c1aedcf85bec3b6,skeleton-c14ad246aa64fd6e,a7al2k_derived_generator::derived_oi_price_state::open_interest|price::48|720,0,2,2,0,True,selected_diversity_capped
a7al2k_0f982376236840f3,J0_oi_derived_state,derived_oi_price_state,"Add(ZScore(Mean(open_interest_mean,24)),Neg(ZScore(Mean(open_interest_mean,720))))",open_interest_mean,open_interest,Add|Mean|Neg|ZScore,24|720,derived_interaction,False,True,,expr-1f3e4f953e2dc364,skeleton-a352efeb5ebfebd6,a7al2k_derived_generator::derived_oi_price_state::open_interest::24|720,0,1,1,0,True,selected_diversity_capped
a7al2k_08e1a0d8e6a99733,J0_oi_derived_state,derived_oi_price_state,"Add(ZScore(Mean(open_interest_value_mean,168)),Neg(ZScore(Mean(open_interest_value_mean,504))))",open_interest_value_mean,open_interest,Add|Mean|Neg|ZScore,168|504,derived_interaction,False,True,,expr-66cfd2483f4a0cba,skeleton-a352efeb5ebfebd6,a7al2k_derived_generator::derived_oi_price_state::open_interest::168|504,0,1,1,0,True,selected_diversity_capped
a7al2k_02300416e13b2b90,J0_oi_derived_state,derived_oi_price_state,"Sub(ZScore(Mean(open_interest_value_last,720)),ZScore(Mean(open_interest_value_last,96)))",open_interest_value_last,open_interest,Mean|Sub|ZScore,96|720,derived_interaction,False,True,,expr-19d29effbfadeeff,skeleton-7762e3f46e546cc2,a7al2k_derived_generator::derived_oi_price_state::open_interest::96|720,0,1,1,1,True,selected_diversity_capped
a7al2k_0284e3d730cd2ace,J0_oi_derived_state,derived_oi_price_state,"Mul(ZScore(Delta(open_interest_mean,504)),ZScore(Delta(index_close,720)))",index_close|open_interest_mean,open_interest|price,Delta|Mul|ZScore,504|720,derived_interaction,False,True,,expr-f53c1b21c8a30f94,skeleton-c14ad246aa64fd6e,a7al2k_derived_generator::derived_oi_price_state::open_interest|price::504|720,0,2,2,0,True,selected_diversity_capped
a7al2k_09e91fd6263c0156,J0_oi_derived_state,derived_oi_price_state,"Sub(Abs(ZScore(Mean(open_interest_value_mean,168))),Abs(ZScore(Mean(trade_close,4))))",open_interest_value_mean|trade_close,open_interest|price,Abs|Mean|Sub|ZScore,4|168,derived_interaction,False,True,,expr-089890df7d96d9d7,skeleton-746e1c41665c2005,a7al2k_derived_generator::derived_oi_price_state::open_interest|price::4|168,0,2,2,0,True,selected_diversity_capped
a7al2k_07f70c165005e2a1,J0_oi_derived_state,derived_oi_price_state,"Add(Rank(Mean(open_interest_mean,168)),Neg(Rank(Mean(trade_close,4))))",open_interest_mean|trade_close,open_interest|price,Add|Mean|Neg|Rank,4|168,derived_interaction,False,True,,expr-97084a36b51fcd7d,skeleton-014a9763a0041a9f,a7al2k_derived_generator::derived_oi_price_state::open_interest|price::4|168,0,2,2,0,True,selected_diversity_capped
a7al2k_086e152c31cc3b70,J0_oi_derived_state,derived_oi_price_state,"Mul(Sign(Delta(open_interest_value_mean,96)),Abs(ZScore(Delta(trade_close,8))))",open_interest_value_mean|trade_close,open_interest|price,Abs|Delta|Mul|Sign|ZScore,8|96,derived_interaction,False,True,,expr-686e599b8652b212,skeleton-2d041ee3f5fce6d3,a7al2k_derived_generator::derived_oi_price_state::open_interest|price::8|96,0,2,2,0,True,selected_diversity_capped
a7al2k_0293e0ba2eb2cd5d,J0_oi_derived_state,derived_oi_price_state,"Mul(Sign(Delta(open_interest_value_last,24)),Abs(ZScore(Delta(mark_close,48))))",mark_close|open_interest_value_last,open_interest|price,Abs|Delta|Mul|Sign|ZScore,24|48,derived_interaction,False,True,,expr-fd8eb1e38470343f,skeleton-2d041ee3f5fce6d3,a7al2k_derived_generator::derived_oi_price_state::open_interest|price::24|48,0,2,2,1,True,selected_diversity_capped
a7al2k_063b28f2f9d781f7,J0_oi_derived_state,derived_oi_price_state,"Mul(Sign(Delta(open_interest_value_mean,72)),Abs(ZScore(Delta(index_close,24))))",index_close|open_interest_value_mean,open_interest|price,Abs|Delta|Mul|Sign|ZScore,24|72,derived_interaction,False,True,,expr-1e3e59b274852364,skeleton-2d041ee3f5fce6d3,a7al2k_derived_generator::derived_oi_price_state::open_interest|price::24|72,0,2,2,0,True,selected_diversity_capped
a7al2k_01298a6b5902f416,J0_oi_derived_state,derived_oi_price_state,"ZScore(Mean(Delta(open_interest_mean,168),720))",open_interest_mean,open_interest,Delta|Mean|ZScore,168|720,derived_interaction,False,True,,expr-34ac3b6a52edda0b,skeleton-8136d338878cf964,a7al2k_derived_generator::derived_oi_price_state::open_interest::168|720,0,1,1,0,True,selected_diversity_capped
a7al2k_02715e2cd53bb0f2,J0_oi_derived_state,derived_oi_price_state,"Sub(Rank(Delta(open_interest_mean,48)),Rank(Delta(open_interest_mean,12)))",open_interest_mean,open_interest,Delta|Rank|Sub,12|48,derived_interaction,False,True,,expr-f9e1cdfa72a2068d,skeleton-8ad46b9059e6381f,a7al2k_derived_generator::derived_oi_price_state::open_interest::12|48,0,1,1,0,True,selected_diversity_capped
a7al2k_036407741848d4cb,J0_oi_derived_state,derived_oi_price_state,"Mul(Sign(Delta(open_interest_mean,72)),Abs(ZScore(Delta(index_close,8))))",index_close|open_interest_mean,open_interest|price,Abs|Delta|Mul|Sign|ZScore,8|72,derived_interaction,False,True,,expr-e2ffd48588a5e12d,skeleton-2d041ee3f5fce6d3,a7al2k_derived_generator::derived_oi_price_state::open_interest|price::8|72,0,2,2,0,True,selected_diversity_capped
a7al2k_0d758dff02aad744,J0_oi_derived_state,derived_oi_price_state,"Add(ZScore(Mean(open_interest_value_last,336)),Neg(ZScore(Mean(open_interest_value_last,504))))",open_interest_value_last,open_interest,Add|Mean|Neg|ZScore,336|504,derived_interaction,False,True,,expr-47dde915833f4961,skeleton-a352efeb5ebfebd6,a7al2k_derived_generator::derived_oi_price_state::open_interest::336|504,0,1,1,1,True,selected_diversity_capped
a7al2k_03106ec36f7eed15,J1_vol_range_structure,derived_vol_range_state,"Mul(Sign(Delta(trade_close,24)),Abs(ZScore(Mean(Sub(trade_high,mark_low),48))))",mark_low|trade_close|trade_high,price|volatility,Abs|Delta|Mean|Mul|Sign|Sub|ZScore,24|48,derived_rolling,False,True,,expr-b438c87b59dabdc9,skeleton-12ffbf7356c826e6,a7al2k_derived_generator::derived_vol_range_state::price|volatility::24|48,0,3,3,0,True,selected_diversity_capped
a7al2k_027389c8d36da482,J1_vol_range_structure,derived_vol_range_state,"Mul(ZScore(Mean(Sub(mark_high,trade_low),24)),Neg(ZScore(Delta(mark_close,24))))",mark_close|mark_high|trade_low,price|volatility,Delta|Mean|Mul|Neg|Sub|ZScore,24,derived_rolling,False,True,,expr-3a8413b738eb704a,skeleton-35efa2009f945bfc,a7al2k_derived_generator::derived_vol_range_state::price|volatility::24,0,3,3,0,True,selected_diversity_capped
a7al2k_1290c2abb3c7eb98,J1_vol_range_structure,derived_vol_range_state,"Add(ZScore(Mean(Sub(index_high,trade_low),504)),Neg(Rank(Delta(Sub(index_high,trade_low),72))))",index_high|trade_low,volatility,Add|Delta|Mean|Neg|Rank|Sub|ZScore,72|504,derived_rolling,False,True,,expr-d88711d7576ec2bc,skeleton-ad318e3c41b7b533,a7al2k_derived_generator::derived_vol_range_state::volatility::72|504,0,2,2,0,True,selected_diversity_capped
a7al2k_17b43bd92ea7ec2a,J1_vol_range_structure,derived_vol_range_state,"Sub(ZScore(Mean(Sub(trade_high,index_low),12)),ZScore(Mean(Sub(trade_high,index_low),720)))",index_low|trade_high,volatility,Mean|Sub|ZScore,12|720,derived_rolling,False,True,,expr-8d96bb60bfdc9404,skeleton-0832df95e6e6cca1,a7al2k_derived_generator::derived_vol_range_state::volatility::12|720,0,2,2,0,True,selected_diversity_capped
a7al2k_35aa2a177082a785,J1_vol_range_structure,derived_vol_range_state,"Rank(Mean(Sub(index_high,mark_low),96))",index_high|mark_low,volatility,Mean|Rank|Sub,96,derived_rolling,False,True,,expr-e9dcc873e37382e1,skeleton-6f8455dd7afde698,a7al2k_derived_generator::derived_vol_range_state::volatility::96,0,2,2,0,True,selected_diversity_capped
a7al2k_2c96b78216780299,J1_vol_range_structure,derived_vol_range_state,"Sub(ZScore(Mean(Sub(index_high,mark_low),96)),ZScore(Mean(Sub(index_high,mark_low),504)))",index_high|mark_low,volatility,Mean|Sub|ZScore,96|504,derived_rolling,False,True,,expr-5edb6355208e64d2,skeleton-0832df95e6e6cca1,a7al2k_derived_generator::derived_vol_range_state::volatility::96|504,0,2,2,0,True,selected_diversity_capped
a7al2k_090edef3f28228a9,J1_vol_range_structure,derived_vol_range_state,"Mul(Rank(Mean(Sub(index_high,index_low),504)),Sign(Delta(Sub(index_high,index_low),12)))",index_high|index_low,volatility,Delta|Mean|Mul|Rank|Sign|Sub,12|504,derived_rolling,False,True,,expr-f724419715133f89,skeleton-866a23554f015e28,a7al2k_derived_generator::derived_vol_range_state::volatility::12|504,0,2,2,0,True,selected_diversity_capped
a7al2k_12209d64e956f724,J1_vol_range_structure,derived_vol_range_state,"Add(Rank(Delta(mark_close,4)),Neg(Rank(Mean(Sub(trade_high,index_low),168))))",index_low|mark_close|trade_high,price|volatility,Add|Delta|Mean|Neg|Rank|Sub,4|168,derived_rolling,False,True,,expr-c45bdf9bd953d093,skeleton-35d255b2372c2837,a7al2k_derived_generator::derived_vol_range_state::price|volatility::4|168,0,3,3,0,True,selected_diversity_capped
a7al2k_1f720a1d09e3c5cc,J1_vol_range_structure,derived_vol_range_state,"Add(ZScore(Mean(Sub(trade_high,trade_low),336)),Neg(Rank(Delta(Sub(trade_high,trade_low),72))))",trade_high|trade_low,volatility,Add|Delta|Mean|Neg|Rank|Sub|ZScore,72|336,derived_rolling,False,True,,expr-09c1767eefe95dc6,skeleton-ad318e3c41b7b533,a7al2k_derived_generator::derived_vol_range_state::volatility::72|336,0,2,2,0,True,selected_diversity_capped
a7al2k_2f372f5224a4fc0f,J1_vol_range_structure,derived_vol_range_state,"Sub(ZScore(Mean(Sub(mark_high,trade_low),168)),ZScore(Mean(Sub(mark_high,trade_low),720)))",mark_high|trade_low,volatility,Mean|Sub|ZScore,168|720,derived_rolling,False,True,,expr-fda1a736ad3d0d51,skeleton-0832df95e6e6cca1,a7al2k_derived_generator::derived_vol_range_state::volatility::168|720,0,2,2,0,True,selected_diversity_capped
a7al2k_0041e6ed001f2431,J1_vol_range_structure,derived_vol_range_state,"Sub(Abs(ZScore(Delta(mark_close,336))),Abs(ZScore(Delta(Sub(mark_high,trade_low),504))))",mark_close|mark_high|trade_low,price|volatility,Abs|Delta|Sub|ZScore,336|504,derived_rolling,False,True,,expr-2d18333f653bfd96,skeleton-05f47470b9ac0543,a7al2k_derived_generator::derived_vol_range_state::price|volatility::336|504,0,3,3,0,True,selected_diversity_capped
a7al2k_09422d41aae62771,J1_vol_range_structure,derived_vol_range_state,"Mul(Sign(Delta(trade_close,96)),Abs(ZScore(Mean(Sub(trade_high,index_low),4))))",index_low|trade_close|trade_high,price|volatility,Abs|Delta|Mean|Mul|Sign|Sub|ZScore,4|96,derived_rolling,False,True,,expr-72a58f4bac515d01,skeleton-12ffbf7356c826e6,a7al2k_derived_generator::derived_vol_range_state::price|volatility::4|96,0,3,3,0,True,selected_diversity_capped
a7al2k_144c9e393965bfa2,J1_vol_range_structure,derived_vol_range_state,"Sub(Abs(ZScore(Delta(index_close,24))),Abs(ZScore(Delta(Sub(index_high,mark_low),4))))",index_close|index_high|mark_low,price|volatility,Abs|Delta|Sub|ZScore,4|24,derived_rolling,False,True,,expr-08fa330591a6a891,skeleton-05f47470b9ac0543,a7al2k_derived_generator::derived_vol_range_state::price|volatility::4|24,0,3,3,0,True,selected_diversity_capped
a7al2k_2c1bece8d34b7c5e,J1_vol_range_structure,derived_vol_range_state,"Rank(Mean(Sub(mark_high,trade_low),72))",mark_high|trade_low,volatility,Mean|Rank|Sub,72,derived_rolling,False,True,,expr-5a5e4385a1bbeedb,skeleton-6f8455dd7afde698,a7al2k_derived_generator::derived_vol_range_state::volatility::72,0,2,2,0,True,selected_diversity_capped
a7al2k_220535d4e513e24e,J1_vol_range_structure,derived_vol_range_state,"Sub(ZScore(Mean(Sub(mark_high,mark_low),12)),ZScore(Mean(Sub(mark_high,mark_low),504)))",mark_high|mark_low,volatility,Mean|Sub|ZScore,12|504,derived_rolling,False,True,,expr-317ce1b4726c6b25,skeleton-0832df95e6e6cca1,a7al2k_derived_generator::derived_vol_range_state::volatility::12|504,0,2,2,0,True,selected_diversity_capped
a7al2k_00ab7c605a2c8e10,J1_vol_range_structure,derived_vol_range_state,"Mul(ZScore(Mean(Sub(trade_high,trade_low),504)),Neg(ZScore(Delta(mark_close,336))))",mark_close|trade_high|trade_low,price|volatility,Delta|Mean|Mul|Neg|Sub|ZScore,336|504,derived_rolling,False,True,,expr-3ad60d7c817e5015,skeleton-35efa2009f945bfc,a7al2k_derived_generator::derived_vol_range_state::price|volatility::336|504,0,3,3,0,True,selected_diversity_capped
a7al2k_2c6c0bf878d86354,J1_vol_range_structure,derived_vol_range_state,"Add(ZScore(Mean(Sub(index_high,trade_low),24)),Neg(Rank(Delta(Sub(index_high,trade_low),72))))",index_high|trade_low,volatility,Add|Delta|Mean|Neg|Rank|Sub|ZScore,24|72,derived_rolling,False,True,,expr-0794208a6f908a49,skeleton-ad318e3c41b7b533,a7al2k_derived_generator::derived_vol_range_state::volatility::24|72,0,2,2,0,True,selected_diversity_capped
a7al2k_157ffd1c7429cc92,J1_vol_range_structure,derived_vol_range_state,"Sub(ZScore(Mean(Sub(trade_high,mark_low),4)),ZScore(Mean(Sub(trade_high,mark_low),168)))",mark_low|trade_high,volatility,Mean|Sub|ZScore,4|168,derived_rolling,False,True,,expr-52c4413b87bd1165,skeleton-0832df95e6e6cca1,a7al2k_derived_generator::derived_vol_range_state::volatility::4|168,0,2,2,0,True,selected_diversity_capped
a7al2k_0468947143e6f5ea,J1_vol_range_structure,derived_vol_range_state,"Sub(Abs(ZScore(Delta(mark_close,8))),Abs(ZScore(Delta(Sub(trade_high,mark_low),24))))",mark_close|mark_low|trade_high,price|volatility,Abs|Delta|Sub|ZScore,8|24,derived_rolling,False,True,,expr-3633b304c8071932,skeleton-05f47470b9ac0543,a7al2k_derived_generator::derived_vol_range_state::price|volatility::8|24,0,3,3,0,True,selected_diversity_capped
a7al2k_1150d95fb30558dd,J1_vol_range_structure,derived_vol_range_state,"Sub(Abs(ZScore(Delta(mark_close,720))),Abs(ZScore(Delta(Sub(trade_high,trade_low),48))))",mark_close|trade_high|trade_low,price|volatility,Abs|Delta|Sub|ZScore,48|720,derived_rolling,False,True,,expr-30eb6530e79d4b3f,skeleton-05f47470b9ac0543,a7al2k_derived_generator::derived_vol_range_state::price|volatility::48|720,0,3,3,0,True,selected_diversity_capped
a7al2k_283037738c20910c,J1_vol_range_structure,derived_vol_range_state,"Mul(Rank(Mean(Sub(trade_high,index_low),168)),Sign(Delta(Sub(trade_high,index_low),24)))",index_low|trade_high,volatility,Delta|Mean|Mul|Rank|Sign|Sub,24|168,derived_rolling,False,True,,expr-240fc16947ce0b2e,skeleton-866a23554f015e28,a7al2k_derived_generator::derived_vol_range_state::volatility::24|168,0,2,2,0,True,selected_diversity_capped
a7al2k_17d93fb40197b533,J1_vol_range_structure,derived_vol_range_state,"Mul(Sign(Delta(Sub(trade_high,mark_low),72)),ZScore(Mean(Sub(trade_high,mark_low),96)))",mark_low|trade_high,volatility,Delta|Mean|Mul|Sign|Sub|ZScore,72|96,derived_rolling,False,True,,expr-9767f30cf5797a56,skeleton-b7bb5c50c8251e82,a7al2k_derived_generator::derived_vol_range_state::volatility::72|96,0,2,2,0,True,selected_diversity_capped
a7al2k_0aa639c7a57e230a,J1_vol_range_structure,derived_vol_range_state,"Mul(ZScore(Mean(Sub(trade_high,trade_low),8)),Neg(ZScore(Delta(trade_close,168))))",trade_close|trade_high|trade_low,price|volatility,Delta|Mean|Mul|Neg|Sub|ZScore,8|168,derived_rolling,False,True,,expr-031ede3ac0053ac8,skeleton-35efa2009f945bfc,a7al2k_derived_generator::derived_vol_range_state::price|volatility::8|168,0,3,3,0,True,selected_diversity_capped
a7al2k_2a70c4dc91fabdee,J1_vol_range_structure,derived_vol_range_state,"ZScore(Delta(Sub(mark_high,trade_low),4))",mark_high|trade_low,volatility,Delta|Sub|ZScore,4,derived_rolling,False,True,,expr-476d4c6d405cfc45,skeleton-b955b6174c225bbd,a7al2k_derived_generator::derived_vol_range_state::volatility::4,0,2,2,0,True,selected_diversity_capped
a7al2k_06d6d95c0f1e9f93,J1_vol_range_structure,derived_vol_range_state,"Add(Rank(Mean(Abs(Delta(index_close,504)),504)),Neg(ZScore(Mean(Sub(mark_high,mark_low),504))))",index_close|mark_high|mark_low,price|volatility,Abs|Add|Delta|Mean|Neg|Rank|Sub|ZScore,504,derived_rolling,False,True,,expr-50abbf9f0bbc8ed6,skeleton-4895e75e04d1e9ff,a7al2k_derived_generator::derived_vol_range_state::price|volatility::504,0,3,3,0,True,selected_diversity_capped
a7al2k_06e9a073c7cb6e20,J1_vol_range_structure,derived_vol_range_state,"Add(ZScore(Mean(Sub(index_high,index_low),336)),Neg(Rank(Delta(Sub(index_high,index_low),96))))",index_high|index_low,volatility,Add|Delta|Mean|Neg|Rank|Sub|ZScore,96|336,derived_rolling,False,True,,expr-7f240e2e99570d1d,skeleton-ad318e3c41b7b533,a7al2k_derived_generator::derived_vol_range_state::volatility::96|336,0,2,2,0,True,selected_diversity_capped
a7al2k_129021b150e0306d,J1_vol_range_structure,derived_vol_range_state,"ZScore(Delta(Sub(index_high,trade_low),336))",index_high|trade_low,volatility,Delta|Sub|ZScore,336,derived_rolling,False,True,,expr-c1812c79f777f456,skeleton-b955b6174c225bbd,a7al2k_derived_generator::derived_vol_range_state::volatility::336,0,2,2,0,True,selected_diversity_capped
a7al2k_0b9723630f2dab6a,J1_vol_range_structure,derived_vol_range_state,"Add(Rank(Mean(Abs(Delta(index_close,96)),168)),Neg(ZScore(Mean(Sub(mark_high,index_low),720))))",index_close|index_low|mark_high,price|volatility,Abs|Add|Delta|Mean|Neg|Rank|Sub|ZScore,96|168|720,derived_rolling,False,True,,expr-94247c08d094f75d,skeleton-4895e75e04d1e9ff,a7al2k_derived_generator::derived_vol_range_state::price|volatility::96|168|720,0,3,3,0,True,selected_diversity_capped
a7al2k_2f5b4adf2ab70101,J1_vol_range_structure,derived_vol_range_state,"Sub(ZScore(Mean(Sub(trade_high,mark_low),504)),ZScore(Mean(Sub(trade_high,mark_low),48)))",mark_low|trade_high,volatility,Mean|Sub|ZScore,48|504,derived_rolling,False,True,,expr-8f37eadadf6dedac,skeleton-0832df95e6e6cca1,a7al2k_derived_generator::derived_vol_range_state::volatility::48|504,0,2,2,0,True,selected_diversity_capped
a7al2k_20561a58e329028e,J1_vol_range_structure,derived_vol_range_state,"ZScore(Delta(Sub(index_high,mark_low),96))",index_high|mark_low,volatility,Delta|Sub|ZScore,96,derived_rolling,False,True,,expr-d35638cfd59f7371,skeleton-b955b6174c225bbd,a7al2k_derived_generator::derived_vol_range_state::volatility::96,0,2,2,0,True,selected_diversity_capped
a7al2k_0b5524e5ddc6be90,J1_vol_range_structure,derived_vol_range_state,"Add(Rank(Delta(trade_close,4)),Neg(Rank(Mean(Sub(index_high,index_low),168))))",index_high|index_low|trade_close,price|volatility,Add|Delta|Mean|Neg|Rank|Sub,4|168,derived_rolling,False,True,,expr-5d21dac553038f6e,skeleton-35d255b2372c2837,a7al2k_derived_generator::derived_vol_range_state::price|volatility::4|168,0,3,3,0,True,selected_diversity_capped
a7al2k_3434222b99c93a89,J1_vol_range_structure,derived_vol_range_state,"Mul(Sign(Delta(Sub(mark_high,index_low),4)),ZScore(Mean(Sub(mark_high,index_low),336)))",index_low|mark_high,volatility,Delta|Mean|Mul|Sign|Sub|ZScore,4|336,derived_rolling,False,True,,expr-d7a57c2513803bfa,skeleton-b7bb5c50c8251e82,a7al2k_derived_generator::derived_vol_range_state::volatility::4|336,0,2,2,0,True,selected_diversity_capped
a7al2k_11636298497e62c9,J1_vol_range_structure,derived_vol_range_state,"Sub(Abs(ZScore(Delta(index_close,8))),Abs(ZScore(Delta(Sub(trade_high,mark_low),168))))",index_close|mark_low|trade_high,price|volatility,Abs|Delta|Sub|ZScore,8|168,derived_rolling,False,True,,expr-6faf28f63e0d58c1,skeleton-05f47470b9ac0543,a7al2k_derived_generator::derived_vol_range_state::price|volatility::8|168,0,3,3,0,True,selected_diversity_capped
a7al2k_138073fc38e6486a,J1_vol_range_structure,derived_vol_range_state,"Add(ZScore(Mean(Sub(index_high,mark_low),48)),Neg(Rank(Delta(Sub(index_high,mark_low),8))))",index_high|mark_low,volatility,Add|Delta|Mean|Neg|Rank|Sub|ZScore,8|48,derived_rolling,False,True,,expr-cd7b08f34948d213,skeleton-ad318e3c41b7b533,a7al2k_derived_generator::derived_vol_range_state::volatility::8|48,0,2,2,0,True,selected_diversity_capped
a7al2k_2478466ab82b1587,J1_vol_range_structure,derived_vol_range_state,"Add(ZScore(Mean(Sub(mark_high,trade_low),336)),Neg(Rank(Delta(Sub(mark_high,trade_low),72))))",mark_high|trade_low,volatility,Add|Delta|Mean|Neg|Rank|Sub|ZScore,72|336,derived_rolling,False,True,,expr-86d3a80afba702e6,skeleton-ad318e3c41b7b533,a7al2k_derived_generator::derived_vol_range_state::volatility::72|336,0,2,2,0,True,selected_diversity_capped
a7al2k_18f17091cc400e70,J1_vol_range_structure,derived_vol_range_state,"Add(ZScore(Mean(Sub(trade_high,index_low),504)),Neg(Rank(Delta(Sub(trade_high,index_low),48))))",index_low|trade_high,volatility,Add|Delta|Mean|Neg|Rank|Sub|ZScore,48|504,derived_rolling,False,True,,expr-0cd6fb40b0355e1c,skeleton-ad318e3c41b7b533,a7al2k_derived_generator::derived_vol_range_state::volatility::48|504,0,2,2,0,True,selected_diversity_capped
a7al2k_24f658773ffdbf8b,J1_vol_range_structure,derived_vol_range_state,"Mul(Sign(Delta(Sub(trade_high,mark_low),48)),ZScore(Mean(Sub(trade_high,mark_low),168)))",mark_low|trade_high,volatility,Delta|Mean|Mul|Sign|Sub|ZScore,48|168,derived_rolling,False,True,,expr-47edcf166fa675f2,skeleton-b7bb5c50c8251e82,a7al2k_derived_generator::derived_vol_range_state::volatility::48|168,0,2,2,0,True,selected_diversity_capped
