subgraph_id,expression,raw_inputs,candidate_roles,semantic_pairs,motifs,formula_gen_gate,semantic_bucket,motif_bucket,raw_input_count,expr_len
sg_0b772eefebaf73a1,"Mul(Neg(ZScore(open_interest_mean)),Sign(trade_return_1h))",open_interest_mean;trade_return_1h,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only,open_interest_like|price_like,mean_reversion_gate,2,58
sg_b9549a10756f3f24,"Mul(Neg(ZScore(open_interest_last)),Sign(trade_return_1h))",open_interest_last;trade_return_1h,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only,open_interest_like|price_like,mean_reversion_gate,2,58
sg_5e8ca7c881abf354,"Mul(Neg(ZScore(open_interest_last)),Sign(trade_return_24h))",open_interest_last;trade_return_24h,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only,open_interest_like|price_like,mean_reversion_gate,2,59
sg_134fa50c6f869234,"Mul(Neg(ZScore(open_interest_mean)),Sign(Mean(trade_close,4)))",open_interest_mean;trade_close,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only,open_interest_like|price_like,mean_reversion_gate,2,62
sg_329f44ad5b73382c,"Mul(Neg(ZScore(Mean(open_interest_mean,8))),Sign(trade_close))",open_interest_mean;trade_close,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only,open_interest_like|price_like,mean_reversion_gate,2,62
sg_35021d0e4fbe1bee,"Mul(Neg(ZScore(Mean(open_interest_mean,4))),Sign(trade_close))",open_interest_mean;trade_close,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only,open_interest_like|price_like,mean_reversion_gate,2,62
sg_6fabbbe663879dda,"Mul(Neg(ZScore(Mean(open_interest_last,8))),Sign(trade_close))",open_interest_last;trade_close,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only,open_interest_like|price_like,mean_reversion_gate,2,62
sg_77fa9fc8e81c0868,"Mul(Neg(ZScore(open_interest_last)),Sign(Mean(trade_close,4)))",open_interest_last;trade_close,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only,open_interest_like|price_like,mean_reversion_gate,2,62
sg_780750af21c90f80,"Mul(Neg(ZScore(open_interest_last)),Sign(Mean(trade_close,8)))",open_interest_last;trade_close,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only,open_interest_like|price_like,mean_reversion_gate,2,62
sg_9607f49814b1c97f,"Mul(Neg(ZScore(open_interest_mean)),Sign(Mean(trade_close,8)))",open_interest_mean;trade_close,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only,open_interest_like|price_like,mean_reversion_gate,2,62
sg_9d0c39ff2814d1bb,"Mul(Neg(ZScore(Mean(open_interest_last,4))),Sign(trade_close))",open_interest_last;trade_close,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only,open_interest_like|price_like,mean_reversion_gate,2,62
sg_0e09368dcdbb100b,"Mul(Neg(ZScore(open_interest_mean)),Sign(Delta(trade_close,4)))",open_interest_mean;trade_close,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only,open_interest_like|price_like,mean_reversion_gate,2,63
sg_236efa6bf5b5f469,"Mul(Neg(ZScore(open_interest_last)),Sign(Delta(trade_close,4)))",open_interest_last;trade_close,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only,open_interest_like|price_like,mean_reversion_gate,2,63
sg_2dc8041994695351,"Mul(Neg(ZScore(Mean(open_interest_last,24))),Sign(trade_close))",open_interest_last;trade_close,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only,open_interest_like|price_like,mean_reversion_gate,2,63
sg_314adc511abf6592,"Mul(Neg(ZScore(open_interest_last)),Sign(Mean(trade_close,24)))",open_interest_last;trade_close,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only,open_interest_like|price_like,mean_reversion_gate,2,63
sg_4c4cfff5da7b6cd6,"Mul(Neg(ZScore(Mean(open_interest_mean,24))),Sign(trade_close))",open_interest_mean;trade_close,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only,open_interest_like|price_like,mean_reversion_gate,2,63
sg_5600f1eb0c46d129,"Mul(Neg(ZScore(Delta(open_interest_mean,8))),Sign(trade_close))",open_interest_mean;trade_close,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only,open_interest_like|price_like,mean_reversion_gate,2,63
sg_56c75274f35aceb3,"Mul(Neg(ZScore(open_interest_mean)),Sign(Delta(trade_close,8)))",open_interest_mean;trade_close,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only,open_interest_like|price_like,mean_reversion_gate,2,63
sg_59d13eef11af5eda,"Mul(Neg(ZScore(Delta(open_interest_mean,4))),Sign(trade_close))",open_interest_mean;trade_close,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only,open_interest_like|price_like,mean_reversion_gate,2,63
sg_94d4e461932826e7,"Mul(Neg(ZScore(open_interest_last)),Sign(Delta(trade_close,8)))",open_interest_last;trade_close,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only,open_interest_like|price_like,mean_reversion_gate,2,63
sg_989a570b3a6ff11b,"Mul(Neg(ZScore(Delta(open_interest_last,4))),Sign(trade_close))",open_interest_last;trade_close,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only,open_interest_like|price_like,mean_reversion_gate,2,63
sg_bb7f515d8b4a4a58,"Mul(Neg(ZScore(open_interest_mean)),Sign(Mean(trade_close,24)))",open_interest_mean;trade_close,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only,open_interest_like|price_like,mean_reversion_gate,2,63
sg_e81a62a8148494a8,"Mul(Neg(ZScore(Delta(open_interest_last,8))),Sign(trade_close))",open_interest_last;trade_close,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only,open_interest_like|price_like,mean_reversion_gate,2,63
sg_0c03203dd463c06b,"Mul(Neg(ZScore(open_interest_mean)),Sign(Delta(trade_close,24)))",open_interest_mean;trade_close,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only,open_interest_like|price_like,mean_reversion_gate,2,64
sg_82ea865c6dae9493,"Mul(Neg(ZScore(open_interest_last)),Sign(Delta(trade_close,24)))",open_interest_last;trade_close,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only,open_interest_like|price_like,mean_reversion_gate,2,64
sg_dca7e3ffd7b1b0ae,"Mul(Neg(ZScore(Delta(open_interest_mean,24))),Sign(trade_close))",open_interest_mean;trade_close,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only,open_interest_like|price_like,mean_reversion_gate,2,64
sg_e42174b9234057db,"Mul(Neg(ZScore(Delta(open_interest_last,24))),Sign(trade_close))",open_interest_last;trade_close,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only,open_interest_like|price_like,mean_reversion_gate,2,64
sg_3c33bc975499515d,"Mul(Neg(ZScore(Mean(open_interest_last,4))),Sign(trade_return_1h))",open_interest_last;trade_return_1h,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only,open_interest_like|price_like,mean_reversion_gate,2,66
sg_4409af6f6f7c3875,"Mul(Neg(ZScore(open_interest_last)),Sign(Mean(trade_return_1h,8)))",open_interest_last;trade_return_1h,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only,open_interest_like|price_like,mean_reversion_gate,2,66
sg_7bc9caa1d0f58d05,"Mul(Neg(ZScore(open_interest_last)),Sign(Mean(trade_return_1h,4)))",open_interest_last;trade_return_1h,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only,open_interest_like|price_like,mean_reversion_gate,2,66
sg_8de744d1625fcb56,"Mul(Neg(ZScore(Mean(open_interest_last,8))),Sign(trade_return_1h))",open_interest_last;trade_return_1h,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only,open_interest_like|price_like,mean_reversion_gate,2,66
sg_eb69a606edb7505c,"Mul(Neg(ZScore(Mean(open_interest_mean,4))),Sign(trade_return_1h))",open_interest_mean;trade_return_1h,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only,open_interest_like|price_like,mean_reversion_gate,2,66
sg_f328ed338740754f,"Mul(Neg(ZScore(open_interest_mean)),Sign(Mean(trade_return_1h,8)))",open_interest_mean;trade_return_1h,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only,open_interest_like|price_like,mean_reversion_gate,2,66
sg_f7d40cc263418ecb,"Mul(Neg(ZScore(open_interest_mean)),Sign(Mean(trade_return_1h,4)))",open_interest_mean;trade_return_1h,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only,open_interest_like|price_like,mean_reversion_gate,2,66
sg_3bbd1ea8993a5bd9,"Mul(Neg(ZScore(open_interest_last)),Sign(Mean(trade_return_1h,24)))",open_interest_last;trade_return_1h,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only,open_interest_like|price_like,mean_reversion_gate,2,67
sg_3cb408b007f039e6,"Mul(Neg(ZScore(Mean(open_interest_last,24))),Sign(trade_return_1h))",open_interest_last;trade_return_1h,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only,open_interest_like|price_like,mean_reversion_gate,2,67
sg_4b07d3aeaa1b7a9a,"Mul(Neg(ZScore(Delta(open_interest_last,4))),Sign(trade_return_1h))",open_interest_last;trade_return_1h,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only,open_interest_like|price_like,mean_reversion_gate,2,67
sg_520380989a60c33f,"Mul(Neg(ZScore(open_interest_last)),Sign(Delta(trade_return_1h,8)))",open_interest_last;trade_return_1h,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only,open_interest_like|price_like,mean_reversion_gate,2,67
sg_57455352dcb13773,"Mul(Neg(ZScore(open_interest_mean)),Sign(Delta(trade_return_1h,8)))",open_interest_mean;trade_return_1h,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only,open_interest_like|price_like,mean_reversion_gate,2,67
sg_65f0e34871e929bb,"Mul(Neg(ZScore(Mean(open_interest_last,4))),Sign(trade_return_24h))",open_interest_last;trade_return_24h,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only,open_interest_like|price_like,mean_reversion_gate,2,67
sg_8dd207c0dd1e6ef8,"Mul(Neg(ZScore(open_interest_mean)),Sign(Mean(trade_return_1h,24)))",open_interest_mean;trade_return_1h,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only,open_interest_like|price_like,mean_reversion_gate,2,67
sg_9148cd51f6ac3158,"Mul(Neg(ZScore(Delta(open_interest_last,8))),Sign(trade_return_1h))",open_interest_last;trade_return_1h,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only,open_interest_like|price_like,mean_reversion_gate,2,67
sg_925c247eff98128d,"Mul(Neg(ZScore(open_interest_last)),Sign(Mean(trade_return_24h,8)))",open_interest_last;trade_return_24h,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only,open_interest_like|price_like,mean_reversion_gate,2,67
sg_93bdc2e2201995ed,"Mul(Neg(ZScore(Delta(open_interest_mean,4))),Sign(trade_return_1h))",open_interest_mean;trade_return_1h,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only,open_interest_like|price_like,mean_reversion_gate,2,67
sg_a95819a3b1ab6b85,"Mul(Neg(ZScore(open_interest_last)),Sign(Mean(trade_return_24h,4)))",open_interest_last;trade_return_24h,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only,open_interest_like|price_like,mean_reversion_gate,2,67
sg_a9e36a682428e912,"Mul(Neg(ZScore(Mean(open_interest_last,8))),Sign(trade_return_24h))",open_interest_last;trade_return_24h,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only,open_interest_like|price_like,mean_reversion_gate,2,67
sg_ae84722ff91aef42,"Mul(Neg(ZScore(open_interest_mean)),Sign(Delta(trade_return_1h,4)))",open_interest_mean;trade_return_1h,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only,open_interest_like|price_like,mean_reversion_gate,2,67
sg_cad5a445b7380356,"Mul(Neg(ZScore(open_interest_last)),Sign(Delta(trade_return_1h,4)))",open_interest_last;trade_return_1h,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only,open_interest_like|price_like,mean_reversion_gate,2,67
sg_fb9b9a96611da865,"Mul(Neg(ZScore(Delta(open_interest_mean,8))),Sign(trade_return_1h))",open_interest_mean;trade_return_1h,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only,open_interest_like|price_like,mean_reversion_gate,2,67
sg_07d7e04a8c21c3fb,"Mul(Neg(ZScore(Delta(open_interest_last,8))),Sign(trade_return_24h))",open_interest_last;trade_return_24h,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only,open_interest_like|price_like,mean_reversion_gate,2,68
sg_362b32cce71b9606,"Mul(Neg(ZScore(Mean(open_interest_last,24))),Sign(trade_return_24h))",open_interest_last;trade_return_24h,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only,open_interest_like|price_like,mean_reversion_gate,2,68
sg_53b0eb3c45987f95,"Mul(Neg(ZScore(open_interest_last)),Sign(Delta(trade_return_1h,24)))",open_interest_last;trade_return_1h,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only,open_interest_like|price_like,mean_reversion_gate,2,68
sg_7b77e797d859a5cf,"Mul(Neg(ZScore(open_interest_last)),Sign(Delta(trade_return_24h,8)))",open_interest_last;trade_return_24h,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only,open_interest_like|price_like,mean_reversion_gate,2,68
sg_929baeffe8843d91,"Mul(Neg(ZScore(open_interest_mean)),Sign(Delta(trade_return_1h,24)))",open_interest_mean;trade_return_1h,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only,open_interest_like|price_like,mean_reversion_gate,2,68
sg_9463909e4610c40e,"Mul(Neg(ZScore(open_interest_last)),Sign(Mean(trade_return_24h,24)))",open_interest_last;trade_return_24h,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only,open_interest_like|price_like,mean_reversion_gate,2,68
sg_bab369d0ea2afdca,"Mul(Neg(ZScore(open_interest_last)),Sign(Delta(trade_return_24h,4)))",open_interest_last;trade_return_24h,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only,open_interest_like|price_like,mean_reversion_gate,2,68
sg_d7ca3273d5c96a95,"Mul(Neg(ZScore(Delta(open_interest_last,24))),Sign(trade_return_1h))",open_interest_last;trade_return_1h,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only,open_interest_like|price_like,mean_reversion_gate,2,68
sg_f30b4603bd07a5c5,"Mul(Neg(ZScore(Delta(open_interest_last,4))),Sign(trade_return_24h))",open_interest_last;trade_return_24h,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only,open_interest_like|price_like,mean_reversion_gate,2,68
sg_d23690139973776b,"Mul(Neg(ZScore(Delta(open_interest_last,24))),Sign(trade_return_24h))",open_interest_last;trade_return_24h,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only,open_interest_like|price_like,mean_reversion_gate,2,69
sg_f916019101b70f65,"Mul(Neg(ZScore(open_interest_last)),Sign(Delta(trade_return_24h,24)))",open_interest_last;trade_return_24h,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only,open_interest_like|price_like,mean_reversion_gate,2,69
sg_00670667216eff35,"Mul(Neg(ZScore(Mean(open_interest_last,4))),Sign(Mean(trade_close,4)))",open_interest_last;trade_close,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only,open_interest_like|price_like,mean_reversion_gate,2,70
sg_0cdb05ec88ac8170,"Mul(Neg(ZScore(Mean(open_interest_last,8))),Sign(Mean(trade_close,4)))",open_interest_last;trade_close,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only,open_interest_like|price_like,mean_reversion_gate,2,70
sg_507b4eb0062187ca,"Mul(Neg(ZScore(open_interest_mean)),Sign(ZScore(Mean(trade_close,4))))",open_interest_mean;trade_close,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only,open_interest_like|price_like,mean_reversion_gate,2,70
sg_957798a7c733ed7c,"Mul(Neg(ZScore(ZScore(Mean(open_interest_last,8)))),Sign(trade_close))",open_interest_last;trade_close,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only,open_interest_like|price_like,mean_reversion_gate,2,70
sg_95d8264b3c8f3c27,"Mul(Neg(ZScore(Mean(open_interest_mean,4))),Sign(Mean(trade_close,8)))",open_interest_mean;trade_close,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only,open_interest_like|price_like,mean_reversion_gate,2,70
sg_a4bacc2bc589ee48,"Mul(Neg(ZScore(Mean(open_interest_mean,8))),Sign(Mean(trade_close,4)))",open_interest_mean;trade_close,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only,open_interest_like|price_like,mean_reversion_gate,2,70
sg_afeed6a61553c2c3,"Mul(Neg(ZScore(Mean(open_interest_last,4))),Sign(Mean(trade_close,8)))",open_interest_last;trade_close,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only,open_interest_like|price_like,mean_reversion_gate,2,70
sg_b06afc754ed73d4a,"Mul(Neg(ZScore(open_interest_last)),Sign(ZScore(Mean(trade_close,4))))",open_interest_last;trade_close,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only,open_interest_like|price_like,mean_reversion_gate,2,70
sg_b0aa2d6ddaa5c2cb,"Mul(Neg(ZScore(open_interest_last)),Sign(ZScore(Mean(trade_close,8))))",open_interest_last;trade_close,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only,open_interest_like|price_like,mean_reversion_gate,2,70
sg_b86cb769a0b77d35,"Mul(Neg(ZScore(Mean(open_interest_mean,8))),Sign(Mean(trade_close,8)))",open_interest_mean;trade_close,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only,open_interest_like|price_like,mean_reversion_gate,2,70
sg_c11c3ba703dada10,"Mul(Neg(ZScore(Mean(open_interest_mean,4))),Sign(Mean(trade_close,4)))",open_interest_mean;trade_close,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only,open_interest_like|price_like,mean_reversion_gate,2,70
sg_c49569999b3761e1,"Mul(Neg(ZScore(ZScore(Mean(open_interest_last,4)))),Sign(trade_close))",open_interest_last;trade_close,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only,open_interest_like|price_like,mean_reversion_gate,2,70
sg_c914a32d0fcdfe23,"Mul(Neg(ZScore(Mean(open_interest_last,8))),Sign(Mean(trade_close,8)))",open_interest_last;trade_close,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only,open_interest_like|price_like,mean_reversion_gate,2,70
sg_d11b2754742e58d5,"Mul(Neg(ZScore(ZScore(Mean(open_interest_mean,4)))),Sign(trade_close))",open_interest_mean;trade_close,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only,open_interest_like|price_like,mean_reversion_gate,2,70
sg_dc6da7380bc8dde7,"Mul(Neg(ZScore(open_interest_mean)),Sign(ZScore(Mean(trade_close,8))))",open_interest_mean;trade_close,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only,open_interest_like|price_like,mean_reversion_gate,2,70
sg_fc95baf9251df475,"Mul(Neg(ZScore(ZScore(Mean(open_interest_mean,8)))),Sign(trade_close))",open_interest_mean;trade_close,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only,open_interest_like|price_like,mean_reversion_gate,2,70
sg_01e06c3ff2e960b1,"Mul(Neg(ZScore(Mean(open_interest_mean,8))),Sign(Delta(trade_close,8)))",open_interest_mean;trade_close,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only,open_interest_like|price_like,mean_reversion_gate,2,71
sg_065e0dbfb8aa09f8,"Mul(Neg(ZScore(Mean(open_interest_last,8))),Sign(Mean(trade_close,24)))",open_interest_last;trade_close,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only,open_interest_like|price_like,mean_reversion_gate,2,71
sg_1a6d06cde78a3246,"Mul(Neg(ZScore(ZScore(Mean(open_interest_mean,24)))),Sign(trade_close))",open_interest_mean;trade_close,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only,open_interest_like|price_like,mean_reversion_gate,2,71
sg_1c42a6c46b58aeea,"Mul(Neg(ZScore(Mean(open_interest_mean,4))),Sign(Delta(trade_close,4)))",open_interest_mean;trade_close,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only,open_interest_like|price_like,mean_reversion_gate,2,71
sg_1df42517ce0234c7,"Mul(Neg(ZScore(Mean(open_interest_last,4))),Sign(Mean(trade_close,24)))",open_interest_last;trade_close,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only,open_interest_like|price_like,mean_reversion_gate,2,71
sg_310b29cbdfb9d4f8,"Mul(Neg(ZScore(Delta(open_interest_mean,4))),Sign(Mean(trade_close,8)))",open_interest_mean;trade_close,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only,open_interest_like|price_like,mean_reversion_gate,2,71
sg_464aaec632479ca6,"Mul(Neg(ZScore(Mean(open_interest_last,8))),Sign(Delta(trade_close,8)))",open_interest_last;trade_close,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only,open_interest_like|price_like,mean_reversion_gate,2,71
sg_57ba12c74cc7c1ed,"Mul(Neg(ZScore(Mean(open_interest_last,4))),Sign(Delta(trade_close,8)))",open_interest_last;trade_close,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only,open_interest_like|price_like,mean_reversion_gate,2,71
sg_59d53c4389e1636f,"Mul(Neg(ZScore(Mean(open_interest_mean,24))),Sign(Mean(trade_close,8)))",open_interest_mean;trade_close,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only,open_interest_like|price_like,mean_reversion_gate,2,71
sg_5e6af8b68ff5c08d,"Mul(Neg(ZScore(open_interest_mean)),Sign(ZScore(Mean(trade_close,24))))",open_interest_mean;trade_close,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only,open_interest_like|price_like,mean_reversion_gate,2,71
sg_6604aa07fbb33922,"Mul(Neg(ZScore(Delta(open_interest_last,4))),Sign(Mean(trade_close,8)))",open_interest_last;trade_close,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only,open_interest_like|price_like,mean_reversion_gate,2,71
sg_67a33b873cc9d4c7,"Mul(Neg(ZScore(Delta(open_interest_mean,8))),Sign(Mean(trade_close,8)))",open_interest_mean;trade_close,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only,open_interest_like|price_like,mean_reversion_gate,2,71
sg_6df6ea725ff12c31,"Mul(Neg(ZScore(Delta(open_interest_last,4))),Sign(Mean(trade_close,4)))",open_interest_last;trade_close,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only,open_interest_like|price_like,mean_reversion_gate,2,71
sg_726c1868d3eed24b,"Mul(Neg(ZScore(open_interest_last)),Sign(ZScore(Mean(trade_close,24))))",open_interest_last;trade_close,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only,open_interest_like|price_like,mean_reversion_gate,2,71
sg_728942c7b6bba5f2,"Mul(Neg(ZScore(Mean(open_interest_last,24))),Sign(Mean(trade_close,4)))",open_interest_last;trade_close,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only,open_interest_like|price_like,mean_reversion_gate,2,71
sg_7b875970241457bc,"Mul(Neg(ZScore(Mean(open_interest_mean,8))),Sign(Delta(trade_close,4)))",open_interest_mean;trade_close,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only,open_interest_like|price_like,mean_reversion_gate,2,71
sg_876936edb429336f,"Mul(Neg(ZScore(Mean(open_interest_mean,8))),Sign(Mean(trade_close,24)))",open_interest_mean;trade_close,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only,open_interest_like|price_like,mean_reversion_gate,2,71
sg_87d8aadf91d457d2,"Mul(Neg(ZScore(Mean(open_interest_last,4))),Sign(Delta(trade_close,4)))",open_interest_last;trade_close,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only,open_interest_like|price_like,mean_reversion_gate,2,71
sg_96995841a295efe8,"Mul(Neg(ZScore(Mean(open_interest_mean,24))),Sign(Mean(trade_close,4)))",open_interest_mean;trade_close,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only,open_interest_like|price_like,mean_reversion_gate,2,71
sg_990c55917ff4ecbe,"Mul(Neg(ZScore(Delta(open_interest_mean,8))),Sign(Mean(trade_close,4)))",open_interest_mean;trade_close,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only,open_interest_like|price_like,mean_reversion_gate,2,71
sg_9b7832725d4dd275,"Mul(Neg(ZScore(ZScore(Mean(open_interest_last,24)))),Sign(trade_close))",open_interest_last;trade_close,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only,open_interest_like|price_like,mean_reversion_gate,2,71
sg_a4b4253ba328a0a4,"Mul(Neg(ZScore(Mean(open_interest_last,8))),Sign(Delta(trade_close,4)))",open_interest_last;trade_close,role_mixed_allowed,open_interest_like|price_like,mean_reversion_gate,diagnostic_or_repair_root_only,open_interest_like|price_like,mean_reversion_gate,2,71
