static_selector_rank,candidate_id,family_id,primary_seed_field,source_fields,expression,skeleton_key,production_key,motif,static_valid,uses_may,allowed_next_use
248,a7ab3_5a0229f33771c835,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,"Sub(Sub(Mean(realized_vol_24h,24),Decay(realized_vol_24h,12)),Sub(TSRank(realized_vol_24h,24),Rank(realized_vol_24h)))",skeleton_d28a4a1d3d3ef772,prod_f661c019deb339b4,horizon_spread,True,False,A7AB4_materialization_preflight_only
249,a7ab3_cf679e38f84e4713,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,"Rank(Sub(Decay(Delta(realized_vol_168h,24),12),Mul(Rank(Delta(realized_vol_168h,24)),TSRank(Mean(realized_vol_168h,168),24))))",skeleton_55190e4dae05846e,prod_f86e83a9556e9ca6,rank_horizon_spread,True,False,A7AB4_materialization_preflight_only
250,a7ab3_c5123c71d68be073,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,"ZScore(Sub(Decay(realized_vol_168h,12),Decay(realized_vol_168h,24)))",skeleton_80be2e39216c5bd2,prod_05ef2fe8f8a41b76,single_atom,True,False,A7AB4_materialization_preflight_only
251,a7ab3_16c32002efc09b4c,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,"Decay(Sub(TSRank(Delta(realized_vol_24h,4),72),Rank(Delta(realized_vol_24h,1))),12)",skeleton_7575df9b531b63a5,prod_d89ea2afb009d832,decay_atom,True,False,A7AB4_materialization_preflight_only
252,a7ab3_3ab66a1df38523f2,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,"Sub(Decay(Sub(Mean(realized_vol_24h,24),Mean(realized_vol_24h,168)),24),Sub(ZScore(Delta(realized_vol_24h,1)),ZScore(Delta(realized_vol_24h,4))))",skeleton_1889f2effaf94e35,prod_547b439b22124971,horizon_spread,True,False,A7AB4_materialization_preflight_only
253,a7ab3_ea6140b0e0a71102,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,"Clip(Sub(Sub(Decay(Mean(realized_vol_168h,168),4),Mean(Decay(realized_vol_168h,12),4)),Sub(Rank(Decay(realized_vol_168h,4)),Rank(Decay(realized_vol_168h,12)))),-3,3)",skeleton_931e68d04ee11844,prod_0e0f4edf609bffe4,clip_horizon_spread,True,False,A7AB4_materialization_preflight_only
254,a7ab3_2feaea7cfe43cfc2,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,"Mul(Mean(realized_vol_168h,24),Sub(TSRank(Delta(realized_vol_168h,4),168),Rank(Delta(realized_vol_168h,24))))",skeleton_f45bdb251a88eaea,prod_c4c1accad1b8e515,self_interaction,True,False,A7AB4_materialization_preflight_only
255,a7ab3_ef8629489c7f43c4,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,"ZScore(Mul(ZScore(Mean(realized_vol_24h,168)),Sub(Decay(realized_vol_24h,24),Decay(realized_vol_24h,12))))",skeleton_b4719759c75cc639,prod_d6f921b63367049b,zscore_self_interaction,True,False,A7AB4_materialization_preflight_only
256,a7ab3_f00b5c6082d17e83,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,"Winsor(Mul(Decay(ZScore(realized_vol_24h),4),Mul(Rank(Mean(realized_vol_24h,72)),ZScore(Delta(realized_vol_24h,24)))),3)",skeleton_dbcc3589a0dbe876,prod_ac19445b41de76c0,winsor_self_interaction,True,False,A7AB4_materialization_preflight_only
257,a7ab3_bfcc9b1ee453c511,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,"Clip(Sub(TSRank(realized_vol_24h,72),TSRank(realized_vol_24h,24)),-3,3)",skeleton_2c7cbbca5fb2e3ff,prod_568d6dc6be2e5689,clip_atom,True,False,A7AB4_materialization_preflight_only
258,a7ab3_89ea2e3fecc18466,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,"Rank(Sub(Decay(Delta(realized_vol_168h,24),12),Mul(Rank(Delta(realized_vol_168h,24)),TSRank(Mean(realized_vol_168h,168),72))))",skeleton_55190e4dae05846e,prod_f86e83a9556e9ca6,rank_horizon_spread,True,False,A7AB4_materialization_preflight_only
259,a7ab3_0bc78809db3a1428,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,"Winsor(ZScore(Decay(Delta(realized_vol_168h,1),12)),3)",skeleton_631f433b0ee241f4,prod_7b7185ad43eef39c,winsor_atom,True,False,A7AB4_materialization_preflight_only
260,a7ab3_f04db6f4924f7613,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,"Sub(Decay(Sub(Mean(realized_vol_24h,24),Mean(realized_vol_24h,72)),24),Sub(ZScore(Delta(realized_vol_24h,1)),ZScore(Delta(realized_vol_24h,24))))",skeleton_1889f2effaf94e35,prod_547b439b22124971,horizon_spread,True,False,A7AB4_materialization_preflight_only
261,a7ab3_1f9d0c138e2bd52b,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,"Clip(Sub(Sub(Decay(Mean(realized_vol_168h,168),24),Mean(Decay(realized_vol_168h,4),4)),Sub(Rank(Decay(realized_vol_168h,24)),Rank(Decay(realized_vol_168h,4)))),-3,3)",skeleton_931e68d04ee11844,prod_0e0f4edf609bffe4,clip_horizon_spread,True,False,A7AB4_materialization_preflight_only
262,a7ab3_bb4925c0d70865a2,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,"Sub(Sub(Mean(realized_vol_24h,24),Decay(realized_vol_24h,4)),Sub(TSRank(realized_vol_24h,72),Rank(realized_vol_24h)))",skeleton_d28a4a1d3d3ef772,prod_f661c019deb339b4,horizon_spread,True,False,A7AB4_materialization_preflight_only
263,a7ab3_2efb57dc8f4b4dea,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,"Sub(Decay(Sub(Mean(realized_vol_24h,24),Mean(realized_vol_24h,4)),24),Sub(ZScore(Delta(realized_vol_24h,1)),ZScore(Delta(realized_vol_24h,4))))",skeleton_1889f2effaf94e35,prod_547b439b22124971,horizon_spread,True,False,A7AB4_materialization_preflight_only
264,a7ab3_e2048c11cde49553,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,"Clip(Sub(Sub(Decay(Mean(realized_vol_168h,168),24),Mean(Decay(realized_vol_168h,4),24)),Sub(Rank(Decay(realized_vol_168h,12)),Rank(Decay(realized_vol_168h,24)))),-3,3)",skeleton_931e68d04ee11844,prod_0e0f4edf609bffe4,clip_horizon_spread,True,False,A7AB4_materialization_preflight_only
265,a7ab3_bca956bf9c1f55bd,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,"Mul(Mean(realized_vol_168h,24),Sub(TSRank(Delta(realized_vol_168h,4),24),Rank(Delta(realized_vol_168h,1))))",skeleton_f45bdb251a88eaea,prod_c4c1accad1b8e515,self_interaction,True,False,A7AB4_materialization_preflight_only
266,a7ab3_2942692cc4933504,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,"Winsor(Sub(Decay(realized_vol_168h,4),Decay(realized_vol_168h,12)),3)",skeleton_1bfeeed2faa0c752,prod_5cff96a37f793b14,winsor_atom,True,False,A7AB4_materialization_preflight_only
267,a7ab3_b5cbf40bc83635e6,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,"Clip(Sub(Mul(Decay(realized_vol_168h,12),ZScore(Delta(realized_vol_168h,4))),ZScore(realized_vol_168h)),-3,3)",skeleton_007ceb90e9646fcf,prod_dcefdf55af33c09a,clip_horizon_spread,True,False,A7AB4_materialization_preflight_only
268,a7ab3_689cfe66f49450f1,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,"ZScore(TSRank(Sub(Mean(realized_vol_168h,4),Mean(realized_vol_168h,168)),24))",skeleton_4bc196574b0d7a0a,prod_a683b2b5c7d8dd20,zscore_atom,True,False,A7AB4_materialization_preflight_only
269,a7ab3_68a96c7482f54ef4,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,"Clip(Decay(realized_vol_24h,24),-3,3)",skeleton_5190274b100e392b,prod_f61390d4371ecad5,clip_atom,True,False,A7AB4_materialization_preflight_only
270,a7ab3_24741c8b2339897e,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,"ZScore(Mul(ZScore(Mean(realized_vol_24h,168)),Sub(Decay(realized_vol_24h,12),Decay(realized_vol_24h,4))))",skeleton_b4719759c75cc639,prod_d6f921b63367049b,zscore_self_interaction,True,False,A7AB4_materialization_preflight_only
271,a7ab3_aa514394c88f667b,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,"Sub(Sub(Mean(realized_vol_24h,24),Decay(realized_vol_24h,4)),Sub(TSRank(realized_vol_24h,168),Rank(realized_vol_24h)))",skeleton_d28a4a1d3d3ef772,prod_f661c019deb339b4,horizon_spread,True,False,A7AB4_materialization_preflight_only
272,a7ab3_2b63665e756389b1,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,"Rank(Sub(Decay(Delta(realized_vol_168h,24),4),Mul(Rank(Delta(realized_vol_168h,24)),TSRank(Mean(realized_vol_168h,168),168))))",skeleton_55190e4dae05846e,prod_f86e83a9556e9ca6,rank_horizon_spread,True,False,A7AB4_materialization_preflight_only
273,a7ab3_55f36babb84831f9,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,"Rank(Sub(Rank(Decay(realized_vol_24h,12)),Rank(Decay(realized_vol_24h,24))))",skeleton_0d0b63c5ed3bddab,prod_5e474ba2094131c8,rank_atom,True,False,A7AB4_materialization_preflight_only
274,a7ab3_89d2aef92a4a2116,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,"Sub(Decay(Sub(Mean(realized_vol_24h,24),Mean(realized_vol_24h,72)),12),Sub(ZScore(Delta(realized_vol_24h,1)),ZScore(Delta(realized_vol_24h,24))))",skeleton_1889f2effaf94e35,prod_547b439b22124971,horizon_spread,True,False,A7AB4_materialization_preflight_only
275,a7ab3_9c35877b3eeadde7,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,"Clip(Sub(Sub(Decay(Mean(realized_vol_168h,168),24),Mean(Decay(realized_vol_168h,4),4)),Sub(Rank(Decay(realized_vol_168h,12)),Rank(Decay(realized_vol_168h,24)))),-3,3)",skeleton_931e68d04ee11844,prod_0e0f4edf609bffe4,clip_horizon_spread,True,False,A7AB4_materialization_preflight_only
276,a7ab3_580211368aee14aa,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,"Sub(Sub(Mean(realized_vol_24h,24),Decay(realized_vol_24h,4)),Sub(TSRank(realized_vol_24h,24),Rank(realized_vol_24h)))",skeleton_d28a4a1d3d3ef772,prod_f661c019deb339b4,horizon_spread,True,False,A7AB4_materialization_preflight_only
277,a7ab3_5288fb50dc43c4ce,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,"Rank(Sub(Decay(Delta(realized_vol_168h,24),4),Mul(Rank(Delta(realized_vol_168h,24)),TSRank(Mean(realized_vol_168h,168),24))))",skeleton_55190e4dae05846e,prod_f86e83a9556e9ca6,rank_horizon_spread,True,False,A7AB4_materialization_preflight_only
278,a7ab3_f0f4c568b02b1b72,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,"ZScore(Sub(Decay(realized_vol_168h,4),Decay(realized_vol_168h,12)))",skeleton_80be2e39216c5bd2,prod_05ef2fe8f8a41b76,single_atom,True,False,A7AB4_materialization_preflight_only
279,a7ab3_963f2200643b0122,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,"Sub(Decay(Sub(Mean(realized_vol_24h,24),Mean(realized_vol_24h,72)),12),Sub(ZScore(Delta(realized_vol_24h,1)),ZScore(Delta(realized_vol_24h,4))))",skeleton_1889f2effaf94e35,prod_547b439b22124971,horizon_spread,True,False,A7AB4_materialization_preflight_only
280,a7ab3_4edb42235b090e63,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,"Mul(Clip(Sub(Mean(realized_vol_168h,24),Decay(realized_vol_168h,12)),-3,3),Rank(Winsor(ZScore(realized_vol_168h),3)))",skeleton_aee8e5fc677d3eb9,prod_c48aee19b380d955,self_interaction,True,False,A7AB4_materialization_preflight_only
281,a7ab3_8fc0069f4b9a3901,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,"Clip(Winsor(Sub(Mean(realized_vol_24h,24),Decay(realized_vol_24h,12)),3),-3,3)",skeleton_7ca490bb03c28445,prod_a22634e55bb0946c,clip_atom,True,False,A7AB4_materialization_preflight_only
282,a7ab3_146a7900d0b97900,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,"Clip(Sub(Sub(Decay(Mean(realized_vol_168h,168),24),Mean(Decay(realized_vol_168h,12),72)),Sub(Rank(Decay(realized_vol_168h,4)),Rank(Decay(realized_vol_168h,12)))),-3,3)",skeleton_931e68d04ee11844,prod_0e0f4edf609bffe4,clip_horizon_spread,True,False,A7AB4_materialization_preflight_only
283,a7ab3_f0fd11e1b7ac50c4,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,"Winsor(Mul(Decay(ZScore(realized_vol_24h),24),Mul(Rank(Mean(realized_vol_24h,72)),ZScore(Delta(realized_vol_24h,24)))),3)",skeleton_dbcc3589a0dbe876,prod_ac19445b41de76c0,winsor_self_interaction,True,False,A7AB4_materialization_preflight_only
284,a7ab3_26abfdb88c810db6,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,"Winsor(Sub(Decay(realized_vol_168h,4),Decay(realized_vol_168h,24)),3)",skeleton_1bfeeed2faa0c752,prod_5cff96a37f793b14,winsor_atom,True,False,A7AB4_materialization_preflight_only
285,a7ab3_2f1fbcdc45fe5f02,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,"ZScore(Sub(Decay(realized_vol_168h,4),Decay(realized_vol_168h,24)))",skeleton_80be2e39216c5bd2,prod_05ef2fe8f8a41b76,single_atom,True,False,A7AB4_materialization_preflight_only
286,a7ab3_b854fff95062ccbb,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,"Rank(Sub(Rank(Decay(realized_vol_24h,12)),Rank(Decay(realized_vol_24h,4))))",skeleton_0d0b63c5ed3bddab,prod_5e474ba2094131c8,rank_atom,True,False,A7AB4_materialization_preflight_only
287,a7ab3_89f36443c77f1154,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,"Sub(Decay(Sub(Mean(realized_vol_24h,24),Mean(realized_vol_24h,4)),12),Sub(ZScore(Delta(realized_vol_24h,1)),ZScore(Delta(realized_vol_24h,24))))",skeleton_1889f2effaf94e35,prod_547b439b22124971,horizon_spread,True,False,A7AB4_materialization_preflight_only
288,a7ab3_c94fa32710b0cc62,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,"Clip(Sub(Sub(Decay(Mean(realized_vol_168h,168),24),Mean(Decay(realized_vol_168h,12),24)),Sub(Rank(Decay(realized_vol_168h,24)),Rank(Decay(realized_vol_168h,12)))),-3,3)",skeleton_931e68d04ee11844,prod_0e0f4edf609bffe4,clip_horizon_spread,True,False,A7AB4_materialization_preflight_only
289,a7ab3_18e2cd1447c93035,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,"ZScore(Mul(ZScore(Mean(realized_vol_24h,168)),Sub(Decay(realized_vol_24h,4),Decay(realized_vol_24h,24))))",skeleton_b4719759c75cc639,prod_d6f921b63367049b,zscore_self_interaction,True,False,A7AB4_materialization_preflight_only
290,a7ab3_c0b46628db85051e,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,"Rank(Sub(Decay(Delta(realized_vol_168h,24),4),Mul(Rank(Delta(realized_vol_168h,24)),TSRank(Mean(realized_vol_168h,168),72))))",skeleton_55190e4dae05846e,prod_f86e83a9556e9ca6,rank_horizon_spread,True,False,A7AB4_materialization_preflight_only
291,a7ab3_a1158014bc8694e3,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,"Sub(Decay(Sub(Mean(realized_vol_24h,24),Mean(realized_vol_24h,168)),12),Sub(ZScore(Delta(realized_vol_24h,1)),ZScore(Delta(realized_vol_24h,4))))",skeleton_1889f2effaf94e35,prod_547b439b22124971,horizon_spread,True,False,A7AB4_materialization_preflight_only
292,a7ab3_6a6fae76ea412b5d,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,"Clip(Sub(Sub(Decay(Mean(realized_vol_168h,168),12),Mean(Decay(realized_vol_168h,4),4)),Sub(Rank(Decay(realized_vol_168h,4)),Rank(Decay(realized_vol_168h,12)))),-3,3)",skeleton_931e68d04ee11844,prod_0e0f4edf609bffe4,clip_horizon_spread,True,False,A7AB4_materialization_preflight_only
293,a7ab3_6b1ede39589354c2,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,"Sub(Sub(Mean(realized_vol_24h,24),Decay(realized_vol_24h,24)),Sub(TSRank(realized_vol_24h,72),Rank(realized_vol_24h)))",skeleton_d28a4a1d3d3ef772,prod_f661c019deb339b4,horizon_spread,True,False,A7AB4_materialization_preflight_only
294,a7ab3_415b08ec6691b1e1,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,"Sub(Sub(Mean(realized_vol_24h,24),Decay(realized_vol_24h,24)),Sub(TSRank(realized_vol_24h,168),Rank(realized_vol_24h)))",skeleton_d28a4a1d3d3ef772,prod_f661c019deb339b4,horizon_spread,True,False,A7AB4_materialization_preflight_only
295,a7ab3_8fc4f200f3117eba,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,"Rank(Sub(Decay(Delta(realized_vol_168h,24),24),Mul(Rank(Delta(realized_vol_168h,24)),TSRank(Mean(realized_vol_168h,168),168))))",skeleton_55190e4dae05846e,prod_f86e83a9556e9ca6,rank_horizon_spread,True,False,A7AB4_materialization_preflight_only
296,a7ab3_22ff280520a24474,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,"Clip(Sub(Sub(Decay(Mean(realized_vol_168h,168),12),Mean(Decay(realized_vol_168h,24),24)),Sub(Rank(Decay(realized_vol_168h,12)),Rank(Decay(realized_vol_168h,4)))),-3,3)",skeleton_931e68d04ee11844,prod_0e0f4edf609bffe4,clip_horizon_spread,True,False,A7AB4_materialization_preflight_only
297,a7ab3_a90271a1fadb66b5,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,"Winsor(Sub(Decay(realized_vol_168h,24),Decay(realized_vol_168h,4)),3)",skeleton_1bfeeed2faa0c752,prod_5cff96a37f793b14,winsor_atom,True,False,A7AB4_materialization_preflight_only
298,a7ab3_708bb946a50da2f6,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,"Sub(Decay(Sub(Mean(realized_vol_24h,24),Mean(realized_vol_24h,168)),4),Sub(ZScore(Delta(realized_vol_24h,1)),ZScore(Delta(realized_vol_24h,4))))",skeleton_1889f2effaf94e35,prod_547b439b22124971,horizon_spread,True,False,A7AB4_materialization_preflight_only
299,a7ab3_22fe3edacb2ca8db,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,"Clip(Sub(Sub(Decay(Mean(realized_vol_168h,168),12),Mean(Decay(realized_vol_168h,24),4)),Sub(Rank(Decay(realized_vol_168h,4)),Rank(Decay(realized_vol_168h,12)))),-3,3)",skeleton_931e68d04ee11844,prod_0e0f4edf609bffe4,clip_horizon_spread,True,False,A7AB4_materialization_preflight_only
300,a7ab3_2038e7490bc7c96e,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,"ZScore(TSRank(Sub(Mean(realized_vol_168h,4),Mean(realized_vol_168h,72)),168))",skeleton_4bc196574b0d7a0a,prod_a683b2b5c7d8dd20,zscore_atom,True,False,A7AB4_materialization_preflight_only
301,a7ab3_38bf13ce5c547868,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,"Clip(Sub(Sub(Decay(Mean(realized_vol_168h,168),12),Mean(Decay(realized_vol_168h,24),4)),Sub(Rank(Decay(realized_vol_168h,24)),Rank(Decay(realized_vol_168h,4)))),-3,3)",skeleton_931e68d04ee11844,prod_0e0f4edf609bffe4,clip_horizon_spread,True,False,A7AB4_materialization_preflight_only
302,a7ab3_5a5d3e1afc051877,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,"Clip(Sub(Sub(Decay(Mean(realized_vol_168h,168),4),Mean(Decay(realized_vol_168h,12),72)),Sub(Rank(Decay(realized_vol_168h,4)),Rank(Decay(realized_vol_168h,24)))),-3,3)",skeleton_931e68d04ee11844,prod_0e0f4edf609bffe4,clip_horizon_spread,True,False,A7AB4_materialization_preflight_only
303,a7ab3_9c95bb7146c0484f,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,"Sub(Delta(realized_vol_24h,1),ZScore(Sub(Decay(realized_vol_24h,24),Decay(realized_vol_24h,12))))",skeleton_92a027c8f2dc1bf3,prod_c2001a20471b7be1,horizon_spread,True,False,A7AB4_materialization_preflight_only
304,a7ab3_081a19f7a8cf1a28,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,"Winsor(Mul(Rank(Sub(Mean(realized_vol_24h,168),Mean(realized_vol_24h,72))),Decay(Delta(realized_vol_24h,24),24)),3)",skeleton_ccfa2357b3384254,prod_defcbbf1d7acb75f,winsor_self_interaction,True,False,A7AB4_materialization_preflight_only
305,a7ab3_76a00c5af7c2a42e,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,"Clip(Sub(Sub(Decay(Mean(realized_vol_168h,168),4),Mean(Decay(realized_vol_168h,12),24)),Sub(Rank(Decay(realized_vol_168h,24)),Rank(Decay(realized_vol_168h,4)))),-3,3)",skeleton_931e68d04ee11844,prod_0e0f4edf609bffe4,clip_horizon_spread,True,False,A7AB4_materialization_preflight_only
306,a7ab3_8c7bf5a24c702ede,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,"Clip(Sub(Sub(Decay(Mean(realized_vol_168h,168),4),Mean(Decay(realized_vol_168h,12),4)),Sub(Rank(Decay(realized_vol_168h,12)),Rank(Decay(realized_vol_168h,24)))),-3,3)",skeleton_931e68d04ee11844,prod_0e0f4edf609bffe4,clip_horizon_spread,True,False,A7AB4_materialization_preflight_only
307,a7ab3_9a81ac752c80cdbb,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,"Clip(Sub(Sub(Decay(Mean(realized_vol_168h,168),4),Mean(Decay(realized_vol_168h,24),4)),Sub(Rank(Decay(realized_vol_168h,4)),Rank(Decay(realized_vol_168h,12)))),-3,3)",skeleton_931e68d04ee11844,prod_0e0f4edf609bffe4,clip_horizon_spread,True,False,A7AB4_materialization_preflight_only
308,a7ab3_7941e6a422ee79a4,G2_basis_premium_dislocation,premium_close_bps,premium_close_bps,"Sub(Decay(Sub(Mean(premium_close_bps,24),Mean(premium_close_bps,72)),24),Sub(ZScore(Delta(premium_close_bps,1)),ZScore(Delta(premium_close_bps,4))))",skeleton_1889f2effaf94e35,prod_9855679da6ccb2ba,horizon_spread,True,False,A7AB4_materialization_preflight_only
309,a7ab3_788c0162b1a0b8ad,G2_basis_premium_dislocation,mark_index_basis_bps,mark_index_basis_bps,"Mul(Clip(Sub(Mean(mark_index_basis_bps,24),Decay(mark_index_basis_bps,24)),-3,3),Rank(Winsor(ZScore(mark_index_basis_bps),3)))",skeleton_aee8e5fc677d3eb9,prod_98c0d0faebaff24f,self_interaction,True,False,A7AB4_materialization_preflight_only
310,a7ab3_9cda35fb376cbd40,G2_basis_premium_dislocation,premium_close_bps,premium_close_bps,"Clip(Winsor(Sub(Mean(premium_close_bps,24),Decay(premium_close_bps,24)),3),-3,3)",skeleton_7ca490bb03c28445,prod_6c343dd91aafca21,clip_atom,True,False,A7AB4_materialization_preflight_only
311,a7ab3_dc42ddd075af946e,G2_basis_premium_dislocation,mark_index_basis_bps,mark_index_basis_bps,"Winsor(Rank(Clip(ZScore(mark_index_basis_bps),-3,3)),3)",skeleton_05854e1690e1ce55,prod_0f3a0053c3b2f11c,winsor_atom,True,False,A7AB4_materialization_preflight_only
312,a7ab3_3f4762f1af1b5e34,G2_basis_premium_dislocation,premium_close_bps,premium_close_bps,"Decay(Rank(Winsor(ZScore(premium_close_bps),3)),12)",skeleton_f79c9d833a6de838,prod_d0c88668aa496a26,decay_atom,True,False,A7AB4_materialization_preflight_only
313,a7ab3_070c5f5cb722b2fd,G2_basis_premium_dislocation,mark_index_basis_bps,mark_index_basis_bps,"Rank(Sub(ZScore(Clip(Delta(mark_index_basis_bps,24),-3,3)),Rank(Sub(Mean(mark_index_basis_bps,168),Mean(mark_index_basis_bps,24)))))",skeleton_fdce97d2c095b283,prod_ffbedd13fc245f49,rank_horizon_spread,True,False,A7AB4_materialization_preflight_only
314,a7ab3_c1e9b8a463363254,G2_basis_premium_dislocation,premium_close_bps,premium_close_bps,"ZScore(Mul(ZScore(Winsor(Delta(premium_close_bps,1),3)),ZScore(Decay(Delta(premium_close_bps,1),24))))",skeleton_272214a507ab883c,prod_078043cd9e73f2a8,zscore_self_interaction,True,False,A7AB4_materialization_preflight_only
315,a7ab3_fb6aac42e980abf4,G2_basis_premium_dislocation,mark_index_basis_bps,mark_index_basis_bps,"Clip(Sub(Sub(Decay(Mean(mark_index_basis_bps,168),24),Mean(Decay(mark_index_basis_bps,12),72)),Sub(Rank(Decay(mark_index_basis_bps,24)),Rank(Decay(mark_index_basis_bps,12)))),-3,3)",skeleton_931e68d04ee11844,prod_b79383bf5beaf602,clip_horizon_spread,True,False,A7AB4_materialization_preflight_only
316,a7ab3_5d7df6c8cac6638f,G2_basis_premium_dislocation,premium_close_bps,premium_close_bps,"Winsor(Mul(Mul(Rank(Delta(premium_close_bps,24)),TSRank(Mean(premium_close_bps,168),24)),ZScore(Clip(Delta(premium_close_bps,24),-3,3))),3)",skeleton_43e74ec1ca3f49da,prod_df0ebe2ba3270d66,winsor_self_interaction,True,False,A7AB4_materialization_preflight_only
317,a7ab3_448cdf2a0f96bd5d,G2_basis_premium_dislocation,mark_index_basis_bps,mark_index_basis_bps,Rank(mark_index_basis_bps),skeleton_9f0d66272a0406f6,prod_bb7eac364df83a76,single_atom,True,False,A7AB4_materialization_preflight_only
318,a7ab3_249b631ed84be563,G2_basis_premium_dislocation,premium_close_bps,premium_close_bps,Rank(ZScore(premium_close_bps)),skeleton_0f915c45eabbea19,prod_277874a2aaf361e5,rank_atom,True,False,A7AB4_materialization_preflight_only
319,a7ab3_37d6597047255b4f,G2_basis_premium_dislocation,mark_index_basis_bps,mark_index_basis_bps,"ZScore(TSRank(mark_index_basis_bps,24))",skeleton_8196f9d0a18000c7,prod_db6cbe7d2e1f2e44,zscore_atom,True,False,A7AB4_materialization_preflight_only
320,a7ab3_497b2029c8417016,G2_basis_premium_dislocation,premium_close_bps,premium_close_bps,"Sub(Delta(premium_close_bps,1),ZScore(Sub(Decay(premium_close_bps,12),Decay(premium_close_bps,4))))",skeleton_92a027c8f2dc1bf3,prod_a5ff9b112213a658,horizon_spread,True,False,A7AB4_materialization_preflight_only
321,a7ab3_58dbf46a2f48bc10,G2_basis_premium_dislocation,mark_index_basis_bps,mark_index_basis_bps,"Mul(Mean(mark_index_basis_bps,24),Sub(TSRank(Delta(mark_index_basis_bps,4),72),Rank(Delta(mark_index_basis_bps,1))))",skeleton_f45bdb251a88eaea,prod_f5a46053515624ba,self_interaction,True,False,A7AB4_materialization_preflight_only
322,a7ab3_2850dce25d090da5,G2_basis_premium_dislocation,premium_close_bps,premium_close_bps,"Clip(Decay(premium_close_bps,24),-3,3)",skeleton_5190274b100e392b,prod_510b615aa1d6cffe,clip_atom,True,False,A7AB4_materialization_preflight_only
323,a7ab3_d4ddbe33a0950c8d,G2_basis_premium_dislocation,mark_index_basis_bps,mark_index_basis_bps,"Winsor(Clip(ZScore(mark_index_basis_bps),-3,3),3)",skeleton_d4e122deedc31056,prod_b35194d5d318b902,winsor_atom,True,False,A7AB4_materialization_preflight_only
