symbol,search_eligibility,history_tier,liquidity_rank,liquidity_tier,median_hourly_quote_volume,is_core12,is_major,contract_format,meme_contract_group,is_meme_token,is_multiplier_contract,contract_unit_multiplier,btc_beta_train,btc_corr_train,btc_beta_obs_train,eth_beta_train,eth_corr_train,eth_beta_obs_train,major_beta_proxy_abs_corr,requires_beta_residual_audit
BIGTIMEUSDT,strict_full_history,full_2024_2026apr,128,top200,602491.5407,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.4507827074925663,0.5167391612254726,8783,1.2924159227751009,0.5619975355137585,8783,0.5619975355137585,True
ZENUSDT,strict_full_history,full_2024_2026apr,129,top200,589308.0672500001,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.1396534175527802,0.47826585564140023,8783,1.0523893877777932,0.5391829434999801,8783,0.5391829434999801,True
ALTUSDT,strict_full_history,full_2024_2026apr,130,top200,587054.364935,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.4777304374372022,0.5473636030651386,8193,1.3686476841981132,0.6257204602741631,8193,0.6257204602741631,True
SUSHIUSDT,strict_full_history,full_2024_2026apr,131,top200,585837.2338,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.2546071417142206,0.5698716179600221,8783,1.1873278000600196,0.6584200001118856,8783,0.6584200001118856,True
1000LUNCUSDT,strict_full_history,full_2024_2026apr,132,top200,582262.5205049999,False,False,multiplier_contract,non_meme_multiplier_contract,False,True,1000,1.232850738999034,0.5636350069558953,8783,1.0788893905229522,0.6021816081720786,8783,0.6021816081720786,True
NEOUSDT,strict_full_history,full_2024_2026apr,133,top200,579987.82261,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.196121855602926,0.6213808023814977,8783,1.049748877645544,0.6657802842279832,8783,0.6657802842279832,True
RESOLVUSDT,listing_aware,recent_only,134,top200,576365.75155,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
LPTUSDT,strict_full_history,full_2024_2026apr,135,top200,575067.4967,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.3586451451524328,0.5119184705465446,8783,1.1991084483029375,0.5515899272307708,8783,0.5515899272307708,True
DOGSUSDT,listing_aware,listed_by_2025H1,136,top200,564894.8356321501,False,False,plain_contract,meme_plain_contract,True,False,1,1.480273266988193,0.5055053083891333,3059,1.3769756287763388,0.6023885927887895,3059,0.6023885927887895,True
ENSOUSDT,listing_aware,short_history,137,top200,562461.49383,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
XAIUSDT,strict_full_history,full_2024_2026apr,138,top200,557927.87144,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.458268986202387,0.5544563480288043,8577,1.3662818168280835,0.6378744019812213,8577,0.6378744019812213,True
KASUSDT,strict_full_history,full_2024_2026apr,139,top200,553838.790775,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.1887787698139285,0.5919490709486512,8783,0.9756844868164808,0.5931380816591476,8783,0.5931380816591476,True
USUALUSDT,listing_aware,listed_by_2025H1,140,top200,551935.0735,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.3712210115068861,0.2579517241726637,322,1.11663581554895,0.29928035766121525,322,0.29928035766121525,True
FLOWUSDT,strict_full_history,full_2024_2026apr,141,top200,551818.9758,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.2718262722073503,0.6766171293253864,8783,1.100735030595228,0.714925997275843,8783,0.714925997275843,True
RAYSOLUSDT,listing_aware,listed_by_2025H1,142,top200,548335.573725,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.5904107803590937,0.5943323643739511,515,1.2847874369481143,0.6696417264141602,515,0.6696417264141602,True
LINEAUSDT,listing_aware,short_history,143,top200,544365.7725455,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
STABLEUSDT,listing_aware,short_history,144,top200,535339.7839775,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
CELOUSDT,strict_full_history,full_2024_2026apr,145,top200,534502.77,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.2290196298771974,0.5645009685890522,8783,1.1283462121644712,0.6327196945640584,8783,0.6327196945640584,True
MUSDT,listing_aware,recent_only,146,top200,533438.5651,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
BLURUSDT,strict_full_history,full_2024_2026apr,147,top200,533355.878305,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.392805013486703,0.6091127427818563,8783,1.2552272526280734,0.6701821079222565,8783,0.6701821079222565,True
NIGHTUSDT,listing_aware,short_history,148,top200,531584.5812,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
COMPUSDT,strict_full_history,full_2024_2026apr,149,top200,529778.8572549999,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.1300880036794443,0.588804568163229,8783,1.0590625344180853,0.6736644290360095,8783,0.6736644290360095,True
PIEVERSEUSDT,listing_aware,short_history,150,top200,529240.8201,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
BBUSDT,listing_aware,listed_by_2025H1,151,top200,528913.5201000001,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.560050219976146,0.5330191827059105,5579,1.318668006809705,0.5736544763929419,5579,0.5736544763929419,True
SNXUSDT,strict_full_history,full_2024_2026apr,152,top200,526372.9807,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.2776362669110828,0.6499561132743384,8783,1.2022603517765538,0.7466867288854337,8783,0.7466867288854337,True
GRASSUSDT,listing_aware,listed_by_2025H1,153,top200,516167.71136,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.278793538810685,0.36165330522198913,1280,1.2415571099887346,0.4620256515841085,1280,0.4620256515841085,True
MANTAUSDT,strict_full_history,full_2024_2026apr,154,top200,514320.587385,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.4776756904832298,0.6088281693272696,8361,1.343793618633796,0.6827467961255158,8361,0.6827467961255158,True
LIGHTUSDT,listing_aware,short_history,155,top200,513529.9948,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
ACTUSDT,listing_aware,listed_by_2025H1,156,top200,504889.152595,False,False,plain_contract,meme_plain_contract,True,False,1,1.2031133902011644,0.26795467630137854,1211,1.2390825888192363,0.3625467252247402,1211,0.3625467252247402,True
ZAMAUSDT,listing_aware,short_history,157,top200,490512.26517,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
BARDUSDT,listing_aware,short_history,158,top200,489637.8513,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
REZUSDT,listing_aware,listed_by_2025H1,159,top200,484660.694865,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.6086475772693278,0.5653938715437565,5889,1.4821996318133115,0.653919138996779,5889,0.653919138996779,True
AUCTIONUSDT,strict_full_history,full_2024_2026apr,160,top200,481900.24107,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.267239299450338,0.515576377628665,8783,1.126137375339415,0.5593567152164524,8783,0.5593567152164524,True
PIXELUSDT,listing_aware,listed_by_2025H1,161,top200,473107.091,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.4853418816586483,0.5718649880002227,7592,1.3527721716442151,0.6466643738892751,7592,0.6466643738892751,True
RAVEUSDT,listing_aware,short_history,162,top200,471058.70985,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
XTZUSDT,strict_full_history,full_2024_2026apr,163,top200,464234.25535,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.1025460676845622,0.6053857201381754,8783,0.9720070871360793,0.6515803296085473,8783,0.6515803296085473,True
ROSEUSDT,strict_full_history,full_2024_2026apr,164,top200,460517.05498,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.3799845749207,0.651234177621353,8783,1.2161654990988942,0.7006784125239957,8783,0.7006784125239957,True
SSVUSDT,strict_full_history,full_2024_2026apr,165,top200,454045.386915,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.3533082579814104,0.5520376637921259,8783,1.3710432203584888,0.6827885483179557,8783,0.6827885483179557,True
HUMAUSDT,listing_aware,recent_only,166,top200,452426.147164,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
SAHARAUSDT,listing_aware,recent_only,167,top200,447809.843015,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
GRIFFAINUSDT,listing_aware,listed_by_2025H1,168,top200,446113.92615,False,False,plain_contract,meme_plain_contract,True,False,1,,,0,,,0,0.0,True
CYSUSDT,listing_aware,short_history,169,top200,441671.2984,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
ZORAUSDT,listing_aware,short_history,170,top200,440844.14871,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
MEWUSDT,listing_aware,listed_by_2025H1,171,top200,440137.8555335,False,False,plain_contract,meme_plain_contract,True,False,1,1.7298237562925196,0.5742698166328107,4737,1.4413769047415883,0.5960373907792533,4737,0.5960373907792533,True
4USDT,listing_aware,short_history,172,top200,438720.031228,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
SOONUSDT,listing_aware,recent_only,173,top200,432689.503835,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
MINAUSDT,strict_full_history,full_2024_2026apr,174,top200,431492.0904,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.3477911248837835,0.6557889839141035,8783,1.1879826211500382,0.7056912260617126,8783,0.7056912260617126,True
BRETTUSDT,listing_aware,listed_by_2025H1,175,top200,430716.566625,False,False,plain_contract,meme_plain_contract,True,False,1,1.8866057113347823,0.6772090922171897,3205,1.6574368002802558,0.7574649397843467,3205,0.7574649397843467,True
AEVOUSDT,listing_aware,listed_by_2025H1,176,top200,430040.67307,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.4588917479578762,0.5813311294004755,7042,1.3100524675302208,0.6512269577187032,7042,0.6512269577187032,True
RSRUSDT,strict_full_history,full_2024_2026apr,177,top200,428098.468998,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.4286110137408685,0.5256707799213598,8783,1.271845012763897,0.571343301302353,8783,0.571343301302353,True
YGGUSDT,strict_full_history,full_2024_2026apr,178,top200,427436.84245,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.3945501219794607,0.5305464446974868,8783,1.2884517572884786,0.5984399091783651,8783,0.5984399091783651,True
MUBARAKUSDT,listing_aware,recent_only,179,top200,415250.77877,False,False,plain_contract,meme_plain_contract,True,False,1,,,0,,,0,0.0,True
API3USDT,strict_full_history,full_2024_2026apr,180,top200,411842.044165,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.297122990026221,0.5304009938744954,8783,1.15837622617686,0.5782769926092866,8783,0.5782769926092866,True
LYNUSDT,listing_aware,short_history,181,top200,410735.67252,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
AEROUSDT,listing_aware,listed_by_2025H1,182,top200,407261.528615,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.629590840133179,0.6799073076115678,657,1.3902515211897135,0.7586132607309686,657,0.7586132607309686,True
BEAMXUSDT,strict_full_history,full_2024_2026apr,183,top200,407096.605687,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.5835513627350168,0.620355745111385,8783,1.3597848439518552,0.6503422303652899,8783,0.6503422303652899,True
LAUSDT,listing_aware,recent_only,184,top200,406218.7079,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
MERLUSDT,listing_aware,recent_only,185,top200,403827.992355,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
CHILLGUYUSDT,listing_aware,listed_by_2025H1,186,top200,402589.06354,False,False,plain_contract,meme_plain_contract,True,False,1,2.1618955190249123,0.4666171564131822,825,1.8066702276831659,0.5159033503798099,825,0.5159033503798099,True
LAYERUSDT,listing_aware,recent_only,187,top200,401933.44047,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
CLOUSDT,listing_aware,short_history,188,top200,396288.18453,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
1INCHUSDT,strict_full_history,full_2024_2026apr,189,top200,392720.6903,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.2210677178507447,0.6234212272188512,8783,1.0992097906752363,0.6851497911226356,8783,0.6851497911226356,True
JELLYJELLYUSDT,listing_aware,recent_only,190,top200,391318.76177,False,False,plain_contract,meme_plain_contract,True,False,1,,,0,,,0,0.0,True
MAGICUSDT,strict_full_history,full_2024_2026apr,191,top200,386689.835335,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.3368197311608485,0.6222390262070505,8783,1.2894986263095205,0.7327711942085197,8783,0.7327711942085197,True
ZEREBROUSDT,listing_aware,listed_by_2025H1,192,top200,386631.02314,False,False,plain_contract,meme_plain_contract,True,False,1,,,0,,,0,0.0,True
SOMIUSDT,listing_aware,short_history,193,top200,386096.341,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
IOTAUSDT,strict_full_history,full_2024_2026apr,194,top200,382641.666655,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.275652582434378,0.6067871272703325,8783,1.1285174641071196,0.6553530668968262,8783,0.6553530668968262,True
1MBABYDOGEUSDT,listing_aware,listed_by_2025H1,195,top200,380515.1303064,False,False,multiplier_contract,meme_multiplier_contract,True,True,1000000,1.6144207389064034,0.41932092117802994,2556,1.3885836962078006,0.4662370629018695,2556,0.4662370629018695,True
SPACEUSDT,listing_aware,short_history,196,top200,378881.297596,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
TRADOORUSDT,listing_aware,short_history,197,top200,377004.081,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
COLLECTUSDT,listing_aware,short_history,198,top200,375623.14998,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
SUPERUSDT,strict_full_history,full_2024_2026apr,199,top200,375622.61565,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.474764838998005,0.5907023109476583,8783,1.2837519993731679,0.6277549324914636,8783,0.6277549324914636,True
EGLDUSDT,strict_full_history,full_2024_2026apr,200,top200,371726.08045,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.2052772423780582,0.6692598849268845,8783,1.0612293111765103,0.7194161455399877,8783,0.7194161455399877,True
ACHUSDT,strict_full_history,full_2024_2026apr,201,tail,369595.175216,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.3719095971360222,0.6200516989042351,8783,1.2196652534767987,0.6729862091579697,8783,0.6729862091579697,True
CCUSDT,listing_aware,short_history,202,tail,364739.349435,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
KAVAUSDT,strict_full_history,full_2024_2026apr,203,tail,364729.746405,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.1788876947002291,0.6640072454042408,8783,1.0333408168619374,0.7105703368185147,8783,0.7105703368185147,True
DYMUSDT,listing_aware,listed_by_2025H1,204,tail,363327.16833,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.3958560174656038,0.5529901303121506,7888,1.2634552222361235,0.6195598052820261,7888,0.6195598052820261,True
SWARMSUSDT,listing_aware,listed_by_2025H1,205,tail,362162.4840585,False,False,plain_contract,meme_plain_contract,True,False,1,,,0,,,0,0.0,True
ALCHUSDT,listing_aware,listed_by_2025H1,206,tail,357142.64263,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
LISTAUSDT,listing_aware,listed_by_2025H1,207,tail,356816.89065,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.5061470130948393,0.5282727989209428,4667,1.3196070228704375,0.5761482155864278,4667,0.5761482155864278,True
ANIMEUSDT,listing_aware,recent_only,208,tail,353375.5987,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
FFUSDT,listing_aware,short_history,209,tail,350082.31655,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
METUSDT,listing_aware,short_history,210,tail,349028.14035,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
COOKIEUSDT,listing_aware,listed_by_2025H1,211,tail,346852.5642,False,False,plain_contract,meme_plain_contract,True,False,1,,,0,,,0,0.0,True
PORTALUSDT,listing_aware,listed_by_2025H1,212,tail,343999.19901,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.5415852400674834,0.6142599739753921,7352,1.3679624786246007,0.6779570984485498,7352,0.6779570984485498,True
LUNA2USDT,strict_full_history,full_2024_2026apr,213,tail,343511.87749,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.3121473356546423,0.538951490993833,8783,1.1638351524142352,0.5836085568324785,8783,0.5836085568324785,True
WCTUSDT,listing_aware,recent_only,214,tail,343271.3233,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
1000000MOGUSDT,listing_aware,listed_by_2025H1,215,tail,343110.49286500004,False,False,multiplier_contract,meme_multiplier_contract,True,True,1000000,1.8183626119761276,0.5147754002342362,1307,1.6913567497761652,0.6303691261918173,1307,0.6303691261918173,True
MELANIAUSDT,listing_aware,recent_only,216,tail,341093.422359,False,False,plain_contract,meme_plain_contract,True,False,1,,,0,,,0,0.0,True
BANANAS31USDT,listing_aware,recent_only,217,tail,339309.139994,False,False,plain_contract,meme_plain_contract,True,False,1,,,0,,,0,0.0,True
TNSRUSDT,listing_aware,listed_by_2025H1,218,tail,336798.36013,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.5542908416773338,0.5483047347647132,6414,1.3588356036484215,0.6010504105878907,6414,0.6010504105878907,True
DASHUSDT,strict_full_history,full_2024_2026apr,219,tail,336011.975545,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.0423788464281745,0.6182070908818925,8783,0.9218807694122754,0.6674922904458789,8783,0.6674922904458789,True
AXLUSDT,listing_aware,listed_by_2025H1,220,tail,333150.36688,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.3660012340665275,0.5825538861544354,7328,1.1704531632117465,0.6211867697070697,7328,0.6211867697070697,True
PARTIUSDT,listing_aware,recent_only,221,tail,331971.8524,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
ZKPUSDT,listing_aware,short_history,222,tail,331820.61388,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
FOLKSUSDT,listing_aware,short_history,223,tail,329918.7152,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
FORMUSDT,listing_aware,recent_only,224,tail,325940.70602,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
BANANAUSDT,listing_aware,listed_by_2025H1,225,tail,325303.55830000003,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.2705251854673674,0.49718091724520347,3333,1.1598298509378322,0.5735982562302926,3333,0.5735982562302926,True
SPKUSDT,listing_aware,recent_only,226,tail,322818.04846,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
KERNELUSDT,listing_aware,recent_only,227,tail,322083.2439,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
COAIUSDT,listing_aware,short_history,228,tail,317673.4253,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
PLUMEUSDT,listing_aware,recent_only,229,tail,309261.7668,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
ALICEUSDT,strict_full_history,full_2024_2026apr,230,tail,307187.39115000004,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.2948896567272583,0.5599875632685746,8783,1.1788516788220202,0.622397575138721,8783,0.622397575138721,True
ZRXUSDT,strict_full_history,full_2024_2026apr,231,tail,307035.24943,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.2500827193265254,0.541552418019727,8783,1.1183077645868766,0.5914611093147492,8783,0.5914611093147492,True
MORPHOUSDT,listing_aware,listed_by_2025H1,232,tail,303574.51255,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.0970017470801083,0.2582150902681943,825,1.2155951927519477,0.3785530354191458,825,0.3785530354191458,True
CKBUSDT,hold_quality_or_short_history,full_2024_2026apr,233,tail,302390.15133,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.4676609237107339,0.523532917087639,8783,1.2293230903735046,0.5353618332034257,8783,0.5353618332034257,True
ZETAUSDT,strict_full_history,full_2024_2026apr,234,tail,298449.64650000003,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.3917683897323876,0.5264144614701854,8007,1.2309384575339963,0.5758986102450482,8007,0.5758986102450482,True
ZILUSDT,strict_full_history,full_2024_2026apr,235,tail,297282.136725,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.2630957497693165,0.6636400743422463,8783,1.109551776163081,0.7117164569839403,8783,0.7117164569839403,True
UMAUSDT,strict_full_history,full_2024_2026apr,236,tail,295387.8835,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.2277001000862142,0.48133032150626315,8783,1.1183625045954317,0.5352992481521464,8783,0.5352992481521464,True
COTIUSDT,strict_full_history,full_2024_2026apr,237,tail,290496.935745,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.4540955298706788,0.5731408574587376,8783,1.310875189588105,0.6308017349903037,8783,0.6308017349903037,True
BASUSDT,listing_aware,short_history,238,tail,289387.410317,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
VANRYUSDT,listing_aware,listed_by_2025H1,239,tail,289200.34281,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.6686849098366747,0.6381833512729058,7038,1.425644635271163,0.6802260014313491,7038,0.6802260014313491,True
QNTUSDT,strict_full_history,full_2024_2026apr,240,tail,287114.5435,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.0690659914134275,0.5958497261742653,8783,0.931959332052676,0.6341504382719709,8783,0.6341504382719709,True
THEUSDT,listing_aware,listed_by_2025H1,241,tail,286260.69259,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.6041422315318763,0.41253404338166544,827,1.388499363928381,0.4719163337229149,827,0.4719163337229149,True
IDUSDT,strict_full_history,full_2024_2026apr,242,tail,281982.063405,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.1942852852625256,0.5086065304347474,8783,1.050546407281694,0.5462006318776066,8783,0.5462006318776066,True
CYBERUSDT,strict_full_history,full_2024_2026apr,243,tail,281640.3575,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.2556599096839047,0.5571324618996525,8783,1.1546519124319736,0.6254615549072687,8783,0.6254615549072687,True
UAIUSDT,listing_aware,short_history,244,tail,280318.999,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
GUNUSDT,listing_aware,recent_only,245,tail,279304.25698,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
FOGOUSDT,listing_aware,short_history,246,tail,275450.19322,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
ATUSDT,listing_aware,short_history,247,tail,274485.59292,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
INITUSDT,listing_aware,recent_only,248,tail,274013.95461,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
STORJUSDT,strict_full_history,full_2024_2026apr,249,tail,273323.05225,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.2081428204140496,0.5754866912556471,8783,1.0617436434456478,0.6174471386596662,8783,0.6174471386596662,True
MEUSDT,listing_aware,listed_by_2025H1,250,tail,272728.40277,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.3051044958141802,0.3244698346981893,510,0.8444474320417286,0.29398249495103923,510,0.3244698346981893,True
SENTUSDT,listing_aware,short_history,251,tail,271390.997685,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
ACEUSDT,strict_full_history,full_2024_2026apr,252,tail,271192.547412,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.3938146512820544,0.5728242225172744,8783,1.279248198077439,0.6418510684389132,8783,0.6418510684389132,True
ZBTUSDT,listing_aware,short_history,253,tail,270968.2126,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
AVAAIUSDT,listing_aware,recent_only,254,tail,270735.04988,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
PTBUSDT,listing_aware,short_history,255,tail,269191.0702125,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
1000CATUSDT,listing_aware,listed_by_2025H1,256,tail,267445.72167899995,False,False,multiplier_contract,meme_multiplier_contract,True,True,1000,1.6904710402629495,0.37251456391457366,1715,1.521203573298829,0.4400974877092132,1715,0.4400974877092132,True
ENJUSDT,strict_full_history,full_2024_2026apr,257,tail,266433.151165,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.323934134291057,0.6435482005145835,8783,1.187854358312465,0.7049218979582751,8783,0.7049218979582751,True
MMTUSDT,listing_aware,short_history,258,tail,265906.48195,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
VANAUSDT,listing_aware,listed_by_2025H1,259,tail,264764.48311,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.1598304343952246,0.2677472256940983,370,0.9092015626575745,0.29612842331486106,370,0.29612842331486106,True
RAREUSDT,listing_aware,listed_by_2025H1,260,tail,261988.64447,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.3100390842731306,0.4195129633405771,3322,1.2118742311400195,0.4906766179664919,3322,0.4906766179664919,True
TRUTHUSDT,listing_aware,short_history,261,tail,257555.4808525,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
HEMIUSDT,listing_aware,short_history,262,tail,257513.72724,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
LQTYUSDT,strict_full_history,full_2024_2026apr,263,tail,254919.88234,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.3017167134284209,0.5848648588892493,8783,1.1631993713806994,0.6380523482041954,8783,0.6380523482041954,True
VVVUSDT,listing_aware,recent_only,264,tail,254308.480375,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
QTUMUSDT,strict_full_history,full_2024_2026apr,265,tail,253928.9609,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.206327060726306,0.6251368423321066,8783,1.039712639733064,0.6577887686107022,8783,0.6577887686107022,True
SAPIENUSDT,listing_aware,short_history,266,tail,252754.79575,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
KSMUSDT,strict_full_history,full_2024_2026apr,267,tail,252529.1376,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.2686702148916367,0.6091355515946475,8783,1.136935395194078,0.6664446659678706,8783,0.6664446659678706,True
ALLOUSDT,listing_aware,short_history,268,tail,252523.870605,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
GASUSDT,strict_full_history,full_2024_2026apr,269,tail,252137.3473,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.1375295785049062,0.5868614473198832,8783,0.9926040414281413,0.625190005887231,8783,0.625190005887231,True
FIDAUSDT,listing_aware,listed_by_2025H1,270,tail,251278.28099,False,False,plain_contract,non_meme_plain_contract,False,False,1,1.4935897246679897,0.4925816640991677,2483,1.3254997682157241,0.5699461162026433,2483,0.5699461162026433,True
NXPCUSDT,listing_aware,recent_only,271,tail,250697.15766,False,False,plain_contract,non_meme_plain_contract,False,False,1,,,0,,,0,0.0,True
